R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000010,0.003000,10,250,1,250,1,50,500,0,0
sysTime,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R
775.278,-0.255,0.930,-28.446,-28.412,-26.113
775.290,-8.075,0.658,-29.018,-28.967,-26.948
775.301,-5.335,1.231,-29.285,-29.301,-27.646
775.313,-7.131,1.681,-29.262,-29.309,-28.148
775.324,-2.901,1.553,-29.030,-29.064,-28.450
775.336,8.460,1.194,-28.534,-28.570,-28.522
775.348,3.996,0.520,-27.864,-27.862,-28.390
775.359,4.337,0.638,-26.832,-26.843,-27.997
775.371,-30.360,0.125,-25.661,-25.666,-27.371
775.383,-9.745,0.237,-24.329,-24.345,-26.549
775.394,21.716,0.087,-22.888,-22.911,-25.557
775.406,48.400,0.443,-21.433,-21.499,-24.423
775.418,20.461,0.328,-20.085,-20.149,-23.208
775.430,8.764,0.180,-18.856,-18.923,-21.964
775.441,37.604,1.231,-17.811,-17.939,-20.774
775.453,-17.841,1.610,-17.173,-17.280,-19.701
775.465,7.702,1.463,-16.814,-16.913,-18.813
775.476,21.685,0.927,-16.785,-16.852,-18.155
775.488,17.667,0.597,-17.100,-17.143,-17.768
775.500,22.227,0.079,-17.665,-17.719,-17.653
775.511,-21.101,-0.776,-18.456,-18.449,-17.797
775.523,3.589,-0.824,-19.301,-19.304,-18.156
775.535,-3.764,-2.481,-20.285,-20.179,-18.685
775.546,13.360,-3.445,-21.289,-21.124,-19.362
775.558,20.435,-3.693,-22.209,-22.013,-20.122
775.570,36.854,-3.294,-22.904,-22.727,-20.886
775.581,46.134,-2.367,-23.352,-23.259,-21.596
775.593,42.334,-1.270,-23.560,-23.554,-22.188
775.605,12.688,-1.589,-23.560,-23.534,-22.619
775.616,-12.024,-1.637,-23.119,-23.096,-22.818
775.628,7.733,-1.791,-22.179,-22.128,-22.716
775.640,11.747,-2.570,-20.744,-20.663,-22.244
775.651,-4.874,-3.468,-18.795,-18.712,-21.362
775.662,-18.707,-4.202,-16.606,-16.474,-20.147
775.672,-0.320,-4.273,-14.224,-14.088,-18.637
775.682,-17.263,-4.999,-11.472,-11.300,-16.762
775.692,-5.961,-5.190,-8.376,-8.209,-14.497
775.702,-13.842,-5.954,-5.188,-4.988,-11.957
775.713,-15.797,-6.140,-1.942,-1.729,-9.185
775.723,-7.539,-6.378,1.190,1.412,-6.290
775.733,-23.879,-6.792,4.114,4.355,-3.363
775.743,10.000,-5.802,6.823,6.997,-0.479
775.754,7.241,-4.995,9.099,9.219,2.275
775.764,1.679,-5.010,10.844,10.963,4.716
775.774,-37.520,-5.897,12.032,12.205,6.849
775.784,-12.143,-6.417,12.903,13.097,8.632
775.795,3.448,-7.007,13.430,13.659,10.098
775.806,19.545,-5.993,13.631,13.770,11.228
775.817,-20.618,-6.505,13.335,13.468,11.948
775.828,-2.275,-6.439,12.709,12.826,12.275
775.840,4.839,-6.795,11.700,11.811,12.237
775.851,-34.255,-7.320,10.528,10.658,11.843
775.863,-20.542,-8.151,9.265,9.439,11.199
775.874,-13.506,-8.465,7.948,8.123,10.339
775.886,-23.812,-8.714,6.705,6.853,9.325
775.898,-20.230,-8.611,5.630,5.720,8.266
775.909,-23.893,-8.492,4.652,4.700,7.213
775.921,-25.383,-8.440,3.892,3.903,6.208
775.932,-21.129,-8.091,3.291,3.235,5.297
775.944,-6.516,-8.092,2.762,2.705,4.484
775.956,1.321,-7.942,2.419,2.353,3.810
775.967,1.788,-7.379,2.228,2.114,3.265
775.979,-17.917,-7.135,2.237,2.089,2.860
775.990,-34.191,-7.467,2.286,2.121,2.588
776.002,-36.313,-7.387,2.416,2.221,2.439
776.013,-25.678,-8.584,2.585,2.454,2.383
776.025,-5.066,-8.743,2.826,2.710,2.414
776.037,20.146,-8.708,2.997,2.896,2.487
776.048,43.298,-8.957,3.283,3.163,2.609
776.060,45.507,-8.272,3.700,3.496,2.794
776.072,26.846,-7.053,4.216,3.913,3.054
776.083,4.420,-6.927,4.816,4.474,3.393
776.095,-28.022,-6.906,5.500,5.198,3.842
776.107,-36.852,-7.043,6.428,6.146,4.435
776.118,-39.077,-6.956,7.599,7.324,5.191
776.130,-27.585,-7.356,8.968,8.697,6.112
776.142,-16.963,-7.593,10.607,10.347,7.229
776.153,-23.404,-7.860,12.474,12.228,8.555
776.165,-27.210,-8.206,14.606,14.340,10.115
776.177,-18.004,-8.668,16.844,16.577,11.885
776.188,-1.803,-8.769,19.055,18.805,13.775
776.200,-1.048,-8.396,21.249,20.970,15.754
776.212,12.213,-7.729,23.366,23.028,17.772
776.223,-4.213,-6.436,25.254,24.840,19.768
776.235,-33.082,-5.985,26.710,26.301,21.639
776.246,-17.531,-6.493,27.844,27.454,23.326
776.258,-38.688,-6.874,28.475,28.057,24.716
776.270,21.464,-6.359,28.622,28.156,25.769
776.281,3.565,-5.244,28.210,27.687,26.403
776.293,12.395,-4.815,27.380,26.822,26.614
776.304,5.078,-4.631,26.217,25.649,26.426
776.316,-0.731,-5.050,24.745,24.198,25.871
776.328,-20.383,-4.964,23.122,22.558,24.985
776.339,-11.401,-5.193,21.443,20.880,23.859
776.351,-39.618,-5.838,19.814,19.269,22.555
776.362,-6.263,-5.160,18.424,17.824,21.183
776.374,33.348,-4.748,17.136,16.513,19.809
776.386,28.944,-4.778,16.069,15.411,18.492
776.397,14.477,-4.197,15.310,14.616,17.317
776.409,8.940,-3.650,14.902,14.183,16.350
776.421,11.179,-3.115,14.799,14.049,15.621
776.432,-1.757,-2.770,14.945,14.182,15.125
776.444,-20.921,-2.735,15.418,14.660,14.906
776.456,-18.441,-2.949,16.257,15.520,14.994
776.467,-16.816,-3.319,17.317,16.602,15.367
776.479,-10.857,-3.465,18.617,17.912,16.008
776.490,-9.284,-3.936,19.874,19.206,16.847
776.502,24.353,-3.419,21.275,20.573,17.836
776.513,35.495,-3.302,22.695,21.946,18.973
776.525,24.070,-2.674,23.960,23.163,20.148
776.537,-15.094,-2.343,25.002,24.202,21.318
776.548,-8.105,-2.444,25.766,24.974,22.392
776.560,-8.969,-2.486,26.136,25.350,23.289
776.572,21.238,-2.650,26.220,25.430,23.967
776.583,15.400,-2.230,25.829,25.011,24.357
776.595,43.381,-1.807,25.256,24.360,24.448
776.607,19.195,-1.826,24.250,23.346,24.226
776.618,40.271,-1.855,23.107,22.186,23.721
776.630,11.316,-0.989,21.875,20.888,22.976
776.641,-13.215,-1.356,20.486,19.547,22.067
776.653,-39.027,-1.010,19.137,18.216,21.005
776.665,-39.867,-1.499,17.773,16.867,19.867
776.676,-8.827,-2.128,16.618,15.764,18.701
776.688,-6.849,-2.591,15.626,14.808,17.572
776.699,-9.323,-2.655,14.949,14.137,16.553
776.711,14.044,-2.474,14.632,13.819,15.719
776.723,21.260,-2.368,14.567,13.750,15.092
776.734,-8.076,-2.463,14.718,13.913,14.688
776.746,-14.391,-2.770,15.163,14.380,14.527
776.757,10.812,-3.136,15.824,15.072,14.613
776.769,8.252,-3.333,16.721,15.992,14.934
776.780,-5.482,-3.334,17.822,17.094,15.477
776.791,-25.827,-3.538,18.936,18.240,16.204
776.803,-9.382,-3.832,20.167,19.487,17.088
776.814,16.458,-3.271,21.407,20.709,18.090
776.826,19.071,-3.018,22.520,21.835,19.140
776.837,-16.562,-3.215,23.513,22.832,20.183
776.849,-9.446,-3.136,24.284,23.596,21.166
776.861,0.596,-3.316,24.803,24.115,22.036
776.872,1.374,-3.217,25.095,24.392,22.727
776.883,16.392,-3.379,25.146,24.433,23.250
776.895,6.182,-3.300,24.945,24.221,23.563
776.906,14.643,-3.155,24.535,23.800,23.671
776.918,10.404,-3.036,23.785,23.043,23.547
776.929,13.663,-2.718,22.873,22.114,23.196
776.941,32.391,-2.098,21.892,21.098,22.644
776.952,21.898,-1.483,20.852,20.019,21.945
776.963,32.023,-0.627,19.914,19.021,21.159
776.974,42.087,0.256,19.009,18.056,20.319
776.986,25.644,1.131,18.193,17.175,19.442
776.997,7.373,1.436,17.635,16.605,18.631
777.008,12.600,1.628,17.368,16.351,17.971
777.019,3.538,1.281,17.390,16.398,17.521
777.030,-27.809,0.871,17.653,16.724,17.271
777.041,-27.679,0.937,18.254,17.348,17.262
777.052,4.454,1.361,19.184,18.258,17.525
777.064,19.985,1.588,20.270,19.339,18.032
777.075,16.540,1.620,21.509,20.583,18.746
777.086,-7.466,1.129,22.762,21.877,19.625
777.097,-21.925,0.690,24.015,23.169,20.636
777.108,-30.045,0.326,25.209,24.424,21.728
777.119,-13.926,0.111,26.337,25.582,22.858
777.130,12.222,0.039,27.404,26.627,23.977
777.141,9.220,-0.104,28.259,27.477,25.054
777.153,28.864,0.286,28.769,27.966,25.993
777.164,52.414,0.958,28.984,28.153,26.718
777.175,42.052,1.913,28.898,28.006,27.214
777.187,37.785,2.874,28.438,27.463,27.439
777.198,36.081,3.593,27.579,26.550,27.354
777.209,5.168,3.492,26.174,25.156,26.898
777.221,26.650,3.934,24.360,23.333,26.060
777.232,12.408,3.328,22.076,21.082,24.814
777.244,6.275,3.764,19.413,18.410,23.155
777.255,6.631,3.885,16.438,15.441,21.145
777.266,-12.800,3.586,13.382,12.407,18.898
777.276,-23.827,3.303,10.254,9.274,16.466
777.286,-24.029,2.981,7.008,6.015,13.737
777.297,-17.500,3.063,3.588,2.580,10.745
777.308,-20.901,2.652,0.219,-0.762,7.627
777.319,-16.849,2.894,-2.956,-3.941,4.420
777.330,-26.833,2.985,-5.968,-6.919,1.128
777.342,-31.604,3.219,-8.685,-9.597,-2.053
777.354,23.930,3.829,-10.601,-11.540,-4.918
777.365,4.256,4.206,-11.965,-12.925,-7.378
777.377,8.606,4.802,-12.715,-13.707,-9.355
777.389,1.936,4.431,-12.949,-13.933,-10.842
777.400,-35.280,4.218,-12.888,-13.835,-11.871
777.412,3.829,4.228,-12.305,-13.246,-12.445
777.424,-33.903,4.109,-11.547,-12.427,-12.605
777.435,-4.291,4.596,-10.604,-11.491,-12.416
777.446,23.016,5.185,-9.701,-10.611,-12.005
777.458,5.961,5.629,-8.896,-9.806,-11.448
777.470,-3.615,5.868,-8.258,-9.146,-10.841
777.481,16.774,5.989,-7.776,-8.677,-10.255
777.493,-0.243,5.803,-7.593,-8.466,-9.755
777.504,-13.611,5.751,-7.567,-8.401,-9.374
777.516,8.235,5.656,-7.695,-8.499,-9.113
777.528,2.658,5.331,-8.119,-8.877,-9.033
777.539,18.581,5.349,-8.753,-9.487,-9.153
777.551,21.381,5.731,-9.576,-10.308,-9.466
777.562,12.126,6.090,-10.458,-11.192,-9.952
777.574,12.380,6.519,-11.475,-12.224,-10.589
777.586,14.435,6.512,-12.536,-13.276,-11.343
777.597,-15.801,7.009,-13.649,-14.405,-12.206
777.609,-24.202,7.002,-14.812,-15.533,-13.153
777.620,-13.567,6.840,-15.977,-16.652,-14.149
777.632,-9.642,6.764,-17.052,-17.695,-15.171
777.644,-2.510,6.825,-18.023,-18.662,-16.188
777.655,-8.235,6.883,-18.887,-19.518,-17.175
777.667,-17.033,7.103,-19.661,-20.263,-18.092
777.679,14.480,7.333,-20.196,-20.802,-18.907
777.690,8.979,7.253,-20.657,-21.234,-19.616
777.702,-2.265,7.378,-20.847,-21.412,-20.180
777.713,25.486,7.835,-20.902,-21.466,-20.583
777.725,28.786,8.391,-20.792,-21.367,-20.842
777.737,3.380,8.627,-20.580,-21.159,-20.964
777.748,16.861,8.755,-20.399,-20.972,-20.984
777.760,27.756,8.801,-20.234,-20.763,-20.930
777.772,28.934,8.968,-20.029,-20.570,-20.833
777.783,15.618,9.111,-19.892,-20.433,-20.716
777.795,5.245,9.068,-19.797,-20.328,-20.602
777.807,-4.153,8.841,-19.812,-20.299,-20.504
777.818,-13.676,8.481,-19.941,-20.349,-20.446
777.830,-18.714,8.132,-20.108,-20.477,-20.442
777.841,-17.273,7.805,-20.308,-20.657,-20.490
777.853,-11.921,6.904,-20.537,-20.807,-20.578
777.865,4.773,6.197,-20.778,-20.995,-20.708
777.876,14.799,6.076,-20.923,-21.113,-20.850
777.888,9.101,5.594,-21.038,-21.163,-20.968
777.899,10.758,5.247,-21.066,-21.164,-21.062
777.911,16.356,5.037,-20.990,-21.061,-21.105
777.923,17.238,4.914,-20.957,-20.976,-21.109
777.934,19.585,4.974,-20.786,-20.784,-21.065
777.946,25.483,5.109,-20.593,-20.597,-20.979
777.958,27.445,5.386,-20.351,-20.359,-20.840
777.969,14.233,5.533,-20.096,-20.097,-20.664
777.981,26.010,5.560,-19.843,-19.810,-20.449
777.993,37.145,5.510,-19.576,-19.527,-20.223
778.004,24.959,5.130,-19.380,-19.311,-19.995
778.016,10.664,5.224,-19.193,-19.118,-19.768
778.027,22.929,5.568,-19.073,-18.982,-19.558
778.038,28.351,5.740,-19.103,-18.958,-19.391
778.050,11.140,5.897,-19.234,-19.068,-19.296
778.061,-13.097,5.471,-19.473,-19.305,-19.301
778.073,-5.879,5.059,-19.834,-19.636,-19.398
778.085,5.279,4.514,-20.400,-20.160,-19.613
778.096,16.711,4.566,-21.050,-20.791,-19.964
778.108,31.434,4.756,-21.872,-21.597,-20.446
778.120,32.691,5.443,-22.775,-22.543,-21.050
778.131,6.895,6.301,-23.687,-23.486,-21.745
778.143,-28.282,5.731,-24.692,-24.394,-22.514
778.154,-19.063,6.069,-25.666,-25.322,-23.311
778.166,-31.852,5.823,-26.453,-26.089,-24.104
778.178,-3.902,5.532,-26.983,-26.629,-24.844
778.189,23.005,5.816,-27.336,-26.973,-25.474
778.201,36.407,6.426,-27.457,-27.099,-25.994
778.212,28.176,6.799,-27.325,-26.993,-26.321
778.223,3.043,6.289,-27.004,-26.625,-26.452
778.235,-9.921,5.577,-26.383,-25.948,-26.358
778.246,-1.446,5.077,-25.533,-25.074,-26.042
778.258,-2.072,4.796,-24.434,-23.962,-25.496
778.269,14.019,5.098,-23.226,-22.763,-24.766
778.280,2.505,4.511,-21.943,-21.434,-23.883
778.291,-13.468,3.246,-20.585,-20.009,-22.840
778.302,-5.313,2.382,-19.270,-18.641,-21.688
778.313,15.766,2.198,-17.869,-17.200,-20.455
778.324,28.557,2.036,-16.439,-15.686,-19.136
778.335,17.653,1.204,-15.041,-14.161,-17.755
778.347,-1.196,0.100,-13.586,-12.601,-16.339
778.357,-4.851,-0.172,-12.123,-11.121,-14.913
778.368,44.795,2.003,-10.386,-9.530,-13.427
778.380,64.302,3.083,-8.589,-7.831,-11.864
778.391,29.176,3.628,-6.824,-6.115,-10.251
778.401,5.548,2.313,-5.062,-4.288,-8.619
778.413,1.826,1.877,-3.116,-2.272,-6.752
778.425,-18.908,1.101,-1.079,-0.152,-4.786
778.435,-34.784,0.393,0.680,1.662,-3.040
778.446,46.216,2.462,2.441,3.331,-1.246
778.457,-0.115,1.079,3.977,4.984,0.505
778.468,-41.925,-0.435,5.359,6.506,2.202
778.479,-10.965,-0.661,6.656,7.822,3.817
778.490,-19.493,-1.029,7.704,8.853,5.270
778.501,16.435,-0.639,8.358,9.496,6.507
778.512,-21.797,-1.788,8.759,9.954,7.517
778.523,-5.428,-1.447,8.851,10.031,8.266
778.534,-14.184,-1.540,8.900,9.993,8.783
778.545,48.237,0.299,8.768,9.678,9.066
778.556,35.249,0.812,8.367,9.264,9.146
778.567,-30.437,-0.961,7.838,8.865,9.068
778.578,32.929,0.047,7.370,8.333,8.860
778.589,-25.645,-1.263,6.909,7.918,8.584
778.600,-23.941,-1.732,6.638,7.633,8.284
778.611,36.440,-0.209,6.589,7.404,8.010
778.622,35.188,0.386,6.631,7.345,7.779
778.633,-18.828,-1.088,6.849,7.626,7.669
778.644,-24.255,-2.111,7.241,8.010,7.705
778.655,-34.398,-2.027,7.953,8.629,7.883
778.666,29.927,-0.822,9.008,9.559,8.283
778.677,34.725,0.547,10.106,10.626,8.880
778.688,8.282,0.767,11.398,11.921,9.681
778.699,-2.068,0.051,12.752,13.380,10.678
778.710,-26.696,-0.680,14.223,14.924,11.835
778.721,16.271,-0.175,15.815,16.476,13.116
778.732,-25.107,-1.175,17.325,18.035,14.480
778.743,-5.862,-1.177,18.770,19.474,15.900
778.754,-14.578,-1.231,20.184,20.899,17.306
778.765,-11.192,-1.137,21.491,22.160,18.686
778.776,21.362,0.234,22.682,23.229,19.996
778.787,18.810,0.375,23.499,24.055,21.184
778.798,-8.167,-0.117,23.916,24.512,22.171
778.809,14.341,0.894,24.144,24.696,22.942
778.820,22.579,0.903,23.964,24.505,23.456
778.831,36.979,1.352,23.472,23.968,23.680
778.842,-28.111,-0.604,22.613,23.214,23.609
778.853,-27.405,-1.295,21.521,22.206,23.257
778.864,-34.816,-2.390,20.320,21.030,22.663
778.876,-43.219,-2.663,18.937,19.632,21.811
778.887,23.894,-0.482,17.567,18.163,20.784
778.899,13.790,-0.730,16.130,16.729,19.631
778.910,-9.893,-1.065,14.793,15.408,18.447
778.921,21.665,-0.103,13.514,14.057,17.185
778.932,3.488,-0.120,12.313,12.831,15.909
778.944,10.499,0.209,11.205,11.709,14.688
778.955,-20.672,-0.612,10.254,10.805,13.523
778.967,-16.253,-0.590,9.557,10.015,12.471
778.978,-25.683,0.009,8.885,9.281,11.512
778.990,16.434,1.708,8.374,8.703,10.650
779.001,21.464,2.630,7.943,8.226,9.914
779.013,-0.477,2.025,7.626,7.936,9.279
779.025,-10.103,1.697,7.240,7.586,8.761
779.035,13.957,1.935,6.924,7.293,8.330
779.045,-29.602,0.875,6.440,6.867,7.930
779.056,24.693,2.209,6.055,6.386,7.506
779.067,33.360,3.023,5.426,5.725,7.010
779.079,-21.909,1.545,4.489,4.885,6.413
779.091,8.397,2.742,3.459,3.799,5.700
779.102,22.559,3.470,2.083,2.424,4.824
779.114,3.923,3.243,0.408,0.788,3.750
779.125,9.220,3.836,-1.511,-1.182,2.415
779.137,21.234,4.697,-3.670,-3.375,0.839
779.148,23.093,4.759,-6.037,-5.750,-0.965
779.160,24.625,4.430,-8.629,-8.353,-3.005
779.172,40.182,4.022,-11.353,-11.100,-5.261
779.183,37.804,3.128,-14.158,-13.917,-7.694
779.195,24.791,1.994,-16.961,-16.723,-10.252
779.207,5.531,1.161,-19.660,-19.412,-12.889
779.218,-7.077,0.758,-22.082,-21.811,-15.464
779.230,-4.932,0.872,-24.208,-23.951,-17.932
779.242,-39.541,-0.171,-25.856,-25.528,-20.174
779.253,-26.052,-0.844,-26.993,-26.654,-22.144
779.265,-25.793,-1.496,-27.680,-27.299,-23.761
779.276,12.409,-1.294,-27.720,-27.348,-24.953
779.288,22.450,-0.930,-27.332,-26.947,-25.696
779.300,9.027,-0.072,-26.452,-26.101,-25.962
779.311,-5.533,0.554,-25.302,-24.994,-25.813
779.323,-19.973,-0.146,-24.064,-23.724,-25.320
779.335,2.428,-0.343,-22.782,-22.432,-24.574
779.346,-4.611,-0.830,-21.471,-21.072,-23.649
779.358,-33.508,-2.093,-20.284,-19.838,-22.608
779.369,-37.331,-2.298,-19.193,-18.820,-21.566
779.381,-6.166,-1.577,-18.356,-18.074,-20.576
779.393,33.533,0.236,-17.787,-17.639,-19.720
779.404,31.580,0.887,-17.522,-17.436,-19.047
779.416,30.670,0.584,-17.662,-17.557,-18.573
779.428,19.681,-0.785,-18.133,-17.947,-18.356
779.440,-3.865,-1.688,-18.837,-18.595,-18.392
779.451,8.345,-1.464,-19.654,-19.421,-18.661
779.463,1.158,-2.088,-20.674,-20.369,-19.137
779.474,-9.187,-3.079,-21.819,-21.432,-19.795
779.486,-17.495,-3.902,-22.778,-22.340,-20.551
779.498,-14.614,-4.409,-23.681,-23.223,-21.373
779.509,-19.012,-4.312,-24.269,-23.826,-22.145
779.521,-21.385,-4.507,-24.683,-24.207,-22.838
779.532,-11.665,-4.129,-24.690,-24.231,-23.345
779.544,-8.955,-3.570,-24.371,-23.945,-23.644
779.556,-5.759,-3.069,-23.724,-23.318,-23.679
779.568,-6.761,-3.527,-22.823,-22.391,-23.448
779.579,-19.393,-4.221,-21.593,-21.128,-22.928
779.591,-10.994,-4.218,-20.014,-19.585,-22.113
779.602,2.619,-3.732,-18.333,-17.956,-21.036
779.614,-1.682,-3.850,-16.511,-16.129,-19.746
779.625,-41.754,-4.650,-14.706,-14.293,-18.280
779.637,-53.759,-5.564,-12.991,-12.560,-16.730
779.649,-40.086,-5.981,-11.458,-10.987,-15.166
779.660,-37.605,-6.191,-10.140,-9.655,-13.644
779.672,-1.991,-6.462,-9.169,-8.692,-12.248
779.684,-6.580,-7.665,-8.601,-8.051,-11.081
779.695,-17.331,-8.757,-8.445,-7.841,-10.168
779.707,-7.880,-8.735,-8.587,-7.973,-9.556
779.718,-40.196,-8.749,-9.103,-8.491,-9.257
779.730,-16.589,-7.375,-9.801,-9.257,-9.261
779.742,0.404,-6.350,-10.558,-10.083,-9.502
779.753,3.128,-5.643,-11.306,-10.893,-9.918
779.765,20.835,-4.878,-11.963,-11.596,-10.438
779.777,31.225,-4.442,-12.409,-12.064,-10.964
779.788,23.245,-4.236,-12.510,-12.203,-11.401
779.800,11.139,-4.202,-12.164,-11.880,-11.652
779.811,-13.345,-4.238,-11.432,-11.143,-11.628
779.823,-7.043,-4.649,-10.025,-9.696,-11.158
779.834,-24.360,-5.515,-8.308,-7.941,-10.346
779.845,-26.731,-5.751,-6.125,-5.743,-9.115
779.857,-3.901,-5.421,-3.587,-3.220,-7.497
779.868,9.183,-5.020,-0.953,-0.603,-5.557
779.880,5.621,-4.763,1.750,2.097,-3.380
779.892,-1.917,-4.605,4.316,4.643,-1.069
779.903,-8.255,-5.045,6.762,7.118,1.294
779.915,1.664,-5.205,8.847,9.205,3.612
779.926,6.938,-4.332,10.687,11.019,5.804
779.938,-27.339,-4.345,12.270,12.603,7.842
779.950,-12.865,-4.740,13.493,13.843,9.687
779.961,-21.909,-4.467,14.405,14.716,11.239
779.973,-1.010,-4.046,14.979,15.272,12.499
779.984,-16.032,-4.342,15.334,15.631,13.498
779.995,-49.473,-5.228,15.517,15.824,14.249
780.007,-46.428,-5.669,15.721,15.971,14.814
780.018,-25.630,-6.169,15.901,16.142,15.250
780.030,-14.424,-6.326,16.105,16.313,15.599
780.041,-14.859,-6.232,16.484,16.651,15.924
780.053,-20.968,-6.262,17.010,17.155,16.284
780.064,-20.012,-6.216,17.695,17.818,16.712
780.076,-9.316,-6.265,18.446,18.553,17.221
780.087,11.836,-5.966,19.297,19.353,17.826
780.099,27.149,-5.438,20.298,20.277,18.512
780.110,28.755,-4.712,21.336,21.231,19.289
780.122,35.372,-3.794,22.327,22.128,20.126
780.133,37.802,-3.017,23.281,22.995,20.984
780.145,39.426,-2.182,24.054,23.674,21.820
780.156,23.579,-2.075,24.586,24.173,22.571
780.167,4.281,-2.227,24.852,24.466,23.195
780.179,16.850,-2.468,24.878,24.532,23.683
780.190,34.051,-1.999,24.823,24.440,24.002
780.202,12.068,-0.971,24.601,24.171,24.163
780.213,-25.154,0.346,24.232,23.809,24.181
780.225,-4.760,0.719,23.763,23.360,24.075
780.236,-22.494,0.056,23.205,22.849,23.838
780.248,-37.271,-0.596,22.658,22.333,23.507
780.259,-42.518,-2.108,21.991,21.715,23.087
780.270,-19.563,-3.268,21.474,21.245,22.622
780.282,-17.442,-3.793,20.975,20.775,22.149
780.293,-29.299,-3.840,20.717,20.496,21.717
780.305,-40.759,-4.130,20.567,20.343,21.359
780.316,-40.477,-4.948,20.543,20.323,21.091
780.327,-29.964,-4.543,20.685,20.401,20.909
780.339,-25.203,-5.374,20.966,20.705,20.852
780.350,-9.830,-5.869,21.429,21.176,20.930
780.362,-1.526,-5.643,22.035,21.760,21.157
780.373,-16.533,-5.893,22.638,22.359,21.494
780.385,-5.641,-6.089,23.248,22.960,21.904
780.396,14.968,-6.135,23.886,23.569,22.369
780.408,13.713,-5.861,24.510,24.155,22.866
780.419,11.205,-5.282,24.993,24.593,23.367
780.431,-3.008,-4.850,25.482,25.048,23.864
780.442,-37.173,-4.759,25.830,25.371,24.326
780.454,-31.079,-4.850,25.964,25.438,24.691
780.465,-20.875,-4.537,25.970,25.385,24.942
780.477,-5.950,-3.964,25.709,25.077,25.045
780.488,7.643,-3.190,25.121,24.435,24.945
780.499,-1.138,-2.995,24.360,23.653,24.660
780.511,-2.122,-2.872,23.409,22.695,24.171
780.522,3.968,-3.237,22.191,21.515,23.499
780.534,7.241,-2.766,20.738,20.043,22.592
780.545,11.834,-2.129,19.194,18.458,21.497
780.557,32.403,-0.853,17.418,16.600,20.197
780.568,23.388,0.281,15.552,14.672,18.716
780.579,10.157,0.850,13.607,12.703,17.127
780.591,0.259,1.017,11.497,10.590,15.341
780.602,16.028,1.268,9.365,8.440,13.452
780.613,19.967,1.327,7.356,6.420,11.576
780.625,19.158,1.341,5.319,4.367,9.566
780.636,23.107,1.657,3.409,2.440,7.572
780.648,26.685,1.944,1.647,0.680,5.662
780.659,21.754,2.516,0.112,-0.870,3.808
780.671,8.545,3.061,-1.243,-2.240,2.082
780.682,-17.025,2.843,-2.264,-3.222,0.560
780.694,-5.320,3.047,-2.884,-3.856,-0.693
780.705,15.255,3.283,-3.172,-4.145,-1.673
780.716,6.780,3.549,-3.151,-4.128,-2.354
780.727,-3.912,3.856,-2.918,-3.898,-2.786
780.739,0.291,3.889,-2.456,-3.435,-2.943
780.750,12.985,4.026,-1.782,-2.759,-2.856
780.761,-4.290,3.606,-1.055,-1.999,-2.562
780.772,16.055,4.336,-0.328,-1.297,-2.152
780.782,11.025,4.168,0.367,-0.571,-1.640
780.792,-1.708,3.845,0.985,0.087,-1.073
780.802,-11.384,3.332,1.567,0.707,-0.504
780.814,-5.018,2.758,2.165,1.359,0.196
780.824,-7.704,2.404,2.633,1.878,0.747
780.834,-15.445,2.242,2.995,2.274,1.260
780.846,-21.184,2.049,3.281,2.588,1.790
780.856,-37.707,1.832,3.392,2.732,2.134
780.866,-14.970,1.941,3.402,2.763,2.391
780.878,-2.869,2.124,3.308,2.661,2.583
780.890,-4.737,2.491,3.131,2.451,2.631
780.902,-0.757,2.534,2.750,2.078,2.556
780.913,-13.321,2.435,2.257,1.632,2.373
780.925,9.295,2.753,1.562,0.933,2.024
780.935,36.866,3.584,0.985,0.327,1.634
780.945,12.535,3.076,0.393,-0.180,1.190
780.957,16.105,3.070,-0.261,-0.812,0.621
780.967,-42.873,2.098,-0.915,-1.387,0.106
780.977,-0.070,3.103,-1.442,-1.959,-0.429
780.987,10.395,3.413,-1.837,-2.361,-0.929
780.997,-18.761,1.664,-2.346,-2.764,-1.404
781.007,19.201,1.900,-2.723,-3.144,-1.856
781.017,16.523,1.693,-3.070,-3.481,-2.291
781.027,16.039,3.421,-3.175,-3.671,-2.667
781.037,-29.977,2.998,-3.231,-3.695,-2.941
781.047,-26.722,3.256,-3.080,-3.553,-3.084
781.057,34.498,3.525,-2.838,-3.337,-3.121
781.067,22.725,3.413,-2.570,-3.082,-3.085
781.077,8.734,3.102,-2.125,-2.608,-2.931
781.087,-37.594,2.422,-1.716,-2.151,-2.675
781.097,19.918,3.743,-1.048,-1.562,-2.333
781.107,13.486,3.801,-0.492,-1.006,-1.905
781.119,-3.106,3.389,0.188,-0.283,-1.340
781.132,-35.142,3.263,0.918,0.476,-0.698
781.142,-13.494,3.328,1.521,1.074,-0.145
781.152,31.682,5.016,2.127,1.584,0.403
781.162,26.819,4.967,2.546,2.006,0.944
781.172,1.686,4.461,2.841,2.319,1.413
781.182,-9.186,3.492,3.007,2.554,1.823
781.193,22.741,3.777,3.095,2.617,2.153
