R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,250,1,250,1,50,500,0,0
sysTime,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R
501.971,0.462,0.453,0.503,0.503,0.498
501.982,0.462,0.443,0.491,0.491,0.494
501.993,0.631,0.454,0.501,0.500,0.495
502.003,0.335,0.458,0.491,0.491,0.489
502.014,0.505,0.455,0.489,0.489,0.489
502.025,0.590,0.443,0.479,0.479,0.487
502.035,0.543,0.452,0.471,0.471,0.482
502.046,0.381,0.459,0.477,0.477,0.474
502.057,0.545,0.460,0.452,0.451,0.464
502.068,0.294,0.472,0.466,0.465,0.464
502.079,0.422,0.466,0.471,0.471,0.470
502.089,0.463,0.468,0.484,0.483,0.480
502.100,0.585,0.471,0.466,0.465,0.480
502.111,0.377,0.468,0.462,0.461,0.474
502.121,0.335,0.465,0.468,0.467,0.470
502.132,0.545,0.449,0.474,0.474,0.470
502.143,0.336,0.445,0.454,0.454,0.466
502.154,0.420,0.455,0.463,0.463,0.464
502.164,0.505,0.456,0.485,0.485,0.472
502.175,0.254,0.432,0.479,0.480,0.477
502.186,0.462,0.442,0.460,0.460,0.475
502.197,0.505,0.455,0.453,0.452,0.464
502.208,0.420,0.453,0.447,0.447,0.461
502.219,0.421,0.460,0.451,0.451,0.458
502.230,0.421,0.466,0.450,0.449,0.456
502.240,0.464,0.453,0.445,0.444,0.462
502.251,0.506,0.445,0.448,0.449,0.462
502.262,0.461,0.452,0.453,0.453,0.465
502.273,0.545,0.448,0.461,0.461,0.470
502.284,0.294,0.441,0.470,0.470,0.477
502.295,0.460,0.435,0.454,0.455,0.484
502.306,0.421,0.447,0.460,0.460,0.484
502.316,0.544,0.442,0.442,0.442,0.479
502.327,0.295,0.436,0.434,0.435,0.472
502.338,0.337,0.441,0.436,0.436,0.465
502.349,0.421,0.441,0.459,0.460,0.470
502.360,0.462,0.426,0.465,0.466,0.472
502.371,0.421,0.439,0.459,0.459,0.477
502.381,0.211,0.437,0.482,0.483,0.477
502.392,0.336,0.447,0.480,0.480,0.485
502.403,0.631,0.444,0.483,0.483,0.485
502.414,0.502,0.444,0.477,0.477,0.488
502.425,0.380,0.436,0.452,0.452,0.480
502.436,0.460,0.456,0.461,0.461,0.476
502.447,0.294,0.447,0.449,0.449,0.471
502.457,0.546,0.443,0.435,0.435,0.466
502.468,0.585,0.448,0.442,0.442,0.459
502.479,0.548,0.451,0.428,0.427,0.455
502.490,0.294,0.440,0.447,0.447,0.455
502.501,0.377,0.416,0.424,0.425,0.450
502.512,0.586,0.420,0.419,0.420,0.442
502.522,0.336,0.420,0.375,0.376,0.427
502.533,0.501,0.414,0.394,0.395,0.419
502.544,0.463,0.427,0.382,0.383,0.411
502.555,0.295,0.431,0.387,0.388,0.410
502.566,0.461,0.426,0.378,0.378,0.406
502.577,0.546,0.424,0.347,0.348,0.395
502.587,0.630,0.430,0.346,0.347,0.384
502.598,0.544,0.427,0.357,0.358,0.382
502.609,0.460,0.420,0.346,0.347,0.383
502.620,0.545,0.428,0.320,0.320,0.377
502.631,0.502,0.430,0.343,0.344,0.377
502.642,0.423,0.420,0.358,0.359,0.385
502.653,0.336,0.424,0.375,0.376,0.398
502.663,0.295,0.437,0.359,0.359,0.401
502.674,0.378,0.434,0.347,0.347,0.392
502.685,0.462,0.425,0.351,0.352,0.385
502.696,0.419,0.429,0.366,0.367,0.385
502.707,0.252,0.437,0.398,0.398,0.396
502.718,0.419,0.452,0.423,0.423,0.410
502.728,0.546,0.459,0.408,0.407,0.419
502.739,0.419,0.469,0.398,0.397,0.421
502.750,0.587,0.470,0.382,0.381,0.417
502.761,0.505,0.469,0.392,0.391,0.412
502.772,0.588,0.463,0.390,0.389,0.409
502.783,0.464,0.458,0.412,0.411,0.413
502.794,0.545,0.466,0.409,0.408,0.418
502.804,0.587,0.459,0.402,0.402,0.418
502.815,0.421,0.431,0.422,0.423,0.415
502.826,0.337,0.431,0.426,0.427,0.421
502.838,0.336,0.424,0.425,0.426,0.430
502.849,0.462,0.428,0.398,0.398,0.426
502.861,0.420,0.419,0.384,0.385,0.419
502.872,0.504,0.413,0.384,0.385,0.409
502.884,0.460,0.416,0.390,0.391,0.401
502.896,0.715,0.437,0.383,0.383,0.394
502.907,0.588,0.442,0.343,0.343,0.381
502.919,0.503,0.430,0.378,0.378,0.375
502.930,0.253,0.419,0.365,0.367,0.370
502.942,0.425,0.441,0.371,0.371,0.371
502.953,2.517,0.479,0.371,0.369,0.373
502.965,-3.647,0.445,0.379,0.379,0.375
502.976,0.250,0.556,0.374,0.369,0.377
502.988,1.791,0.493,0.353,0.351,0.378
502.999,-0.082,0.529,0.357,0.353,0.377
503.011,-2.118,0.369,0.345,0.349,0.371
503.023,2.715,0.399,0.375,0.377,0.376
503.034,-0.543,0.423,0.386,0.388,0.382
503.046,0.413,0.319,0.401,0.407,0.391
503.057,1.835,0.219,0.359,0.369,0.388
503.069,2.686,0.367,0.361,0.365,0.383
503.080,1.470,0.353,0.373,0.378,0.380
503.092,1.432,0.436,0.363,0.364,0.383
503.103,-0.505,0.348,0.338,0.342,0.380
503.115,2.101,0.332,0.371,0.376,0.383
503.127,1.510,0.327,0.361,0.367,0.385
503.138,-0.811,0.256,0.372,0.381,0.390
503.150,6.632,0.435,0.396,0.397,0.397
503.161,1.953,0.322,0.380,0.387,0.403
503.173,-1.344,0.248,0.396,0.407,0.412
503.184,2.845,0.308,0.417,0.425,0.422
503.196,-1.373,0.313,0.415,0.423,0.432
503.207,4.706,0.255,0.418,0.430,0.435
503.219,4.958,0.276,0.394,0.404,0.433
503.230,2.873,0.200,0.396,0.410,0.430
503.242,-3.068,0.054,0.407,0.428,0.430
503.253,-5.923,0.068,0.423,0.443,0.437
503.265,4.408,0.213,0.421,0.434,0.445
503.277,-2.962,0.111,0.396,0.415,0.446
503.288,-11.061,0.029,0.409,0.429,0.445
503.300,4.445,-0.007,0.423,0.444,0.449
503.311,-3.751,-0.167,0.437,0.464,0.462
503.323,2.669,-0.170,0.411,0.438,0.464
503.334,9.554,0.030,0.419,0.436,0.456
503.346,0.749,0.097,0.434,0.448,0.455
503.357,-11.975,0.167,0.420,0.429,0.451
503.369,-6.832,0.136,0.434,0.445,0.450
503.380,-4.548,0.074,0.453,0.467,0.452
503.392,4.266,-0.025,0.450,0.471,0.454
503.404,9.489,0.059,0.442,0.461,0.455
503.416,5.774,-0.010,0.463,0.486,0.458
503.427,5.817,0.146,0.503,0.524,0.474
503.439,-3.647,0.095,0.486,0.513,0.489
503.450,-2.200,0.280,0.488,0.508,0.501
503.462,0.614,0.220,0.495,0.522,0.512
503.473,1.107,0.428,0.536,0.553,0.527
503.485,-4.821,0.402,0.557,0.571,0.550
503.496,-2.281,0.490,0.543,0.552,0.560
503.508,7.661,0.718,0.543,0.541,0.558
503.519,5.793,0.846,0.536,0.530,0.552
503.531,-17.517,0.383,0.553,0.569,0.560
503.543,4.708,0.688,0.507,0.509,0.559
503.554,12.051,0.836,0.483,0.475,0.538
503.566,-7.747,0.334,0.419,0.434,0.517
503.577,-2.060,0.306,0.450,0.468,0.514
503.589,-12.773,0.112,0.447,0.467,0.509
503.600,15.185,0.421,0.428,0.439,0.504
503.612,19.589,0.503,0.468,0.481,0.502
503.623,12.196,0.066,0.474,0.494,0.507
503.635,-3.786,-0.717,0.312,0.378,0.483
503.647,-2.692,-1.118,0.314,0.390,0.448
503.658,-32.171,-1.173,0.467,0.564,0.467
503.670,-14.206,-0.664,0.490,0.563,0.509
503.681,-32.036,-0.844,0.377,0.463,0.510
503.693,-20.549,-0.580,0.368,0.454,0.493
503.705,-13.043,-0.715,0.415,0.500,0.503
503.716,-29.324,-1.636,0.392,0.545,0.521
503.728,-13.429,-1.657,0.437,0.586,0.553
503.739,1.907,-1.101,0.378,0.500,0.553
503.751,26.842,-1.043,0.218,0.326,0.498
503.763,-17.412,-2.710,-0.098,0.084,0.363
503.774,21.401,-1.911,-0.365,-0.224,0.170
503.786,41.515,-1.110,-0.698,-0.575,-0.068
503.798,19.330,-1.443,-1.105,-0.969,-0.363
503.809,17.559,-1.328,-1.577,-1.441,-0.707
503.821,18.329,-0.984,-1.842,-1.726,-1.067
503.833,3.836,-2.053,-2.105,-1.914,-1.389
503.844,9.745,-2.214,-2.486,-2.291,-1.710
503.856,17.918,-2.143,-2.741,-2.578,-2.032
503.868,-7.095,-3.604,-2.840,-2.618,-2.287
503.879,-25.191,-5.096,-3.085,-2.791,-2.503
503.891,2.153,-4.132,-3.137,-2.889,-2.686
503.902,29.932,-3.275,-3.185,-2.965,-2.831
503.914,27.715,-2.995,-3.023,-2.798,-2.893
503.926,12.581,-2.983,-2.738,-2.508,-2.831
503.937,-7.832,-3.221,-2.223,-1.983,-2.628
503.949,-1.589,-2.314,-1.690,-1.497,-2.309
503.961,11.922,-1.169,-1.062,-0.935,-1.901
503.972,18.889,-0.065,-0.371,-0.309,-1.405
503.984,11.555,0.770,0.278,0.304,-0.859
503.996,6.873,1.242,1.100,1.109,-0.234
504.007,-0.563,1.097,1.872,1.891,0.455
504.019,-9.530,0.681,2.600,2.640,1.162
504.030,-5.508,0.414,3.271,3.325,1.872
504.042,9.259,0.688,3.797,3.829,2.538
504.054,43.343,1.764,4.204,4.181,3.103
504.065,35.115,2.230,4.353,4.315,3.542
504.077,20.102,1.798,4.198,4.194,3.808
504.089,5.200,1.198,3.761,3.795,3.858
504.100,-13.437,0.436,3.151,3.213,3.700
504.112,-25.664,-0.876,2.507,2.603,3.376
504.124,-31.397,-1.716,1.695,1.805,2.879
504.135,-32.090,-2.191,0.784,0.887,2.239
504.147,-34.521,-2.481,-0.214,-0.143,1.454
504.159,-27.910,-2.554,-1.276,-1.250,0.568
504.170,-5.377,-2.082,-2.201,-2.215,-0.366
504.182,11.889,-1.280,-2.949,-2.996,-1.261
504.194,14.305,-0.469,-3.509,-3.598,-2.085
504.205,-30.433,-0.772,-3.966,-4.036,-2.774
504.217,-37.265,-1.329,-4.298,-4.330,-3.335
504.229,-21.949,-1.289,-4.331,-4.376,-3.746
504.241,-21.409,-1.207,-4.247,-4.309,-3.989
504.253,-27.956,-1.269,-3.920,-4.019,-4.057
504.265,-16.752,-2.038,-3.407,-3.496,-3.936
504.276,7.794,-2.856,-2.739,-2.789,-3.623
504.288,30.251,-3.089,-1.886,-1.938,-3.132
504.300,35.818,-2.575,-0.891,-0.998,-2.494
504.311,19.742,-1.908,0.180,0.024,-1.720
504.323,4.098,-1.716,1.188,1.018,-0.853
504.335,6.451,-1.431,2.090,1.900,0.038
504.346,10.693,-0.983,2.914,2.697,0.897
504.358,1.852,-1.185,3.566,3.354,1.702
504.369,-12.285,-0.922,4.126,3.905,2.436
504.381,-20.853,-0.433,4.515,4.281,3.061
504.393,-26.531,0.288,4.777,4.521,3.560
504.405,-13.036,0.881,4.923,4.645,3.935
504.416,10.855,0.960,4.908,4.618,4.186
504.428,28.640,1.123,4.626,4.344,4.269
504.440,34.693,1.181,4.089,3.825,4.170
504.451,26.836,1.358,3.453,3.177,3.880
504.463,4.799,1.763,2.780,2.493,3.444
504.475,-15.199,2.641,1.910,1.610,2.873
504.486,-25.034,2.693,1.047,0.733,2.193
504.498,-12.685,2.802,0.125,-0.194,1.420
504.510,15.888,3.088,-0.993,-1.316,0.566
504.521,46.370,3.315,-1.815,-2.169,-0.342
504.533,39.917,3.734,-2.501,-2.874,-1.204
504.545,13.639,4.387,-3.181,-3.553,-1.996
504.556,-4.206,5.290,-3.674,-4.079,-2.705
504.568,8.280,5.875,-3.939,-4.367,-3.259
504.580,35.054,5.905,-3.986,-4.413,-3.662
504.592,41.325,5.851,-3.718,-4.173,-3.854
504.603,36.102,6.452,-3.329,-3.821,-3.848
504.615,34.650,8.319,-2.770,-3.330,-3.670
504.627,15.012,9.766,-2.090,-2.684,-3.324
504.638,-5.226,9.466,-1.281,-1.827,-2.802
504.650,-24.349,7.731,-0.315,-0.791,-2.128
504.662,-13.811,5.663,0.511,0.114,-1.348
504.673,20.483,4.720,1.418,1.073,-0.533
504.685,30.946,3.997,2.347,1.988,0.329
504.696,-6.109,2.897,3.075,2.766,1.157
504.708,-8.939,2.293,3.780,3.472,1.964
504.720,-14.557,2.015,4.303,4.014,2.692
504.731,3.919,1.529,4.786,4.519,3.333
504.743,3.948,1.143,5.063,4.816,3.868
504.755,14.299,0.426,5.163,4.934,4.274
504.766,-33.748,-0.438,5.051,4.862,4.523
504.778,37.312,0.276,4.744,4.521,4.577
504.790,4.740,-0.054,4.297,4.074,4.449
504.801,-12.307,-0.403,3.533,3.338,4.144
504.813,-14.529,-0.698,2.730,2.535,3.657
504.825,-0.603,-0.128,1.764,1.540,2.989
504.836,33.335,-0.921,0.724,0.517,2.190
504.848,34.997,-0.784,-0.261,-0.484,1.307
504.860,-5.120,-0.310,-1.249,-1.498,0.342
504.871,-4.959,0.863,-2.057,-2.379,-0.574
504.883,-7.652,2.177,-2.538,-2.924,-1.383
504.895,13.835,3.094,-2.779,-3.209,-2.023
504.906,23.750,3.354,-2.996,-3.393,-2.501
504.918,10.747,2.476,-2.965,-3.311,-2.801
504.930,-26.563,1.562,-2.747,-3.052,-2.928
504.941,-24.049,0.762,-2.440,-2.706,-2.885
504.953,-14.330,0.926,-1.928,-2.208,-2.687
504.965,29.195,1.518,-1.270,-1.573,-2.336
504.976,6.959,1.809,-0.721,-1.026,-1.896
504.988,-4.940,0.756,-0.097,-0.347,-1.379
505.000,-16.700,-0.257,0.549,0.347,-0.807
505.011,-6.116,-0.081,1.143,0.946,-0.212
505.023,12.464,-0.040,1.791,1.598,0.398
505.034,13.212,0.094,2.342,2.152,1.003
505.046,-8.210,-0.920,2.786,2.649,1.576
505.058,-22.273,-0.936,3.159,3.046,2.091
505.069,0.212,-0.724,3.412,3.293,2.528
505.081,1.157,-0.696,3.614,3.490,2.883
505.092,-4.610,-1.033,3.612,3.505,3.137
505.104,-19.813,-1.088,3.536,3.427,3.271
505.116,-12.720,-1.045,3.270,3.157,3.282
505.127,-35.544,-0.902,3.014,2.886,3.181
505.139,-14.876,-0.883,2.580,2.467,2.978
505.151,4.108,-0.759,1.971,1.849,2.651
505.162,-2.115,-0.539,1.282,1.141,2.190
505.174,14.983,0.248,0.648,0.465,1.652
505.186,12.168,1.027,-0.005,-0.227,1.049
505.197,-1.800,1.371,-0.673,-0.907,0.415
505.209,-2.924,1.375,-1.334,-1.558,-0.218
505.221,8.052,1.245,-1.896,-2.108,-0.838
505.232,27.678,1.866,-2.370,-2.594,-1.431
505.243,39.679,2.530,-2.649,-2.906,-1.897
505.254,25.034,2.276,-2.838,-3.092,-2.298
505.265,2.770,2.013,-3.002,-3.242,-2.624
505.277,-26.064,1.558,-3.139,-3.344,-2.882
505.288,-5.598,1.508,-3.339,-3.533,-3.107
505.300,19.899,1.368,-3.806,-3.999,-3.366
505.312,31.361,1.407,-4.678,-4.880,-3.790
505.323,50.271,1.436,-5.917,-6.138,-4.418
505.335,3.945,1.093,-7.732,-7.940,-5.362
505.347,-4.152,0.955,-9.998,-10.202,-6.670
505.358,-19.559,-0.297,-12.595,-12.732,-8.336
505.370,-19.474,-1.079,-15.561,-15.657,-10.383
505.381,-14.981,-1.541,-18.525,-18.597,-12.715
505.393,-37.486,-2.129,-21.454,-21.504,-15.244
505.405,-38.702,-2.911,-24.141,-24.155,-17.851
505.416,-17.009,-3.466,-26.312,-26.315,-20.384
505.428,-17.424,-3.389,-27.918,-27.932,-22.708
505.440,19.183,-2.320,-28.640,-28.708,-24.602
505.451,-21.764,-1.641,-28.549,-28.647,-25.976
505.463,31.028,-1.225,-27.517,-27.628,-26.687
505.475,-46.353,-2.158,-25.726,-25.772,-26.688
505.485,-6.468,-1.425,-23.497,-23.593,-26.037
505.497,44.323,-1.671,-20.204,-20.307,-24.441
505.507,-15.958,-2.250,-17.129,-17.226,-22.567
505.517,-1.390,-1.674,-13.894,-14.011,-20.271
505.527,-3.583,-1.187,-10.587,-10.729,-17.667
505.537,3.139,-0.938,-7.264,-7.424,-14.832
505.547,37.034,0.946,-4.125,-4.351,-11.857
505.557,11.722,0.325,-1.330,-1.511,-8.912
505.569,14.289,0.092,1.779,1.628,-5.469
505.579,18.376,0.087,3.897,3.758,-2.811
505.591,18.481,-0.395,5.940,5.849,0.086
505.601,22.024,-0.874,7.318,7.243,2.159
505.613,-8.527,-1.734,8.473,8.439,4.270
505.626,-10.520,-1.719,9.082,9.050,5.889
505.636,-34.424,-4.101,9.153,9.216,6.850
505.646,-51.869,-5.503,8.950,9.112,7.491
505.656,-16.830,-5.081,8.616,8.760,7.834
505.668,-50.494,-5.233,7.846,8.043,7.895
505.678,-5.960,-4.555,7.065,7.250,7.681
505.688,21.608,-2.875,6.287,6.373,7.284
505.700,-53.824,-2.007,5.196,5.248,6.583
505.710,19.389,0.134,4.308,4.322,5.900
505.720,17.086,0.700,3.435,3.429,5.162
505.732,-2.798,0.166,2.364,2.372,4.190
505.744,-14.497,-0.480,1.425,1.468,3.245
505.754,-48.753,-2.151,0.617,0.754,2.468
505.764,-22.940,-2.008,-0.083,0.063,1.716
505.774,46.084,-0.931,-0.659,-0.553,0.993
505.784,23.127,0.059,-1.170,-1.106,0.332
505.795,-12.384,-1.743,-1.724,-1.602,-0.289
505.807,3.298,-1.998,-2.197,-2.074,-0.942
505.817,-19.019,-2.589,-2.586,-2.455,-1.458
505.829,-16.072,-2.939,-2.887,-2.760,-1.971
505.841,7.914,-2.794,-3.154,-3.047,-2.420
505.851,-6.512,-3.313,-3.256,-3.139,-2.707
505.864,28.243,-2.160,-3.189,-3.111,-2.947
505.874,2.270,-2.566,-3.054,-2.970,-3.029
505.884,-48.981,-5.496,-2.886,-2.696,-3.030
505.894,-42.485,-5.388,-2.449,-2.285,-2.913
505.904,-14.728,-4.143,-1.802,-1.715,-2.668
505.915,42.748,-1.618,-1.025,-1.068,-2.293
505.925,34.076,-1.270,-0.326,-0.396,-1.826
505.935,5.720,-1.427,0.450,0.397,-1.254
505.945,-0.094,-1.466,1.227,1.176,-0.627
505.955,35.861,-0.789,2.071,1.988,0.063
505.966,20.882,-0.829,2.809,2.736,0.791
505.976,-2.717,-2.148,3.492,3.472,1.522
505.986,-34.449,-3.023,4.210,4.203,2.242
505.996,-1.088,-3.198,4.741,4.743,2.921
506.007,0.420,-3.017,5.171,5.167,3.529
506.017,-4.547,-3.681,5.353,5.374,4.028
506.027,-36.596,-4.602,5.438,5.512,4.414
506.037,-25.943,-4.430,5.370,5.423,4.677
506.048,11.253,-3.603,5.112,5.127,4.776
506.058,-21.180,-3.735,4.590,4.642,4.717
506.068,-34.209,-4.101,4.023,4.079,4.505
506.078,22.500,-2.202,3.354,3.342,4.141
506.088,29.061,-1.432,2.636,2.599,3.671
506.099,14.846,-1.247,1.846,1.813,3.096
506.109,23.643,-1.126,1.114,1.079,2.469
506.121,31.913,-0.422,0.271,0.219,1.674
506.131,26.380,-0.308,-0.324,-0.394,1.022
506.141,29.416,-0.187,-0.910,-0.990,0.388
506.151,-11.082,-1.867,-1.468,-1.453,-0.204
506.162,-22.690,-2.329,-2.000,-1.954,-0.763
506.172,-20.569,-2.743,-2.386,-2.322,-1.276
506.182,-32.796,-2.934,-2.682,-2.596,-1.727
506.193,-13.398,-2.849,-2.916,-2.841,-2.121
506.203,-39.637,-3.366,-3.044,-2.936,-2.430
506.213,-7.440,-2.863,-3.090,-3.012,-2.661
506.223,-48.374,-4.412,-3.100,-2.947,-2.806
506.233,-18.741,-3.901,-2.888,-2.759,-2.862
506.243,-23.918,-4.140,-2.625,-2.480,-2.816
506.254,-39.951,-4.840,-2.324,-2.143,-2.683
506.264,-3.977,-4.010,-1.890,-1.748,-2.474
506.274,18.832,-2.620,-1.378,-1.301,-2.194
506.284,-4.843,-2.791,-0.776,-0.712,-1.824
506.295,-11.366,-3.313,-0.142,-0.067,-1.383
506.305,-10.432,-3.382,0.580,0.639,-0.860
506.315,-20.509,-3.160,1.281,1.325,-0.274
506.326,22.400,-2.348,1.974,1.964,0.326
506.336,26.220,-1.771,2.648,2.593,0.934
506.346,-6.576,-2.308,3.282,3.243,1.556
506.358,-3.617,-2.055,3.833,3.785,2.231
506.368,7.508,-1.542,4.178,4.112,2.752
506.378,-12.380,-1.731,4.432,4.376,3.187
506.389,25.430,-0.541,4.515,4.426,3.527
506.399,17.365,-0.696,4.417,4.355,3.761
506.409,-5.416,-1.597,4.073,4.068,3.853
506.419,-43.137,-2.539,3.543,3.628,3.784
506.430,-35.906,-3.872,2.960,3.094,3.575
506.440,-13.235,-3.442,2.293,2.393,3.227
506.450,9.078,-1.490,1.619,1.651,2.768
506.461,34.013,-0.909,0.810,0.794,2.213
506.471,17.965,-0.066,0.034,-0.030,1.568
506.481,-25.770,-0.723,-0.750,-0.768,0.888
506.491,18.650,0.672,-1.453,-1.507,0.195
506.501,21.906,1.111,-2.185,-2.226,-0.511
506.512,36.587,1.084,-2.782,-2.828,-1.203
506.522,7.110,0.739,-3.361,-3.412,-1.863
506.532,-4.050,0.156,-3.766,-3.795,-2.462
506.542,-0.727,-0.473,-3.988,-3.997,-2.961
506.552,1.924,-0.657,-4.000,-4.007,-3.317
506.563,10.656,-0.576,-3.913,-3.936,-3.544
506.573,0.655,-1.333,-3.704,-3.698,-3.654
506.583,-31.371,-3.179,-3.342,-3.275,-3.621
506.593,-48.391,-3.383,-2.828,-2.756,-3.457
506.605,-39.204,-2.961,-1.952,-1.879,-3.053
506.617,-6.950,-2.824,-0.975,-0.911,-2.450
506.627,-13.552,-2.906,-0.162,-0.095,-1.825
506.638,2.618,-2.514,0.747,0.792,-1.121
506.648,5.929,-2.471,1.612,1.649,-0.365
506.658,-5.310,-2.631,2.454,2.495,0.414
506.668,-25.737,-3.020,3.271,3.331,1.223
506.678,-14.410,-2.818,3.848,3.905,1.986
506.688,8.851,-1.909,4.348,4.371,2.666
506.700,-0.201,-1.995,4.816,4.839,3.360
506.712,-6.695,-1.982,5.129,5.144,3.950
506.723,-10.227,-2.363,5.200,5.218,4.407
506.735,-0.091,-2.240,5.167,5.178,4.713
506.746,3.002,-2.602,4.899,4.955,4.871
506.758,13.571,-2.665,4.638,4.723,4.902
506.770,5.017,-2.609,4.454,4.539,4.849
506.781,-29.776,-3.102,4.519,4.623,4.803
506.793,-34.073,-4.038,5.088,5.236,4.897
506.804,-10.909,-4.051,6.285,6.423,5.256
506.815,14.328,-3.885,8.093,8.230,6.007
506.827,34.264,-3.423,10.680,10.784,7.259
506.838,13.955,-3.601,13.799,13.884,9.038
506.850,10.524,-2.952,17.544,17.592,11.413
506.862,-14.634,-2.837,21.678,21.714,14.286
506.873,-37.649,-3.023,25.929,25.984,17.601
506.885,-56.809,-3.337,29.991,30.098,21.177
506.897,-26.779,-3.020,33.658,33.804,24.841
506.908,-9.554,-2.997,36.600,36.742,28.243
506.919,-25.912,-3.535,38.821,38.998,31.379
506.931,6.620,-3.090,40.309,40.457,34.167
506.942,13.251,-3.159,40.760,40.914,36.309
506.954,-21.940,-2.664,40.262,40.396,37.721
506.966,30.420,-2.459,38.922,39.039,38.358
506.977,-24.515,-2.487,36.733,36.835,38.173
506.989,32.660,-1.696,33.982,34.024,37.235
507.000,8.121,-1.645,30.828,30.862,35.646
507.011,-57.065,-2.522,27.279,27.368,33.461
507.023,-4.017,-0.732,23.579,23.630,30.771
507.034,5.034,0.456,19.746,19.766,27.744
507.046,5.061,1.234,16.065,16.060,24.514
507.057,14.021,2.196,12.591,12.561,21.349
507.067,4.051,2.214,9.140,9.120,18.069
507.078,-5.287,2.045,5.889,5.887,14.886
507.088,19.402,3.171,2.863,2.837,11.763
507.098,6.876,2.894,-0.061,-0.066,8.692
507.108,-32.723,0.683,-2.897,-2.803,5.698
507.119,-26.787,-0.064,-5.407,-5.295,2.786
507.129,-18.714,0.744,-7.527,-7.445,0.088
507.139,19.595,1.612,-9.250,-9.224,-2.324
507.151,-23.711,0.959,-10.830,-10.759,-4.803
507.161,-9.274,0.951,-11.676,-11.620,-6.506
507.174,-15.039,0.811,-12.193,-12.132,-8.101
507.185,-0.229,1.030,-12.183,-12.128,-9.120
507.196,35.182,1.867,-11.736,-11.723,-9.763
507.208,28.330,2.319,-10.943,-10.954,-9.991
507.220,-17.473,2.549,-9.992,-10.014,-9.860
507.231,-28.587,2.900,-9.119,-9.155,-9.485
507.243,-5.704,3.634,-8.550,-8.596,-8.998
