R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,100,0,0,0,0,7,75,10,10.0,32.0,0.000010,0.000300,20,0,0,0,0,10,75,0,0
sysTime,ARawX,ARawY,ARawZ,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
342.368,5.180,9.067,14.495,3.221,1.511,-0.051,0.187,-0.102
342.379,3.851,7.544,5.707,4.610,1.784,-0.016,0.178,-0.072
342.390,5.733,6.818,13.453,5.698,2.170,-0.058,0.139,-0.057
342.401,4.002,4.490,6.138,5.803,2.591,-0.098,0.089,-0.052
342.412,1.020,2.586,11.592,5.603,2.932,-0.183,-0.010,-0.074
342.423,6.215,2.205,8.524,5.339,3.224,-0.344,-0.161,-0.129
342.434,-6.236,-2.471,7.058,3.840,3.337,-0.529,-0.314,-0.230
342.446,-0.840,-1.975,9.602,3.206,3.324,-0.801,-0.565,-0.380
342.457,2.040,1.020,6.368,2.530,3.235,-1.148,-0.890,-0.579
342.469,-2.902,-3.168,7.791,0.999,3.017,-1.510,-1.213,-0.819
342.480,-5.187,-4.145,9.889,0.031,2.704,-1.804,-1.480,-1.100
342.491,-2.622,2.902,4.364,0.925,2.461,-2.305,-2.025,-1.412
342.503,-10.224,4.526,7.604,1.861,2.345,-2.725,-2.474,-1.793
342.515,-16.130,3.944,12.030,2.347,2.304,-3.186,-2.942,-2.199
342.527,-10.677,2.852,11.254,2.832,2.335,-3.622,-3.383,-2.616
342.538,-3.592,0.560,6.375,3.036,2.412,-4.003,-3.771,-3.012
342.550,-3.420,-1.357,5.470,3.227,2.511,-4.412,-4.182,-3.399
342.562,-9.240,1.473,9.314,4.091,2.674,-4.773,-4.550,-3.769
342.574,-10.770,6.287,12.238,5.514,2.954,-5.087,-4.876,-4.115
342.585,-7.594,3.326,9.982,5.738,3.275,-5.314,-5.105,-4.427
342.597,-4.045,-2.723,6.965,4.692,3.488,-5.588,-5.323,-4.722
342.609,-4.002,-5.697,6.174,3.606,3.561,-5.802,-5.490,-4.985
342.620,-7.810,-2.363,7.927,3.446,3.573,-5.992,-5.661,-5.232
342.632,-9.865,1.322,11.089,3.765,3.594,-6.236,-5.907,-5.467
342.644,-7.106,0.689,11.261,3.402,3.586,-6.478,-6.134,-5.708
342.656,-3.290,0.000,10.888,2.659,3.496,-6.748,-6.369,-5.960
342.667,4.555,-3.980,7.978,1.308,3.289,-7.052,-6.631,-6.206
342.679,9.771,-6.380,6.246,0.080,2.979,-7.331,-6.875,-6.473
342.691,9.563,-5.424,7.173,-0.452,2.626,-7.657,-7.181,-6.742
342.703,3.700,-2.665,8.711,-0.256,2.307,-7.931,-7.453,-7.016
342.714,-4.397,-0.833,11.046,0.285,2.068,-8.154,-7.688,-7.281
342.726,-11.172,1.393,12.468,0.927,1.912,-8.474,-8.019,-7.548
342.738,-13.572,2.356,11.276,1.479,1.837,-8.577,-8.133,-7.778
342.750,-12.703,2.356,11.621,1.886,1.822,-8.496,-8.059,-7.957
342.762,-9.505,2.205,9.537,2.009,1.829,-8.568,-8.124,-8.089
342.773,-3.951,-0.193,6.900,1.500,1.802,-8.610,-8.142,-8.181
342.785,-0.488,-4.152,5.341,0.423,1.691,-8.606,-8.095,-8.239
342.797,1.968,-8.054,5.758,-0.851,1.476,-8.514,-7.955,-8.245
342.808,3.700,-7.723,7.496,-1.367,1.206,-8.381,-7.790,-8.217
342.820,6.947,-3.211,7.899,-0.718,0.990,-8.227,-7.636,-8.139
342.832,10.454,2.608,8.488,0.766,0.926,-8.011,-7.437,-8.026
342.844,10.755,5.546,8.423,2.161,1.019,-7.766,-7.221,-7.870
342.855,11.488,4.411,6.943,3.021,1.223,-7.504,-6.977,-7.682
342.867,2.787,1.451,11.664,2.880,1.427,-7.280,-6.749,-7.480
342.879,-3.621,-1.365,13.137,2.134,1.538,-7.000,-6.454,-7.258
342.890,-7.508,-1.789,13.266,1.671,1.576,-6.755,-6.210,-7.030
342.901,-7.321,-0.323,12.397,1.779,1.604,-6.416,-5.884,-6.778
342.913,-1.609,3.980,7.978,2.072,1.640,-6.153,-5.642,-6.515
342.924,2.392,3.549,7.130,2.171,1.684,-5.781,-5.270,-6.229
342.936,4.088,0.244,6.584,1.466,1.674,-5.483,-4.945,-5.933
342.947,2.457,-6.595,5.793,-0.436,1.505,-5.179,-4.572,-5.614
342.959,1.185,-6.883,5.341,-1.816,1.190,-4.840,-4.180,-5.276
342.971,-0.869,-5.539,7.022,-2.103,0.835,-4.478,-3.783,-4.952
342.981,1.925,3.290,11.894,-0.832,0.597,-4.196,-3.516,-4.635
342.993,1.774,5.489,13.331,0.056,0.481,-3.911,-3.233,-4.326
343.004,0.114,0.926,10.126,-0.319,0.383,-3.638,-2.923,-4.009
343.015,-1.875,-2.866,5.829,-0.751,0.267,-3.352,-2.601,-3.708
343.025,-1.343,1.932,10.600,-0.361,0.168,-3.020,-2.273,-3.414
343.035,2.306,-1.321,10.909,-0.336,0.124,-2.746,-1.997,-3.123
343.045,2.967,-0.481,6.907,-0.062,0.076,-2.470,-1.725,-2.835
343.055,-8.212,5.733,12.224,0.818,0.131,-2.324,-1.585,-2.580
343.065,3.915,-5.201,5.973,-0.469,0.138,-2.178,-1.382,-2.345
343.076,7.752,-2.241,7.381,-1.224,-0.011,-2.078,-1.243,-2.135
343.086,-2.249,3.420,14.653,-0.669,-0.103,-1.815,-0.965,-1.914
343.096,-2.098,-1.609,5.176,-1.099,-0.197,-1.493,-0.612,-1.665
343.106,-4.641,2.550,8.948,-0.674,-0.284,-1.093,-0.223,-1.367
343.117,4.045,-1.832,11.240,-0.938,-0.342,-0.736,0.143,-1.047
343.127,10.490,-6.114,5.793,-1.491,-0.439,-0.440,0.463,-0.716
343.138,-5.029,2.680,12.598,-0.724,-0.491,-0.232,0.660,-0.423
343.148,-0.215,1.925,9.127,-0.208,-0.467,-0.035,0.850,-0.155
343.158,-1.774,0.625,6.124,-0.442,-0.464,0.104,0.999,0.081
343.168,-7.953,-3.657,9.688,-0.963,-0.491,0.323,1.223,0.304
343.179,14.348,-1.868,8.114,-0.781,-0.540,0.576,1.461,0.532
343.189,3.089,3.197,11.333,0.179,-0.484,0.816,1.672,0.761
343.199,-7.494,-3.599,11.434,-0.214,-0.421,0.990,1.847,0.987
343.210,-2.148,3.585,9.142,0.322,-0.370,1.094,1.922,1.182
343.220,-4.627,8.306,10.263,0.952,-0.266,0.990,1.800,1.301
343.230,2.234,-10.224,6.232,-0.999,-0.249,0.784,1.659,1.337
343.241,6.969,-0.646,9.271,-1.037,-0.384,0.506,1.404,1.282
343.251,4.296,3.556,12.512,0.199,-0.343,0.242,1.118,1.165
343.261,3.333,-3.951,8.409,-0.255,-0.303,-0.028,0.865,0.998
343.271,-8.011,5.748,10.773,0.995,-0.230,-0.245,0.624,0.813
343.282,-6.344,3.183,11.621,1.447,-0.018,-0.518,0.342,0.605
343.292,5.625,-7.458,5.046,0.104,0.048,-0.751,0.156,0.392
343.303,3.305,-2.435,7.971,-0.507,-0.012,-1.066,-0.115,0.156
343.313,2.112,2.234,14.394,-0.090,-0.023,-1.248,-0.289,-0.066
343.323,1.925,-1.149,7.202,-0.425,-0.057,-1.402,-0.425,-0.262
343.333,-11.661,1.731,9.494,-0.004,-0.073,-1.574,-0.607,-0.450
343.344,-3.010,0.366,10.320,-0.110,-0.073,-1.721,-0.752,-0.623
343.354,14.880,-1.968,6.713,-0.376,-0.100,-1.965,-0.995,-0.817
343.364,-4.742,-1.357,12.569,-0.447,-0.127,-2.144,-1.175,-1.018
343.375,-10.375,-1.127,11.074,-0.492,-0.171,-2.345,-1.381,-1.215
343.385,2.363,5.496,6.447,0.346,-0.154,-2.581,-1.662,-1.426
343.395,2.572,-2.126,10.327,-0.603,-0.135,-2.832,-1.904,-1.657
343.405,-0.970,-10.425,11.039,-2.203,-0.317,-3.075,-2.128,-1.887
343.415,2.457,8.607,8.251,0.430,-0.371,-3.216,-2.352,-2.112
343.426,-2.996,9.232,10.054,2.448,-0.093,-3.327,-2.523,-2.323
343.436,-5.051,-8.837,9.386,1.070,0.109,-3.392,-2.555,-2.482
343.447,3.125,-9.987,8.107,0.261,0.188,-3.431,-2.561,-2.604
343.457,8.492,7.458,10.162,1.513,0.304,-3.561,-2.701,-2.713
343.467,-4.541,2.629,11.484,0.847,0.423,-3.772,-2.894,-2.842
343.478,-8.794,-9.872,8.818,-1.048,0.350,-3.904,-2.986,-2.980
343.488,-0.574,-2.076,6.943,-1.286,0.136,-4.030,-3.097,-3.108
343.498,7.450,8.773,9.321,1.007,0.139,-4.099,-3.207,-3.217
343.509,6.933,-0.057,11.513,1.218,0.282,-4.137,-3.254,-3.312
343.519,-3.190,-8.830,10.830,0.238,0.319,-4.088,-3.189,-3.377
343.529,-4.677,7.659,8.998,2.268,0.420,-4.019,-3.186,-3.406
343.539,-3.844,12.494,9.875,4.253,0.809,-4.012,-3.237,-3.425
343.550,-1.803,-4.792,10.004,2.504,1.057,-3.984,-3.159,-3.427
343.560,3.930,-12.192,8.603,0.952,1.131,-3.891,-3.022,-3.406
343.572,5.755,-4.914,8.114,1.149,1.168,-3.678,-2.803,-3.326
343.582,5.891,4.612,8.466,2.310,1.252,-3.507,-2.657,-3.215
343.592,1.623,0.071,11.764,2.136,1.383,-3.371,-2.519,-3.088
343.602,1.056,-1.832,11.628,1.805,1.432,-3.320,-2.466,-2.983
343.613,-2.299,5.582,9.688,2.844,1.542,-3.292,-2.473,-2.900
343.623,-10.044,4.354,9.982,3.340,1.746,-3.337,-2.535,-2.856
343.633,1.314,-6.459,8.466,1.134,1.763,-3.282,-2.414,-2.811
343.643,12.530,-1.070,8.890,0.548,1.630,-3.127,-2.239,-2.734
343.653,1.810,2.227,12.066,0.655,1.523,-2.877,-1.996,-2.614
343.663,-7.803,-3.190,12.713,0.168,1.389,-2.632,-1.748,-2.454
343.674,-1.781,2.593,9.911,0.751,1.268,-2.246,-1.389,-2.236
343.684,4.037,4.921,9.214,0.640,1.194,-2.070,-1.218,-2.010
343.694,0.783,-6.588,10.385,-0.279,1.070,-1.804,-0.932,-1.782
343.704,3.700,-7.537,9.717,-1.663,0.778,-1.493,-0.574,-1.526
343.714,1.436,7.587,12.267,-0.571,0.570,-1.291,-0.393,-1.269
343.724,-4.497,4.763,12.835,0.166,0.524,-1.190,-0.298,-1.041
343.734,-0.431,-6.552,7.848,-0.879,0.387,-1.175,-0.233,-0.872
343.744,-1.293,-2.665,7.992,-1.437,0.179,-1.109,-0.132,-0.720
343.755,-1.681,-0.775,11.362,-1.205,0.024,-1.130,-0.158,-0.627
343.766,-3.010,-4.296,9.990,-1.724,-0.158,-1.120,-0.137,-0.552
343.778,-4.081,-6.459,7.798,-2.528,-0.414,-1.262,-0.244,-0.539
343.790,-4.799,-5.963,7.913,-2.767,-0.691,-1.515,-0.476,-0.613
343.801,-3.858,-3.520,7.446,-2.296,-0.908,-1.678,-0.643,-0.729
343.812,-11.546,2.464,10.047,-1.811,-1.033,-1.892,-0.868,-0.858
343.822,5.266,-2.917,9.149,-2.026,-1.128,-2.114,-1.084,-1.012
343.832,11.654,4.210,9.077,-1.567,-1.216,-2.333,-1.306,-1.185
343.844,5.474,7.501,10.658,-0.279,-1.204,-2.468,-1.467,-1.386
343.855,-1.616,5.913,11.405,1.043,-0.993,-2.511,-1.538,-1.535
343.867,-4.059,-2.342,11.110,0.814,-0.694,-2.556,-1.579,-1.642
343.879,-0.876,-11.122,10.334,-0.709,-0.511,-2.617,-1.602,-1.724
343.890,3.786,-13.881,8.366,-2.611,-0.574,-2.619,-1.570,-1.766
343.902,4.497,-7.055,8.409,-2.611,-0.808,-2.646,-1.593,-1.796
343.913,0.416,-2.155,11.937,-3.097,-1.103,-2.675,-1.622,-1.829
343.925,-2.328,4.483,9.925,-3.139,-1.463,-2.683,-1.661,-1.867
343.937,0.150,-0.244,9.673,-3.754,-1.811,-2.682,-1.650,-1.904
343.949,9.728,-5.115,7.439,-4.439,-2.157,-2.774,-1.721,-1.946
343.960,8.966,-0.926,7.698,-4.131,-2.462,-2.690,-1.653,-1.968
343.972,1.724,3.477,11.678,-3.678,-2.679,-2.507,-1.491,-1.936
343.983,-5.130,2.112,11.958,-3.834,-2.866,-2.363,-1.354,-1.863
343.995,-2.565,-5.819,9.235,-4.372,-3.034,-2.113,-1.093,-1.741
344.007,4.734,-9.556,7.568,-4.944,-3.194,-1.849,-0.803,-1.557
344.018,6.990,-6.315,8.847,-4.212,-3.290,-1.588,-0.559,-1.346
344.030,4.914,-0.581,11.800,-4.831,-3.461,-1.311,-0.291,-1.110
344.042,4.655,1.573,10.722,-6.137,-3.835,-1.060,-0.016,-0.875
344.053,5.963,2.399,7.432,-7.005,-4.328,-0.941,0.117,-0.665
344.065,4.282,0.158,7.123,-7.030,-4.757,-0.860,0.199,-0.511
344.076,-2.967,-2.895,5.255,-6.739,-5.050,-0.705,0.357,-0.368
344.088,-4.153,1.034,9.372,-5.296,-5.180,-0.697,0.315,-0.258
344.100,10.245,1.171,9.221,-4.136,-5.093,-0.799,0.173,-0.212
344.112,3.980,-1.480,6.304,-2.696,-4.827,-0.793,0.157,-0.188
344.123,2.141,-8.226,7.317,-2.569,-4.437,-0.858,0.095,-0.181
344.135,-3.535,-5.058,10.105,-2.870,-4.182,-1.061,-0.118,-0.240
344.146,-3.010,-3.032,7.949,-2.927,-3.982,-1.202,-0.252,-0.327
344.158,1.041,3.168,8.862,-3.682,-3.947,-1.485,-0.528,-0.486
344.170,7.953,6.121,9.228,-3.073,-3.940,-1.685,-0.746,-0.675
344.181,1.860,-0.395,9.041,-2.416,-3.795,-1.819,-0.900,-0.848
344.193,-8.011,-7.407,9.120,-2.057,-3.462,-1.983,-1.075,-1.016
344.205,-0.452,-1.846,9.673,-2.040,-3.216,-2.160,-1.253,-1.185
344.216,8.471,5.791,7.741,-3.094,-3.250,-2.249,-1.333,-1.330
344.228,0.258,2.938,9.767,-2.388,-3.216,-2.239,-1.353,-1.439
344.240,0.280,-6.473,9.724,-2.316,-3.007,-2.129,-1.246,-1.477
344.251,2.119,-7.601,9.637,-3.444,-2.903,-2.057,-1.159,-1.457
344.263,-7.285,-8.514,5.413,-4.398,-3.031,-1.926,-0.992,-1.401
344.275,4.914,-3.628,9.127,-5.034,-3.258,-1.768,-0.817,-1.309
344.286,0.251,1.451,4.277,-5.512,-3.580,-1.741,-0.767,-1.219
344.298,-10.727,2.098,12.389,-5.202,-3.851,-1.742,-0.796,-1.162
344.310,-8.219,-4.411,11.915,-5.501,-4.037,-1.641,-0.700,-1.109
344.321,-5.719,-2.442,5.556,-5.284,-4.230,-1.551,-0.647,-1.041
344.333,-8.852,-0.847,12.188,-4.867,-4.304,-1.377,-0.488,-0.955
344.343,3.455,-1.932,5.987,-4.509,-4.373,-1.065,-0.186,-0.826
344.353,0.129,2.349,10.607,-3.758,-4.306,-0.834,0.043,-0.647
344.363,0.854,1.810,11.542,-3.487,-4.222,-0.448,0.388,-0.436
344.375,6.243,0.826,9.293,-3.714,-4.186,0.001,0.842,-0.116
344.387,-7.644,2.493,9.364,-2.686,-4.035,0.621,1.413,0.286
344.397,2.097,-1.717,6.081,-2.505,-3.850,1.170,1.955,0.703
344.407,-1.508,4.476,9.781,-1.809,-3.658,1.783,2.554,1.164
344.417,-3.930,3.305,9.666,-1.286,-3.383,2.461,3.188,1.681
344.427,-4.476,5.640,6.627,-0.911,-3.143,3.173,3.883,2.256
344.438,3.254,1.868,8.423,-0.843,-2.879,3.803,4.513,2.859
344.448,1.875,-1.436,12.476,-2.195,-2.772,4.413,5.147,3.457
344.458,0.179,-7.508,9.587,-3.621,-2.776,4.871,5.643,4.043
344.468,0.826,-5.194,9.242,-4.691,-2.975,5.310,6.106,4.586
344.478,-3.262,-0.962,6.677,-4.520,-3.165,5.705,6.489,5.089
344.488,-0.898,-2.234,11.031,-4.443,-3.313,6.099,6.881,5.563
344.498,-9.196,6.983,9.939,-2.601,-3.321,6.342,7.070,5.966
344.508,0.754,1.616,5.729,-3.146,-3.297,6.495,7.224,6.298
344.518,7.508,-2.952,12.648,-3.460,-3.315,6.571,7.293,6.546
344.528,-7.882,0.107,13.424,-3.649,-3.350,6.501,7.225,6.711
344.538,-2.055,-3.434,3.717,-3.900,-3.417,6.355,7.119,6.785
344.548,1.666,-5.496,12.806,-4.278,-3.468,6.208,6.972,6.792
344.558,-7.443,7.709,11.283,-2.198,-3.448,6.198,6.907,6.769
344.569,-9.376,1.487,8.703,-1.409,-3.194,6.090,6.779,6.726
344.579,-5.748,8.076,10.665,-0.957,-2.985,5.916,6.589,6.639
344.589,-2.263,0.215,8.926,-0.775,-2.713,5.859,6.531,6.550
344.599,5.769,-1.228,7.647,-1.207,-2.533,5.743,6.420,6.449
344.610,-3.075,3.678,15.486,-0.595,-2.315,5.644,6.303,6.348
344.620,-5.302,-1.882,10.593,-1.249,-2.156,5.476,6.153,6.231
344.630,-11.036,3.700,10.399,-0.946,-2.048,5.422,6.091,6.122
344.641,-12.344,5.137,12.698,-0.597,-1.904,5.426,6.086,6.036
344.652,3.283,0.682,10.277,-1.217,-1.829,5.433,6.125,5.980
344.663,3.944,-0.272,9.652,-1.137,-1.743,5.430,6.123,5.937
344.674,-3.448,-5.647,12.979,-1.712,-1.678,5.386,6.092,5.897
344.686,10.734,-1.623,9.839,-2.687,-1.810,5.415,6.149,5.891
344.696,0.675,6.322,17.706,-1.663,-1.866,5.296,6.010,5.848
344.707,-3.218,-4.390,7.647,-1.849,-1.822,5.237,5.956,5.803
344.718,-8.327,4.720,13.855,-1.462,-1.816,5.101,5.807,5.741
344.729,5.453,-1.020,10.564,-2.328,-1.876,4.929,5.671,5.651
344.740,-0.732,-3.376,9.314,-2.164,-1.890,4.625,5.394,5.508
344.751,2.802,-1.271,15.429,-2.237,-1.920,4.376,5.148,5.339
344.762,14.104,-2.809,9.673,-2.369,-1.971,4.075,4.849,5.123
344.773,-2.385,1.120,14.171,-1.434,-1.916,3.620,4.379,4.844
344.784,-8.140,-2.191,12.088,-1.650,-1.861,3.183,3.948,4.531
344.795,-6.847,0.998,10.334,-1.394,-1.837,2.729,3.481,4.184
344.805,-11.453,5.245,12.303,-0.266,-1.699,2.304,3.032,3.802
344.816,-8.744,0.847,12.504,-0.164,-1.522,1.790,2.517,3.378
344.827,-9.656,-6.394,12.145,-0.998,-1.402,1.269,2.016,2.909
344.837,-5.058,-3.829,10.227,-1.205,-1.383,0.803,1.552,2.473
344.847,2.830,2.004,6.490,0.102,-1.261,0.443,1.135,2.034
344.859,0.237,-6.200,9.551,0.624,-0.948,0.046,0.728,1.574
344.871,-2.213,-1.638,11.707,0.421,-0.719,-0.389,0.292,1.131
344.882,2.320,1.508,8.438,0.155,-0.587,-0.855,-0.167,0.675
344.894,-0.503,-0.466,9.932,-0.323,-0.544,-1.243,-0.548,0.233
344.905,6.236,3.218,12.914,0.161,-0.498,-1.589,-0.901,-0.179
344.917,-6.452,2.759,7.036,0.894,-0.389,-1.967,-1.301,-0.567
344.929,-1.875,-3.297,13.956,2.015,-0.034,-2.362,-1.714,-0.966
344.940,11.474,0.560,8.042,1.905,0.267,-2.803,-2.152,-1.387
344.952,-8.068,1.940,12.361,1.703,0.423,-3.196,-2.538,-1.794
344.963,-0.115,-2.457,7.820,1.879,0.666,-3.581,-2.921,-2.199
344.975,5.589,4.038,11.189,2.179,0.839,-3.889,-3.239,-2.579
344.987,3.570,-0.847,8.445,1.614,0.972,-4.230,-3.543,-2.943
344.998,-7.156,-0.201,12.238,1.702,1.062,-4.511,-3.824,-3.269
345.010,2.248,1.178,7.044,1.734,1.159,-4.658,-3.975,-3.539
345.021,3.721,1.559,12.332,1.558,1.216,-4.809,-4.124,-3.773
345.033,7.235,-0.035,11.154,1.015,1.215,-4.864,-4.142,-3.945
345.045,-8.758,-3.154,8.653,0.573,1.155,-4.779,-4.043,-4.028
345.056,-4.490,-3.340,9.623,0.282,1.100,-4.770,-4.031,-4.066
345.068,-2.407,0.977,9.400,0.215,0.969,-4.525,-3.779,-4.038
345.079,11.639,9.728,12.720,0.654,0.841,-4.365,-3.590,-3.914
345.091,7.134,1.990,6.483,1.054,0.840,-3.866,-3.098,-3.691
345.103,-0.179,-5.345,8.380,0.914,0.896,-3.437,-2.649,-3.379
345.114,-1.954,-7.731,3.652,0.575,0.953,-2.845,-2.028,-2.973
345.126,-2.227,-1.063,9.156,1.633,1.023,-2.296,-1.491,-2.501
345.138,8.485,1.738,6.656,2.027,1.127,-1.643,-0.869,-1.971
345.149,0.474,-0.704,9.120,2.193,1.255,-1.112,-0.325,-1.416
345.161,2.758,4.109,9.609,3.926,1.523,-0.448,0.298,-0.837
345.173,4.821,3.829,7.590,4.750,1.909,0.233,0.957,-0.216
345.184,-2.787,1.336,14.114,4.189,2.234,0.729,1.472,0.386
345.196,4.885,0.675,6.627,3.356,2.424,1.231,2.023,0.953
345.207,-0.553,-4.138,12.512,1.724,2.422,1.736,2.552,1.520
345.219,8.169,-5.474,6.713,0.319,2.240,2.123,2.968,2.046
345.231,5.309,-8.902,7.432,-1.343,1.880,2.447,3.326,2.509
345.243,0.452,-4.275,9.242,-1.987,1.418,2.800,3.695,2.943
345.254,-0.962,-6.710,4.946,-3.355,0.837,3.042,3.994,3.319
345.266,-0.517,-3.808,8.531,-4.387,0.221,3.308,4.278,3.653
345.278,-8.952,-4.433,7.130,-5.839,-0.559,3.579,4.587,3.956
345.289,-3.492,2.306,13.474,-5.677,-1.282,3.811,4.822,4.236
345.301,0.229,2.874,7.762,-5.568,-1.971,3.943,4.932,4.465
345.312,6.258,8.270,10.924,-4.496,-2.475,4.159,5.129,4.679
345.324,0.387,-0.682,7.151,-3.935,-2.760,4.312,5.261,4.852
345.336,0.639,-3.032,13.338,-3.328,-2.807,4.442,5.382,5.032
345.347,-6.531,-2.787,5.815,-3.080,-2.833,4.610,5.544,5.192
345.359,1.149,-2.112,11.901,-3.002,-2.836,4.692,5.619,5.311
345.371,12.243,7.328,9.630,-2.984,-2.955,4.660,5.600,5.409
345.382,-5.123,-0.308,5.908,-2.432,-2.946,4.729,5.639,5.484
345.394,1.221,-10.188,12.447,-1.128,-2.609,4.659,5.540,5.508
345.406,9.045,-6.186,8.280,-1.603,-2.326,4.579,5.443,5.490
345.417,9.556,-3.685,2.388,-1.753,-2.199,4.376,5.246,5.425
345.429,2.758,-0.330,6.375,-1.283,-2.059,4.175,5.059,5.304
345.441,-3.247,-2.133,9.803,-1.631,-1.965,3.946,4.824,5.144
345.452,1.860,-5.920,7.410,-2.636,-2.006,3.698,4.605,4.958
345.464,3.772,1.508,10.255,-1.846,-2.038,3.469,4.364,4.750
345.476,1.595,0.359,14.322,-1.414,-1.943,3.160,4.061,4.525
345.487,3.829,0.409,7.036,-0.994,-1.862,2.896,3.758,4.271
345.499,-9.254,6.653,11.692,1.079,-1.564,2.711,3.522,4.033
345.510,-7.450,-2.335,8.610,0.880,-1.182,2.589,3.408,3.828
345.522,-4.900,-4.526,4.342,1.487,-0.766,2.516,3.349,3.684
345.534,0.093,-8.040,14.703,-0.221,-0.482,2.399,3.256,3.556
345.545,11.467,-8.198,7.044,-1.321,-0.486,2.267,3.122,3.429
345.557,0.567,6.466,12.195,-1.160,-0.630,2.113,2.961,3.282
345.569,1.436,5.683,8.739,-2.524,-0.938,2.003,2.879,3.142
345.580,-3.887,5.712,4.522,-1.729,-1.185,1.853,2.662,2.993
345.592,-1.968,-2.909,14.610,-1.398,-1.191,1.750,2.564,2.838
345.604,5.029,-8.902,5.226,-1.750,-1.177,1.490,2.297,2.677
345.615,-1.990,0.316,13.043,-0.864,-1.122,1.302,2.099,2.492
345.627,2.708,-4.943,6.656,-2.134,-1.179,1.005,1.884,2.299
345.638,3.161,2.802,5.980,-2.269,-1.379,0.765,1.643,2.084
345.650,2.406,2.845,14.020,-2.431,-1.531,0.492,1.360,1.839
345.662,9.570,-2.097,8.366,-2.960,-1.745,0.334,1.209,1.621
345.673,4.346,3.894,9.810,-1.536,-1.830,0.077,0.919,1.400
345.685,-1.817,4.576,14.071,-0.821,-1.758,-0.305,0.537,1.135
345.697,1.566,0.230,11.556,-0.291,-1.573,-0.494,0.333,0.871
345.708,10.008,-0.862,7.949,0.271,-1.312,-0.572,0.218,0.667
345.720,13.823,-2.256,5.959,0.442,-1.023,-0.587,0.204,0.522
345.731,8.722,-4.512,9.329,0.309,-0.778,-0.588,0.228,0.444
345.743,3.146,-4.777,5.585,-0.011,-0.585,-0.476,0.344,0.419
345.755,-4.612,-5.381,9.494,-0.255,-0.464,-0.423,0.430,0.447
345.766,-2.680,-4.052,8.933,-0.559,-0.442,-0.354,0.494,0.485
345.778,-2.299,0.668,9.796,-1.228,-0.516,-0.329,0.529,0.533
345.790,9.548,0.344,8.941,-1.477,-0.666,-0.386,0.474,0.536
345.801,-5.475,4.411,10.550,-1.150,-0.831,-0.340,0.508,0.558
345.813,-0.876,-7.680,9.961,-1.986,-0.865,-0.333,0.533,0.562
345.824,6.840,5.870,8.394,-1.861,-1.059,-0.305,0.560,0.581
345.836,-6.466,-2.162,11.692,-1.913,-1.215,-0.224,0.638,0.615
345.848,1.501,-1.767,7.992,-1.969,-1.269,-0.202,0.659,0.650
345.859,4.152,1.652,9.954,-1.797,-1.386,-0.090,0.762,0.692
345.871,6.250,0.179,10.442,-1.736,-1.446,0.116,0.964,0.787
345.882,-0.811,-4.203,6.045,-2.048,-1.476,0.276,1.137,0.925
345.894,-2.960,-9.671,8.833,-3.053,-1.569,0.412,1.293,1.058
345.906,4.950,-3.671,8.675,-3.389,-1.744,0.600,1.494,1.203
345.917,-2.277,-1.221,5.312,-3.349,-1.994,0.946,1.843,1.409
345.929,-6.207,3.693,14.035,-1.260,-2.010,1.219,2.065,1.654
345.941,1.242,1.286,8.775,-1.194,-1.913,1.566,2.392,1.920
345.952,2.198,6.495,3.214,-0.606,-1.827,2.016,2.782,2.237
345.964,-0.596,7.077,11.118,-1.477,-1.791,2.346,3.131,2.566
345.976,9.469,1.257,3.638,-3.410,-1.996,2.665,3.500,2.902
345.987,5.324,6.143,11.642,-2.806,-2.213,3.110,3.915,3.254
345.999,7.996,5.051,10.040,-2.390,-2.358,3.492,4.334,3.635
346.011,-5.776,9.556,6.160,-1.692,-2.358,3.993,4.789,4.042
346.022,-2.651,1.645,9.688,-1.903,-2.290,4.502,5.293,4.491
346.034,-3.836,0.409,9.300,-1.235,-2.169,5.014,5.791,4.959
346.046,1.070,-2.090,11.010,-1.177,-1.993,5.438,6.196,5.435
346.057,-4.842,1.652,5.298,-1.297,-1.881,5.871,6.619,5.878
346.069,2.342,1.307,9.357,-1.485,-1.832,6.308,7.052,6.316
346.080,-5.798,-2.399,8.545,-1.732,-1.808,6.670,7.428,6.736
346.092,0.725,-6.696,10.658,-1.052,-1.643,7.101,7.820,7.163
346.104,-3.628,-3.520,8.107,-1.194,-1.487,7.377,8.114,7.548
346.115,2.557,-1.401,8.459,-2.635,-1.592,7.518,8.297,7.864
346.127,-4.038,-1.472,9.515,-3.363,-1.818,7.682,8.472,8.135
346.138,3.067,-5.180,9.717,-3.726,-2.062,7.826,8.600,8.356
346.150,2.291,-3.736,10.435,-3.788,-2.265,7.943,8.723,8.550
346.162,5.877,-3.922,10.342,-4.707,-2.555,8.061,8.858,8.716
346.173,-1.041,6.437,8.014,-4.799,-2.954,7.965,8.737,8.805
346.185,-2.249,7.616,13.316,-4.506,-3.249,7.990,8.753,8.842
