R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,400,100,0,0,0,0,7,75,10,10.0,32.0,0.000010,0.000300,20,0,0,0,0,10,75,0,0
sysTime,ARawX,ARawY,ARawZ,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R
275.059,10.094,-6.243,8.991,2.768,4.346,-11.896,-11.676,-13.102
275.069,-4.038,3.082,13.812,2.913,4.166,-11.235,-11.018,-12.559
275.079,-5.913,0.546,10.485,2.951,4.046,-10.619,-10.396,-11.985
275.089,8.657,-3.053,6.332,2.748,3.904,-9.908,-9.671,-11.375
275.099,1.127,3.757,11.671,3.139,3.798,-9.256,-9.026,-10.740
275.109,-7.256,-0.790,12.145,2.618,3.701,-8.709,-8.460,-10.114
275.119,0.847,-4.382,8.064,1.711,3.508,-8.179,-7.891,-9.512
275.129,1.990,6.315,11.297,2.859,3.370,-7.809,-7.540,-8.962
275.139,1.099,5.352,11.678,3.762,3.389,-7.578,-7.323,-8.500
275.150,4.339,-1.379,7.116,2.752,3.349,-7.409,-7.118,-8.123
275.160,-3.599,-6.444,13.036,1.934,3.251,-7.285,-6.986,-7.809
275.170,-6.143,-7.781,11.039,0.693,3.012,-7.256,-6.942,-7.574
275.180,-2.917,9.649,8.057,2.874,2.879,-7.305,-7.065,-7.429
275.190,1.990,9.426,11.743,4.466,3.023,-7.479,-7.272,-7.381
275.200,8.327,-2.902,10.212,3.099,3.086,-7.728,-7.479,-7.411
275.210,-0.962,-0.244,7.554,2.413,3.018,-8.057,-7.781,-7.528
275.220,-5.317,-4.928,11.635,1.660,2.921,-8.194,-7.907,-7.663
275.230,-0.941,-4.619,10.572,0.768,2.700,-8.362,-8.055,-7.803
275.240,-1.322,9.972,9.695,3.226,2.648,-8.465,-8.221,-7.945
275.251,3.829,4.727,12.820,2.737,2.654,-8.687,-8.432,-8.098
275.262,9.692,0.452,11.930,2.170,2.592,-8.729,-8.454,-8.247
275.273,11.302,1.501,9.580,1.727,2.484,-8.701,-8.407,-8.350
275.285,7.788,8.320,7.726,2.950,2.457,-8.631,-8.376,-8.411
275.296,0.833,12.300,8.301,4.379,2.573,-8.521,-8.310,-8.424
275.308,-6.473,13.658,10.550,6.094,2.870,-8.353,-8.173,-8.388
275.319,-7.910,7.041,10.219,5.972,3.195,-8.195,-7.997,-8.299
275.330,-0.876,-1.544,7.274,5.191,3.458,-8.017,-7.775,-8.171
275.341,5.482,-3.664,5.520,4.486,3.607,-7.785,-7.506,-8.004
275.352,3.484,-1.120,8.093,4.071,3.682,-7.564,-7.266,-7.802
275.363,0.847,-3.721,10.564,3.377,3.694,-7.352,-7.039,-7.584
275.374,3.865,-9.627,9.429,1.444,3.530,-7.265,-6.897,-7.395
275.386,6.315,-8.880,8.021,1.024,3.290,-7.078,-6.684,-7.207
275.397,-0.725,-1.573,10.356,1.464,3.091,-7.004,-6.618,-7.027
275.408,-7.795,0.905,13.790,1.875,2.964,-7.101,-6.714,-6.913
275.419,-5.144,-3.182,11.958,1.689,2.845,-7.262,-6.876,-6.874
275.430,-0.941,-1.544,9.415,1.884,2.742,-7.395,-7.020,-6.895
275.442,1.286,-0.833,10.076,2.842,2.763,-7.716,-7.349,-6.996
275.454,4.411,-3.527,6.828,3.412,2.877,-8.154,-7.763,-7.188
275.465,-0.459,-1.005,10.536,3.378,2.958,-8.707,-8.304,-7.485
275.477,-8.083,1.041,10.018,2.934,2.961,-9.481,-9.066,-7.912
275.489,-4.756,-1.207,10.449,2.086,2.876,-10.553,-10.102,-8.509
275.500,5.324,-1.803,9.156,1.539,2.737,-11.724,-11.251,-9.271
275.512,11.804,0.811,5.793,1.784,2.614,-13.243,-12.773,-10.235
275.524,6.545,4.921,5.463,2.445,2.552,-14.750,-14.306,-11.383
275.536,-0.948,7.091,9.192,3.143,2.566,-16.469,-16.058,-12.711
275.547,-2.845,8.406,11.807,3.572,2.618,-18.302,-17.900,-14.195
275.559,-0.409,6.042,12.411,3.616,2.691,-20.100,-19.700,-15.786
275.571,0.431,3.556,11.225,3.645,2.780,-21.984,-21.590,-17.467
275.583,-0.265,4.153,10.916,3.928,2.889,-23.687,-23.302,-19.159
275.594,0.510,8.593,8.560,4.569,3.023,-25.224,-24.862,-20.807
275.605,3.685,8.061,6.878,4.409,3.129,-26.478,-26.137,-22.334
275.616,4.081,0.452,12.195,3.478,3.202,-27.487,-27.135,-23.693
275.626,5.963,-1.214,10.169,2.153,3.137,-28.286,-27.895,-24.854
275.637,-8.686,-6.603,12.713,0.012,2.863,-28.835,-28.401,-25.858
275.647,-8.528,-4.009,8.143,-1.209,2.434,-29.143,-28.681,-26.660
275.657,-8.672,-9.426,7.396,-2.327,1.946,-29.255,-28.746,-27.239
275.669,-9.448,-6.164,9.990,-2.328,1.385,-28.931,-28.424,-27.601
275.681,-2.608,3.585,8.732,-2.014,0.848,-28.472,-27.973,-27.682
275.692,-1.846,2.766,7.935,-2.511,0.353,-27.746,-27.251,-27.495
275.704,-4.663,1.724,9.551,-2.270,-0.065,-26.894,-26.413,-27.082
275.715,-5.367,0.639,9.135,-0.911,-0.253,-25.827,-25.380,-26.445
275.727,-4.497,0.596,7.812,0.210,-0.250,-24.657,-24.239,-25.633
275.739,-2.838,0.869,7.597,1.496,-0.042,-23.387,-23.017,-24.661
275.751,1.271,1.307,8.517,2.526,0.283,-22.203,-21.876,-23.598
275.762,8.399,0.531,8.941,3.062,0.669,-21.042,-20.724,-22.499
275.774,14.017,0.086,6.440,3.294,1.049,-20.009,-19.692,-21.402
275.784,5.007,1.156,11.383,3.253,1.316,-19.153,-18.836,-20.468
275.795,-10.490,-1.939,14.315,2.477,1.497,-18.321,-17.988,-19.563
275.806,-6.955,-3.391,13.122,1.852,1.580,-17.589,-17.242,-18.684
275.817,2.521,-1.767,11.764,1.755,1.635,-16.886,-16.549,-17.837
275.828,10.705,-0.560,10.112,2.027,1.684,-16.196,-15.869,-17.014
275.840,13.601,-2.342,8.933,1.868,1.730,-15.602,-15.267,-16.241
275.851,11.179,-3.125,8.301,1.487,1.749,-15.043,-14.691,-15.543
275.863,5.920,-2.529,7.496,1.086,1.710,-14.501,-14.130,-14.874
275.874,0.876,-1.515,7.705,0.845,1.638,-13.921,-13.541,-14.235
275.886,-0.337,2.435,7.963,0.993,1.556,-13.271,-12.902,-13.606
275.897,-2.766,3.901,8.768,1.250,1.500,-12.537,-12.180,-12.955
275.909,-2.263,5.295,8.121,1.759,1.503,-11.519,-11.190,-12.231
275.920,-3.499,4.878,8.114,1.518,1.484,-10.353,-10.023,-11.398
275.932,-3.391,2.651,8.466,1.028,1.429,-8.998,-8.662,-10.405
275.943,-2.392,0.574,9.020,0.268,1.312,-7.289,-6.938,-9.233
275.955,-1.077,-2.924,8.359,-0.652,1.127,-5.301,-4.923,-7.841
275.967,0.158,-4.691,8.689,-1.476,0.880,-3.031,-2.620,-6.195
275.978,3.693,-3.994,10.219,-1.998,0.579,-0.414,0.013,-4.315
275.989,9.857,-0.330,10.263,-1.933,0.289,2.315,2.743,-2.214
276.001,13.198,-0.251,9.077,-1.754,0.059,5.535,5.957,0.287
276.012,15.102,-2.521,8.236,-1.973,-0.146,8.997,9.422,3.070
276.024,15.670,-3.111,8.071,-2.385,-0.372,12.638,13.072,6.099
276.036,15.548,-3.261,7.195,-2.945,-0.640,16.472,16.917,9.397
276.048,14.815,-2.514,7.216,-3.454,-0.949,20.280,20.734,12.822
276.059,9.706,0.158,6.455,-3.616,-1.271,24.028,24.480,16.356
276.071,-1.142,3.470,8.847,-3.183,-1.533,27.662,28.093,19.911
276.083,-10.756,4.232,12.353,-2.563,-1.694,31.020,31.435,23.449
276.094,-7.918,-0.969,12.785,-2.428,-1.765,34.149,34.553,26.895
276.106,3.111,-3.333,9.041,-2.791,-1.856,36.851,37.264,30.146
276.118,0.840,-4.016,8.912,-2.947,-1.951,39.046,39.465,33.105
276.130,-0.438,0.438,12.871,-2.925,-2.068,40.731,41.148,35.750
276.141,4.914,2.989,7.827,-3.294,-2.249,41.989,42.407,37.990
276.153,-2.579,-3.204,7.884,-3.110,-2.332,42.780,43.194,39.811
276.165,-5.475,-1.595,11.815,-2.998,-2.399,43.109,43.518,41.217
276.175,0.912,-2.902,11.161,-3.065,-2.463,43.153,43.559,42.127
276.186,-2.292,-5.165,6.677,-3.344,-2.549,42.940,43.369,42.676
276.196,-7.199,4.030,10.881,-2.532,-2.570,42.610,43.027,42.960
276.206,8.514,-2.155,7.726,-2.715,-2.562,42.231,42.654,43.040
276.218,4.576,-4.871,5.578,-3.090,-2.594,41.797,42.243,42.948
276.230,0.459,-2.291,6.476,-3.016,-2.642,41.426,41.877,42.738
276.241,-2.112,-0.553,7.180,-2.751,-2.675,41.344,41.781,42.527
276.253,-2.665,-2.299,8.459,-2.045,-2.599,41.409,41.823,42.395
276.265,-3.075,-5.747,9.063,-1.916,-2.448,41.511,41.921,42.348
276.276,-1.853,-8.629,10.528,-1.780,-2.254,41.887,42.298,42.427
276.288,-0.244,-9.491,10.679,-0.196,-1.918,42.367,42.757,42.648
276.300,1.918,-10.641,10.155,-0.175,-1.527,42.783,43.188,42.970
276.310,0.833,7.508,10.873,0.594,-1.323,43.118,43.499,43.289
276.320,-5.166,8.112,12.519,2.020,-0.958,43.472,43.820,43.605
276.331,-5.467,-1.760,12.217,1.028,-0.710,43.876,44.273,43.994
276.343,-2.399,-2.615,11.491,-0.518,-0.665,44.121,44.580,44.380
276.354,-0.265,-5.288,9.156,-1.130,-0.705,44.279,44.764,44.712
276.366,6.028,-0.258,9.077,-0.765,-0.731,44.296,44.771,44.960
276.378,8.255,4.806,7.762,0.424,-0.649,44.114,44.559,45.098
276.389,3.879,9.441,9.170,1.934,-0.431,43.626,44.024,45.066
276.401,-4.541,6.739,11.276,2.518,-0.127,42.815,43.199,44.820
276.413,-6.085,0.237,15.637,2.451,0.195,41.532,41.924,44.295
276.425,5.783,-7.141,10.773,1.241,0.386,39.999,40.425,43.495
276.436,8.198,-3.578,6.498,0.833,0.460,38.034,38.479,42.372
276.448,-2.320,3.944,7.583,1.402,0.521,35.706,36.123,40.912
276.460,-10.504,6.179,12.318,2.129,0.656,32.993,33.397,39.079
276.472,-6.639,2.148,12.512,2.445,0.847,29.929,30.326,36.901
276.483,3.434,-3.585,9.990,2.621,1.087,26.706,27.096,34.410
276.495,9.886,-4.152,7.683,2.934,1.339,23.240,23.639,31.635
276.507,9.002,-0.545,5.097,2.909,1.527,19.609,20.024,28.580
276.519,4.548,6.114,6.490,3.291,1.678,16.034,16.408,25.383
276.531,1.688,7.573,7.489,3.824,1.864,12.591,12.923,22.067
276.542,1.530,5.798,8.624,4.175,2.089,9.384,9.683,18.743
276.554,2.873,0.115,10.363,4.148,2.337,6.404,6.705,15.539
276.565,-4.447,1.099,13.381,4.397,2.572,3.811,4.103,12.518
276.577,-1.846,3.542,10.543,5.049,2.841,1.615,1.890,9.651
276.588,7.486,6.179,10.852,5.721,3.133,-0.072,0.188,7.138
276.600,5.697,5.180,10.169,5.922,3.432,-1.213,-0.958,4.963
276.612,1.968,-3.333,7.654,5.683,3.752,-1.904,-1.640,3.178
276.623,-1.710,-8.895,7.906,4.399,3.934,-2.096,-1.781,1.881
276.635,-5.072,-7.328,11.951,2.783,3.874,-1.863,-1.510,1.023
276.647,-6.667,-1.056,10.665,2.273,3.655,-1.240,-0.879,0.623
276.657,-1.717,-0.617,6.993,1.919,3.483,-0.527,-0.148,0.639
276.667,5.381,-6.135,7.496,1.080,3.243,0.354,0.771,0.908
276.678,3.348,-1.889,10.406,1.379,3.043,1.358,1.777,1.401
276.688,-7.968,6.689,12.655,2.335,2.926,2.322,2.733,2.048
276.698,-14.276,6.013,13.259,3.193,2.949,3.086,3.489,2.745
276.710,-11.812,2.845,14.581,2.850,2.913,3.809,4.232,3.546
276.721,0.179,-1.192,15.838,2.330,2.874,4.331,4.766,4.280
276.733,1.623,3.118,13.532,1.428,2.672,4.534,4.986,4.854
276.745,-5.719,7.091,13.711,1.633,2.417,4.497,4.940,5.214
276.756,-5.870,8.844,12.260,1.965,2.242,4.302,4.742,5.394
276.768,-1.803,5.992,13.036,2.584,2.195,4.025,4.446,5.418
276.780,7.285,-3.197,14.825,3.262,2.375,3.481,3.883,5.241
276.790,7.084,-2.586,16.341,2.789,2.461,3.050,3.459,4.982
276.800,0.890,-3.103,15.177,2.637,2.509,2.640,3.051,4.669
276.810,2.744,-2.787,15.292,2.204,2.492,2.221,2.636,4.326
276.820,5.101,0.301,12.195,2.204,2.453,1.860,2.272,3.971
276.830,12.422,-1.616,11.879,2.156,2.427,1.559,1.974,3.629
276.841,3.836,-8.083,12.274,0.679,2.289,1.474,1.931,3.353
276.851,-2.407,-3.240,13.273,1.272,2.154,1.509,1.951,3.164
276.861,9.038,-0.962,13.122,1.387,2.078,1.610,2.042,3.069
276.871,6.437,-5.122,11.003,1.187,2.012,1.962,2.403,3.084
276.881,3.348,-4.713,13.898,0.621,1.857,2.412,2.870,3.212
276.891,6.689,3.384,14.732,1.014,1.731,2.984,3.431,3.483
276.901,3.146,6.969,12.598,1.860,1.685,3.794,4.219,3.878
276.911,-4.684,-2.622,15.163,0.223,1.552,4.449,4.905,4.380
276.921,-9.757,1.365,15.709,0.377,1.372,5.122,5.569,4.906
276.932,-5.388,6.854,11.175,1.320,1.320,5.647,6.061,5.454
276.942,6.337,1.731,11.017,1.510,1.350,6.145,6.550,5.997
276.953,6.308,-1.559,12.864,1.422,1.370,6.782,7.188,6.591
276.964,-6.595,2.349,14.739,0.898,1.305,7.364,7.779,7.186
276.975,-2.737,-4.806,13.496,0.527,1.251,7.868,8.293,7.742
276.985,0.847,-6.394,14.703,0.172,1.159,8.208,8.635,8.277
276.997,-12.487,7.486,13.280,1.020,1.072,8.485,8.893,8.738
277.008,5.446,-1.803,13.065,1.951,1.190,8.632,9.019,9.112
277.019,-1.552,11.704,14.078,3.088,1.329,8.718,9.082,9.391
277.030,-2.205,3.599,12.598,2.860,1.508,8.632,9.003,9.566
277.041,8.600,-0.222,11.915,2.621,1.647,8.349,8.728,9.626
277.053,-7.882,-0.574,12.203,2.174,1.710,8.102,8.495,9.588
277.064,-3.290,-2.572,11.333,2.046,1.762,7.712,8.117,9.446
277.075,2.838,0.934,13.984,2.331,1.818,7.332,7.727,9.224
277.086,-4.074,3.700,14.890,2.745,1.906,6.844,7.230,8.936
277.097,6.401,2.306,10.701,3.109,2.032,6.378,6.750,8.573
277.109,0.387,1.358,13.381,2.996,2.139,5.874,6.254,8.168
277.120,-4.907,-3.376,11.304,2.578,2.207,5.310,5.703,7.728
277.131,-1.228,-4.813,12.547,2.239,2.241,4.807,5.212,7.256
277.143,-9.678,-4.655,11.937,2.065,2.247,4.238,4.647,6.750
277.155,-1.954,-3.032,12.591,2.290,2.265,3.575,3.977,6.200
277.166,-10.677,-0.337,12.131,2.877,2.332,2.780,3.165,5.594
277.178,3.614,3.362,11.096,3.674,2.458,1.837,2.198,4.887
277.190,-2.227,3.154,14.365,4.409,2.663,0.609,0.950,4.045
277.202,-2.888,6.193,11.894,4.887,2.877,-0.851,-0.525,3.035
277.213,4.663,-3.614,13.137,4.943,3.144,-2.706,-2.389,1.782
277.225,-12.437,4.921,11.836,5.281,3.349,-4.809,-4.494,0.312
277.237,-4.505,-3.499,11.678,5.701,3.655,-7.440,-7.122,-1.491
277.248,4.196,4.030,13.388,5.902,3.889,-10.295,-9.981,-3.537
277.259,-2.680,-1.235,13.388,5.964,4.144,-13.335,-13.032,-5.843
277.271,-12.099,-1.889,10.995,6.125,4.391,-16.766,-16.464,-8.584
277.283,-4.397,-3.455,10.744,6.100,4.621,-20.579,-20.258,-11.666
277.295,4.375,-1.436,13.668,6.118,4.815,-24.368,-24.050,-14.922
277.306,-9.814,5.043,11.908,6.227,4.944,-28.136,-27.818,-18.368
277.318,2.349,-0.553,10.909,6.498,5.138,-31.815,-31.498,-21.911
277.330,-3.750,9.031,13.338,7.084,5.306,-35.161,-34.843,-25.410
277.341,-1.861,2.392,10.270,7.054,5.507,-37.868,-37.553,-28.669
277.353,2.723,-2.327,17.110,6.999,5.716,-40.129,-39.811,-31.679
277.363,-10.662,6.322,11.671,7.581,5.898,-41.543,-41.238,-33.964
277.373,-12.394,7.795,12.878,7.968,6.121,-42.510,-42.208,-35.944
277.384,0.078,-2.888,9.084,7.208,6.290,-43.003,-42.665,-37.585
277.395,17.042,-4.512,12.131,6.654,6.376,-42.927,-42.575,-38.733
277.406,-0.100,-1.192,11.700,5.541,6.307,-42.304,-41.921,-39.390
277.416,1.580,3.621,13.762,5.727,6.222,-41.540,-41.162,-39.579
277.426,-11.381,1.113,16.643,5.412,6.145,-40.544,-40.155,-39.415
277.436,-6.035,1.968,10.952,5.481,6.063,-39.438,-39.056,-38.963
277.446,-6.976,-5.439,10.557,4.438,5.952,-38.295,-37.879,-38.287
277.457,-7.199,-6.459,8.833,3.177,5.691,-37.071,-36.611,-37.441
277.467,7.357,11.424,9.077,5.051,5.517,-35.917,-35.503,-36.511
277.477,8.248,13.242,10.018,6.657,5.595,-34.837,-34.470,-35.516
277.487,-2.881,-0.581,11.779,4.957,5.589,-34.060,-33.643,-34.559
277.498,-8.765,-2.859,11.146,3.441,5.385,-33.353,-32.896,-33.633
277.509,-10.389,-5.403,11.930,2.362,5.099,-32.813,-32.325,-32.795
277.520,-6.042,-6.416,12.706,1.652,4.751,-32.435,-31.925,-32.061
277.532,0.330,0.668,11.642,0.905,4.315,-32.192,-31.655,-31.460
277.544,-0.811,6.121,9.882,0.624,3.850,-32.166,-31.635,-31.013
277.555,-6.229,7.882,11.276,0.883,3.452,-32.211,-31.684,-30.726
277.567,-4.526,7.853,11.743,1.662,3.195,-32.305,-31.789,-30.556
277.578,-1.702,12.027,13.525,2.194,2.991,-32.402,-31.877,-30.468
277.590,5.137,9.319,11.728,2.951,2.918,-32.378,-31.870,-30.422
277.602,10.820,1.846,11.649,3.477,2.988,-32.123,-31.626,-30.337
277.613,10.188,-3.843,10.241,3.175,3.068,-31.702,-31.191,-30.157
277.624,8.686,-6.674,9.508,1.721,3.009,-30.909,-30.361,-29.830
277.636,1.824,-5.388,7.202,0.411,2.767,-30.001,-29.416,-29.333
277.647,4.124,-0.926,8.071,-0.637,2.392,-28.605,-28.006,-28.582
277.659,9.649,-2.320,11.053,-1.481,1.972,-27.021,-26.401,-27.587
277.671,4.102,-6.466,11.757,-2.189,1.545,-25.018,-24.379,-26.322
277.683,-4.347,-9.857,8.423,-3.062,1.092,-22.867,-22.192,-24.776
277.694,-3.908,-11.100,8.588,-3.747,0.592,-20.553,-19.851,-23.030
277.705,-2.213,-10.633,9.738,-4.709,0.066,-18.185,-17.456,-21.132
277.716,-0.007,-10.597,10.859,-5.478,-0.492,-15.751,-15.006,-19.076
277.727,-1.185,-11.222,11.542,-7.294,-1.203,-13.228,-12.446,-16.857
277.739,1.020,-13.515,10.514,-9.248,-2.048,-10.815,-10.000,-14.561
277.750,-1.034,-9.297,11.154,-10.028,-2.927,-8.503,-7.681,-12.239
277.761,1.990,-7.429,9.688,-10.205,-3.743,-6.400,-5.575,-10.000
277.773,6.064,0.208,10.902,-9.668,-4.469,-4.497,-3.694,-7.762
277.783,-4.167,-0.064,14.825,-8.793,-5.006,-3.153,-2.374,-5.977
277.795,-1.458,-3.484,13.187,-9.029,-5.569,-1.874,-1.087,-4.186
277.806,0.186,-3.168,7.640,-8.816,-6.059,-0.951,-0.169,-2.666
277.818,-1.983,-4.885,6.490,-7.833,-6.339,-0.321,0.443,-1.434
277.830,1.393,-3.111,9.932,-6.609,-6.407,-0.016,0.708,-0.530
277.841,3.628,5.446,11.268,-5.137,-6.341,0.119,0.803,0.079
277.853,1.638,8.176,10.263,-2.863,-6.036,0.129,0.765,0.483
277.864,-0.919,2.859,8.754,-1.399,-5.459,0.214,0.812,0.751
277.876,-1.307,1.279,10.025,-1.227,-4.848,0.200,0.791,0.918
277.888,-3.312,3.563,9.982,-1.500,-4.380,0.239,0.828,1.005
277.899,-3.915,9.311,10.816,-1.654,-4.070,0.426,1.011,1.106
277.909,-4.023,0.804,11.089,-2.457,-3.894,0.564,1.165,1.219
277.919,0.833,-15.117,10.730,-5.843,-3.978,0.757,1.424,1.349
277.930,1.077,-15.950,10.500,-6.454,-4.142,1.242,1.908,1.580
277.942,1.257,-15.052,9.867,-7.041,-4.396,1.870,2.546,1.920
277.953,-3.808,-14.793,9.602,-9.252,-4.860,2.461,3.187,2.334
277.964,-4.620,-14.032,8.430,-10.859,-5.471,3.186,3.944,2.831
277.976,-10.145,-12.286,10.126,-11.221,-6.070,3.955,4.701,3.416
277.988,-11.553,-9.893,12.454,-11.668,-6.677,4.712,5.453,4.028
277.999,-5.906,-7.098,13.345,-11.989,-7.284,5.514,6.253,4.704
278.011,-0.524,-8.399,11.240,-12.784,-7.878,6.212,6.963,5.382
278.022,5.518,-6.523,8.093,-12.729,-8.433,6.826,7.571,6.050
278.033,5.661,-3.355,6.282,-12.394,-8.902,7.318,8.046,6.642
278.045,7.723,-1.401,6.519,-11.718,-9.254,7.688,8.390,7.165
278.056,5.862,2.026,8.509,-10.867,-9.494,7.856,8.521,7.602
278.068,6.401,4.145,10.687,-9.850,-9.606,7.981,8.602,7.936
278.080,5.259,3.075,9.968,-9.048,-9.599,7.981,8.562,8.172
278.091,-0.804,-3.793,9.688,-9.357,-9.546,8.002,8.579,8.320
278.102,3.412,-8.133,8.639,-9.853,-9.542,7.921,8.507,8.395
278.113,5.252,-7.034,7.662,-9.583,-9.523,7.837,8.413,8.416
278.125,11.330,-0.366,6.907,-8.507,-9.434,7.852,8.398,8.421
278.136,6.646,-0.359,7.266,-8.044,-9.295,7.981,8.499,8.435
278.147,-2.716,-5.518,12.095,-8.416,-9.173,8.233,8.747,8.518
278.158,4.684,-4.002,8.969,-8.141,-9.055,8.602,9.092,8.664
278.169,9.153,-4.749,7.460,-7.916,-8.908,9.287,9.763,8.938
278.180,5.489,-2.234,10.449,-6.820,-8.719,10.001,10.451,9.334
278.191,9.160,2.155,9.824,-5.199,-8.372,10.946,11.349,9.892
278.202,5.223,8.004,9.738,-2.956,-7.844,11.967,12.302,10.568
278.213,-7.450,2.680,12.964,-2.438,-7.261,13.068,13.400,11.377
278.224,-10.447,-1.264,13.187,-2.726,-6.748,14.319,14.653,12.301
278.235,-3.865,-1.178,7.266,-2.972,-6.322,15.628,15.979,13.346
278.246,-2.608,2.026,5.923,-2.559,-5.935,16.819,17.145,14.449
278.257,-8.500,5.245,10.449,-1.481,-5.497,18.133,18.422,15.596
278.269,-11.079,0.984,12.720,-1.614,-5.065,19.417,19.713,16.808
278.280,-4.943,-2.830,6.843,-2.636,-4.774,20.512,20.845,18.010
278.291,0.912,4.778,4.852,-1.643,-4.505,21.497,21.774,19.167
278.301,-1.085,0.905,10.313,-2.352,-4.206,22.202,22.482,20.139
278.313,-5.115,-5.043,7.583,-4.483,-4.149,22.879,23.230,21.091
278.325,-3.211,-3.283,6.088,-5.604,-4.331,23.236,23.647,21.880
278.336,1.573,3.923,8.445,-4.451,-4.446,23.468,23.834,22.473
278.348,1.968,5.532,13.481,-3.833,-4.440,23.514,23.856,22.877
278.360,1.954,-1.106,11.175,-4.397,-4.402,23.254,23.591,23.067
278.370,2.586,-7.810,9.386,-5.359,-4.483,22.980,23.339,23.079
278.380,-3.707,6.631,12.806,-3.364,-4.460,22.582,22.892,22.973
278.390,-8.737,6.430,10.873,-1.908,-4.209,22.114,22.391,22.751
278.400,-2.198,-6.646,9.745,-3.223,-4.019,21.525,21.848,22.438
278.410,-1.501,-4.275,9.120,-3.905,-3.999,20.911,21.258,22.041
278.420,3.333,6.861,7.001,-1.839,-3.827,20.509,20.784,21.614
278.431,-0.294,-2.342,12.792,-2.545,-3.637,19.974,20.249,21.160
278.441,0.883,-4.361,8.725,-3.108,-3.564,19.440,19.733,20.678
278.451,2.895,-5.913,10.751,-3.801,-3.550,19.016,19.339,20.208
278.461,5.862,-1.896,11.958,-3.761,-3.567,18.708,19.025,19.761
278.471,0.819,1.465,12.174,-2.551,-3.500,18.573,18.859,19.385
278.481,9.563,7.659,13.805,-1.198,-3.276,18.417,18.688,19.081
278.491,0.890,0.776,11.448,-1.018,-3.005,18.336,18.607,18.835
278.502,7.874,7.989,13.022,0.220,-2.700,18.302,18.555,18.642
278.513,6.150,6.595,9.091,0.636,-2.350,18.340,18.574,18.505
278.525,-11.912,-3.182,12.303,0.401,-1.980,18.305,18.548,18.409
278.536,-1.422,-5.898,10.018,0.591,-1.609,18.197,18.429,18.305
278.548,11.309,6.545,8.272,0.706,-1.386,18.147,18.374,18.220
278.559,-2.751,2.392,12.569,0.691,-1.176,18.050,18.274,18.126
278.571,-1.458,-1.803,11.771,1.119,-0.882,17.838,18.042,18.011
278.582,1.099,3.226,8.610,1.364,-0.629,17.628,17.814,17.867
278.594,-3.527,-5.359,9.990,0.428,-0.445,17.259,17.471,17.658
278.605,6.682,2.787,12.828,0.769,-0.337,16.912,17.114,17.409
278.617,-6.207,4.361,11.096,1.129,-0.191,16.463,16.661,17.111
278.628,-5.740,-9.448,8.236,0.295,-0.026,15.833,16.058,16.724
278.640,7.235,3.750,12.885,0.452,-0.013,15.227,15.445,16.279
278.651,-1.918,3.276,15.033,0.813,0.061,14.555,14.778,15.764
278.663,-3.060,-1.465,6.110,0.832,0.168,13.885,14.109,15.210
278.674,-0.689,-0.035,9.659,0.640,0.225,13.144,13.368,14.599
278.685,4.907,0.165,15.105,0.787,0.287,12.407,12.623,13.945
278.697,5.719,3.089,11.793,1.008,0.348,11.768,11.982,13.306
278.708,1.523,-2.299,8.150,0.842,0.426,11.214,11.438,12.683
278.719,-2.809,-14.111,6.368,-0.345,0.464,10.719,11.004,12.089
278.731,-4.792,-12.961,7.475,-1.790,0.315,10.264,10.592,11.527
278.742,6.545,-7.220,7.432,-2.761,0.015,9.896,10.244,11.026
278.754,7.386,2.486,7.604,-1.638,-0.217,9.521,9.835,10.567
278.764,-1.350,4.584,9.278,-0.622,-0.255,9.327,9.597,10.182
278.774,5.561,-8.262,7.547,-2.846,-0.474,9.212,9.529,9.878
278.785,-8.385,-1.171,11.807,-2.821,-0.723,9.029,9.340,9.622
278.795,3.075,2.148,8.200,-1.862,-0.915,8.892,9.173,9.396
278.805,1.695,-0.984,4.673,-1.274,-0.947,8.833,9.106,9.208
278.815,-8.593,-0.804,13.367,-1.037,-0.968,8.890,9.161,9.082
278.825,-3.032,3.053,7.108,-0.152,-0.930,8.865,9.092,8.991
278.835,-3.635,7.975,6.296,1.984,-0.709,8.954,9.122,8.934
278.845,5.137,7.407,12.332,2.286,-0.441,8.927,9.097,8.894
278.855,4.907,2.917,7.446,2.935,-0.095,8.956,9.116,8.872
278.865,1.235,-2.823,8.301,1.199,0.129,8.890,9.106,8.854
278.875,7.486,-3.635,9.882,-0.119,0.097,8.857,9.092,8.843
278.886,6.200,-10.540,8.086,-2.562,-0.089,8.871,9.159,8.836
278.896,-4.009,-6.933,9.688,-2.040,-0.273,8.912,9.178,8.841
278.906,-1.609,-4.289,10.327,-2.446,-0.471,8.946,9.215,8.858
278.916,4.619,2.751,6.138,-0.726,-0.565,9.070,9.263,8.886
278.926,0.488,3.765,9.673,0.285,-0.489,9.078,9.263,8.909
278.938,1.580,-2.457,8.035,1.241,-0.248,9.104,9.260,8.942
278.948,2.026,-0.086,6.419,1.270,-0.069,9.204,9.350,8.974
