R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,110,1,110,1,50,250,0,0
sysTime,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R
85.037,-0.332,-0.146,-0.382,-0.383,-0.367
85.048,-0.080,-0.140,-0.377,-0.378,-0.372
85.059,-0.206,-0.135,-0.399,-0.400,-0.383
85.070,-0.123,-0.140,-0.420,-0.421,-0.397
85.080,-0.290,-0.150,-0.396,-0.396,-0.406
85.091,-0.248,-0.136,-0.409,-0.410,-0.410
85.102,-0.122,-0.136,-0.396,-0.397,-0.409
85.113,-0.122,-0.137,-0.360,-0.360,-0.395
85.124,-0.207,-0.125,-0.360,-0.361,-0.382
85.135,-0.122,-0.114,-0.345,-0.347,-0.373
85.146,-0.289,-0.131,-0.333,-0.334,-0.360
85.156,-0.248,-0.138,-0.350,-0.351,-0.354
85.167,0.211,-0.118,-0.347,-0.348,-0.353
85.178,-0.248,-0.137,-0.323,-0.323,-0.342
85.189,0.086,-0.126,-0.283,-0.284,-0.326
85.200,-0.039,-0.118,-0.310,-0.312,-0.321
85.210,-0.206,-0.125,-0.318,-0.319,-0.324
85.221,0.044,-0.129,-0.334,-0.335,-0.329
85.232,-0.123,-0.144,-0.331,-0.331,-0.338
85.243,-0.123,-0.152,-0.307,-0.307,-0.330
85.254,-0.081,-0.157,-0.299,-0.299,-0.321
85.265,-0.164,-0.148,-0.277,-0.277,-0.310
85.275,0.127,-0.136,-0.280,-0.281,-0.304
85.286,-0.165,-0.138,-0.289,-0.289,-0.301
85.297,-0.123,-0.141,-0.288,-0.289,-0.300
85.308,-0.247,-0.154,-0.273,-0.273,-0.301
85.319,-0.122,-0.161,-0.283,-0.283,-0.298
85.330,-0.248,-0.169,-0.304,-0.304,-0.306
85.340,-0.122,-0.171,-0.279,-0.278,-0.309
85.351,-0.165,-0.157,-0.287,-0.286,-0.311
85.362,-0.081,-0.158,-0.281,-0.281,-0.311
85.373,-0.165,-0.162,-0.270,-0.270,-0.308
85.384,-0.457,-0.185,-0.257,-0.255,-0.302
85.395,-0.205,-0.191,-0.275,-0.273,-0.299
85.406,-0.081,-0.191,-0.306,-0.304,-0.305
85.416,-0.248,-0.182,-0.279,-0.277,-0.306
85.427,-0.165,-0.156,-0.310,-0.310,-0.311
85.438,-0.081,-0.158,-0.297,-0.296,-0.319
85.449,0.002,-0.138,-0.288,-0.289,-0.316
85.460,-0.164,-0.136,-0.259,-0.260,-0.306
85.470,0.127,-0.135,-0.236,-0.237,-0.293
85.481,-0.248,-0.141,-0.287,-0.287,-0.299
85.492,-0.164,-0.142,-0.279,-0.279,-0.305
85.503,-0.333,-0.144,-0.259,-0.259,-0.304
85.514,-0.248,-0.136,-0.263,-0.264,-0.299
85.525,-0.081,-0.133,-0.254,-0.255,-0.294
85.536,-0.039,-0.128,-0.244,-0.245,-0.284
85.546,-0.164,-0.133,-0.262,-0.263,-0.285
85.557,-0.248,-0.127,-0.252,-0.253,-0.287
85.568,-0.206,-0.130,-0.263,-0.263,-0.289
85.579,-0.331,-0.130,-0.283,-0.283,-0.297
85.590,-0.123,-0.130,-0.282,-0.283,-0.303
85.601,-0.081,-0.132,-0.311,-0.311,-0.315
85.611,0.002,-0.129,-0.303,-0.304,-0.323
85.622,-0.163,-0.150,-0.292,-0.292,-0.322
85.633,-0.080,-0.147,-0.271,-0.271,-0.319
85.644,-0.039,-0.143,-0.248,-0.248,-0.310
85.655,-0.206,-0.128,-0.233,-0.234,-0.299
85.666,-0.164,-0.135,-0.241,-0.242,-0.290
85.676,-0.123,-0.125,-0.232,-0.233,-0.280
85.687,-0.206,-0.125,-0.228,-0.229,-0.275
85.698,-0.205,-0.139,-0.219,-0.219,-0.273
85.709,-0.206,-0.163,-0.244,-0.244,-0.278
85.720,-0.039,-0.146,-0.222,-0.222,-0.281
85.731,-0.039,-0.145,-0.227,-0.227,-0.282
85.741,-0.039,-0.152,-0.225,-0.225,-0.286
85.752,-0.248,-0.151,-0.252,-0.252,-0.290
85.763,-0.165,-0.148,-0.233,-0.233,-0.292
85.774,-0.207,-0.137,-0.268,-0.269,-0.301
85.785,-0.164,-0.147,-0.291,-0.291,-0.317
85.796,-0.081,-0.144,-0.250,-0.250,-0.316
85.808,-0.039,-0.131,-0.259,-0.260,-0.315
85.819,-0.039,-0.137,-0.236,-0.237,-0.311
85.831,-0.039,-0.135,-0.221,-0.222,-0.301
85.843,0.002,-0.122,-0.226,-0.227,-0.298
85.854,-0.080,-0.131,-0.231,-0.232,-0.293
85.866,-0.332,-0.141,-0.201,-0.201,-0.287
85.877,-0.039,-0.141,-0.179,-0.180,-0.274
85.889,0.002,-0.124,-0.171,-0.172,-0.256
85.900,-0.164,-0.116,-0.143,-0.144,-0.239
85.912,0.002,-0.127,-0.121,-0.121,-0.222
85.923,0.168,-0.152,-0.118,-0.118,-0.204
85.935,0.553,-0.167,-0.124,-0.123,-0.195
85.946,1.596,0.030,-0.113,-0.120,-0.192
85.958,-1.014,-0.297,-0.092,-0.085,-0.178
85.969,-5.517,-0.246,-0.078,-0.073,-0.159
85.981,5.269,-0.122,-0.071,-0.071,-0.149
85.992,0.717,-0.525,-0.062,-0.044,-0.132
86.004,-2.101,-0.273,-0.034,-0.027,-0.118
86.015,-2.608,-0.317,-0.051,-0.043,-0.112
86.027,-4.333,-0.474,-0.049,-0.033,-0.099
86.039,-2.326,-0.195,-0.027,-0.023,-0.090
86.050,4.637,-0.290,-0.037,-0.026,-0.084
86.062,1.932,-0.119,-0.006,-0.001,-0.068
86.073,0.265,-0.066,0.010,0.013,-0.053
86.085,-0.692,-0.200,0.033,0.042,-0.038
86.096,-4.882,-0.356,0.069,0.085,-0.015
86.108,9.385,-0.287,0.104,0.116,0.012
86.119,6.211,-0.496,0.130,0.152,0.045
86.131,-1.303,-0.478,0.234,0.255,0.091
86.142,0.449,-0.304,0.281,0.295,0.145
86.154,3.227,-0.245,0.379,0.389,0.200
86.165,-4.003,-0.084,0.445,0.448,0.265
86.177,5.001,-0.097,0.483,0.487,0.323
86.188,1.659,-0.028,0.543,0.544,0.378
86.200,-4.480,-0.240,0.594,0.603,0.432
86.211,-10.467,-0.064,0.663,0.664,0.489
86.223,11.447,0.045,0.678,0.674,0.536
86.234,8.867,0.092,0.699,0.692,0.569
86.246,-1.669,0.282,0.719,0.702,0.596
86.257,6.749,0.371,0.698,0.677,0.609
86.269,5.770,0.304,0.698,0.679,0.609
86.280,6.529,0.449,0.650,0.623,0.600
86.292,-9.520,0.164,0.640,0.626,0.593
86.304,2.974,0.446,0.619,0.592,0.581
86.315,-13.630,0.220,0.613,0.597,0.571
86.327,-4.401,0.420,0.592,0.567,0.556
86.338,-0.772,0.451,0.572,0.545,0.540
86.350,16.342,0.458,0.588,0.562,0.530
86.361,0.634,0.506,0.600,0.572,0.523
86.373,-0.847,0.186,0.583,0.568,0.523
86.384,-4.467,0.097,0.589,0.578,0.525
86.396,4.808,-0.004,0.575,0.569,0.520
86.407,-11.909,0.097,0.577,0.565,0.519
86.419,6.211,0.313,0.573,0.551,0.511
86.430,-5.077,0.317,0.561,0.537,0.506
86.442,7.749,0.299,0.565,0.540,0.501
86.453,0.347,0.217,0.573,0.551,0.506
86.465,-3.562,0.150,0.603,0.584,0.514
86.476,-0.590,0.226,0.609,0.586,0.524
86.488,-4.883,0.259,0.633,0.609,0.536
86.500,-0.713,0.142,0.612,0.594,0.542
86.511,0.297,0.219,0.594,0.572,0.541
86.523,-5.779,-0.031,0.575,0.566,0.537
86.534,2.081,-0.038,0.585,0.576,0.539
86.546,7.522,0.135,0.618,0.601,0.551
86.557,-6.156,0.178,0.588,0.569,0.555
86.569,-9.340,-0.119,0.613,0.604,0.562
86.580,25.632,0.485,0.622,0.579,0.574
86.592,-0.540,-0.199,0.493,0.487,0.553
86.603,-2.703,-0.748,0.556,0.572,0.541
86.615,-20.139,-0.727,0.534,0.538,0.541
86.626,-4.156,0.224,0.573,0.542,0.540
86.638,-0.437,1.041,0.599,0.540,0.542
86.649,-2.402,1.488,0.596,0.524,0.548
86.661,-3.576,1.999,0.667,0.586,0.557
86.673,1.849,1.900,0.725,0.646,0.588
86.684,-9.681,1.563,0.758,0.702,0.632
86.696,-26.646,1.935,0.786,0.705,0.668
86.707,-18.789,2.872,0.820,0.721,0.698
86.719,-14.991,2.486,0.826,0.756,0.726
86.731,-6.978,2.481,0.897,0.830,0.768
86.742,-6.522,1.189,0.688,0.665,0.763
86.754,-2.908,-0.557,0.530,0.565,0.700
86.765,17.040,-0.977,0.365,0.420,0.604
86.777,33.955,-0.550,0.205,0.220,0.467
86.789,28.184,-0.805,-0.055,-0.027,0.291
86.800,33.794,-0.272,-0.420,-0.409,0.054
86.812,45.416,1.094,-0.755,-0.806,-0.244
86.824,24.954,1.699,-1.061,-1.143,-0.569
86.835,-11.501,0.988,-1.335,-1.385,-0.876
86.847,-3.374,0.975,-1.654,-1.695,-1.179
86.858,-0.913,0.091,-1.935,-1.937,-1.471
