R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.005000,0.003000,10,250,1,250,1,50,500,0,0
sysTime,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R
698.069,10.730,1.322,15.957,15.297,17.768
698.080,10.541,1.567,15.349,14.687,16.779
698.091,-8.902,0.784,14.865,14.247,15.947
698.102,-14.086,0.088,14.576,13.996,15.272
698.113,-6.955,0.058,14.552,13.978,14.777
698.124,-13.565,-0.551,14.709,14.175,14.475
698.136,-51.972,-3.196,14.979,14.569,14.361
698.147,-36.300,-4.773,15.423,15.057,14.409
698.158,-14.965,-4.551,16.045,15.635,14.616
698.169,-21.215,-4.886,16.642,16.260,14.941
698.180,-20.276,-4.827,17.232,16.841,15.342
698.191,14.366,-3.562,18.012,17.522,15.839
698.202,39.126,-1.724,18.721,18.112,16.413
698.213,31.750,-0.027,19.374,18.664,17.000
698.224,41.551,0.974,19.954,19.165,17.571
698.235,45.186,1.489,20.361,19.473,18.090
698.247,22.222,1.605,20.565,19.628,18.505
698.257,-5.681,0.970,20.568,19.666,18.822
698.268,-20.688,0.636,20.321,19.428,18.985
698.280,-26.308,0.731,19.924,18.996,18.975
698.291,-8.766,1.691,19.304,18.287,18.783
698.302,37.857,3.258,18.481,17.362,18.391
698.313,53.563,4.727,17.468,16.245,17.814
698.324,52.381,5.382,16.222,14.961,17.041
698.335,37.059,4.776,14.776,13.570,16.086
698.346,-18.683,2.376,13.038,12.001,14.942
698.356,-37.666,1.076,11.400,10.445,13.687
698.368,-51.281,0.321,9.513,8.607,12.201
698.378,-29.891,1.310,7.735,6.811,10.709
698.390,-34.834,2.437,5.764,4.836,8.914
698.401,-33.360,3.060,3.774,2.850,7.075
698.412,36.192,5.538,2.105,1.023,5.356
698.423,41.123,7.622,0.338,-0.870,3.563
698.435,6.988,6.886,-1.695,-2.838,1.685
698.446,-9.554,6.973,-3.521,-4.619,-0.175
698.457,-27.128,7.119,-5.262,-6.313,-2.017
698.469,-16.068,7.692,-6.806,-7.856,-3.753
698.480,-4.381,7.374,-8.104,-9.128,-5.333
698.492,-17.011,6.543,-9.299,-10.238,-6.851
698.503,-23.036,5.933,-10.302,-11.191,-8.197
698.515,-25.409,5.567,-11.080,-11.917,-9.369
698.526,-1.377,4.835,-11.630,-12.403,-10.371
698.537,-23.281,3.358,-12.050,-12.730,-11.139
698.548,-23.910,2.245,-12.386,-12.996,-11.801
698.560,-0.764,2.389,-12.603,-13.202,-12.326
698.571,3.067,2.587,-12.869,-13.458,-12.763
698.583,7.208,2.867,-13.060,-13.644,-13.126
698.595,19.565,3.244,-13.254,-13.841,-13.435
698.606,40.790,3.973,-13.443,-14.060,-13.709
698.618,54.406,5.215,-13.622,-14.289,-13.953
698.630,46.189,6.685,-13.776,-14.495,-14.176
698.641,21.431,7.897,-13.897,-14.663,-14.367
698.653,-12.649,8.305,-14.067,-14.843,-14.532
698.664,-30.919,7.891,-14.142,-14.871,-14.667
698.676,-21.734,7.805,-14.173,-14.871,-14.755
698.688,19.792,7.713,-14.217,-14.896,-14.839
698.699,40.306,7.800,-14.132,-14.809,-14.891
698.711,44.863,8.459,-14.011,-14.710,-14.890
698.723,25.228,7.934,-13.863,-14.516,-14.839
698.734,-2.329,7.488,-13.636,-14.240,-14.708
698.746,-7.230,6.829,-13.408,-13.944,-14.529
698.757,-7.614,5.929,-13.182,-13.635,-14.316
698.769,-23.698,5.074,-13.034,-13.417,-14.110
698.780,-33.666,4.764,-12.909,-13.257,-13.910
698.792,-45.720,4.731,-12.867,-13.211,-13.742
698.803,-31.956,4.805,-12.925,-13.282,-13.626
698.815,-28.640,4.925,-13.118,-13.490,-13.584
698.826,-24.142,4.918,-13.458,-13.835,-13.658
698.838,-32.348,4.410,-13.953,-14.339,-13.859
698.850,-10.983,4.059,-14.565,-14.941,-14.186
698.861,-6.897,3.517,-15.332,-15.667,-14.616
698.872,-10.633,3.185,-16.313,-16.619,-15.202
698.884,-11.407,3.001,-17.474,-17.765,-15.947
698.895,0.534,2.956,-18.674,-18.952,-16.831
698.906,17.665,3.365,-19.856,-20.152,-17.811
698.918,16.418,3.747,-20.976,-21.300,-18.838
698.929,3.719,3.669,-22.070,-22.384,-19.904
698.941,-11.542,3.059,-22.963,-23.208,-20.929
698.952,-11.381,2.695,-23.610,-23.815,-21.854
698.964,-11.763,2.098,-24.059,-24.222,-22.649
698.975,16.443,2.469,-24.122,-24.291,-23.243
698.987,38.627,3.011,-23.930,-24.046,-23.606
698.998,19.392,2.252,-23.308,-23.383,-23.683
699.010,-2.464,2.901,-22.401,-22.492,-23.472
699.021,-13.763,3.248,-21.207,-21.337,-22.979
699.032,-7.161,3.155,-19.951,-20.082,-22.253
699.044,-29.505,2.187,-18.561,-18.621,-21.311
699.055,-36.727,1.074,-17.315,-17.315,-20.255
699.067,-22.754,-0.013,-16.196,-16.133,-19.163
699.078,3.100,0.282,-15.055,-15.006,-18.048
699.089,13.933,0.000,-14.194,-14.157,-16.983
699.101,12.974,-0.031,-13.577,-13.534,-16.036
699.112,-8.723,-0.269,-13.187,-13.133,-15.221
699.124,-10.328,-0.711,-13.117,-13.041,-14.610
699.135,-12.094,-1.090,-13.336,-13.241,-14.220
699.147,-38.347,-1.842,-13.901,-13.777,-14.101
699.158,-40.085,-1.416,-14.715,-14.650,-14.256
699.170,-33.354,-1.924,-15.732,-15.638,-14.657
699.181,-22.303,-1.804,-16.880,-16.804,-15.293
699.192,-26.865,-2.084,-18.168,-18.086,-16.135
699.204,-16.364,-2.350,-19.463,-19.366,-17.110
