R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.010000,0.003000,10,250,1,250,1,50,500,0,0
sysTime,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R
722.465,-0.080,-0.248,-0.451,-0.452,-0.449
722.475,-0.164,-0.251,-0.442,-0.442,-0.442
722.486,-0.205,-0.236,-0.473,-0.474,-0.442
722.497,-0.621,-0.249,-0.475,-0.476,-0.458
722.508,-0.163,-0.252,-0.446,-0.447,-0.457
722.519,-0.205,-0.267,-0.460,-0.460,-0.455
722.529,-0.205,-0.259,-0.453,-0.453,-0.456
722.540,-0.291,-0.241,-0.449,-0.451,-0.449
722.551,-0.206,-0.262,-0.449,-0.449,-0.445
722.562,-0.289,-0.265,-0.465,-0.465,-0.449
722.573,-0.206,-0.265,-0.473,-0.473,-0.455
722.584,-0.289,-0.255,-0.480,-0.480,-0.461
722.594,-0.289,-0.262,-0.474,-0.474,-0.468
722.605,-0.331,-0.283,-0.484,-0.482,-0.471
722.616,-0.081,-0.251,-0.488,-0.489,-0.477
722.627,-0.247,-0.282,-0.494,-0.493,-0.481
722.638,-0.206,-0.287,-0.520,-0.519,-0.488
722.648,-0.414,-0.285,-0.528,-0.527,-0.504
722.659,-0.288,-0.294,-0.522,-0.520,-0.507
722.670,0.044,-0.285,-0.512,-0.511,-0.508
722.681,-0.415,-0.316,-0.525,-0.521,-0.511
722.692,-0.206,-0.299,-0.510,-0.508,-0.513
722.702,-0.374,-0.321,-0.495,-0.491,-0.509
722.713,-0.080,-0.303,-0.487,-0.484,-0.501
722.724,-0.290,-0.309,-0.481,-0.478,-0.500
722.735,-0.122,-0.284,-0.490,-0.489,-0.499
722.746,-0.416,-0.296,-0.498,-0.496,-0.498
722.756,-0.372,-0.273,-0.490,-0.489,-0.505
722.767,-0.164,-0.255,-0.496,-0.497,-0.510
722.778,-0.501,-0.273,-0.474,-0.474,-0.502
722.789,-0.497,-0.280,-0.474,-0.473,-0.497
722.800,-0.413,-0.283,-0.492,-0.491,-0.498
722.811,-0.122,-0.261,-0.470,-0.470,-0.498
722.821,-0.248,-0.270,-0.491,-0.491,-0.499
722.832,-0.373,-0.282,-0.496,-0.495,-0.507
722.843,-0.498,-0.266,-0.501,-0.501,-0.515
722.854,-0.415,-0.293,-0.510,-0.508,-0.520
722.865,-0.371,-0.300,-0.517,-0.515,-0.525
722.875,-0.415,-0.311,-0.512,-0.509,-0.528
722.886,-0.417,-0.322,-0.517,-0.513,-0.531
722.897,-0.206,-0.300,-0.509,-0.506,-0.530
722.908,-0.248,-0.310,-0.495,-0.492,-0.526
722.920,-0.248,-0.295,-0.497,-0.495,-0.523
722.931,-0.164,-0.279,-0.470,-0.469,-0.512
722.943,-0.289,-0.263,-0.470,-0.471,-0.502
722.955,-0.206,-0.262,-0.476,-0.476,-0.501
722.966,-0.122,-0.255,-0.469,-0.470,-0.494
722.978,-0.498,-0.255,-0.443,-0.444,-0.486
722.989,-0.331,-0.259,-0.459,-0.460,-0.480
723.001,-0.164,-0.267,-0.457,-0.457,-0.482
723.013,-0.122,-0.270,-0.496,-0.495,-0.487
723.024,-0.206,-0.265,-0.498,-0.498,-0.494
723.036,-0.331,-0.275,-0.499,-0.498,-0.497
723.047,-0.290,-0.270,-0.488,-0.488,-0.499
723.059,-0.249,-0.258,-0.477,-0.478,-0.495
723.071,-0.909,-0.272,-0.461,-0.460,-0.483
723.082,-4.681,-0.290,-0.439,-0.437,-0.470
723.094,-2.054,-0.383,-0.453,-0.446,-0.459
723.105,-2.238,-0.466,-0.443,-0.430,-0.453
723.117,-2.056,-0.546,-0.454,-0.435,-0.445
723.129,1.666,-0.396,-0.413,-0.405,-0.433
723.140,0.402,-0.305,-0.362,-0.361,-0.414
723.152,-4.341,-0.131,-0.326,-0.338,-0.386
723.163,0.255,-0.065,-0.308,-0.325,-0.362
723.175,-0.712,-0.218,-0.305,-0.312,-0.350
723.186,-3.672,-0.263,-0.283,-0.287,-0.333
723.198,5.028,-0.203,-0.243,-0.252,-0.307
723.210,-4.332,-0.173,-0.229,-0.239,-0.283
723.221,0.958,-0.128,-0.198,-0.212,-0.257
723.233,2.940,-0.279,-0.223,-0.226,-0.244
723.245,-3.482,-0.356,-0.249,-0.247,-0.242
723.256,-1.395,-0.543,-0.241,-0.225,-0.241
723.268,-11.729,-0.837,-0.275,-0.240,-0.241
723.279,10.250,-0.600,-0.249,-0.232,-0.245
723.291,-3.016,-0.795,-0.252,-0.222,-0.244
723.303,-3.908,-1.005,-0.237,-0.194,-0.237
723.314,4.845,-0.991,-0.254,-0.214,-0.236
723.326,12.492,-0.938,-0.285,-0.252,-0.245
723.337,-7.186,-1.236,-0.307,-0.254,-0.257
723.349,-3.768,-1.275,-0.286,-0.232,-0.258
723.361,2.554,-1.284,-0.282,-0.228,-0.262
723.372,-0.339,-1.149,-0.284,-0.240,-0.263
723.384,5.274,-0.846,-0.273,-0.251,-0.267
723.395,-5.832,-0.760,-0.267,-0.253,-0.272
723.407,-9.549,-0.709,-0.262,-0.255,-0.274
723.419,-7.502,-0.677,-0.279,-0.274,-0.280
723.430,-0.552,-0.602,-0.278,-0.280,-0.293
723.442,3.010,-0.439,-0.255,-0.268,-0.288
723.453,18.022,-0.352,-0.228,-0.250,-0.289
723.465,8.700,-0.293,-0.241,-0.271,-0.287
723.477,4.624,-0.390,-0.212,-0.238,-0.282
723.488,-1.854,-0.465,-0.195,-0.218,-0.267
723.500,-1.682,-0.571,-0.188,-0.203,-0.254
723.511,3.053,-0.601,-0.197,-0.210,-0.244
723.523,1.835,-0.652,-0.204,-0.216,-0.246
723.535,-8.670,-0.679,-0.207,-0.223,-0.254
723.546,-9.588,-0.539,-0.196,-0.228,-0.247
723.558,-3.701,-0.337,-0.161,-0.211,-0.243
723.569,-12.321,-0.552,-0.168,-0.204,-0.235
723.581,9.593,-0.211,-0.109,-0.174,-0.227
723.593,-4.972,-0.640,-0.156,-0.190,-0.223
723.605,-4.445,-0.595,-0.132,-0.169,-0.220
723.617,10.039,-0.637,-0.119,-0.156,-0.207
723.629,5.951,-0.417,-0.019,-0.077,-0.184
723.641,-12.946,-0.967,-0.083,-0.109,-0.172
723.653,-0.129,-0.684,-0.049,-0.103,-0.167
723.665,2.114,-0.512,-0.089,-0.155,-0.176
723.677,2.960,-0.489,-0.055,-0.122,-0.174
723.689,-13.227,-0.943,-0.098,-0.134,-0.176
723.701,6.453,-0.573,-0.058,-0.130,-0.169
723.713,4.371,-0.507,0.012,-0.066,-0.156
723.725,3.763,-0.346,-0.063,-0.152,-0.154
723.737,10.951,-0.288,0.063,-0.033,-0.136
723.749,3.371,-0.879,0.061,0.003,-0.104
723.759,14.025,-0.574,-0.026,-0.113,-0.098
723.771,26.335,0.084,0.061,-0.061,-0.093
723.783,-11.335,-0.579,0.197,0.134,-0.040
723.795,-6.054,-0.126,0.347,0.282,0.050
723.808,14.392,0.479,0.651,0.575,0.195
723.818,-5.628,0.056,0.748,0.684,0.330
723.830,10.012,0.061,1.144,1.081,0.540
723.840,-19.328,-0.374,1.366,1.298,0.745
723.852,8.036,0.260,1.866,1.648,1.035
723.864,26.391,0.647,2.166,1.866,1.319
723.876,-8.931,-0.593,2.194,1.956,1.539
723.886,7.438,-0.274,2.384,2.093,1.695
723.896,3.466,0.313,2.666,2.363,1.873
723.906,0.324,0.093,2.792,2.509,2.048
723.918,-22.403,-0.986,2.868,2.649,2.235
723.928,-4.084,-0.822,3.019,2.800,2.377
723.938,18.669,-0.436,3.099,2.870,2.502
723.950,29.173,-0.150,3.100,2.842,2.611
723.961,-32.067,-0.979,2.999,2.746,2.641
723.971,28.481,-0.023,2.800,2.494,2.606
723.983,7.139,-0.300,2.548,2.268,2.492
723.995,-25.203,-0.902,2.178,1.952,2.313
724.005,16.018,-0.297,1.887,1.637,2.119
724.017,6.606,-0.050,1.406,1.166,1.817
724.027,19.103,0.392,0.970,0.694,1.511
724.037,-25.167,-0.266,0.380,0.170,1.141
724.049,-14.331,0.267,-0.615,-0.826,0.550
724.061,35.602,1.166,-1.411,-1.728,-0.167
724.073,51.331,2.106,-2.092,-2.540,-0.927
724.083,-24.902,0.462,-2.813,-3.193,-1.565
724.093,-19.004,-0.593,-3.355,-3.718,-2.196
724.103,26.346,0.019,-3.707,-4.115,-2.765
724.113,-0.825,-0.424,-4.117,-4.494,-3.276
724.123,-22.736,-1.929,-4.318,-4.660,-3.705
724.133,41.911,-0.034,-4.090,-4.648,-4.007
724.146,4.892,0.560,-3.807,-4.436,-4.184
724.158,-7.051,1.542,-3.229,-4.008,-4.147
724.168,17.672,2.395,-2.536,-3.395,-3.938
724.180,12.248,2.530,-1.704,-2.582,-3.495
724.192,11.839,2.599,-0.691,-1.557,-2.860
724.204,-7.760,1.943,0.335,-0.475,-2.060
724.216,-1.807,1.830,1.544,0.756,-1.128
724.228,3.849,2.030,2.634,1.868,-0.102
724.240,28.301,2.740,3.793,2.996,0.954
724.250,-3.419,1.988,4.651,3.914,1.840
724.263,2.773,1.394,5.589,4.901,2.893
724.275,-14.363,0.054,6.155,5.595,3.831
724.287,-10.106,-1.805,6.501,6.083,4.614
724.297,-21.737,-2.340,6.667,6.311,5.126
724.307,6.599,-1.805,6.582,6.219,5.485
724.317,-2.402,-1.675,6.310,5.927,5.667
724.329,-20.625,-1.103,5.791,5.345,5.641
724.341,-6.608,-0.241,5.061,4.575,5.369
724.353,-35.050,0.913,4.015,3.511,4.859
724.363,9.273,1.601,3.025,2.491,4.258
724.373,-15.294,0.757,2.019,1.517,3.523
724.383,5.905,0.994,1.078,0.540,2.709
724.393,20.140,1.121,0.069,-0.467,1.841
724.403,-3.881,0.253,-0.894,-1.364,0.950
724.416,22.833,-0.035,-1.917,-2.359,-0.129
724.426,-15.758,-1.291,-2.745,-3.047,-0.961
724.436,-50.025,-2.918,-3.471,-3.601,-1.744
724.446,7.050,-1.897,-3.939,-4.102,-2.444
724.456,3.741,-1.559,-4.220,-4.407,-3.040
724.466,3.639,-1.128,-4.323,-4.538,-3.497
724.478,-8.722,-0.474,-4.148,-4.391,-3.837
724.488,-8.774,-0.441,-3.833,-4.081,-3.929
724.498,-24.298,-0.763,-3.320,-3.522,-3.849
724.508,24.144,0.154,-2.655,-2.894,-3.603
724.518,35.329,0.425,-1.950,-2.221,-3.223
724.528,10.504,0.355,-1.170,-1.440,-2.717
724.538,-10.009,-0.925,-0.525,-0.671,-2.140
724.548,-37.720,-1.875,0.240,0.195,-1.483
724.558,-28.729,-1.733,1.084,1.061,-0.762
724.570,-38.018,-0.750,2.194,2.129,0.192
724.580,2.172,-0.186,3.079,2.984,1.019
724.590,19.951,1.085,3.862,3.685,1.825
724.600,6.893,0.617,4.420,4.286,2.585
724.613,32.297,1.087,5.054,4.906,3.422
724.623,-20.077,-0.070,5.291,5.213,3.996
724.633,-56.268,-0.925,5.322,5.321,4.444
724.643,20.572,1.249,5.266,5.221,4.748
724.653,11.628,1.849,5.087,5.015,4.921
724.663,-13.094,1.145,4.697,4.650,4.936
724.675,-25.983,0.277,3.973,3.942,4.729
724.685,7.154,0.685,3.308,3.249,4.380
724.695,22.416,0.800,2.528,2.446,3.904
724.705,-25.823,-1.496,1.574,1.572,3.305
724.715,-25.629,-1.785,0.669,0.681,2.591
724.725,14.324,-0.431,-0.167,-0.243,1.838
724.735,-4.502,-0.518,-1.098,-1.161,1.031
724.745,-24.396,-0.858,-1.901,-1.942,0.221
724.755,16.452,-0.214,-2.602,-2.685,-0.569
724.765,-7.596,-0.751,-3.316,-3.373,-1.336
724.777,-8.873,-0.904,-3.902,-3.963,-2.175
724.788,9.351,-0.144,-4.212,-4.313,-2.770
724.798,-7.707,-0.425,-4.411,-4.498,-3.250
724.808,-11.277,-0.727,-4.397,-4.484,-3.596
724.818,13.644,-0.157,-4.181,-4.323,-3.813
724.828,2.994,-0.318,-3.785,-3.923,-3.857
724.838,33.683,0.277,-3.322,-3.505,-3.756
724.848,-16.952,-0.367,-2.818,-2.969,-3.522
724.858,-34.580,-2.199,-2.307,-2.333,-3.179
724.868,-9.771,-1.878,-1.519,-1.582,-2.720
724.878,-20.717,-1.815,-0.587,-0.675,-2.134
724.888,45.292,-0.645,0.365,0.204,-1.454
724.898,48.134,1.501,1.356,1.051,-0.711
724.908,6.787,0.497,2.123,1.881,0.077
724.918,-51.248,-1.054,2.858,2.702,0.865
724.928,-15.317,-0.529,3.691,3.502,1.657
724.938,40.172,2.286,4.531,4.198,2.454
724.948,39.670,2.221,4.988,4.652,3.169
724.959,-38.172,-1.385,5.177,5.063,3.772
724.971,9.686,-1.542,5.418,5.332,4.350
724.983,2.433,-2.289,5.391,5.323,4.731
724.993,-19.333,-2.627,5.094,5.047,4.863
725.005,-38.576,-2.110,4.541,4.455,4.801
725.017,-46.250,-3.095,3.710,3.674,4.500
725.028,-43.294,-4.021,2.670,2.695,3.950
725.041,-21.524,-4.266,1.627,1.681,3.198
725.051,-30.189,-4.411,0.766,0.849,2.483
725.061,-20.934,-4.087,-0.117,-0.057,1.709
725.071,21.315,-2.327,-0.984,-1.006,0.907
725.081,28.469,-1.596,-1.758,-1.830,0.088
725.092,-2.771,-2.472,-2.568,-2.583,-0.722
725.102,-41.331,-4.573,-3.206,-3.122,-1.482
725.113,7.797,-2.939,-3.536,-3.593,-2.151
725.123,8.599,-2.342,-3.696,-3.808,-2.696
725.133,4.474,-2.191,-3.768,-3.885,-3.118
725.143,-8.180,-1.879,-3.738,-3.873,-3.407
725.153,37.547,-0.210,-3.392,-3.678,-3.554
725.164,-7.497,-0.597,-3.078,-3.338,-3.563
725.174,-3.935,-0.501,-2.536,-2.799,-3.421
725.184,7.756,0.176,-1.896,-2.171,-3.134
725.195,-0.512,-0.160,-1.050,-1.307,-2.687
725.205,-40.694,-1.035,-0.234,-0.442,-2.110
725.215,-3.522,0.131,0.694,0.405,-1.450
725.225,42.881,1.975,1.531,1.145,-0.725
725.236,35.558,1.671,2.257,1.894,0.006
725.246,11.591,0.994,2.835,2.511,0.713
725.256,2.416,0.138,3.250,2.960,1.348
725.266,0.775,-0.208,3.572,3.316,1.899
725.277,-12.673,-1.042,3.754,3.550,2.369
725.287,-16.892,-1.202,3.873,3.690,2.747
725.297,0.612,-0.954,3.867,3.664,3.012
725.307,-21.144,-1.575,3.601,3.469,3.147
725.318,-4.384,-1.158,3.355,3.197,3.169
725.328,14.855,-0.769,3.015,2.815,3.084
725.338,-41.180,-2.202,2.455,2.352,2.891
725.348,-35.759,-2.361,1.883,1.784,2.584
725.359,-24.599,-2.239,1.246,1.107,2.171
725.370,-20.630,-2.980,0.486,0.360,1.590
725.382,-7.533,-3.161,-0.286,-0.419,0.946
725.392,-16.146,-4.010,-0.937,-1.025,0.337
725.402,32.909,-2.340,-1.373,-1.574,-0.240
725.412,-37.529,-4.219,-1.965,-2.041,-0.786
725.422,-9.232,-3.704,-2.340,-2.464,-1.304
725.432,-7.212,-3.302,-2.630,-2.779,-1.767
725.445,-0.502,-2.879,-2.631,-2.857,-2.185
725.454,12.933,-2.307,-2.640,-2.908,-2.428
725.465,14.455,-1.686,-2.521,-2.862,-2.592
725.475,4.232,-1.728,-2.425,-2.753,-2.676
725.485,8.450,-1.531,-2.127,-2.477,-2.678
725.497,9.491,-0.693,-1.696,-2.087,-2.555
725.509,12.151,-0.474,-1.363,-1.737,-2.335
725.520,22.194,-0.228,-0.925,-1.313,-2.040
725.532,30.625,0.020,-0.278,-0.672,-1.639
725.544,26.394,0.004,0.443,0.057,-1.143
725.555,5.382,-0.254,1.185,0.795,-0.555
725.567,-5.382,-0.980,1.764,1.433,0.077
725.579,35.992,-0.384,2.335,1.978,0.686
725.591,52.805,0.052,2.818,2.407,1.224
725.603,48.619,1.233,3.201,2.720,1.698
725.614,41.649,1.684,3.428,2.928,2.060
725.625,36.495,1.580,3.577,3.096,2.385
725.636,29.661,1.189,3.567,3.154,2.640
725.648,35.316,1.223,3.510,3.121,2.825
725.659,22.204,0.820,3.212,2.885,2.886
725.670,10.663,0.301,2.756,2.490,2.819
725.681,-9.782,-0.010,2.014,1.765,2.561
725.692,-23.782,0.244,1.021,0.757,2.090
725.704,-47.500,0.382,-0.338,-0.568,1.385
725.715,-24.795,0.547,-1.919,-2.128,0.437
725.727,6.775,1.015,-3.657,-3.914,-0.751
725.739,23.717,1.895,-5.566,-5.906,-2.155
725.750,17.340,2.178,-7.703,-8.056,-3.772
725.762,-3.630,3.490,-9.944,-10.342,-5.552
725.773,6.640,4.344,-12.371,-12.768,-7.508
725.785,-22.914,4.461,-14.850,-15.189,-9.632
725.797,-25.978,4.276,-17.310,-17.604,-11.856
725.808,-20.871,3.853,-19.646,-19.906,-14.126
725.820,-38.243,3.264,-21.713,-21.958,-16.325
725.831,-34.119,2.925,-23.473,-23.749,-18.416
725.843,-19.281,2.721,-24.924,-25.222,-20.394
725.854,-1.072,2.236,-25.913,-26.171,-22.101
725.866,-7.927,1.495,-26.353,-26.591,-23.464
725.877,5.435,1.559,-26.251,-26.484,-24.403
725.888,2.672,1.746,-25.667,-25.913,-24.878
725.900,-7.381,1.814,-24.602,-24.851,-24.919
725.911,16.899,2.829,-23.181,-23.500,-24.545
725.922,-20.060,2.382,-21.448,-21.730,-23.768
725.933,-32.229,1.499,-19.511,-19.789,-22.628
725.945,-20.643,1.673,-17.397,-17.734,-21.217
725.956,-15.305,1.806,-15.374,-15.742,-19.631
725.967,-16.042,0.953,-13.316,-13.661,-17.896
725.979,-14.867,-0.124,-11.365,-11.643,-16.066
725.990,-4.128,-1.133,-9.483,-9.671,-14.198
726.001,-0.595,-1.871,-7.621,-7.728,-12.318
726.013,11.131,-2.100,-5.913,-5.951,-10.461
726.024,8.039,-2.094,-4.249,-4.242,-8.625
726.035,0.425,-2.100,-2.687,-2.678,-6.919
726.046,5.051,-2.020,-1.264,-1.273,-5.302
726.057,13.736,-1.596,0.144,0.096,-3.752
726.069,34.228,-0.765,1.484,1.357,-2.281
726.079,51.557,0.747,2.665,2.421,-0.938
726.090,29.009,0.327,3.607,3.384,0.261
726.100,-18.097,-1.206,4.429,4.281,1.372
726.110,-32.384,-3.352,4.949,4.975,2.347
726.121,0.647,-3.001,5.473,5.458,3.187
726.131,15.826,-2.764,5.797,5.724,3.865
726.141,-8.903,-3.247,5.830,5.779,4.371
726.151,-0.181,-2.447,5.710,5.581,4.681
726.162,43.686,0.063,5.591,5.271,4.826
726.172,-12.337,-1.624,5.047,4.840,4.790
726.182,-46.381,-3.878,4.578,4.484,4.638
726.193,-30.478,-3.516,4.078,3.957,4.387
726.203,22.577,-2.695,3.479,3.297,4.030
726.214,-0.819,-2.968,2.785,2.615,3.555
726.224,-9.059,-3.370,2.178,2.025,3.036
726.235,43.346,-1.963,1.617,1.361,2.479
726.246,47.428,-0.662,1.093,0.720,1.890
726.257,37.786,-0.363,0.587,0.162,1.301
726.268,23.769,-0.751,0.018,-0.426,0.732
726.279,7.556,-1.371,-0.509,-0.926,0.169
726.290,22.773,-1.597,-1.008,-1.405,-0.369
726.300,26.067,-1.898,-1.432,-1.807,-0.857
726.311,-10.684,-3.652,-2.059,-2.307,-1.364
726.322,-25.169,-5.229,-2.551,-2.715,-1.866
726.333,-41.776,-6.188,-2.986,-3.110,-2.354
726.344,-42.200,-6.612,-3.349,-3.503,-2.819
726.355,-28.609,-6.329,-3.506,-3.739,-3.217
726.366,-9.949,-5.707,-3.529,-3.844,-3.539
726.377,1.547,-5.117,-3.640,-4.012,-3.789
726.389,4.830,-4.729,-3.729,-4.137,-4.000
726.399,7.483,-4.508,-3.904,-4.337,-4.200
726.410,5.356,-4.459,-4.168,-4.620,-4.411
726.422,0.690,-4.391,-4.579,-5.038,-4.680
726.433,-1.821,-4.331,-5.262,-5.726,-5.055
726.444,0.659,-4.549,-6.139,-6.571,-5.551
726.455,11.805,-4.755,-7.223,-7.615,-6.191
726.467,22.609,-4.163,-8.559,-8.987,-7.057
726.478,-4.273,-4.117,-10.078,-10.510,-8.104
726.490,-6.196,-3.122,-11.700,-12.192,-9.330
726.502,-18.655,-3.047,-13.546,-13.998,-10.722
726.513,-25.579,-2.883,-15.469,-15.894,-12.267
726.525,-6.365,-2.383,-17.216,-17.663,-13.886
726.536,-6.429,-2.105,-18.778,-19.234,-15.478
726.548,13.340,-1.209,-20.076,-20.579,-17.001
726.559,-19.096,-0.286,-21.251,-21.745,-18.433
726.570,-27.745,0.631,-22.082,-22.572,-19.687
726.582,-4.276,0.877,-22.565,-23.073,-20.750
726.594,-4.572,-0.012,-22.779,-23.200,-21.575
726.605,-30.354,-1.422,-22.635,-22.955,-22.105
726.617,-29.152,-2.708,-22.064,-22.308,-22.323
726.628,-3.826,-3.421,-21.207,-21.426,-22.235
726.640,16.670,-3.073,-20.012,-20.264,-21.840
726.652,18.558,-2.949,-18.624,-18.897,-21.151
726.663,22.833,-2.185,-17.135,-17.472,-20.250
726.674,23.655,-2.023,-15.645,-16.007,-19.164
726.685,15.092,-2.657,-14.217,-14.534,-17.946
726.696,25.679,-2.618,-12.841,-13.128,-16.652
726.708,21.980,-3.021,-11.650,-11.843,-15.322
726.720,-4.368,-3.977,-10.716,-10.821,-14.065
726.731,-29.847,-4.882,-9.951,-9.994,-12.931
726.743,-43.228,-5.222,-9.429,-9.489,-11.966
726.754,-19.828,-5.601,-9.315,-9.377,-11.235
726.765,18.628,-5.376,-9.464,-9.550,-10.765
726.777,5.900,-5.172,-9.770,-9.884,-10.534
726.789,-39.647,-5.883,-10.414,-10.497,-10.540
726.800,-50.721,-6.192,-11.179,-11.265,-10.770
726.812,-44.606,-6.418,-11.994,-12.065,-11.174
726.823,-36.899,-6.580,-12.789,-12.865,-11.709
726.835,-24.846,-6.294,-13.478,-13.586,-12.319
726.847,-12.980,-6.121,-13.985,-14.127,-12.926
726.858,-6.718,-6.090,-14.174,-14.352,-13.449
726.870,-12.005,-6.253,-14.038,-14.241,-13.815
726.882,-36.142,-6.531,-13.434,-13.647,-13.926
726.893,-33.723,-6.328,-12.416,-12.700,-13.729
726.904,-6.211,-5.291,-10.775,-11.194,-13.176
726.915,16.913,-4.833,-8.820,-9.271,-12.250
726.926,-7.025,-5.717,-6.583,-6.994,-10.915
726.938,-1.931,-6.480,-3.868,-4.279,-9.163
726.949,-12.857,-6.922,-0.887,-1.292,-7.055
726.961,-34.278,-7.019,2.174,1.812,-4.636
726.972,-30.376,-7.306,5.097,4.779,-2.096
726.984,5.833,-6.999,8.102,7.738,0.594
726.995,0.948,-7.541,10.907,10.562,3.361
727.007,9.395,-7.717,13.501,13.198,6.147
727.018,3.862,-8.509,15.750,15.508,8.831
727.030,-41.003,-9.109,17.690,17.463,11.320
727.042,-35.297,-8.543,19.267,18.979,13.553
727.053,24.255,-7.394,20.403,20.022,15.479
727.065,-6.085,-7.095,21.013,20.602,17.020
727.076,-5.851,-6.980,21.203,20.779,18.152
727.088,-0.115,-6.778,21.086,20.635,18.936
727.099,3.657,-6.662,20.653,20.185,19.352
727.111,0.902,-7.592,20.058,19.697,19.479
727.122,-0.785,-7.928,19.421,19.100,19.375
727.134,-17.307,-7.829,18.803,18.433,19.097
727.146,-3.560,-7.197,18.258,17.815,18.713
727.157,3.566,-6.386,17.800,17.286,18.280
727.169,-4.337,-6.125,17.402,16.867,17.838
727.180,25.285,-4.814,17.160,16.514,17.430
727.192,15.319,-3.553,17.019,16.268,17.081
727.203,-7.296,-2.615,17.019,16.215,16.822
727.215,-38.275,-2.292,17.037,16.243,16.664
727.227,-57.689,-2.717,17.018,16.270,16.568
727.238,-54.523,-3.750,16.993,16.271,16.490
