R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,FFDTermC,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
45,15,25,45,5,25,350,10,0,0,0,0,35,200,10,10.0,64.0,0.000100,0.003000,50,30,0,30,0,75,300,0,0,0.995,10.000,6000,500,300,100,25,25
sysTime,GRawXi,GPT1Xi133,GPT1Xi200,PIDRefX,PIDRefY,PIDRefZ,PIDSensX,PIDSensY,PIDSensZ
9.714,-40,-35,-36,0.000,0.000,0.000,0.000,0.000,0.000
9.720,-37,-37,-38,0.000,0.000,0.000,0.000,0.000,0.000
9.726,-41,-39,-40,0.000,0.000,0.000,0.000,0.000,0.000
9.732,-43,-39,-40,0.000,0.000,0.000,0.000,0.000,0.000
9.738,-35,-39,-39,0.000,0.000,0.000,0.000,0.000,0.000
9.744,-39,-39,-38,0.000,0.000,0.000,0.000,0.000,0.000
9.750,-35,-37,-37,0.000,0.000,0.000,0.000,0.000,0.000
9.756,-26,-35,-34,0.000,0.000,0.000,0.000,0.000,0.000
9.761,-26,-33,-32,0.000,0.000,0.000,0.000,0.000,0.000
9.767,-30,-31,-30,0.000,0.000,0.000,0.000,0.000,0.000
9.773,-27,-28,-27,0.000,0.000,0.000,0.000,0.000,0.000
9.779,-24,-25,-23,0.000,0.000,0.000,0.000,0.000,0.000
9.785,-18,-21,-20,0.000,0.000,0.000,0.000,0.000,0.000
9.791,-16,-17,-16,0.000,0.000,0.000,0.000,0.000,0.000
9.797,-8,-13,-12,0.000,0.000,0.000,0.000,0.000,0.000
9.803,-9,-10,-8,0.000,0.000,0.000,0.000,0.000,0.000
9.809,1,-5,-3,0.000,0.000,0.000,0.000,0.000,0.000
9.815,15,-1,1,0.000,0.000,0.000,0.000,0.000,0.000
9.820,13,3,5,0.000,0.000,0.000,0.000,0.000,0.000
9.826,10,7,9,0.000,0.000,0.000,0.000,0.000,0.000
9.832,19,11,13,0.000,0.000,0.000,0.000,0.000,0.000
9.837,22,15,17,0.000,0.000,0.000,0.000,0.000,0.000
9.843,20,18,20,0.000,0.000,0.000,0.000,0.000,0.000
9.848,22,21,23,0.000,0.000,0.000,0.000,0.000,0.000
9.854,33,25,26,0.000,0.000,0.000,0.000,0.000,0.000
9.859,32,28,29,0.000,0.000,0.000,0.000,0.000,0.000
9.865,39,30,31,0.000,0.000,0.000,0.000,0.000,0.000
9.871,36,32,33,0.000,0.000,0.000,0.000,0.000,0.000
9.876,40,34,35,0.000,0.000,0.000,0.000,0.000,0.000
9.882,40,35,35,0.000,0.000,0.000,0.000,0.000,0.000
9.887,37,35,36,0.000,0.000,0.000,0.000,0.000,0.000
9.893,31,35,36,0.000,0.000,0.000,0.000,0.000,0.000
9.898,32,35,35,0.000,0.000,0.000,0.000,0.000,0.000
9.904,34,34,34,0.000,0.000,0.000,0.000,0.000,0.000
9.910,31,33,32,0.000,0.000,0.000,0.000,0.000,0.000
9.915,33,31,31,0.000,0.000,0.000,0.000,0.000,0.000
9.921,33,28,27,0.000,0.000,0.000,0.000,0.000,0.000
9.926,18,25,24,0.000,0.000,0.000,0.000,0.000,0.000
9.932,22,22,20,0.000,0.000,0.000,0.000,0.000,0.000
9.937,13,18,17,0.000,0.000,0.000,0.000,0.000,0.000
9.943,11,15,13,0.000,0.000,0.000,0.000,0.000,0.000
9.949,3,10,9,0.000,0.000,0.000,0.000,0.000,0.000
9.954,2,6,4,0.000,0.000,0.000,0.000,0.000,0.000
9.960,-7,1,-1,0.000,0.000,0.000,0.000,0.000,0.000
9.966,-7,-4,-6,0.000,0.000,0.000,0.000,0.000,0.000
9.972,-16,-9,-11,0.000,0.000,0.000,0.000,0.000,0.000
9.977,-23,-14,-16,0.000,0.000,0.000,0.000,0.000,0.000
9.983,-26,-19,-21,0.000,0.000,0.000,0.000,0.000,0.000
9.989,-32,-24,-26,0.000,0.000,0.000,0.000,0.000,0.000
9.995,-36,-28,-30,0.000,0.000,0.000,0.000,0.000,0.000
10.001,-37,-32,-34,0.000,0.000,0.000,0.000,0.000,0.000
10.007,-35,-36,-38,0.000,0.000,0.000,0.000,0.000,0.000
10.013,-40,-39,-41,0.000,0.000,0.000,0.000,0.000,0.000
10.019,-46,-42,-43,0.000,0.000,0.000,0.000,0.000,0.000
10.025,-45,-44,-45,0.000,0.000,0.000,0.000,0.000,0.000
10.031,-47,-45,-46,0.000,0.000,0.000,0.000,0.000,0.000
10.037,-47,-46,-47,0.000,0.000,0.000,0.000,0.000,0.000
10.043,-46,-47,-47,0.000,0.000,0.000,0.000,0.000,0.000
10.049,-48,-46,-46,0.000,0.000,0.000,0.000,0.000,0.000
10.054,-44,-45,-45,0.000,0.000,0.000,0.000,0.000,0.000
10.060,-40,-44,-43,0.000,0.000,0.000,0.000,0.000,0.000
10.066,-34,-42,-41,0.000,0.000,0.000,0.000,0.000,0.000
10.072,-38,-40,-39,0.000,0.000,0.000,0.000,0.000,0.000
10.078,-31,-37,-36,0.000,0.000,0.000,0.000,0.000,0.000
10.084,-24,-34,-32,0.000,0.000,0.000,0.000,0.000,0.000
10.090,-27,-30,-29,0.000,0.000,0.000,0.000,0.000,0.000
10.096,-21,-26,-24,0.000,0.000,0.000,0.000,0.000,0.000
10.102,-16,-22,-20,0.000,0.000,0.000,0.000,0.000,0.000
10.108,-16,-18,-16,0.000,0.000,0.000,0.000,0.000,0.000
10.114,-4,-14,-12,0.000,0.000,0.000,0.000,0.000,0.000
10.120,-5,-9,-7,0.000,0.000,0.000,0.000,0.000,0.000
10.126,5,-4,-2,0.000,0.000,0.000,0.000,0.000,0.000
10.131,10,0,2,0.000,0.000,0.000,0.000,0.000,0.000
10.137,8,4,6,0.000,0.000,0.000,0.000,0.000,0.000
10.142,13,9,11,0.000,0.000,0.000,0.000,0.000,0.000
10.148,20,13,15,0.000,0.000,0.000,0.000,0.000,0.000
10.154,29,18,20,0.000,0.000,0.000,0.000,0.000,0.000
10.159,22,22,24,0.000,0.000,0.000,0.000,0.000,0.000
10.165,35,26,28,0.000,0.000,0.000,0.000,0.000,0.000
10.170,36,29,31,0.000,0.000,0.000,0.000,0.000,0.000
10.176,36,33,34,0.000,0.000,0.000,0.000,0.000,0.000
10.182,36,36,37,0.000,0.000,0.000,0.000,0.000,0.000
10.187,45,38,40,0.000,0.000,0.000,0.000,0.000,0.000
10.193,48,40,41,0.000,0.000,0.000,0.000,0.000,0.000
10.198,47,41,42,0.000,0.000,0.000,0.000,0.000,0.000
10.204,47,42,43,0.000,0.000,0.000,0.000,0.000,0.000
10.209,41,42,43,0.000,0.000,0.000,0.000,0.000,0.000
10.215,44,43,43,0.000,0.000,0.000,0.000,0.000,0.000
10.220,41,42,42,0.000,0.000,0.000,0.000,0.000,0.000
10.226,36,41,41,0.000,0.000,0.000,0.000,0.000,0.000
10.232,40,40,39,0.000,0.000,0.000,0.000,0.000,0.000
10.237,29,37,36,0.000,0.000,0.000,0.000,0.000,0.000
10.243,35,34,33,0.000,0.000,0.000,0.000,0.000,0.000
10.248,26,31,29,0.000,0.000,0.000,0.000,0.000,0.000
10.254,22,26,25,0.000,0.000,0.000,0.000,0.000,0.000
10.259,15,22,20,0.000,0.000,0.000,0.000,0.000,0.000
10.265,19,17,15,0.000,0.000,0.000,0.000,0.000,0.000
10.271,9,12,9,0.000,0.000,0.000,0.000,0.000,0.000
10.276,0,6,3,0.000,0.000,0.000,0.000,0.000,0.000
10.282,-6,0,-2,0.000,0.000,0.000,0.000,0.000,0.000
10.288,-12,-5,-8,0.000,0.000,0.000,0.000,0.000,0.000
10.294,-16,-11,-13,0.000,0.000,0.000,0.000,0.000,0.000
10.300,-22,-17,-19,0.000,0.000,0.000,0.000,0.000,0.000
10.306,-28,-22,-24,0.000,0.000,0.000,0.000,0.000,0.000
10.312,-40,-27,-29,0.000,0.000,0.000,0.000,0.000,0.000
10.317,-35,-32,-34,0.000,0.000,0.000,0.000,0.000,0.000
10.323,-44,-36,-38,0.000,0.000,0.000,0.000,0.000,0.000
10.329,-41,-40,-42,0.000,0.000,0.000,0.000,0.000,0.000
10.335,-43,-44,-45,0.000,0.000,0.000,0.000,0.000,0.000
10.341,-43,-46,-47,0.000,0.000,0.000,0.000,0.000,0.000
10.347,-46,-48,-49,0.000,0.000,0.000,0.000,0.000,0.000
10.353,-50,-50,-51,0.000,0.000,0.000,0.000,0.000,0.000
10.359,-59,-51,-51,0.000,0.000,0.000,0.000,0.000,0.000
10.365,-52,-50,-50,0.000,0.000,0.000,0.000,0.000,0.000
10.371,-54,-49,-49,0.000,0.000,0.000,0.000,0.000,0.000
10.377,-45,-47,-47,0.000,0.000,0.000,0.000,0.000,0.000
10.382,-45,-46,-45,0.000,0.000,0.000,0.000,0.000,0.000
10.388,-41,-43,-42,0.000,0.000,0.000,0.000,0.000,0.000
10.394,-31,-40,-38,0.000,0.000,0.000,0.000,0.000,0.000
10.400,-30,-36,-35,0.000,0.000,0.000,0.000,0.000,0.000
10.406,-18,-32,-30,0.000,0.000,0.000,0.000,0.000,0.000
10.412,-18,-28,-26,0.000,0.000,0.000,0.000,0.000,0.000
10.418,-11,-23,-20,0.000,0.000,0.000,0.000,0.000,0.000
10.424,-11,-18,-16,0.000,0.000,0.000,0.000,0.000,0.000
10.430,-2,-13,-10,0.000,0.000,0.000,0.000,0.000,0.000
10.436,2,-7,-4,0.000,0.000,0.000,0.000,0.000,0.000
10.442,7,-1,2,0.000,0.000,0.000,0.000,0.000,0.000
10.447,17,4,7,0.000,0.000,0.000,0.000,0.000,0.000
10.453,14,9,11,0.000,0.000,0.000,0.000,0.000,0.000
10.458,23,14,16,0.000,0.000,0.000,0.000,0.000,0.000
10.464,21,19,21,0.000,0.000,0.000,0.000,0.000,0.000
10.470,29,23,25,0.000,0.000,0.000,0.000,0.000,0.000
10.475,33,27,29,0.000,0.000,0.000,0.000,0.000,0.000
10.481,31,30,32,0.000,0.000,0.000,0.000,0.000,0.000
10.486,42,34,36,0.000,0.000,0.000,0.000,0.000,0.000
10.492,42,37,38,0.000,0.000,0.000,0.000,0.000,0.000
10.497,36,39,40,0.000,0.000,0.000,0.000,0.000,0.000
10.503,41,41,42,0.000,0.000,0.000,0.000,0.000,0.000
10.509,48,43,43,0.000,0.000,0.000,0.000,0.000,0.000
10.514,46,43,44,0.000,0.000,0.000,0.000,0.000,0.000
10.520,49,44,44,0.000,0.000,0.000,0.000,0.000,0.000
10.525,44,43,44,0.000,0.000,0.000,0.000,0.000,0.000
10.531,47,43,43,0.000,0.000,0.000,0.000,0.000,0.000
10.536,36,41,40,0.000,0.000,0.000,0.000,0.000,0.000
10.542,37,39,38,0.000,0.000,0.000,0.000,0.000,0.000
10.548,40,36,36,0.000,0.000,0.000,0.000,0.000,0.000
10.553,34,33,32,0.000,0.000,0.000,0.000,0.000,0.000
10.559,27,30,28,0.000,0.000,0.000,0.000,0.000,0.000
10.564,26,26,25,0.000,0.000,0.000,0.000,0.000,0.000
10.570,13,21,19,0.000,0.000,0.000,0.000,0.000,0.000
10.576,9,16,15,0.000,0.000,0.000,0.000,0.000,0.000
10.581,6,11,9,0.000,0.000,0.000,0.000,0.000,0.000
10.587,-9,6,3,0.000,0.000,0.000,0.000,0.000,0.000
10.592,-4,1,-2,0.000,0.000,0.000,0.000,0.000,0.000
10.598,-11,-6,-8,0.000,0.000,0.000,0.000,0.000,0.000
10.604,-15,-12,-14,0.000,0.000,0.000,0.000,0.000,0.000
10.610,-28,-18,-20,0.000,0.000,0.000,0.000,0.000,0.000
10.616,-30,-23,-25,0.000,0.000,0.000,0.000,0.000,0.000
10.622,-31,-28,-30,0.000,0.000,0.000,0.000,0.000,0.000
10.628,-40,-33,-35,0.000,0.000,0.000,0.000,0.000,0.000
10.634,-40,-37,-39,0.000,0.000,0.000,0.000,0.000,0.000
10.640,-45,-41,-43,0.000,0.000,0.000,0.000,0.000,0.000
10.646,-49,-45,-46,0.000,0.000,0.000,0.000,0.000,0.000
10.652,-51,-47,-48,0.000,0.000,0.000,0.000,0.000,0.000
10.657,-52,-49,-50,0.000,0.000,0.000,0.000,0.000,0.000
10.663,-51,-50,-51,0.000,0.000,0.000,0.000,0.000,0.000
10.669,-57,-51,-51,0.000,0.000,0.000,0.000,0.000,0.000
10.675,-47,-51,-51,0.000,0.000,0.000,0.000,0.000,0.000
10.681,-43,-49,-49,0.000,0.000,0.000,0.000,0.000,0.000
10.687,-43,-48,-47,0.000,0.000,0.000,0.000,0.000,0.000
10.693,-39,-45,-44,0.000,0.000,0.000,0.000,0.000,0.000
10.699,-40,-42,-41,0.000,0.000,0.000,0.000,0.000,0.000
10.705,-34,-39,-37,0.000,0.000,0.000,0.000,0.000,0.000
10.711,-30,-35,-33,0.000,0.000,0.000,0.000,0.000,0.000
10.717,-29,-31,-29,0.000,0.000,0.000,0.000,0.000,0.000
10.723,-15,-26,-24,0.000,0.000,0.000,0.000,0.000,0.000
10.729,-14,-21,-19,0.000,0.000,0.000,0.000,0.000,0.000
10.735,-7,-16,-13,0.000,0.000,0.000,0.000,0.000,0.000
10.741,-5,-11,-8,0.000,0.000,0.000,0.000,0.000,0.000
10.747,8,-5,-2,0.000,0.000,0.000,0.000,0.000,0.000
10.752,9,0,2,0.000,0.000,0.000,0.000,0.000,0.000
10.758,18,5,8,0.000,0.000,0.000,0.000,0.000,0.000
10.763,11,10,12,0.000,0.000,0.000,0.000,0.000,0.000
10.769,24,15,18,0.000,0.000,0.000,0.000,0.000,0.000
10.775,26,20,22,0.000,0.000,0.000,0.000,0.000,0.000
10.780,29,24,26,0.000,0.000,0.000,0.000,0.000,0.000
10.786,33,28,30,0.000,0.000,0.000,0.000,0.000,0.000
10.791,39,31,33,0.000,0.000,0.000,0.000,0.000,0.000
10.797,38,34,36,0.000,0.000,0.000,0.000,0.000,0.000
10.802,38,37,38,0.000,0.000,0.000,0.000,0.000,0.000
10.808,39,39,40,0.000,0.000,0.000,0.000,0.000,0.000
10.814,49,40,42,0.000,0.000,0.000,0.000,0.000,0.000
10.819,40,41,42,0.000,0.000,0.000,0.000,0.000,0.000
10.825,43,42,43,0.000,0.000,0.000,0.000,0.000,0.000
10.830,46,43,43,0.000,0.000,0.000,0.000,0.000,0.000
10.836,41,42,42,0.000,0.000,0.000,0.000,0.000,0.000
10.841,43,41,41,0.000,0.000,0.000,0.000,0.000,0.000
10.847,35,39,39,0.000,0.000,0.000,0.000,0.000,0.000
10.853,31,37,37,0.000,0.000,0.000,0.000,0.000,0.000
10.858,33,35,34,0.000,0.000,0.000,0.000,0.000,0.000
10.864,25,31,30,0.000,0.000,0.000,0.000,0.000,0.000
10.869,25,27,26,0.000,0.000,0.000,0.000,0.000,0.000
10.875,20,23,22,0.000,0.000,0.000,0.000,0.000,0.000
10.880,14,19,17,0.000,0.000,0.000,0.000,0.000,0.000
10.886,6,14,12,0.000,0.000,0.000,0.000,0.000,0.000
10.892,4,9,7,0.000,0.000,0.000,0.000,0.000,0.000
10.897,-6,3,1,0.000,0.000,0.000,0.000,0.000,0.000
10.903,-5,-1,-3,0.000,0.000,0.000,0.000,0.000,0.000
10.909,-13,-6,-9,0.000,0.000,0.000,0.000,0.000,0.000
10.915,-20,-12,-14,0.000,0.000,0.000,0.000,0.000,0.000
10.921,-18,-16,-18,0.000,0.000,0.000,0.000,0.000,0.000
10.927,-21,-21,-23,0.000,0.000,0.000,0.000,0.000,0.000
10.933,-24,-25,-26,0.000,0.000,0.000,0.000,0.000,0.000
10.938,-37,-29,-30,0.000,0.000,0.000,0.000,0.000,0.000
10.944,-34,-32,-33,0.000,0.000,0.000,0.000,0.000,0.000
10.950,-45,-35,-36,0.000,0.000,0.000,0.000,0.000,0.000
10.956,-35,-37,-38,0.000,0.000,0.000,0.000,0.000,0.000
10.962,-42,-39,-40,0.000,0.000,0.000,0.000,0.000,0.000
10.968,-46,-40,-41,0.000,0.000,0.000,0.000,0.000,0.000
10.974,-41,-41,-41,0.000,0.000,0.000,0.000,0.000,0.000
10.980,-43,-41,-41,0.000,0.000,0.000,0.000,0.000,0.000
10.986,-42,-41,-41,0.000,0.000,0.000,0.000,0.000,0.000
10.992,-46,-40,-40,0.000,0.000,0.000,0.000,0.000,0.000
10.998,-37,-39,-38,0.000,0.000,0.000,0.000,0.000,0.000
11.004,-34,-36,-35,0.000,0.000,0.000,0.000,0.000,0.000
11.010,-29,-34,-32,0.000,0.000,0.000,0.000,0.000,0.000
11.016,-22,-31,-29,0.000,0.000,0.000,0.000,0.000,0.000
11.022,-17,-27,-26,0.000,0.000,0.000,0.000,0.000,0.000
11.027,-21,-23,-22,0.000,0.000,0.000,0.000,0.000,0.000
11.033,-16,-20,-18,0.000,0.000,0.000,0.000,0.000,0.000
11.039,-5,-16,-14,0.000,0.000,0.000,0.000,0.000,0.000
11.045,0,-11,-9,0.000,0.000,0.000,0.000,0.000,0.000
11.051,-1,-7,-5,0.000,0.000,0.000,0.000,0.000,0.000
11.057,2,-3,-1,0.000,0.000,0.000,0.000,0.000,0.000
11.063,7,2,4,0.000,0.000,0.000,0.000,0.000,0.000
11.068,13,6,8,0.000,0.000,0.000,0.000,0.000,0.000
11.074,17,10,12,0.000,0.000,0.000,0.000,0.000,0.000
11.079,18,15,17,0.000,0.000,0.000,0.000,0.000,0.000
11.085,30,20,22,0.000,0.000,0.000,0.000,0.000,0.000
11.091,29,23,25,0.000,0.000,0.000,0.000,0.000,0.000
11.096,33,27,29,0.000,0.000,0.000,0.000,0.000,0.000
11.102,37,31,33,0.000,0.000,0.000,0.000,0.000,0.000
11.107,39,34,36,0.000,0.000,0.000,0.000,0.000,0.000
11.113,46,37,39,0.000,0.000,0.000,0.000,0.000,0.000
11.119,42,39,40,0.000,0.000,0.000,0.000,0.000,0.000
11.124,47,41,42,0.000,0.000,0.000,0.000,0.000,0.000
11.130,41,42,43,0.000,0.000,0.000,0.000,0.000,0.000
11.135,42,43,44,0.000,0.000,0.000,0.000,0.000,0.000
11.141,47,44,44,0.000,0.000,0.000,0.000,0.000,0.000
11.146,47,44,44,0.000,0.000,0.000,0.000,0.000,0.000
11.152,38,43,43,0.000,0.000,0.000,0.000,0.000,0.000
11.157,42,42,41,0.000,0.000,0.000,0.000,0.000,0.000
11.163,35,40,39,0.000,0.000,0.000,0.000,0.000,0.000
11.169,41,38,37,0.000,0.000,0.000,0.000,0.000,0.000
11.174,31,34,33,0.000,0.000,0.000,0.000,0.000,0.000
11.180,24,30,29,0.000,0.000,0.000,0.000,0.000,0.000
11.185,23,26,25,0.000,0.000,0.000,0.000,0.000,0.000
11.191,15,21,19,0.000,0.000,0.000,0.000,0.000,0.000
11.196,11,16,13,0.000,0.000,0.000,0.000,0.000,0.000
11.202,7,10,7,0.000,0.000,0.000,0.000,0.000,0.000
11.208,-10,3,0,0.000,0.000,0.000,0.000,0.000,0.000
11.213,-13,-3,-6,0.000,0.000,0.000,0.000,0.000,0.000
11.219,-18,-10,-13,0.000,0.000,0.000,0.000,0.000,0.000
11.225,-28,-18,-21,0.000,0.000,0.000,0.000,0.000,0.000
11.231,-32,-24,-27,0.000,0.000,0.000,0.000,0.000,0.000
11.237,-37,-30,-32,0.000,0.000,0.000,0.000,0.000,0.000
11.243,-38,-36,-38,0.000,0.000,0.000,0.000,0.000,0.000
11.249,-43,-41,-42,0.000,0.000,0.000,0.000,0.000,0.000
11.255,-52,-45,-47,0.000,0.000,0.000,0.000,0.000,0.000
11.261,-54,-49,-50,0.000,0.000,0.000,0.000,0.000,0.000
11.267,-57,-52,-53,0.000,0.000,0.000,0.000,0.000,0.000
11.273,-59,-54,-55,0.000,0.000,0.000,0.000,0.000,0.000
11.279,-56,-56,-57,0.000,0.000,0.000,0.000,0.000,0.000
11.285,-56,-57,-57,0.000,0.000,0.000,0.000,0.000,0.000
11.291,-56,-57,-57,0.000,0.000,0.000,0.000,0.000,0.000
11.296,-54,-57,-57,0.000,0.000,0.000,0.000,0.000,0.000
11.302,-55,-56,-55,0.000,0.000,0.000,0.000,0.000,0.000
11.308,-44,-54,-53,0.000,0.000,0.000,0.000,0.000,0.000
11.314,-40,-51,-50,0.000,0.000,0.000,0.000,0.000,0.000
11.320,-45,-48,-47,0.000,0.000,0.000,0.000,0.000,0.000
11.326,-44,-45,-43,0.000,0.000,0.000,0.000,0.000,0.000
11.332,-36,-41,-39,0.000,0.000,0.000,0.000,0.000,0.000
11.338,-35,-35,-33,0.000,0.000,0.000,0.000,0.000,0.000
11.344,-24,-30,-28,0.000,0.000,0.000,0.000,0.000,0.000
11.350,-18,-25,-22,0.000,0.000,0.000,0.000,0.000,0.000
11.356,-10,-18,-16,0.000,0.000,0.000,0.000,0.000,0.000
11.361,2,-12,-9,0.000,0.000,0.000,0.000,0.000,0.000
11.367,-3,-7,-4,0.000,0.000,0.000,0.000,0.000,0.000
11.373,4,0,3,0.000,0.000,0.000,0.000,0.000,0.000
11.379,23,6,9,0.000,0.000,0.000,0.000,0.000,0.000
11.384,26,12,14,0.000,0.000,0.000,0.000,0.000,0.000
11.390,22,17,20,0.000,0.000,0.000,0.000,0.000,0.000
11.396,36,23,25,0.000,0.000,0.000,0.000,0.000,0.000
11.401,36,27,29,0.000,0.000,0.000,0.000,0.000,0.000
11.407,38,31,33,0.000,0.000,0.000,0.000,0.000,0.000
11.412,39,35,37,0.000,0.000,0.000,0.000,0.000,0.000
11.418,40,39,40,0.000,0.000,0.000,0.000,0.000,0.000
11.423,40,41,42,0.000,0.000,0.000,0.000,0.000,0.000
11.429,48,44,45,0.000,0.000,0.000,0.000,0.000,0.000
11.434,48,45,46,0.000,0.000,0.000,0.000,0.000,0.000
11.440,46,46,47,0.000,0.000,0.000,0.000,0.000,0.000
11.446,48,47,48,0.000,0.000,0.000,0.000,0.000,0.000
11.451,41,47,48,0.000,0.000,0.000,0.000,0.000,0.000
11.457,42,47,47,0.000,0.000,0.000,0.000,0.000,0.000
11.462,46,47,47,0.000,0.000,0.000,0.000,0.000,0.000
11.468,45,45,45,0.000,0.000,0.000,0.000,0.000,0.000
11.474,48,44,43,0.000,0.000,0.000,0.000,0.000,0.000
11.479,30,41,40,0.000,0.000,0.000,0.000,0.000,0.000
11.485,38,38,37,0.000,0.000,0.000,0.000,0.000,0.000
11.490,29,34,33,0.000,0.000,0.000,0.000,0.000,0.000
11.496,23,30,29,0.000,0.000,0.000,0.000,0.000,0.000
11.501,17,25,23,0.000,0.000,0.000,0.000,0.000,0.000
11.507,19,20,18,0.000,0.000,0.000,0.000,0.000,0.000
11.513,4,14,12,0.000,0.000,0.000,0.000,0.000,0.000
11.518,-1,8,6,0.000,0.000,0.000,0.000,0.000,0.000
11.524,-9,2,0,0.000,0.000,0.000,0.000,0.000,0.000
11.530,-16,-5,-7,0.000,0.000,0.000,0.000,0.000,0.000
11.535,-21,-11,-14,0.000,0.000,0.000,0.000,0.000,0.000
11.541,-29,-17,-19,0.000,0.000,0.000,0.000,0.000,0.000
11.547,-33,-23,-25,0.000,0.000,0.000,0.000,0.000,0.000
11.553,-35,-28,-30,0.000,0.000,0.000,0.000,0.000,0.000
11.559,-43,-33,-35,0.000,0.000,0.000,0.000,0.000,0.000
11.565,-41,-37,-39,0.000,0.000,0.000,0.000,0.000,0.000
11.571,-45,-41,-43,0.000,0.000,0.000,0.000,0.000,0.000
11.577,-46,-44,-45,0.000,0.000,0.000,0.000,0.000,0.000
