R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,FFDTermC,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
45,15,25,45,5,25,350,10,0,0,0,0,35,200,10,10.0,64.0,0.000100,0.003000,50,30,0,30,0,75,300,0,0,0.995,10.000,6000,500,300,100,25,25
sysTime,GRawXi,GPT1Xi133,GPT1Xi200,PIDRefX,PIDRefY,PIDRefZ,PIDSensX,PIDSensY,PIDSensZ
8.238,3,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.244,-2,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.249,5,-1,0,0.000,0.000,0.000,0.000,0.000,0.000
8.255,4,0,0,0.000,0.000,0.000,0.000,0.000,0.000
8.261,0,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.266,2,-1,0,0.000,0.000,0.000,0.000,0.000,0.000
8.272,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.278,0,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.283,3,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.289,5,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.295,-3,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.300,4,-1,0,0.000,0.000,0.000,0.000,0.000,0.000
8.306,-3,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.312,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.317,2,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.323,-3,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.329,0,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.334,0,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.340,4,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.346,-7,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.351,2,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.357,-5,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.363,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.368,9,-1,0,0.000,0.000,0.000,0.000,0.000,0.000
8.374,6,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.380,1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.385,5,-1,0,0.000,0.000,0.000,0.000,0.000,0.000
8.391,-6,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.397,-4,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.402,-4,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.408,-2,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.414,0,-1,0,0.000,0.000,0.000,0.000,0.000,0.000
8.419,2,-1,0,0.000,0.000,0.000,0.000,0.000,0.000
8.425,-5,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.431,-4,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.437,0,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.442,-6,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.448,0,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.453,-2,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.459,2,-1,0,0.000,0.000,0.000,0.000,0.000,0.000
8.465,-7,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.470,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.476,-7,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.482,1,-1,0,0.000,0.000,0.000,0.000,0.000,0.000
8.487,-2,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.493,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000
8.499,-3,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.504,4,-1,0,0.000,0.000,0.000,0.000,0.000,0.000
8.510,1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000
8.517,1,-1,-1,0.000,-0.446,0.000,-1.207,-0.309,-0.284
8.523,4,-1,0,0.000,-0.446,0.000,-1.020,-0.039,0.028
8.529,1,-1,-1,0.000,-0.446,0.000,-0.508,0.390,-0.554
8.535,1,-1,-1,0.000,-0.446,0.000,-0.377,0.741,-1.525
8.541,4,0,0,0.000,-0.446,0.000,-0.547,1.294,-1.549
8.546,-3,-1,-1,0.000,-0.446,0.000,-0.519,1.820,-0.871
8.552,-3,-1,-1,0.000,-0.446,0.000,-0.552,1.810,-0.395
8.558,0,-1,-1,0.000,-0.446,0.000,-0.066,1.305,-0.017
8.564,-1,-1,-1,0.000,-0.446,0.000,-0.020,0.259,0.125
8.570,0,-1,-1,0.000,-0.446,0.000,0.015,0.777,-0.243
8.576,-2,-1,-1,0.000,-0.446,0.000,0.079,0.424,-1.184
8.582,-1,-1,-1,0.000,-0.446,0.000,-0.381,0.799,-2.051
8.588,5,-1,0,0.000,-0.446,0.000,-0.158,0.012,-0.791
8.594,0,-1,-1,0.000,-0.446,0.000,-0.338,-0.408,-0.574
8.600,0,-1,-1,0.000,-0.446,0.000,-0.139,-0.900,-0.774
8.606,3,-1,0,0.000,-0.446,0.000,-1.045,-0.302,-1.286
8.612,-8,-1,-1,0.000,-0.446,0.000,0.276,-1.076,-0.463
8.618,-4,-1,-1,0.000,-0.446,0.000,1.162,-0.416,-0.559
8.624,-4,-1,0,0.000,-0.446,0.000,0.902,-0.132,-0.329
8.630,-1,-1,-1,0.000,-0.446,0.000,0.895,-0.181,-0.554
8.636,-4,-1,-1,0.000,-0.446,0.000,0.669,-0.009,0.263
8.641,0,-1,-1,0.000,-0.446,0.000,0.542,-0.287,-0.017
8.647,-8,-1,-1,0.000,-0.446,0.000,1.199,-0.068,-0.432
8.653,-3,-1,0,0.000,-0.446,0.000,0.480,0.490,1.627
8.659,-4,-1,-2,0.000,-0.446,0.000,1.023,0.125,2.662
8.665,0,-1,-1,0.000,-0.446,0.000,1.031,0.479,1.475
8.671,0,0,0,0.000,-0.446,0.000,0.766,0.985,1.339
8.677,5,-1,-1,0.000,-0.446,0.000,-0.248,0.629,1.203
8.683,-5,-1,-1,0.000,-0.446,0.000,1.010,0.985,0.450
8.689,-1,0,1,0.000,-0.446,0.000,0.620,0.588,1.617
8.695,5,-1,-1,0.000,-0.446,0.000,0.615,0.116,1.061
8.701,-2,-2,-2,0.000,-0.446,0.000,0.126,0.206,-2.296
8.707,9,0,0,0.000,-0.446,0.000,-1.227,-0.832,-0.317
8.713,-17,-2,-2,0.000,-0.446,0.000,0.424,-1.043,4.100
8.719,-4,-2,-3,0.000,-0.446,0.000,1.491,-0.059,0.840
8.725,-6,-2,-2,0.000,-0.446,0.000,0.940,0.964,-1.267
8.731,5,-1,0,0.000,-0.446,0.000,-0.524,1.196,0.408
8.737,5,-1,0,0.000,-0.446,0.000,-2.066,1.104,1.777
8.742,9,-1,-1,0.000,-0.446,0.000,-3.257,1.007,2.115
8.748,0,0,0,0.000,-0.446,0.000,-3.340,1.083,1.741
8.754,-15,0,0,0.000,-0.446,0.000,0.407,2.923,1.532
8.760,10,-1,0,0.000,-0.446,0.000,0.008,1.914,2.003
8.766,0,0,1,0.000,-0.446,0.000,1.071,1.615,1.393
8.772,5,0,0,0.000,-0.446,0.000,1.065,1.277,1.590
8.778,16,-2,-2,0.000,-0.446,0.000,-0.016,0.950,0.314
8.784,-2,0,0,0.000,-0.446,0.000,1.255,0.345,1.132
8.790,15,0,1,0.000,-0.446,0.000,1.166,1.247,0.552
8.796,9,-1,-1,0.000,-0.446,0.000,-0.197,2.471,0.177
8.802,4,0,0,0.000,-0.446,0.000,-0.586,0.984,0.688
8.808,-4,-1,-1,0.000,-0.446,0.000,-0.241,0.381,0.363
8.814,10,0,0,0.000,-0.446,0.000,-0.960,0.158,0.379
8.820,2,0,0,0.000,-0.446,0.000,0.278,-0.220,0.754
8.826,-14,-2,-2,0.000,-0.446,0.000,1.380,0.035,1.595
8.831,5,-1,-1,0.000,-0.446,0.000,-0.223,0.677,0.027
8.837,2,-1,0,0.000,-0.446,0.000,-0.511,0.424,-0.407
8.843,7,-1,-1,0.000,-0.446,0.000,-0.228,0.495,-0.590
8.849,-3,-2,-2,0.000,-0.446,0.000,-0.615,1.086,-0.791
8.855,2,-1,-1,0.000,-0.446,0.000,-0.637,0.341,-1.132
8.861,9,-1,0,0.000,-0.446,0.000,-1.094,0.266,-1.079
8.867,6,0,0,0.000,-0.446,0.000,-1.628,0.335,-2.018
8.873,-12,-1,-1,0.000,-0.446,0.000,-0.331,0.201,-1.432
8.879,4,-1,0,0.000,-0.446,0.000,-0.203,0.707,-1.005
8.885,-2,-1,0,0.000,-0.446,0.000,-0.081,-0.118,-0.492
8.891,0,-1,-1,0.000,-0.446,0.000,-0.009,0.803,-0.581
8.897,-1,0,0,0.000,-0.446,0.000,1.734,-0.775,0.789
8.903,3,-1,0,0.000,-0.446,0.000,0.902,0.286,1.040
8.909,4,-1,-1,0.000,-0.446,0.000,0.548,0.312,0.356
8.915,-12,-1,-1,0.000,-0.446,0.000,1.113,0.016,1.350
8.921,4,-1,-2,0.000,-0.446,0.000,-0.061,0.360,0.404
8.927,-3,-1,-1,0.000,-0.446,0.000,0.759,0.206,0.852
8.932,19,0,0,0.000,-0.446,0.000,0.088,0.292,-0.571
8.938,3,-1,-1,0.000,-0.446,0.000,-0.178,0.545,-1.263
8.944,15,-1,-1,0.000,-0.446,0.000,-0.409,1.451,-0.631
8.950,6,-1,-1,0.000,-0.446,0.000,0.580,1.657,-0.942
8.956,-1,-1,0,0.000,-0.446,0.000,0.731,2.383,-0.651
8.962,1,-1,0,0.000,-0.446,0.000,0.667,0.845,0.005
8.968,7,-1,0,0.000,-0.446,0.000,-0.305,1.265,0.510
8.974,-7,-2,-2,0.000,-0.446,0.000,0.248,0.893,-1.020
8.980,-7,-1,-1,0.000,-0.446,0.000,0.127,0.525,-2.313
8.986,5,-1,-1,0.000,-0.446,0.000,-0.669,0.725,-2.117
8.992,-4,-2,-2,0.000,-0.446,0.000,-0.537,0.271,-1.283
8.998,-5,-2,-2,0.000,-0.446,0.000,-0.066,-0.217,-1.926
9.004,11,-1,0,0.000,-0.446,0.000,-1.559,-0.417,-1.272
9.010,2,-1,-1,0.000,-0.446,0.000,-1.664,-0.717,0.377
9.016,4,0,0,0.000,-0.446,0.000,-0.802,0.336,0.178
9.022,-9,-2,-2,0.000,-0.446,0.000,0.278,-0.481,-0.301
9.028,7,-1,-1,0.000,-0.446,0.000,-0.478,0.291,-0.175
9.034,-2,-1,-1,0.000,-0.446,0.000,-0.453,0.658,0.239
9.040,4,0,0,0.000,-0.446,0.000,-0.144,-0.146,1.786
9.046,3,0,0,0.000,-0.446,0.000,0.051,1.056,0.684
9.051,2,-1,-1,0.000,-0.446,1.000,-0.211,1.272,-0.283
9.057,-1,-1,-1,0.000,-0.446,1.000,-0.237,1.667,-0.552
9.063,1,0,0,0.000,-0.446,1.000,0.135,1.093,0.866
9.069,7,-1,-1,0.000,-0.446,0.000,0.040,-0.159,0.492
9.075,-4,-1,0,0.000,-0.446,0.000,-0.327,0.639,0.369
9.081,-2,-1,-1,0.000,-0.446,0.000,0.129,1.139,-1.569
9.087,-1,-1,0,0.000,-0.446,0.000,0.419,1.225,-0.695
9.093,-2,-1,-1,0.000,-0.446,0.000,0.162,1.161,-1.058
9.099,10,-1,-1,0.000,-0.446,1.000,-1.075,2.109,-0.545
9.105,3,-2,-2,0.000,-0.446,1.000,-0.348,1.540,-0.875
9.111,7,0,0,0.000,-0.446,1.000,0.317,1.740,-0.311
9.117,1,-3,-3,0.000,-0.446,1.000,0.719,0.734,-0.402
9.123,-6,-2,-2,0.000,-0.446,1.000,1.453,1.463,-1.407
9.129,6,-1,-1,0.000,-0.446,0.000,1.409,1.288,-1.058
9.135,2,-3,-3,0.000,-0.446,0.000,0.784,1.445,-0.458
9.141,-12,-4,-4,0.000,-0.446,0.000,1.794,0.482,0.223
9.147,1,-2,-2,0.000,-0.446,1.000,0.638,-0.004,0.595
9.153,-2,-2,-2,0.000,-0.446,1.000,0.508,-1.279,1.729
9.159,4,-3,-3,0.000,-0.446,1.000,0.841,0.940,-0.292
9.165,-2,-2,-2,0.000,-0.446,1.000,0.811,2.260,-0.326
9.171,1,-3,-2,0.000,-0.446,1.000,1.544,0.160,0.106
9.177,3,-3,-3,0.000,-0.446,1.000,1.318,-1.520,-0.205
9.183,-13,-4,-4,0.000,-0.446,1.000,2.373,1.253,-2.251
9.189,2,-2,-2,0.000,-0.446,1.000,2.108,2.568,-0.144
9.195,-9,-3,-3,0.000,-0.446,1.000,3.246,-1.023,3.139
9.201,4,-3,-3,0.000,-0.446,1.000,2.238,-1.983,3.061
9.207,-15,-4,-4,0.000,-0.446,1.000,3.718,0.474,-0.486
9.213,-14,-2,-2,0.000,-0.595,1.000,3.406,2.355,-1.687
9.219,2,0,0,0.000,-0.595,1.000,1.997,0.549,0.396
9.225,-4,-2,-2,0.000,-0.595,1.000,2.816,-2.719,2.094
9.231,3,-3,-3,0.000,-0.595,0.000,1.855,-2.308,2.008
9.236,-10,-1,-1,0.000,-0.595,0.000,1.288,3.117,-1.184
9.242,-10,0,1,0.000,-0.595,0.000,0.504,4.436,-0.291
9.248,-2,1,2,0.000,-0.744,0.000,1.951,5.223,-0.179
9.254,11,1,2,0.000,-0.893,0.000,0.137,2.780,0.599
9.260,12,0,0,0.000,-0.893,0.000,0.001,1.761,2.021
9.266,11,-2,-2,0.000,-0.893,0.000,-0.051,1.843,1.326
9.273,9,-3,-3,0.000,-1.043,0.000,-2.159,1.410,0.785
9.279,-12,-3,-5,0.000,-1.043,0.000,-2.989,2.660,0.723
9.285,-29,-2,-3,0.000,-1.043,0.000,-0.394,4.820,-0.406
9.291,-23,-2,-3,0.000,-1.043,0.000,0.382,6.859,-0.381
9.297,-10,0,0,0.000,-1.043,0.000,0.487,8.620,0.261
9.303,-8,0,1,0.000,-1.043,0.000,-1.151,8.622,1.494
9.309,5,1,2,0.000,-1.192,0.000,-3.102,8.264,0.780
9.315,8,0,1,0.000,-1.192,0.000,-1.317,7.844,0.850
9.321,29,-1,0,0.000,-1.192,0.000,-0.435,6.856,0.167
9.327,4,-5,-5,0.000,-1.192,0.000,1.791,6.427,0.436
9.333,8,-5,-5,0.000,-1.492,0.000,3.557,7.035,0.291
9.339,8,-4,-4,0.000,-1.492,0.000,5.171,8.361,-0.061
9.345,18,-4,-4,0.000,-1.944,0.000,6.166,9.316,0.193
9.351,26,-1,-1,0.000,-1.944,0.000,4.108,12.453,-0.108
9.357,38,0,1,0.000,-1.492,0.000,3.294,14.133,-0.559
9.363,43,2,4,0.000,-1.944,0.000,1.142,15.981,1.339
9.370,47,8,11,0.000,-1.793,0.000,-1.715,19.682,0.939
9.376,39,11,14,0.000,-1.642,0.000,-3.883,24.714,-0.608
9.382,14,10,13,0.000,-1.642,0.000,-4.296,25.307,-0.810
9.388,-10,9,11,0.000,-1.793,0.000,-4.159,25.104,0.768
9.394,-10,9,10,0.000,-2.096,0.000,-4.042,25.028,2.788
9.400,-9,7,7,0.000,-2.096,0.000,-5.644,23.724,3.463
9.406,-5,6,5,0.000,-2.096,0.000,-7.848,23.951,1.899
9.413,7,4,3,0.000,-2.096,0.000,-6.109,27.538,1.342
9.419,33,7,7,0.000,-2.860,0.000,-7.171,31.864,-0.668
9.425,20,5,6,0.000,-3.014,0.000,-8.710,35.360,-1.875
9.431,1,3,3,0.000,-3.014,0.000,-6.754,33.525,0.379
9.437,-8,0,-1,0.000,-3.014,0.000,-5.155,32.767,1.534
9.444,-21,-7,-10,0.000,-4.760,0.000,-3.633,32.281,-0.112
9.450,2,-9,-11,0.000,-4.760,0.000,-1.133,36.426,-0.728
9.456,9,-8,-8,0.000,-5.089,0.000,2.173,40.635,1.564
9.462,-23,-11,-11,0.000,-5.089,0.000,5.412,41.618,5.196
9.469,-38,-15,-16,0.000,-5.089,0.000,10.326,40.753,5.317
9.475,-20,-18,-20,0.000,-6.272,0.000,11.108,41.794,1.694
9.481,-23,-20,-21,0.000,-6.272,0.000,13.281,40.812,-0.735
9.487,-23,-18,-17,0.000,-6.272,0.000,14.785,42.368,0.704
9.494,-46,-22,-23,0.000,-6.974,0.000,16.411,43.333,0.559
9.500,-28,-22,-23,0.000,-6.974,0.000,17.139,41.042,-2.124
9.506,11,-18,-18,0.000,-6.974,0.000,14.444,39.825,-2.223
9.512,26,-10,-7,0.000,-6.974,0.000,12.566,38.289,-0.112
9.518,3,-7,-5,0.000,-7.883,0.000,9.356,37.590,1.020
9.525,-9,-3,0,0.000,-7.883,0.000,8.675,31.678,1.583
9.531,-4,5,8,0.000,-7.883,0.000,4.294,26.784,3.670
9.537,-3,8,10,0.000,-7.883,0.000,-2.741,20.924,0.709
9.543,5,10,11,0.000,-7.883,0.000,-5.675,18.172,-0.294
9.549,43,19,21,0.000,-15.518,0.000,-10.077,19.467,0.869
9.556,14,20,22,0.000,-17.112,0.000,-9.432,14.940,0.690
9.562,31,23,24,0.000,-17.112,0.000,-16.932,10.284,0.018
9.568,49,26,27,0.000,-20.927,0.000,-20.248,9.698,-0.877
9.574,35,28,29,0.000,-20.927,0.000,-22.969,6.596,-0.956
9.580,30,28,30,0.000,-20.927,0.000,-23.571,1.803,0.449
9.587,2,24,23,0.000,-26.026,0.000,-22.490,-1.552,0.807
9.593,17,22,21,0.000,-28.300,0.000,-23.381,-4.208,0.732
9.599,14,19,17,0.000,-28.300,0.000,-24.358,-3.788,0.580
9.605,39,20,20,0.000,-28.300,0.000,-24.389,-3.917,0.508
9.611,30,20,21,0.000,-28.300,0.000,-23.301,-3.543,0.705
9.618,-3,17,16,0.000,-28.300,0.000,-21.172,-2.370,0.406
9.624,-25,12,10,0.000,-47.598,0.000,-17.061,-2.765,-0.026
9.630,1,10,8,0.000,-47.598,0.000,-14.038,-2.858,-0.961
9.636,14,10,10,0.000,-47.598,0.000,-12.581,-0.690,0.133
9.642,27,12,12,0.000,-47.598,0.000,-12.664,-0.518,2.065
9.649,-2,10,11,0.000,-55.692,0.000,-11.165,-0.763,1.706
9.655,-4,8,8,0.000,-55.692,0.000,-10.755,-2.743,1.972
9.661,9,7,7,0.000,-55.692,0.000,-11.994,-3.428,0.505
9.667,16,10,10,0.000,-67.111,0.000,-11.721,-3.014,0.075
9.673,22,12,13,0.000,-67.111,0.000,-12.405,-5.319,0.839
9.680,6,11,11,0.000,-70.237,0.000,-11.922,-8.936,-0.210
9.686,15,11,11,0.000,-70.237,0.000,-12.236,-14.761,-0.782
9.692,9,11,11,0.000,-70.237,0.000,-14.581,-26.146,-1.894
9.698,20,12,13,0.000,-72.656,0.000,-14.086,-28.437,-1.524
9.704,3,13,13,0.000,-72.656,0.000,-12.819,-30.122,0.149
9.711,0,12,12,0.000,-72.656,0.000,-13.047,-34.824,1.873
9.717,35,15,15,0.000,-72.656,0.000,-15.159,-38.528,1.233
9.723,31,18,20,0.000,-72.656,0.000,-16.780,-46.844,0.531
9.729,31,20,21,0.000,-72.656,0.000,-17.684,-52.264,0.502
9.735,10,18,19,0.000,-72.656,0.000,-18.506,-55.340,-1.030
9.742,-11,15,13,0.000,-71.843,0.000,-17.201,-56.641,-2.859
9.748,-3,13,12,0.000,-71.843,0.000,-17.306,-59.038,-3.889
9.754,53,18,18,0.000,-72.656,0.000,-18.463,-59.604,-2.698
9.760,36,20,21,0.000,-71.843,0.000,-16.746,-62.594,-1.200
9.766,18,18,19,0.000,-71.843,0.000,-16.853,-61.819,-0.745
9.773,10,16,16,0.000,-71.843,0.000,-17.619,-56.206,-1.918
9.779,-6,14,13,0.000,-71.843,0.000,-17.486,-52.740,-1.162
9.785,30,14,14,0.000,-71.036,0.000,-17.671,-52.802,-1.130
9.791,28,14,14,0.000,-71.036,0.000,-17.575,-53.299,-2.825
9.797,37,17,18,0.000,-71.036,0.000,-18.398,-50.928,-3.821
9.804,0,16,17,0.000,-71.036,0.000,-15.725,-48.019,-5.483
9.810,-21,12,12,0.000,-70.237,0.000,-13.976,-46.880,-5.304
9.816,30,12,12,0.000,-67.111,0.000,-16.561,-50.624,-4.455
9.822,26,13,13,0.000,-65.590,0.000,-15.083,-52.634,-3.389
9.828,-12,9,9,0.000,-65.590,0.000,-11.724,-57.513,-2.731
9.835,-56,3,1,0.000,-64.096,0.000,-6.908,-57.898,-1.812
9.841,-14,0,-2,0.000,-60.480,0.000,-6.179,-53.742,-2.888
9.847,-7,-1,-2,0.000,-60.480,0.000,-2.699,-56.962,-1.790
9.853,-26,-4,-5,0.000,-59.080,0.000,-0.125,-58.183,-3.221
9.859,-43,-6,-8,0.000,-59.080,0.000,2.450,-60.700,-4.169
9.865,-2,-7,-9,0.000,-57.028,0.000,3.641,-61.667,-6.353
9.872,6,-8,-9,0.000,-57.028,0.000,4.344,-57.910,-6.009
9.878,23,-6,-6,0.000,-54.380,0.000,2.285,-56.235,-6.279
9.884,-10,-7,-6,0.000,-54.380,0.000,4.733,-56.899,-5.120
9.890,-27,-10,-10,0.000,-50.592,0.000,8.485,-56.304,-3.796
