R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,FFDTermC,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
35,20,30,45,5,25,350,10,0,0,0,0,35,200,10,10.0,64.0,0.000100,0.003000,50,30,0,30,0,75,300,0,0,0.995,10.000,3000,300,300,100,25,25
sysTime,GRawXi,GPT1Xi133,GPT1Xi200,PIDRefX,PIDRefY,PIDRefZ,PIDSensX,PIDSensY,PIDSensZ
200.599,-4,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.605,2,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.611,1,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.616,-2,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.622,-4,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.628,-5,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.633,-2,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.639,0,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.645,5,-1,0,0.000,-0.446,0.000,-58.503,98.728,10.923
200.650,1,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.656,-8,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.662,0,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.667,1,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.673,-8,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.679,-9,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.684,2,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.690,1,-1,0,0.000,-0.446,0.000,-58.503,98.728,10.923
200.696,-5,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.701,-2,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.707,1,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.713,1,-1,0,0.000,-0.446,0.000,-58.503,98.728,10.923
200.719,-1,-1,0,0.000,-0.446,0.000,-58.503,98.728,10.923
200.724,-2,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.730,-8,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.736,1,-1,0,0.000,-0.446,0.000,-58.503,98.728,10.923
200.741,5,0,0,0.000,-0.446,0.000,-58.503,98.728,10.923
200.747,3,-1,0,0.000,-0.446,0.000,-58.503,98.728,10.923
200.752,9,0,0,0.000,-0.446,0.000,-58.503,98.728,10.923
200.758,-1,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.764,3,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
200.770,-4,-1,-1,0.000,-0.446,0.000,-58.503,98.728,10.923
