R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,5,50,5,50,175,0,0,0.995
sysTime,GRawX,GPT1X,ARawX,ARawY,ARawZ,APT1X,APT1Y,APT1Z,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
54.122,2.018,1.071,-4.212,3.765,14.382,0.073,-0.022,10.275,14.111,-0.126,-0.237,-0.093,-0.105,-0.514,-0.115,-0.136
54.132,14.470,2.814,8.383,-0.035,7.024,0.160,0.030,10.270,-0.185,0.172,-0.220,-0.060,-0.091,-0.521,-0.073,-0.112
54.142,8.610,2.641,-5.771,-1.831,13.706,0.207,-0.089,10.252,-7.024,-0.499,-0.305,-0.118,-0.080,-0.652,-0.128,-0.099
54.153,15.813,4.549,1.219,-1.084,8.806,0.076,-0.139,10.385,-6.958,-0.768,-0.322,-0.101,-0.062,-0.745,-0.124,-0.093
54.163,26.311,5.331,2.304,-0.337,10.344,0.153,-0.186,10.342,-1.823,-1.030,-0.429,-0.151,-0.037,-0.968,-0.174,-0.072
54.173,7.634,5.768,-1.482,-0.753,11.048,0.059,-0.183,10.451,-3.871,-1.006,-0.434,-0.140,0.001,-1.008,-0.176,-0.047
54.184,6.657,1.743,-2.078,-2.636,9.374,-0.036,-0.205,10.487,-15.361,-1.120,-0.553,-0.252,0.023,-1.135,-0.294,-0.034
54.194,12.151,0.444,1.119,5.303,15.539,-0.010,-0.125,10.585,18.807,-0.678,-0.599,-0.301,0.021,-1.166,-0.353,-0.050
54.204,3.483,-2.123,-0.440,-4.181,4.373,-0.073,-0.057,10.686,-43.590,-0.309,-0.729,-0.400,0.002,-1.345,-0.446,-0.068
54.214,-14.949,-4.369,-4.212,-1.041,14.993,-0.110,-0.130,10.683,-3.827,-0.699,-0.829,-0.480,-0.032,-1.473,-0.525,-0.107
54.225,-15.071,-7.941,3.332,0.072,8.734,-0.139,-0.130,10.815,0.443,-0.692,-0.930,-0.601,-0.098,-1.521,-0.651,-0.184
54.235,-20.808,-8.878,-0.619,-0.689,15.158,-0.074,-0.197,10.937,-2.602,-1.033,-1.051,-0.708,-0.184,-1.649,-0.749,-0.267
54.245,0.920,-6.691,3.569,-6.940,6.974,-0.107,-0.142,11.048,-41.557,-0.737,-1.089,-0.716,-0.268,-1.737,-0.757,-0.357
54.255,-14.949,-7.752,-9.335,6.431,14.475,-0.146,-0.156,11.034,20.484,-0.814,-1.218,-0.826,-0.349,-1.892,-0.872,-0.447
54.266,11.052,-5.975,4.869,-2.902,12.643,-0.077,-0.164,11.064,-12.096,-0.853,-1.305,-0.908,-0.435,-1.966,-0.946,-0.531
54.276,2.263,-7.411,7.290,-0.423,9.489,0.127,-0.178,11.096,-2.027,-0.919,-1.420,-1.021,-0.514,-2.066,-1.057,-0.614
54.287,-23.006,-11.429,-9.946,1.581,11.156,-0.055,-0.126,11.168,6.041,-0.646,-1.636,-1.250,-0.620,-2.228,-1.277,-0.717
54.297,-4.573,-6.872,-0.159,-4.605,12.435,-0.062,-0.120,11.203,-20.330,-0.618,-1.563,-1.186,-0.710,-2.108,-1.200,-0.799
54.308,20.207,-1.442,8.447,0.359,12.004,0.090,-0.147,11.201,1.404,-0.754,-1.477,-1.105,-0.764,-1.994,-1.117,-0.854
54.318,1.774,-0.782,-2.063,5.317,10.078,0.027,-0.049,11.201,27.347,-0.255,-1.464,-1.128,-0.782,-1.883,-1.133,-0.868
54.329,17.400,1.868,-6.712,-1.644,10.100,0.016,-0.060,11.203,-7.728,-0.307,-1.430,-1.093,-0.781,-1.823,-1.078,-0.851
54.340,12.273,6.971,-0.648,-4.971,12.844,-0.038,-0.179,11.220,-21.145,-0.915,-1.239,-0.885,-0.728,-1.649,-0.864,-0.792
54.351,21.062,7.796,3.705,-5.381,12.485,0.057,-0.312,11.271,-22.460,-1.588,-1.144,-0.772,-0.654,-1.585,-0.758,-0.724
54.362,26.677,12.621,4.021,-3.800,11.522,0.145,-0.409,11.251,-17.305,-2.083,-0.906,-0.527,-0.550,-1.365,-0.532,-0.637
54.373,7.390,11.984,1.521,0.453,11.335,0.195,-0.395,11.284,2.269,-2.006,-0.783,-0.417,-0.427,-1.227,-0.447,-0.537
54.384,4.338,12.950,0.486,4.900,10.193,0.211,-0.262,11.336,25.664,-1.329,-0.552,-0.240,-0.295,-0.891,-0.290,-0.422
54.395,12.395,12.513,0.867,8.715,9.812,0.211,0.135,11.291,41.523,0.689,-0.351,-0.136,-0.159,-0.477,-0.183,-0.281
54.406,-11.409,9.999,0.651,5.065,12.463,0.208,0.255,11.344,22.103,1.290,-0.265,-0.090,-0.026,-0.282,-0.115,-0.125
54.417,-6.648,5.729,1.111,3.894,11.522,0.219,0.324,11.384,18.604,1.635,-0.282,-0.135,0.066,-0.216,-0.133,-0.007
54.428,-15.926,0.812,-1.359,-6.933,12.068,0.147,0.119,11.397,-29.735,0.601,-0.446,-0.247,0.103,-0.463,-0.223,0.050
54.439,10.686,1.747,-1.841,-8.485,11.134,0.075,-0.100,11.372,-36.955,-0.504,-0.447,-0.209,0.112,-0.537,-0.182,0.060
54.450,-11.531,-2.030,-2.214,-7.939,9.927,-0.023,-0.287,11.277,-37.991,-1.463,-0.572,-0.292,0.104,-0.755,-0.277,0.037
54.461,8.488,-1.316,-1.783,-4.253,9.194,-0.098,-0.395,11.226,-24.434,-2.017,-0.627,-0.308,0.067,-0.904,-0.315,-0.025
54.472,-1.887,-1.746,-0.820,-1.587,9.676,-0.133,-0.408,11.192,-9.288,-2.092,-0.637,-0.303,0.041,-0.961,-0.335,-0.078
54.483,21.672,1.185,0.932,-0.143,10.545,-0.131,-0.387,11.159,-0.775,-1.988,-0.595,-0.259,0.015,-0.937,-0.315,-0.131
54.494,-1.643,-0.301,-0.131,1.358,12.866,-0.155,-0.325,11.158,6.029,-1.669,-0.599,-0.261,0.011,-0.956,-0.339,-0.157
54.505,9.831,5.065,-5.793,2.838,13.670,-0.278,-0.230,11.178,10.828,-1.182,-0.442,-0.125,0.024,-0.766,-0.218,-0.161
54.516,15.202,8.696,-11.885,2.120,12.348,-0.565,-0.154,11.200,7.054,-0.788,-0.256,0.046,0.092,-0.552,-0.056,-0.101
54.527,9.343,7.125,-11.418,-2.284,10.911,-0.830,-0.165,11.151,-8.234,-0.849,-0.245,0.056,0.165,-0.536,-0.052,-0.032
54.538,25.945,11.667,-3.134,-7.939,10.495,-0.936,-0.327,11.079,-35.953,-1.686,-0.034,0.310,0.263,-0.422,0.184,0.050
54.549,13.127,11.502,3.705,-3.290,9.431,-0.776,-0.388,10.975,-17.997,-2.024,0.076,0.442,0.375,-0.373,0.286,0.134
54.560,10.319,11.040,3.533,-3.117,8.368,-0.619,-0.492,10.826,-18.953,-2.602,0.128,0.527,0.477,-0.413,0.336,0.204
54.571,15.447,15.830,-2.099,-0.136,11.687,-0.656,-0.496,10.791,-0.656,-2.630,0.414,0.811,0.605,-0.149,0.581,0.298
54.581,37.298,18.866,-4.269,-6.609,13.836,-0.746,-0.648,10.815,-24.548,-3.423,0.570,0.983,0.744,-0.059,0.709,0.398
54.591,31.438,19.668,-1.848,-6.257,6.909,-0.724,-0.666,10.774,-41.202,-3.534,0.702,1.137,0.901,-0.017,0.806,0.502
54.602,20.207,19.639,1.298,0.524,10.832,-0.675,-0.767,10.692,2.756,-4.098,0.816,1.301,1.066,-0.058,0.902,0.603
54.612,18.865,20.776,-5.649,-0.682,13.642,-0.661,-0.771,10.691,-2.646,-4.123,1.009,1.497,1.238,0.082,1.035,0.718
54.622,32.659,22.163,-3.594,-11.316,8.792,-0.742,-0.970,10.614,-50.015,-5.214,1.163,1.684,1.411,0.115,1.152,0.826
54.633,18.987,19.107,2.254,-5.754,9.338,-0.694,-1.083,10.532,-30.939,-5.864,1.168,1.748,1.568,-0.069,1.124,0.896
54.644,-15.071,15.296,-5.541,2.407,12.140,-0.785,-0.966,10.535,10.231,-5.231,1.297,1.838,1.714,0.069,1.132,0.962
54.654,-5.061,13.444,0.163,-8.312,10.832,-0.687,-0.991,10.505,-37.516,-5.382,1.333,1.881,1.819,0.037,1.106,1.001
54.664,11.784,10.810,5.207,-10.238,10.365,-0.512,-1.174,10.468,-41.452,-6.396,1.298,1.867,1.883,-0.110,1.004,0.978
54.675,-5.915,5.741,-6.152,0.323,10.717,-0.594,-1.137,10.423,1.501,-6.220,1.184,1.729,1.902,-0.250,0.776,0.906
54.685,2.018,0.264,0.019,-6.782,10.854,-0.571,-1.226,10.374,-32.014,-6.735,0.946,1.501,1.863,-0.570,0.471,0.787
54.695,-11.043,-5.527,3.892,-8.068,10.214,-0.557,-1.181,10.343,-36.449,-6.511,0.753,1.280,1.774,-0.777,0.167,0.610
54.706,-25.203,-11.895,-9.220,1.523,10.574,-0.563,-1.121,10.315,6.201,-6.199,0.503,1.007,1.626,-1.045,-0.186,0.376
54.716,-26.668,-18.088,-8.034,1.653,11.170,-0.775,-1.023,10.272,6.853,-5.675,0.112,0.594,1.409,-1.440,-0.657,0.091
54.726,-21.053,-21.944,6.874,-1.652,10.983,-0.562,-0.975,10.245,-7.269,-5.434,-0.219,0.241,1.150,-1.771,-1.057,-0.224
54.737,-32.039,-24.584,7.765,1.035,8.821,-0.284,-0.885,10.170,5.036,-4.978,-0.538,-0.107,0.854,-2.059,-1.445,-0.569
54.748,-24.349,-24.949,2.534,2.910,8.009,-0.170,-0.775,10.083,19.118,-4.398,-0.834,-0.452,0.534,-2.278,-1.816,-0.927
54.759,-33.016,-24.664,-2.214,3.535,7.843,-0.185,-0.645,10.020,23.461,-3.686,-1.008,-0.690,0.242,-2.336,-2.066,-1.240
54.770,-7.624,-19.168,-4.823,0.553,10.171,-0.302,-0.588,9.984,2.817,-3.370,-1.118,-0.826,-0.023,-2.395,-2.204,-1.516
54.781,-2.619,-18.819,-3.192,-0.782,11.975,-0.366,-0.564,10.004,-3.615,-3.228,-1.344,-1.073,-0.263,-2.576,-2.446,-1.760
54.792,-0.056,-10.310,-0.476,-1.688,12.880,-0.373,-0.590,10.043,-7.464,-3.363,-1.265,-0.995,-0.443,-2.493,-2.365,-1.941
54.802,-5.061,-9.996,2.936,-3.160,9.733,-0.264,-0.636,9.992,-17.279,-3.647,-1.404,-1.127,-0.581,-2.644,-2.496,-2.082
54.813,1.652,-5.830,3.303,-2.830,6.895,-0.179,-0.681,9.873,-20.324,-3.947,-1.409,-1.112,-0.691,-2.692,-2.485,-2.200
54.824,4.094,-4.353,-1.956,1.552,7.146,-0.183,-0.641,9.834,11.838,-3.732,-1.412,-1.128,-0.772,-2.676,-2.508,-2.289
54.835,3.972,-4.201,-5.936,3.830,11.026,-0.296,-0.529,9.810,17.013,-3.088,-1.458,-1.199,-0.846,-2.669,-2.577,-2.361
54.846,-18.733,-7.291,-7.079,2.443,12.327,-0.449,-0.423,9.799,9.757,-2.472,-1.612,-1.375,-0.927,-2.768,-2.735,-2.427
54.857,-10.310,-6.669,-1.496,-2.385,9.223,-0.466,-0.448,9.768,-14.325,-2.629,-1.675,-1.424,-1.013,-2.837,-2.761,-2.492
54.868,-6.648,-7.261,5.631,-6.638,5.674,-0.299,-0.563,9.635,-39.727,-3.348,-1.853,-1.532,-1.109,-3.136,-2.854,-2.576
54.879,6.169,-5.980,7.470,-6.559,7.772,-0.057,-0.643,9.577,-31.335,-3.847,-1.971,-1.632,-1.215,-3.280,-2.949,-2.679
54.890,-8.357,-7.651,6.421,-0.136,11.113,0.114,-0.638,9.538,-0.607,-3.832,-2.092,-1.740,-1.313,-3.424,-3.060,-2.781
54.901,-26.180,-8.740,-1.798,5.238,8.785,0.070,-0.448,9.482,30.307,-2.708,-2.175,-1.891,-1.421,-3.361,-3.196,-2.877
54.912,2.385,-10.250,-8.041,1.164,10.674,-0.118,-0.379,9.449,4.981,-2.298,-2.363,-2.097,-1.548,-3.487,-3.372,-2.977
54.923,1.408,-7.824,-3.019,-0.912,11.515,-0.219,-0.368,9.425,-4.383,-2.239,-2.402,-2.143,-1.658,-3.482,-3.386,-3.059
54.934,-6.648,-8.474,5.020,-2.794,5.264,-0.145,-0.400,9.288,-21.024,-2.469,-2.550,-2.263,-1.759,-3.653,-3.475,-3.131
54.945,0.431,-4.965,-2.293,-2.672,4.438,-0.162,-0.457,9.126,-28.157,-2.868,-2.568,-2.210,-1.839,-3.781,-3.400,-3.191
54.956,-0.788,-1.357,-2.674,3.420,12.327,-0.212,-0.382,9.127,15.179,-2.399,-2.482,-2.110,-1.878,-3.696,-3.280,-3.208
54.967,35.833,4.247,7.269,-0.976,9.913,-0.083,-0.408,9.133,-4.545,-2.559,-2.481,-2.067,-1.892,-3.742,-3.206,-3.191
54.978,9.709,2.438,1.126,-6.545,7.764,-0.003,-0.514,9.051,-39.854,-3.251,-2.558,-2.103,-1.874,-3.871,-3.223,-3.153
54.989,22.161,6.000,-1.956,0.201,8.842,-0.039,-0.529,9.004,1.276,-3.367,-2.395,-1.939,-1.843,-3.696,-3.057,-3.117
54.999,-12.996,8.606,-2.516,7.415,6.967,-0.108,-0.376,8.958,45.051,-2.405,-2.128,-1.744,-1.764,-3.277,-2.851,-3.023
55.010,29.485,15.142,-4.190,-4.001,10.804,-0.169,-0.425,8.969,-19.060,-2.717,-1.782,-1.409,-1.638,-2.885,-2.496,-2.870
55.021,20.207,16.845,7.362,-7.012,7.879,-0.039,-0.554,8.912,-33.049,-3.561,-1.588,-1.208,-1.482,-2.699,-2.293,-2.705
55.033,18.743,16.064,4.531,0.632,5.372,0.076,-0.560,8.816,5.146,-3.641,-1.472,-1.086,-1.327,-2.601,-2.183,-2.556
55.043,10.564,14.943,-5.800,4.541,13.038,0.006,-0.416,8.844,17.661,-2.695,-1.339,-0.986,-1.180,-2.405,-2.083,-2.402
55.054,17.156,16.276,0.170,-0.172,11.299,-0.047,-0.377,8.888,-0.872,-2.435,-1.188,-0.807,-1.025,-2.293,-1.893,-2.231
55.065,10.441,17.345,1.406,-3.829,2.620,-0.023,-0.424,8.767,-52.191,-2.772,-1.048,-0.579,-0.853,-2.311,-1.661,-2.049
55.076,4.948,18.125,-1.905,3.729,13.512,-0.028,-0.351,8.835,15.292,-2.281,-0.869,-0.380,-0.684,-2.164,-1.468,-1.878
55.086,14.836,16.758,4.237,-1.141,10.207,0.019,-0.349,8.859,-5.902,-2.259,-0.816,-0.277,-0.517,-2.185,-1.358,-1.698
55.097,22.161,12.974,1.894,-6.423,4.308,0.073,-0.438,8.753,-53.791,-2.869,-0.853,-0.243,-0.383,-2.344,-1.325,-1.560
55.108,5.436,12.322,-1.970,4.239,9.941,0.016,-0.355,8.722,22.711,-2.338,-0.717,-0.121,-0.265,-2.179,-1.212,-1.448
55.119,5.559,11.194,-2.667,4.131,8.842,-0.054,-0.247,8.704,24.113,-1.629,-0.632,-0.048,-0.156,-2.053,-1.133,-1.328
55.130,-4.695,9.433,-0.641,-1.659,7.664,-0.079,-0.252,8.695,-12.180,-1.664,-0.543,0.033,-0.050,-1.928,-1.040,-1.206
55.141,13.615,11.068,1.363,-4.957,11.443,-0.053,-0.348,8.719,-23.286,-2.290,-0.372,0.205,0.046,-1.748,-0.866,-1.104
55.152,19.841,10.893,1.636,-0.366,5.523,-0.005,-0.360,8.659,-3.637,-2.381,-0.255,0.301,0.137,-1.591,-0.781,-1.020
55.163,-3.718,8.104,2.168,5.144,5.853,0.016,-0.246,8.589,39.515,-1.644,-0.177,0.291,0.216,-1.347,-0.795,-0.941
55.174,15.447,9.750,-6.497,1.487,11.486,-0.102,-0.189,8.636,6.435,-1.254,-0.034,0.401,0.295,-1.126,-0.674,-0.848
55.185,23.015,7.733,-5.577,-3.182,10.840,-0.237,-0.227,8.704,-14.638,-1.495,-0.017,0.404,0.365,-1.073,-0.663,-0.768
55.196,5.314,8.327,7.664,-0.926,9.791,-0.104,-0.276,8.746,-4.263,-1.811,0.060,0.492,0.432,-1.011,-0.576,-0.698
55.207,11.296,8.478,3.533,-3.247,6.284,0.018,-0.351,8.710,-24.258,-2.314,0.064,0.528,0.492,-1.067,-0.544,-0.640
55.218,9.099,7.652,-6.238,0.172,7.664,-0.081,-0.342,8.706,1.002,-2.253,0.119,0.591,0.554,-1.031,-0.495,-0.589
55.229,16.423,7.588,-4.686,6.481,12.291,-0.222,-0.229,8.778,26.243,-1.501,0.102,0.575,0.597,-1.052,-0.515,-0.551
55.239,-1.033,4.068,-1.316,2.227,12.133,-0.236,-0.143,8.888,10.350,-0.925,0.037,0.501,0.637,-1.083,-0.576,-0.497
55.250,8.488,3.990,6.098,-5.934,6.679,-0.079,-0.284,8.891,-33.286,-1.830,-0.034,0.483,0.650,-1.242,-0.590,-0.479
55.261,1.164,0.618,4.553,-2.406,8.217,0.039,-0.365,8.869,-14.375,-2.358,-0.159,0.392,0.644,-1.429,-0.689,-0.495
55.272,1.286,0.449,-5.203,0.072,9.108,-0.041,-0.351,8.897,0.395,-2.262,-0.180,0.363,0.619,-1.437,-0.726,-0.530
55.283,0.676,-2.645,-9.457,3.535,9.755,-0.264,-0.260,8.915,14.593,-1.671,-0.299,0.224,0.574,-1.514,-0.867,-0.579
55.294,-15.559,-5.152,-0.246,4.074,11.486,-0.297,-0.133,8.996,19.535,-0.848,-0.411,0.081,0.511,-1.548,-0.996,-0.632
55.305,-3.474,-4.490,7.714,-3.901,8.397,-0.102,-0.188,8.983,-18.895,-1.201,-0.473,0.048,0.444,-1.639,-1.009,-0.681
55.316,-2.619,-5.963,1.758,-4.770,5.228,-0.023,-0.304,8.921,-40.873,-1.954,-0.651,-0.055,0.364,-1.936,-1.107,-0.759
55.327,-4.206,-5.988,-3.515,0.424,6.809,-0.100,-0.320,8.876,3.171,-2.069,-0.733,-0.114,0.275,-2.049,-1.167,-0.851
55.338,-2.009,-4.010,-4.449,2.256,12.176,-0.194,-0.279,8.970,9.879,-1.786,-0.778,-0.162,0.194,-2.073,-1.209,-0.929
55.349,8.122,-2.006,-1.029,-2.923,11.766,-0.209,-0.334,9.077,-13.910,-2.112,-0.826,-0.201,0.130,-2.119,-1.241,-0.987
55.359,1.408,-5.991,2.311,-0.876,6.536,-0.152,-0.352,9.039,-7.206,-2.231,-1.048,-0.431,0.047,-2.313,-1.468,-1.072
55.370,-33.992,-9.898,3.921,5.540,5.436,-0.068,-0.228,8.965,39.592,-1.462,-1.116,-0.579,-0.050,-2.219,-1.609,-1.166
55.381,-25.447,-9.671,2.951,5.324,10.998,0.029,-0.110,9.024,25.073,-0.700,-1.207,-0.714,-0.171,-2.203,-1.716,-1.265
55.392,11.052,-7.469,-2.114,-7.723,10.049,-0.014,-0.278,9.061,-36.964,-1.763,-1.410,-0.861,-0.297,-2.476,-1.836,-1.368
55.403,-2.497,-7.813,-3.371,-7.464,6.076,-0.104,-0.457,9.029,-47.072,-2.899,-1.567,-0.957,-0.405,-2.728,-1.928,-1.476
55.414,10.075,-3.773,-4.039,0.093,8.253,-0.199,-0.475,8.999,0.585,-3.023,-1.577,-0.929,-0.498,-2.802,-1.907,-1.580
55.425,-18.367,-8.767,-2.257,5.525,13.347,-0.269,-0.330,9.088,22.215,-2.083,-1.815,-1.174,-0.594,-3.011,-2.146,-1.674
55.436,-14.094,-7.232,3.231,1.286,8.188,-0.174,-0.244,9.114,8.318,-1.539,-1.845,-1.201,-0.688,-3.014,-2.149,-1.747
55.447,12.395,-3.586,6.141,-0.509,5.803,-0.015,-0.240,9.044,-3.453,-1.523,-1.846,-1.202,-0.767,-2.983,-2.127,-1.806
55.458,-7.258,-4.275,-1.726,2.105,11.177,-0.056,-0.210,9.086,10.551,-1.329,-1.879,-1.246,-0.818,-2.963,-2.148,-1.837
55.468,16.057,2.110,-3.860,-1.199,8.828,-0.133,-0.239,9.104,-7.099,-1.506,-1.761,-1.113,-0.844,-2.839,-1.989,-1.838
55.479,8.977,3.152,2.915,-6.214,5.379,-0.102,-0.349,9.034,-45.469,-2.215,-1.800,-1.080,-0.835,-2.980,-1.939,-1.811
55.490,5.436,1.525,-2.085,0.251,12.119,-0.136,-0.355,9.081,1.174,-2.239,-1.858,-1.123,-0.834,-3.045,-1.977,-1.806
55.501,17.522,6.345,-11.584,0.431,12.047,-0.358,-0.337,9.146,1.479,-2.115,-1.698,-0.963,-0.809,-2.859,-1.805,-1.768
55.512,17.522,4.539,-3.400,-4.863,7.463,-0.468,-0.387,9.129,-30.686,-2.425,-1.742,-0.986,-0.775,-2.919,-1.819,-1.723
55.523,-0.056,6.086,5.925,1.164,8.583,-0.342,-0.357,9.137,6.373,-2.240,-1.545,-0.798,-0.718,-2.696,-1.634,-1.667
55.534,22.161,9.887,-1.137,10.627,11.781,-0.262,-0.115,9.180,41.940,-0.720,-1.411,-0.679,-0.655,-2.505,-1.497,-1.584
55.545,-2.986,11.235,2.491,-0.358,8.627,-0.204,-0.054,9.176,-2.289,-0.340,-1.221,-0.496,-0.532,-2.258,-1.278,-1.422
55.556,36.321,16.064,8.383,-5.761,6.543,-0.019,-0.178,9.131,-28.464,-1.123,-1.061,-0.292,-0.405,-2.144,-1.055,-1.271
55.567,-2.253,12.389,-0.425,1.717,8.504,0.007,-0.182,9.113,11.409,-1.147,-0.998,-0.230,-0.259,-2.058,-0.986,-1.114
55.578,43.035,20.295,-6.468,0.280,10.107,-0.115,-0.188,9.113,1.340,-1.186,-0.696,0.079,-0.105,-1.745,-0.662,-0.942
55.589,6.413,16.479,4.603,-7.357,6.823,-0.079,-0.348,9.072,-41.810,-2.201,-0.633,0.212,0.080,-1.794,-0.531,-0.754
55.600,26.677,21.043,0.975,-0.387,11.127,-0.072,-0.407,9.173,-1.988,-2.541,-0.355,0.527,0.257,-1.583,-0.236,-0.590
55.610,20.452,18.511,-8.149,-1.077,13.053,-0.234,-0.421,9.295,-4.006,-2.593,-0.287,0.600,0.434,-1.523,-0.176,-0.422
55.621,30.950,25.926,-7.689,-8.168,9.266,-0.419,-0.571,9.360,-34.169,-3.493,0.185,1.092,0.660,-1.093,0.290,-0.213
55.632,23.259,23.430,-0.943,-8.729,6.794,-0.477,-0.759,9.381,-51.864,-4.622,0.272,1.255,0.881,-1.168,0.404,-0.034
55.643,30.095,24.185,-2.538,3.930,11.845,-0.503,-0.633,9.494,17.984,-3.812,0.537,1.487,1.090,-0.878,0.585,0.130
55.654,6.291,19.410,-4.902,1.631,13.548,-0.567,-0.516,9.612,6.463,-3.073,0.608,1.544,1.283,-0.795,0.607,0.295
55.665,25.701,21.190,-2.818,-4.569,10.775,-0.619,-0.567,9.703,-22.316,-3.344,0.834,1.773,1.464,-0.594,0.805,0.449
55.676,28.386,20.694,-3.062,-4.777,8.001,-0.638,-0.643,9.695,-29.159,-3.791,0.959,1.942,1.640,-0.571,0.929,0.586
55.687,9.465,18.562,-5.074,-0.423,10.179,-0.697,-0.630,9.721,-2.133,-3.704,1.074,2.064,1.805,-0.499,1.001,0.707
55.698,2.629,15.349,-5.239,0.582,12.672,-0.780,-0.580,9.808,2.433,-3.379,1.140,2.128,1.943,-0.453,1.022,0.806
55.709,18.620,14.272,-0.792,-2.579,12.629,-0.741,-0.593,9.922,-11.525,-3.414,1.239,2.219,2.054,-0.361,1.075,0.882
55.720,0.553,9.419,0.824,-3.211,9.632,-0.678,-0.620,9.928,-18.383,-3.571,1.209,2.182,2.134,-0.403,0.996,0.923
55.731,19.841,10.264,-5.009,0.345,8.950,-0.721,-0.576,9.916,1.929,-3.317,1.306,2.259,2.184,-0.297,1.030,0.932
55.741,-2.497,5.173,-10.441,4.103,10.236,-0.899,-0.447,9.914,15.682,-2.574,1.210,2.124,2.210,-0.343,0.861,0.925
55.752,-0.300,4.179,-3.278,3.564,11.917,-0.918,-0.308,9.973,16.093,-1.764,1.216,2.088,2.217,-0.266,0.809,0.916
55.763,-15.681,-1.219,4.215,-1.522,10.876,-0.738,-0.295,10.025,-7.441,-1.682,1.019,1.885,2.189,-0.451,0.598,0.877
55.773,7.878,0.563,9.755,-0.452,9.194,-0.398,-0.291,10.037,-1.933,-1.663,1.043,1.897,2.145,-0.408,0.597,0.819
55.784,-25.569,-7.535,-1.144,7.939,11.522,-0.346,-0.228,10.054,34.455,-1.302,0.724,1.561,2.059,-0.694,0.252,0.719
55.795,-31.185,-10.399,-3.501,8.248,11.824,-0.404,-0.013,10.098,33.796,-0.074,0.573,1.372,1.939,-0.759,0.077,0.607
55.806,-32.283,-12.089,-0.964,-4.224,9.367,-0.404,-0.089,10.093,-24.173,-0.507,0.368,1.218,1.804,-1.026,-0.053,0.490
55.817,-21.541,-19.354,0.580,-8.988,6.902,-0.362,-0.309,9.988,-52.405,-1.776,-0.174,0.777,1.587,-1.723,-0.482,0.277
55.827,-17.757,-19.152,-0.806,-7.076,6.873,-0.363,-0.488,9.915,-45.660,-2.819,-0.471,0.569,1.343,-2.166,-0.695,0.020
55.838,-32.406,-21.910,-3.342,0.266,9.870,-0.415,-0.465,9.933,1.464,-2.679,-0.812,0.236,1.082,-2.511,-1.036,-0.256
55.849,-12.874,-23.619,-1.877,1.861,13.649,-0.409,-0.422,9.958,7.697,-2.431,-1.199,-0.146,0.791,-2.883,-1.414,-0.552
55.860,-36.800,-26.739,-1.079,-1.544,12.844,-0.418,-0.388,10.036,-6.835,-2.214,-1.548,-0.508,0.492,-3.180,-1.761,-0.846
55.870,-19.832,-26.381,0.105,-1.975,8.971,-0.423,-0.404,10.090,-12.422,-2.296,-1.801,-0.769,0.184,-3.388,-2.007,-1.149
55.881,-34.969,-26.891,4.661,3.384,6.988,-0.251,-0.289,10.019,21.955,-1.654,-2.015,-1.040,-0.119,-3.467,-2.260,-1.443
55.892,-17.268,-25.736,6.479,5.073,9.000,-0.080,-0.174,9.965,24.593,-1.001,-2.313,-1.383,-0.435,-3.641,-2.567,-1.732
55.902,-38.631,-29.641,1.047,0.165,10.804,-0.077,-0.170,9.973,0.875,-0.980,-2.672,-1.756,-0.738,-3.919,-2.892,-1.997
55.913,-24.959,-25.406,-3.522,-1.134,11.651,-0.145,-0.195,10.015,-5.328,-1.120,-2.846,-1.926,-1.043,-4.044,-3.016,-2.263
55.924,-10.188,-24.285,-7.467,-3.434,11.120,-0.314,-0.308,10.034,-14.386,-1.759,-3.213,-2.265,-1.338,-4.409,-3.312,-2.523
55.935,-29.476,-24.641,-4.952,-4.332,9.819,-0.415,-0.398,10.052,-21.510,-2.268,-3.502,-2.536,-1.614,-4.679,-3.545,-2.769
55.945,-6.770,-20.764,-1.618,-6.990,9.431,-0.439,-0.548,10.047,-36.166,-3.122,-3.731,-2.725,-1.887,-4.937,-3.702,-3.018
55.957,0.431,-17.060,2.304,-9.584,9.108,-0.358,-0.899,9.986,-45.593,-5.144,-3.953,-2.854,-2.129,-5.298,-3.822,-3.256
55.967,7.268,-13.893,2.879,-0.121,9.460,-0.249,-0.831,9.963,-0.705,-4.772,-4.009,-2.931,-2.331,-5.303,-3.902,-3.464
55.978,-2.619,-12.944,0.407,7.609,10.143,-0.215,-0.588,9.969,36.873,-3.380,-4.016,-3.040,-2.502,-5.107,-4.000,-3.626
55.989,-7.624,-11.873,-1.877,12.200,10.703,-0.233,-0.242,9.994,48.333,-1.392,-4.067,-3.180,-2.651,-4.954,-4.101,-3.738
56.001,-10.798,-8.357,-1.561,11.474,11.335,-0.252,0.074,10.046,45.103,0.427,-4.029,-3.191,-2.756,-4.760,-4.043,-3.777
