R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,40,5,40,5,50,175,0,0,0.995
sysTime,ARawX,ARawY,ARawZ,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
153.193,2.455,4.088,10.430,4.139,-12.322,-10.728,-7.892,-16.319,-14.762,-12.753
153.204,-0.612,10.476,12.801,5.244,-13.173,-11.576,-8.859,-16.857,-15.297,-13.423
153.215,-2.595,14.226,12.219,7.387,-13.889,-12.359,-9.770,-17.120,-15.744,-14.014
153.227,-4.945,12.854,10.437,9.545,-14.446,-12.988,-10.587,-17.182,-16.004,-14.475
153.238,-5.369,6.998,8.950,10.044,-15.104,-13.670,-11.322,-17.417,-16.303,-14.837
153.249,-6.640,3.765,9.704,9.689,-15.467,-14.011,-11.969,-17.441,-16.267,-15.114
153.260,-7.467,-0.006,12.679,8.574,-15.831,-14.330,-12.527,-17.521,-16.223,-15.315
153.271,-7.625,1.358,14.533,7.958,-16.009,-14.480,-12.991,-17.398,-16.026,-15.432
153.282,-6.705,5.719,14.892,7.773,-16.112,-14.555,-13.345,-17.210,-15.765,-15.446
153.294,-5.254,6.517,11.810,7.546,-16.067,-14.471,-13.561,-16.905,-15.357,-15.332
153.304,-2.804,-6.573,10.042,6.223,-15.874,-14.171,-13.636,-16.578,-14.746,-15.084
153.315,-2.315,-3.153,11.687,3.509,-15.782,-13.943,-13.606,-16.376,-14.188,-14.706
153.327,-2.380,-4.404,12.895,1.734,-15.425,-13.513,-13.474,-15.845,-13.477,-14.273
153.339,-3.263,2.012,12.528,1.220,-15.157,-13.255,-13.267,-15.290,-12.971,-13.794
153.350,-5.505,5.374,13.168,1.894,-14.467,-12.601,-12.962,-14.280,-12.078,-13.226
153.362,-6.547,4.261,13.074,3.005,-13.995,-12.181,-12.583,-13.462,-11.416,-12.576
153.374,-4.959,2.931,12.794,4.095,-13.371,-11.607,-12.146,-12.488,-10.594,-11.862
153.385,-1.568,3.025,12.542,5.025,-12.842,-11.114,-11.652,-11.638,-9.853,-11.092
153.397,3.712,3.751,12.183,5.922,-12.514,-10.810,-11.186,-11.012,-9.299,-10.350
153.409,8.706,4.218,11.781,6.955,-12.153,-10.468,-10.760,-10.359,-8.703,-9.647
153.420,12.845,3.118,10.035,7.899,-11.580,-9.927,-10.315,-9.469,-7.906,-8.923
153.432,14.806,0.970,9.022,8.266,-11.300,-9.675,-9.887,-8.881,-7.399,-8.219
153.443,15.158,-0.689,8.174,7.786,-10.852,-9.204,-9.489,-8.234,-6.692,-7.563
153.454,8.871,-2.808,8.160,7.455,-10.378,-8.695,-9.052,-7.601,-5.964,-6.886
153.465,1.277,-1.486,10.250,7.690,-9.740,-8.039,-8.547,-6.786,-5.103,-6.154
153.477,-0.979,-3.563,9.654,7.712,-8.924,-7.206,-7.933,-5.802,-4.081,-5.325
153.487,6.227,2.249,7.290,7.599,-8.194,-6.483,-7.335,-4.922,-3.222,-4.569
153.498,6.694,1.660,5.652,7.548,-7.369,-5.662,-6.656,-3.961,-2.279,-3.744
153.509,1.887,3.485,10.480,7.666,-6.488,-4.773,-5.914,-2.981,-1.283,-2.870
153.519,3.576,8.105,12.004,8.785,-5.640,-3.956,-5.146,-1.969,-0.363,-1.974
153.530,5.480,9.499,11.429,8.736,-4.863,-3.175,-4.357,-1.101,0.512,-1.065
153.541,3.087,-1.767,12.435,7.155,-4.220,-2.447,-3.582,-0.526,1.315,-0.192
153.552,0.098,-7.385,12.988,5.688,-3.509,-1.690,-2.830,0.154,2.113,0.624
153.563,-0.497,-7.062,10.064,4.952,-2.877,-1.025,-2.103,0.758,2.796,1.391
153.573,2.520,-1.587,10.416,4.212,-2.318,-0.456,-1.430,1.312,3.366,2.085
153.584,-1.331,8.177,8.878,6.067,-1.660,0.093,-0.797,2.173,3.920,2.743
153.595,-6.863,7.652,10.258,6.464,-1.304,0.436,-0.216,2.569,4.276,3.351
153.606,-10.786,0.072,11.565,5.880,-1.060,0.702,0.273,2.789,4.550,3.862
153.617,-7.007,-2.025,10.674,4.965,-0.931,0.884,0.682,2.825,4.725,4.274
153.628,-0.835,-0.833,8.813,4.664,-0.794,1.033,1.024,2.933,4.858,4.607
153.638,7.434,6.876,7.355,5.958,-0.728,1.041,1.258,3.100,4.856,4.836
153.650,2.570,10.145,7.836,6.607,-0.693,1.038,1.420,3.213,4.854,5.002
153.661,-0.361,10.993,9.525,7.052,-0.659,1.031,1.511,3.326,4.853,5.100
153.672,-0.943,-1.314,9.647,5.638,-0.679,1.091,1.571,3.172,4.916,5.162
153.683,1.305,-8.061,9.209,2.920,-1.023,0.880,1.561,2.579,4.680,5.124
153.694,4.460,-9.074,7.384,1.202,-1.443,0.541,1.463,1.983,4.294,4.975
153.705,5.013,-3.074,8.346,1.410,-1.919,0.069,1.251,1.470,3.775,4.708
153.716,0.565,4.404,10.222,2.751,-2.514,-0.577,0.936,0.951,3.100,4.353
153.727,-2.725,6.050,12.909,3.539,-3.319,-1.430,0.494,0.236,2.240,3.888
153.738,-6.073,5.626,12.815,4.104,-4.246,-2.376,-0.098,-0.634,1.307,3.287
153.749,0.917,1.214,10.452,3.618,-5.373,-3.477,-0.828,-1.775,0.230,2.555
153.760,7.951,-0.545,6.737,2.899,-6.572,-4.655,-1.675,-2.972,-0.918,1.709
153.772,7.355,2.055,6.651,2.908,-7.923,-6.014,-2.678,-4.256,-2.236,0.715
153.783,-0.282,3.621,8.813,3.137,-9.265,-7.386,-3.793,-5.476,-3.549,-0.375
153.794,-7.862,2.694,11.120,3.216,-10.851,-8.984,-5.047,-6.953,-5.066,-1.587
153.805,-11.541,2.170,12.614,3.092,-12.365,-10.511,-6.385,-8.342,-6.499,-2.870
153.816,-9.177,1.954,13.376,2.446,-14.027,-12.147,-7.860,-9.932,-8.026,-4.277
153.827,-3.565,0.776,12.988,1.523,-15.626,-13.703,-9.364,-11.481,-9.467,-5.706
153.838,0.860,-2.068,10.753,0.456,-17.209,-15.210,-10.901,-13.060,-10.851,-7.161
153.850,0.098,2.378,11.752,0.120,-18.773,-16.753,-12.450,-14.523,-12.269,-8.624
153.861,-0.174,-1.371,11.845,-0.980,-20.189,-18.133,-13.968,-15.857,-13.519,-10.050
153.872,-4.959,-4.978,13.785,-2.379,-21.559,-19.472,-15.451,-17.134,-14.727,-11.436
153.883,-3.738,2.091,13.225,-1.859,-22.699,-20.656,-16.899,-18.042,-15.772,-12.775
153.894,-1.144,6.646,14.202,-0.915,-23.718,-21.701,-18.224,-18.845,-16.657,-13.967
153.905,-0.102,9.312,13.297,-0.036,-24.686,-22.691,-19.455,-19.580,-17.467,-15.041
153.916,-2.868,7.408,11.192,0.451,-25.621,-23.643,-20.575,-20.282,-18.223,-15.986
153.928,-9.507,4.835,10.502,0.783,-26.366,-24.406,-21.595,-20.780,-18.779,-16.816
153.939,-13.818,3.751,12.097,1.202,-27.118,-25.177,-22.529,-21.273,-19.332,-17.546
153.950,-10.276,5.173,12.679,2.203,-27.734,-25.834,-23.386,-21.576,-19.757,-18.181
153.961,-9.766,7.070,12.887,3.335,-28.427,-26.575,-24.159,-21.931,-20.248,-18.714
153.972,-6.569,8.033,12.047,3.692,-28.928,-27.094,-24.870,-22.143,-20.509,-19.175
153.983,-4.356,4.613,10.617,3.401,-29.410,-27.550,-25.523,-22.411,-20.710,-19.578
153.995,-4.657,-2.729,10.100,2.432,-29.684,-27.768,-26.083,-22.533,-20.684,-19.893
154.006,-6.331,-6.617,11.529,1.393,-30.082,-28.138,-26.593,-22.740,-20.823,-20.170
154.017,-4.938,-7.141,12.463,-0.764,-30.372,-28.357,-27.047,-22.934,-20.833,-20.411
154.028,0.472,-4.978,13.699,-1.037,-30.605,-28.606,-27.439,-22.935,-20.888,-20.602
154.039,6.888,-4.928,11.479,-1.259,-30.606,-28.630,-27.758,-22.702,-20.724,-20.723
154.050,9.051,-9.943,9.611,-3.268,-30.647,-28.608,-27.993,-22.673,-20.533,-20.777
154.061,3.964,-11.567,10.365,-5.402,-30.508,-28.387,-28.138,-22.528,-20.177,-20.770
154.071,0.141,-9.390,11.989,-5.214,-30.083,-28.001,-28.143,-21.901,-19.670,-20.632
154.082,2.232,-2.392,9.338,-4.168,-29.522,-27.533,-28.020,-21.053,-19.081,-20.364
154.093,4.215,-2.650,8.181,-3.819,-28.881,-26.939,-27.761,-20.206,-18.370,-19.958
154.104,0.242,-3.757,7.247,-3.903,-28.413,-26.466,-27.422,-19.633,-17.788,-19.480
154.115,-6.863,-1.508,10.006,-3.227,-27.958,-26.059,-27.048,-18.984,-17.274,-18.968
154.126,-9.737,4.289,11.738,-2.062,-27.436,-25.587,-26.635,-18.264,-16.692,-18.414
154.137,-8.056,9.348,11.637,0.278,-26.820,-25.071,-26.173,-17.356,-16.051,-17.797
154.148,-5.182,6.107,11.048,1.425,-26.363,-24.663,-25.720,-16.681,-15.507,-17.177
154.159,-4.700,1.387,11.623,1.285,-25.814,-24.095,-25.233,-16.041,-14.808,-16.530
154.170,-4.550,-1.594,14.490,0.748,-25.313,-23.583,-24.761,-15.452,-14.183,-15.916
154.181,-0.698,-2.780,13.570,0.306,-24.926,-23.194,-24.302,-14.973,-13.695,-15.329
154.192,7.068,-5.589,9.151,-0.920,-24.578,-22.806,-23.873,-14.616,-13.226,-14.790
154.203,8.921,-7.134,6.974,-1.938,-24.308,-22.488,-23.484,-14.369,-12.847,-14.314
154.214,5.839,-7.579,7.807,-2.078,-24.160,-22.309,-23.156,-14.221,-12.615,-13.909
154.225,3.741,-6.875,8.397,-2.045,-23.943,-22.080,-22.879,-13.974,-12.336,-13.559
154.236,6.435,-2.442,7.003,-1.358,-23.915,-22.104,-22.655,-13.806,-12.309,-13.265
154.247,4.330,-3.764,6.047,-1.487,-24.032,-22.219,-22.530,-13.877,-12.372,-13.073
154.257,1.859,-2.780,8.246,-1.552,-24.045,-22.227,-22.456,-13.850,-12.333,-12.936
154.268,4.438,0.668,12.097,-0.980,-24.193,-22.403,-22.431,-13.898,-12.454,-12.845
154.279,7.887,5.885,11.594,0.983,-24.471,-22.775,-22.493,-13.942,-12.752,-12.825
154.290,7.520,1.358,8.289,1.805,-24.584,-22.942,-22.615,-13.880,-12.828,-12.850
154.301,3.569,0.007,8.440,2.469,-24.753,-23.127,-22.754,-13.933,-12.915,-12.885
154.312,5.128,2.041,10.064,2.735,-24.897,-23.239,-22.889,-14.033,-12.920,-12.907
154.323,7.298,1.954,8.619,2.932,-25.118,-23.469,-23.042,-14.138,-13.042,-12.947
154.334,5.106,-3.254,7.031,2.480,-25.237,-23.574,-23.190,-14.183,-13.043,-12.986
154.345,0.371,-6.351,7.233,1.812,-25.370,-23.660,-23.317,-14.308,-13.033,-13.012
154.357,1.578,-2.744,11.228,1.649,-25.593,-23.882,-23.456,-14.447,-13.165,-13.056
154.368,8.397,0.244,11.946,1.970,-25.678,-23.986,-23.598,-14.418,-13.182,-13.106
154.379,10.524,-4.123,9.719,1.549,-26.058,-24.351,-23.773,-14.738,-13.457,-13.188
154.390,8.993,-5.496,5.551,1.095,-26.419,-24.687,-24.004,-15.058,-13.706,-13.331
154.401,5.861,-3.778,5.070,0.778,-26.946,-25.183,-24.290,-15.558,-14.118,-13.534
154.413,2.124,-1.271,8.145,0.703,-27.485,-25.720,-24.654,-16.017,-14.569,-13.815
154.424,-0.598,3.010,11.960,1.518,-27.941,-26.221,-25.057,-16.306,-14.976,-14.130
154.435,4.495,2.220,11.443,2.134,-28.404,-26.714,-25.490,-16.615,-15.363,-14.460
154.446,4.603,4.792,10.502,3.160,-28.870,-27.228,-25.934,-16.884,-15.754,-14.788
154.457,2.872,4.943,8.210,3.260,-29.405,-27.780,-26.399,-17.267,-16.177,-15.131
154.468,-1.970,3.672,8.102,2.910,-29.879,-28.271,-26.878,-17.591,-16.539,-15.487
154.480,-8.149,1.732,10.358,2.222,-30.288,-28.673,-27.353,-17.898,-16.818,-15.846
154.491,-8.595,0.201,12.557,1.346,-30.715,-29.066,-27.811,-18.274,-17.098,-16.196
154.502,-3.472,-1.350,12.830,0.797,-31.193,-29.510,-28.246,-18.705,-17.432,-16.525
154.512,4.172,-5.409,7.067,-0.443,-31.408,-29.652,-28.619,-18.947,-17.476,-16.803
154.522,-2.674,-2.607,5.868,-1.420,-31.586,-29.749,-28.920,-19.180,-17.490,-17.022
154.533,-5.261,2.687,11.738,-1.322,-31.722,-29.898,-29.164,-19.213,-17.559,-17.184
154.543,-0.016,0.826,11.314,-1.137,-31.884,-30.070,-29.384,-19.271,-17.647,-17.318
154.554,12.464,-5.359,7.146,-2.082,-31.973,-30.146,-29.575,-19.309,-17.648,-17.432
154.565,5.961,-4.799,6.543,-3.436,-32.085,-30.173,-29.722,-19.505,-17.620,-17.519
154.575,-5.426,-0.811,11.156,-3.201,-32.258,-30.365,-29.864,-19.590,-17.760,-17.604
154.586,-5.081,-1.781,11.357,-3.417,-32.135,-30.245,-29.959,-19.405,-17.589,-17.641
154.596,10.847,-2.305,9.510,-3.854,-32.092,-30.208,-30.002,-19.306,-17.508,-17.633
154.607,15.223,-0.430,8.239,-3.975,-32.014,-30.140,-30.025,-19.170,-17.402,-17.609
154.617,1.557,-0.172,11.644,-3.796,-31.794,-29.944,-29.990,-18.868,-17.170,-17.527
154.628,-7.251,-4.504,13.311,-4.367,-31.592,-29.747,-29.905,-18.629,-16.943,-17.401
154.638,0.817,-2.543,10.380,-4.638,-31.214,-29.383,-29.766,-18.208,-16.563,-17.232
154.649,6.910,5.166,9.510,-3.076,-30.766,-29.038,-29.557,-17.563,-16.196,-16.985
154.659,-1.137,6.546,11.055,-1.806,-30.102,-28.465,-29.256,-16.713,-15.588,-16.631
154.671,-0.662,5.899,10.746,-2.100,-29.335,-27.735,-28.773,-15.857,-14.821,-16.086
154.682,-13.021,-0.861,13.649,-3.548,-28.451,-26.808,-28.161,-15.043,-13.881,-15.432
154.694,-4.700,4.174,13.124,-3.908,-27.428,-25.760,-27.362,-14.097,-12.861,-14.628
154.704,-9.845,-1.098,14.605,-4.072,-26.227,-24.577,-26.557,-12.910,-11.715,-13.830
154.715,-1.539,-4.511,10.473,-4.849,-25.081,-23.387,-25.628,-11.904,-10.586,-12.927
154.725,2.735,-5.108,5.573,-5.929,-23.980,-22.211,-24.612,-11.021,-9.498,-11.965
154.736,-1.525,-2.377,6.047,-6.539,-22.658,-20.847,-23.504,-9.886,-8.248,-10.933
154.747,-6.353,2.177,9.295,-6.006,-21.156,-19.382,-22.316,-8.446,-6.910,-9.832
154.758,-9.004,7.271,12.090,-4.419,-19.501,-17.807,-21.004,-6.785,-5.464,-8.607
154.769,-5.850,4.685,13.009,-3.819,-17.741,-16.091,-19.556,-5.089,-3.884,-7.250
154.780,-5.714,-1.953,11.163,-4.920,-16.087,-14.368,-18.050,-3.723,-2.325,-5.860
154.791,-5.714,-7.967,10.308,-6.392,-14.388,-12.600,-16.468,-2.341,-0.756,-4.430
154.802,-2.085,-8.406,9.783,-7.542,-12.519,-10.673,-14.806,-0.803,0.937,-2.951
154.813,2.232,-3.060,11.220,-7.927,-10.730,-8.889,-13.087,0.733,2.458,-1.444
154.824,6.012,0.029,11.436,-7.540,-8.831,-7.037,-11.336,2.439,4.036,0.082
154.835,6.313,3.039,8.655,-7.050,-6.893,-5.158,-9.527,4.189,5.626,1.652
154.846,4.891,6.711,9.438,-6.508,-5.111,-3.421,-7.746,5.748,7.062,3.182
154.856,-3.968,-0.531,11.774,-6.597,-3.342,-1.679,-5.971,7.248,8.495,4.696
154.867,-10.750,-8.147,11.149,-7.657,-1.748,-0.071,-4.247,8.475,9.768,6.130
154.878,-2.157,-8.312,11.364,-8.287,-0.182,1.506,-2.565,9.661,10.989,7.498
154.889,7.312,-2.693,11.228,-8.478,1.253,2.920,-0.953,10.756,12.027,8.775
154.900,6.105,4.203,7.319,-7.439,2.639,4.222,0.587,11.899,12.949,9.972
154.911,3.561,9.111,9.532,-6.490,3.752,5.266,2.007,12.747,13.621,11.050
154.922,-3.536,0.841,12.320,-6.522,4.749,6.261,3.292,13.367,14.246,11.993
154.933,-5.448,-10.324,9.884,-8.657,5.596,7.179,4.460,13.692,14.775,12.794
154.944,2.635,-8.240,12.442,-9.083,6.544,8.109,5.541,14.256,15.296,13.487
154.955,3.497,-6.243,9.733,-9.169,7.435,8.984,6.540,14.753,15.760,14.091
154.965,7.520,5.985,9.151,-7.132,8.314,9.750,7.487,15.411,16.122,14.650
154.976,6.414,7.990,9.388,-4.701,9.279,10.606,8.405,16.176,16.607,15.211
154.987,-3.033,3.966,10.171,-4.591,10.063,11.369,9.299,16.613,17.006,15.752
154.998,-7.503,0.453,10.459,-5.043,10.928,12.236,10.173,17.086,17.502,16.266
155.009,-4.873,-6.423,13.045,-6.627,11.725,13.091,11.039,17.383,17.972,16.758
155.020,-2.337,-10.439,12.147,-8.567,12.553,13.970,11.902,17.696,18.441,17.221
155.031,3.260,-6.976,8.885,-8.572,13.337,14.742,12.726,18.070,18.793,17.635
155.042,6.206,8.565,12.205,-6.552,14.086,15.408,13.522,18.537,19.050,18.031
155.053,-1.273,8.450,12.090,-4.038,14.721,15.929,14.258,18.974,19.197,18.400
155.064,-5.218,3.212,11.738,-3.164,15.439,16.586,14.971,19.419,19.499,18.762
155.075,2.714,-0.890,10.035,-3.502,15.774,16.935,15.590,19.355,19.495,19.029
155.086,11.602,-1.221,10.020,-3.857,16.243,17.407,16.155,19.440,19.611,19.238
155.097,2.168,0.539,9.884,-4.129,16.575,17.739,16.651,19.392,19.586,19.374
155.107,-1.834,1.265,10.919,-3.904,16.750,17.883,17.051,19.249,19.381,19.420
155.118,3.791,-5.941,10.710,-4.854,16.872,18.032,17.370,18.957,19.182,19.383
155.128,3.504,-4.073,9.130,-5.245,16.966,18.147,17.604,18.639,18.943,19.254
155.139,-5.634,0.237,10.976,-5.133,17.049,18.222,17.787,18.369,18.672,19.082
155.149,6.062,2.436,11.817,-4.295,17.079,18.201,17.909,18.140,18.324,18.865
155.161,6.313,-0.940,9.194,-4.415,16.998,18.100,17.957,17.674,17.829,18.503
155.172,3.159,-0.919,10.861,-4.207,16.826,17.895,17.920,17.152,17.246,18.068
155.184,0.465,4.246,11.594,-3.373,16.684,17.685,17.826,16.741,16.679,17.596
155.195,-6.331,6.869,13.728,-1.921,16.495,17.434,17.698,16.306,16.106,17.124
155.206,-5.476,2.996,14.849,-1.705,16.285,17.221,17.549,15.764,15.591,16.650
155.218,-1.065,-1.601,12.866,-2.060,16.014,16.962,17.339,15.154,15.043,16.129
155.229,8.102,-2.852,8.533,-2.073,15.551,16.498,17.070,14.381,14.299,15.555
155.240,5.545,-3.412,7.513,-1.799,15.087,16.042,16.727,13.616,13.583,14.926
155.252,1.916,2.896,9.467,-1.590,14.513,15.480,16.316,12.749,12.778,14.244
155.263,-5.793,1.365,11.156,-1.483,14.040,15.011,15.877,12.016,12.084,13.552
155.274,-7.804,-3.060,11.903,-2.754,13.515,14.529,15.419,11.167,11.379,12.843
155.286,-4.377,-5.812,12.090,-4.856,12.905,14.005,14.926,10.147,10.616,12.084
155.297,2.268,-10.511,8.971,-7.126,12.214,13.445,14.389,8.956,9.799,11.262
155.308,3.964,-7.134,7.477,-8.976,11.667,13.023,13.857,7.902,9.101,10.429
155.320,1.348,1.875,7.463,-8.719,11.161,12.475,13.362,7.194,8.279,9.635
155.331,-6.310,6.467,10.121,-7.900,10.681,11.925,12.847,6.579,7.477,8.844
155.342,-7.445,4.210,11.378,-7.175,10.230,11.435,12.322,5.966,6.768,8.075
155.353,-9.277,0.007,10.322,-7.021,9.857,11.025,11.854,5.445,6.155,7.381
155.365,-1.065,-1.177,8.195,-6.143,9.477,10.575,11.391,4.997,5.526,6.719
155.376,-0.591,-2.262,10.459,-5.396,9.176,10.220,10.947,4.622,5.020,6.104
155.387,-6.281,1.538,12.693,-4.482,8.893,9.876,10.552,4.297,4.549,5.562
155.398,-12.352,-0.581,14.317,-4.760,8.394,9.377,10.158,3.662,3.936,5.036
155.409,-10.851,-8.082,12.851,-6.324,7.922,8.943,9.736,2.980,3.382,4.473
155.420,-3.867,-6.502,9.381,-5.970,7.511,8.479,9.310,2.529,2.799,3.910
155.431,-2.954,0.352,10.480,-4.737,7.101,7.996,8.900,2.134,2.226,3.389
155.442,-12.489,4.936,13.900,-3.642,6.668,7.502,8.458,1.720,1.665,2.861
155.452,-13.445,-0.516,13.886,-3.842,6.139,6.982,7.989,1.098,1.097,2.323
155.463,-3.364,-1.515,10.430,-4.039,5.695,6.524,7.521,0.605,0.592,1.789
155.474,2.714,2.429,10.574,-3.687,5.226,6.003,7.041,0.172,0.037,1.254
155.485,-0.756,7.257,10.876,-3.209,4.780,5.517,6.567,-0.248,-0.466,0.743
155.495,-6.964,7.322,11.307,-2.270,4.352,5.055,6.093,-0.641,-0.926,0.252
155.506,-6.159,1.401,11.774,-3.496,3.743,4.523,5.594,-1.416,-1.454,-0.261
155.517,-2.365,-3.757,12.198,-5.271,3.223,4.087,5.095,-2.124,-1.901,-0.790
155.528,-3.227,-11.129,9.841,-7.514,2.597,3.576,4.602,-3.012,-2.445,-1.333
155.538,-5.261,-1.853,8.914,-7.164,2.213,3.147,4.114,-3.373,-2.921,-1.884
155.550,-0.490,0.374,9.941,-4.693,1.751,2.564,3.593,-3.631,-3.500,-2.420
155.561,2.067,7.767,13.455,-1.927,1.261,1.991,3.069,-3.935,-4.011,-2.903
155.572,6.392,4.828,10.789,-0.913,0.712,1.405,2.546,-4.346,-4.497,-3.346
155.584,3.576,5.504,10.329,0.107,0.337,0.994,2.060,-4.558,-4.782,-3.725
155.594,2.498,4.821,9.338,0.324,-0.125,0.504,1.627,-4.875,-5.147,-4.050
155.605,2.433,1.559,11.192,-1.514,-0.607,0.068,1.131,-5.350,-5.455,-4.436
155.616,-1.187,-5.970,10.753,-3.818,-1.065,-0.297,0.662,-5.929,-5.746,-4.843
155.628,-6.770,-10.468,9.704,-5.894,-1.396,-0.552,0.221,-6.379,-5.957,-5.250
155.639,-12.726,-7.155,10.789,-7.134,-1.799,-0.945,-0.203,-6.793,-6.329,-5.662
155.650,-7.783,-3.570,12.011,-7.313,-2.134,-1.303,-0.597,-7.084,-6.671,-6.048
155.662,-2.847,-1.156,13.081,-6.930,-2.460,-1.669,-0.982,-7.326,-7.011,-6.414
155.673,1.787,-1.759,13.484,-6.832,-2.734,-1.964,-1.335,-7.545,-7.272,-6.739
155.684,11.214,-4.921,9.331,-6.773,-3.128,-2.385,-1.696,-7.862,-7.650,-7.063
155.696,8.404,-6.947,6.608,-7.105,-3.554,-2.819,-2.101,-8.246,-8.037,-7.427
155.707,3.518,-5.754,6.162,-7.531,-4.101,-3.326,-2.542,-8.841,-8.496,-7.828
155.719,4.072,-3.376,8.720,-7.909,-4.535,-3.740,-2.981,-9.285,-8.866,-8.231
155.730,8.957,-3.275,10.114,-7.964,-4.952,-4.167,-3.411,-9.650,-9.246,-8.620
155.742,12.227,-6.933,9.043,-8.696,-5.286,-4.503,-3.816,-9.946,-9.535,-8.985
155.753,7.370,-9.304,8.627,-8.677,-5.454,-4.694,-4.161,-10.041,-9.676,-9.284
155.764,3.346,-4.849,7.829,-7.274,-5.641,-4.912,-4.459,-10.121,-9.830,-9.520
155.776,0.055,-3.850,6.658,-6.101,-5.825,-5.111,-4.722,-10.208,-9.943,-9.697
155.787,-0.001,-1.062,9.525,-4.803,-5.851,-5.209,-4.929,-10.010,-9.936,-9.798
155.799,6.694,1.150,10.423,-3.327,-5.920,-5.369,-5.075,-9.801,-9.970,-9.817
155.810,14.907,0.330,8.325,-2.470,-5.952,-5.464,-5.199,-9.598,-9.920,-9.796
155.822,13.735,-1.465,7.254,-2.412,-6.031,-5.571,-5.313,-9.504,-9.878,-9.759
155.834,8.023,-3.017,7.851,-3.008,-6.123,-5.641,-5.419,-9.528,-9.810,-9.724
155.845,3.044,-4.346,7.484,-3.808,-6.168,-5.643,-5.494,-9.563,-9.688,-9.672
155.857,4.869,-5.043,8.713,-4.024,-6.281,-5.738,-5.571,-9.618,-9.668,-9.631
155.869,7.678,-10.568,5.156,-4.680,-6.389,-5.798,-5.648,-9.731,-9.616,-9.593
155.879,3.885,-1.371,7.836,-5.204,-6.629,-6.006,-5.745,-9.975,-9.753,-9.617
155.890,1.600,6.423,11.299,-3.952,-6.718,-6.118,-5.853,-9.950,-9.781,-9.640
155.900,-0.842,2.292,9.331,-3.546,-6.796,-6.233,-5.959,-9.882,-9.805,-9.654
155.911,1.262,-5.726,9.108,-5.126,-6.868,-6.244,-6.053,-10.009,-9.737,-9.666
155.921,5.803,-9.433,10.423,-7.007,-6.943,-6.259,-6.128,-10.157,-9.698,-9.685
155.932,10.366,-3.225,7.168,-7.024,-6.945,-6.277,-6.198,-10.098,-9.674,-9.709
155.942,8.533,3.930,7.211,-5.422,-6.858,-6.273,-6.235,-9.810,-9.615,-9.687
155.953,-1.417,2.752,12.255,-4.422,-6.747,-6.217,-6.251,-9.538,-9.487,-9.627
155.963,-3.968,-2.923,12.657,-5.054,-6.529,-5.990,-6.208,-9.287,-9.194,-9.510
155.974,9.338,-3.822,8.533,-5.478,-6.354,-5.814,-6.125,-9.075,-8.962,-9.364
155.984,14.231,-3.548,7.836,-5.495,-6.166,-5.636,-6.022,-8.831,-8.733,-9.201
155.995,-0.943,-0.811,10.976,-4.996,-5.908,-5.406,-5.882,-8.486,-8.453,-9.001
156.005,-6.238,3.398,13.692,-4.214,-5.692,-5.208,-5.721,-8.198,-8.201,-8.775
156.016,7.183,1.839,12.269,-4.240,-5.492,-5.006,-5.542,-7.961,-7.942,-8.529
156.026,11.587,-7.040,8.986,-5.380,-5.387,-4.873,-5.373,-7.885,-7.764,-8.306
156.037,7.520,-7.263,7.391,-6.487,-5.354,-4.784,-5.230,-7.947,-7.652,-8.130
156.047,-1.992,2.953,11.795,-5.952,-5.282,-4.738,-5.113,-7.815,-7.582,-7.981
156.058,-2.265,4.483,14.964,-4.831,-5.214,-4.694,-5.014,-7.677,-7.502,-7.839
156.068,4.898,-3.196,11.127,-4.892,-5.260,-4.741,-4.950,-7.697,-7.509,-7.730
156.079,7.499,0.287,8.418,-4.816,-5.290,-4.779,-4.922,-7.691,-7.511,-7.662
156.089,5.085,1.890,11.098,-4.478,-5.306,-4.835,-4.915,-7.600,-7.525,-7.609
156.100,-10.980,0.618,12.693,-4.271,-5.322,-4.862,-4.925,-7.567,-7.507,-7.570
156.110,-9.493,2.026,13.577,-3.770,-5.246,-4.810,-4.928,-7.413,-7.407,-7.522
156.121,3.008,0.539,11.917,-3.770,-5.176,-4.730,-4.912,-7.331,-7.278,-7.452
156.132,6.457,-1.379,13.053,-4.355,-5.178,-4.688,-4.890,-7.376,-7.181,-7.370
156.144,9.101,-5.259,10.179,-5.248,-5.078,-4.554,-4.849,-7.316,-7.006,-7.281
156.155,8.641,-6.379,7.470,-6.071,-5.038,-4.489,-4.791,-7.309,-6.915,-7.191
156.167,5.451,-5.208,8.045,-6.717,-4.952,-4.366,-4.735,-7.294,-6.781,-7.116
156.179,1.413,-1.472,8.993,-6.969,-4.925,-4.340,-4.673,-7.271,-6.755,-7.046
156.190,-0.088,0.762,11.594,-6.922,-4.809,-4.247,-4.613,-7.121,-6.664,-6.982
156.202,3.475,0.546,13.053,-6.786,-4.794,-4.236,-4.547,-7.109,-6.654,-6.910
