R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,40,5,40,5,50,175,0,0,0.995
sysTime,ARawX,ARawY,ARawZ,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
163.274,2.635,-1.501,13.275,-1.126,-16.561,-15.100,-14.548,-12.619,-11.506,-11.104
163.286,6.730,-3.089,12.729,-2.376,-16.747,-15.213,-14.821,-12.820,-11.500,-11.259
163.298,9.820,-2.413,11.113,-3.529,-16.736,-15.136,-14.997,-12.835,-11.328,-11.340
163.309,10.215,-1.386,8.950,-4.202,-16.702,-15.076,-15.080,-12.767,-11.192,-11.344
163.321,8.893,-1.630,6.981,-4.209,-16.522,-14.908,-15.094,-12.488,-10.956,-11.282
163.333,6.148,-2.780,6.054,-4.013,-16.317,-14.713,-15.042,-12.189,-10.693,-11.153
163.344,3.906,-0.689,6.370,-3.282,-15.960,-14.392,-14.901,-11.691,-10.302,-10.932
163.356,-0.706,1.085,7.994,-2.601,-15.659,-14.143,-14.696,-11.214,-9.979,-10.639
163.367,-4.162,4.160,9.884,-2.127,-15.414,-13.949,-14.495,-10.796,-9.708,-10.350
163.379,-4.686,5.525,12.370,-2.121,-15.195,-13.748,-14.286,-10.474,-9.437,-10.058
163.391,-2.099,6.754,13.864,-2.117,-14.890,-13.458,-14.043,-10.082,-9.085,-9.740
163.402,1.873,6.100,13.742,-2.104,-14.658,-13.242,-13.812,-9.769,-8.812,-9.442
163.414,5.056,4.131,12.974,-2.473,-14.347,-12.930,-13.575,-9.415,-8.452,-9.144
163.426,5.135,2.939,11.960,-2.963,-14.223,-12.793,-13.367,-9.281,-8.277,-8.886
163.437,1.837,3.248,11.860,-3.353,-14.051,-12.594,-13.178,-9.143,-8.057,-8.665
163.449,3.820,-3.922,9.589,-4.938,-13.843,-12.306,-12.972,-9.082,-7.764,-8.443
163.461,-3.659,4.541,12.665,-5.158,-13.690,-12.144,-12.774,-8.962,-7.623,-8.254
163.472,-0.124,-1.652,11.120,-6.334,-13.453,-11.844,-12.569,-8.872,-7.352,-8.068
163.483,1.593,-8.542,6.593,-7.287,-13.448,-11.767,-12.388,-9.031,-7.312,-7.915
163.493,-4.564,-3.577,6.378,-7.455,-13.261,-11.551,-12.218,-8.939,-7.146,-7.785
163.504,-9.284,0.855,8.260,-6.920,-13.000,-11.320,-12.031,-8.654,-6.958,-7.633
163.515,-8.257,0.065,11.659,-6.182,-12.857,-11.229,-11.848,-8.437,-6.901,-7.476
163.526,-5.936,-4.518,10.617,-6.875,-12.729,-11.082,-11.677,-8.377,-6.791,-7.334
163.537,-2.150,-9.756,8.605,-7.768,-12.649,-10.965,-11.522,-8.411,-6.725,-7.224
163.547,-0.116,-11.854,6.924,-8.130,-12.576,-10.869,-11.380,-8.429,-6.684,-7.131
163.558,-1.302,-3.771,8.052,-7.715,-12.413,-10.716,-11.248,-8.297,-6.590,-7.052
163.569,-3.565,-1.328,10.028,-7.456,-12.375,-10.694,-11.127,-8.275,-6.620,-6.979
163.579,-2.531,-0.825,12.334,-6.652,-12.440,-10.804,-11.062,-8.287,-6.770,-6.951
163.590,0.529,-6.444,10.746,-7.012,-12.316,-10.686,-10.997,-8.187,-6.694,-6.925
163.600,-2.114,-5.402,8.562,-7.314,-12.332,-10.698,-10.958,-8.251,-6.752,-6.929
163.611,-7.445,-2.571,11.077,-6.859,-12.169,-10.565,-10.904,-8.074,-6.661,-6.915
163.621,-6.949,-5.330,12.844,-7.079,-11.913,-10.321,-10.795,-7.834,-6.460,-6.845
163.632,-1.891,-5.172,8.921,-7.272,-11.773,-10.213,-10.674,-7.682,-6.401,-6.768
163.642,-0.145,-0.761,8.670,-6.357,-11.654,-10.164,-10.562,-7.476,-6.394,-6.695
163.653,-2.416,-0.351,12.708,-5.831,-11.603,-10.132,-10.475,-7.421,-6.392,-6.635
163.663,-3.055,-6.509,12.736,-6.499,-11.686,-10.208,-10.423,-7.552,-6.502,-6.614
163.674,-0.159,-7.586,9.180,-7.347,-11.683,-10.179,-10.387,-7.648,-6.518,-6.623
163.684,-5.189,1.825,13.570,-6.603,-11.508,-10.047,-10.333,-7.442,-6.431,-6.613
163.696,-4.097,-7.472,14.425,-6.807,-11.098,-9.659,-10.190,-7.040,-6.090,-6.511
163.706,0.522,-11.373,11.975,-8.150,-10.691,-9.245,-9.964,-6.725,-5.747,-6.348
163.717,-0.325,-7.069,8.914,-7.874,-10.251,-8.838,-9.664,-6.313,-5.423,-6.121
163.728,-5.706,-1.853,12.126,-7.998,-9.655,-8.251,-9.278,-5.797,-4.924,-5.811
163.739,-1.187,-5.711,12.262,-9.635,-9.043,-7.607,-8.814,-5.371,-4.398,-5.448
163.749,5.264,-6.387,10.301,-9.463,-8.407,-6.989,-8.325,-4.843,-3.917,-5.079
163.759,-7.948,-3.398,14.260,-9.038,-7.765,-6.386,-7.771,-4.266,-3.440,-4.634
163.770,-1.482,-7.809,12.183,-10.454,-7.155,-5.719,-7.186,-3.923,-2.925,-4.182
163.780,-0.684,-7.299,11.192,-10.869,-6.598,-5.150,-6.635,-3.567,-2.528,-3.783
163.792,-0.626,-6.969,14.755,-11.450,-5.951,-4.527,-6.014,-3.090,-2.112,-3.348
163.802,4.610,-14.211,12.233,-12.480,-5.385,-4.002,-5.475,-2.654,-1.790,-2.994
163.813,9.367,-8.089,10.559,-11.938,-4.672,-3.360,-4.863,-2.059,-1.389,-2.602
163.824,8.627,1.631,10.028,-10.542,-4.029,-2.811,-4.253,-1.484,-1.074,-2.206
163.836,-0.756,7.250,11.084,-8.154,-3.382,-2.297,-3.663,-0.808,-0.762,-1.800
163.847,-5.067,0.632,13.534,-6.594,-2.802,-1.796,-3.081,-0.265,-0.421,-1.362
163.858,-5.922,-4.813,13.692,-6.247,-2.244,-1.286,-2.543,0.234,-0.032,-0.934
163.870,0.199,-8.420,11.953,-6.288,-1.481,-0.548,-1.941,0.884,0.577,-0.446
163.881,6.234,-7.134,9.295,-5.743,-0.980,-0.081,-1.365,1.285,0.912,0.008
163.892,5.782,-6.365,7.197,-5.522,-0.525,0.380,-0.828,1.569,1.248,0.429
163.903,1.780,-1.537,9.259,-4.979,-0.051,0.851,-0.313,1.890,1.592,0.826
163.915,-6.058,0.869,12.068,-4.361,0.455,1.325,0.197,2.307,1.942,1.222
163.925,-12.934,-1.910,14.540,-4.484,0.916,1.780,0.680,2.623,2.273,1.588
163.936,-8.817,-5.273,12.449,-5.207,1.403,2.278,1.158,2.922,2.635,1.937
163.948,-3.774,-4.404,12.945,-5.159,1.790,2.636,1.640,3.191,2.848,2.280
163.959,-0.519,-3.390,11.493,-5.007,2.156,2.985,2.084,3.411,3.052,2.583
163.971,4.452,-2.952,11.271,-4.733,2.517,3.327,2.468,3.636,3.252,2.828
163.982,3.842,-3.872,9.518,-4.346,2.887,3.670,2.834,3.888,3.456,3.057
163.993,0.084,-7.177,11.343,-4.739,3.288,4.061,3.196,4.134,3.708,3.281
164.005,1.039,-6.365,10.983,-4.967,3.782,4.536,3.603,4.484,4.033,3.542
164.016,1.657,-4.720,9.934,-4.615,4.087,4.836,3.996,4.615,4.184,3.788
164.028,-1.266,-4.353,11.170,-4.280,4.434,5.171,4.373,4.808,4.374,4.023
164.040,-1.553,-5.115,13.642,-4.676,4.616,5.354,4.700,4.811,4.410,4.201
164.051,1.600,-6.099,13.146,-5.007,4.739,5.461,4.940,4.779,4.366,4.287
164.063,0.817,-7.759,10.049,-5.344,4.778,5.499,5.115,4.637,4.251,4.304
164.074,-3.824,-8.743,10.279,-5.643,4.613,5.346,5.180,4.266,3.946,4.210
164.086,-6.475,-7.084,11.917,-5.914,4.515,5.236,5.177,4.012,3.686,4.046
164.097,-0.432,-4.267,12.672,-5.835,4.318,5.020,5.110,3.678,3.324,3.821
164.109,2.879,-4.109,14.691,-5.782,4.187,4.863,4.991,3.428,3.029,3.551
164.121,2.505,-5.718,12.873,-6.017,4.019,4.687,4.864,3.113,2.719,3.276
164.132,-3.199,-6.854,12.262,-6.632,3.817,4.498,4.708,2.719,2.394,2.971
164.144,-9.162,-5.955,13.620,-7.203,3.609,4.288,4.513,2.347,2.047,2.624
164.155,-5.771,-5.172,13.879,-7.391,3.577,4.239,4.360,2.182,1.859,2.319
164.167,-4.075,-3.390,14.914,-7.264,3.590,4.228,4.261,2.080,1.712,2.075
164.178,-6.137,-3.225,12.578,-7.096,3.467,4.078,4.162,1.853,1.434,1.838
164.190,-11.792,-2.147,12.794,-6.858,3.297,3.873,4.026,1.603,1.111,1.573
164.202,-12.015,-0.639,14.209,-6.598,3.074,3.620,3.845,1.303,0.750,1.272
164.213,-9.601,1.459,13.627,-6.017,2.840,3.352,3.633,1.006,0.390,0.954
164.225,-6.648,2.479,12.571,-5.334,2.639,3.113,3.418,0.773,0.075,0.650
164.236,-11.066,2.788,12.047,-4.563,2.371,2.808,3.189,0.485,-0.286,0.351
164.248,-9.766,4.929,13.836,-3.727,2.126,2.534,2.938,0.225,-0.599,0.047
164.259,-4.758,7.494,13.476,-2.654,1.984,2.360,2.714,0.089,-0.792,-0.209
164.271,-3.285,8.917,13.455,-1.689,1.794,2.157,2.504,-0.114,-0.996,-0.431
164.283,-5.326,3.571,11.407,-0.768,1.575,1.891,2.285,-0.254,-1.238,-0.640
164.294,-3.594,8.026,13.922,0.101,1.285,1.570,2.060,-0.482,-1.519,-0.838
164.305,-3.041,7.580,15.179,1.003,1.034,1.293,1.832,-0.663,-1.746,-1.026
164.315,-1.970,-0.445,12.930,-0.097,0.848,1.185,1.614,-0.992,-1.806,-1.207
164.326,0.831,-7.730,10.811,-2.325,0.498,0.947,1.378,-1.564,-2.019,-1.429
164.337,0.307,-6.588,10.258,-3.397,0.155,0.654,1.118,-2.020,-2.307,-1.693
164.347,-0.425,-7.191,10.279,-3.748,-0.283,0.234,0.820,-2.512,-2.721,-1.995
164.358,1.025,-5.790,10.488,-3.819,-0.509,0.003,0.515,-2.738,-2.942,-2.301
164.369,9.130,-0.991,10.179,-3.488,-0.751,-0.271,0.216,-2.923,-3.204,-2.598
164.380,11.522,-0.272,10.056,-3.276,-1.029,-0.571,-0.064,-3.155,-3.483,-2.867
164.391,2.577,-0.409,11.220,-3.309,-1.299,-0.850,-0.331,-3.406,-3.738,-3.121
164.402,-2.049,0.790,11.889,-3.015,-1.410,-0.984,-0.579,-3.466,-3.846,-3.351
164.413,-5.828,2.529,12.528,-2.708,-1.594,-1.178,-0.804,-3.618,-4.007,-3.551
164.423,-6.382,3.980,12.780,-1.758,-1.862,-1.496,-1.045,-3.767,-4.278,-3.752
164.435,-6.166,2.227,11.199,-1.559,-1.975,-1.625,-1.250,-3.817,-4.352,-3.910
164.445,-4.873,-0.897,11.364,-2.016,-2.099,-1.718,-1.426,-3.974,-4.395,-4.042
164.456,-1.625,-7.680,9.417,-3.435,-2.226,-1.758,-1.572,-4.251,-4.395,-4.154
164.467,0.515,-6.466,10.998,-5.071,-2.394,-1.853,-1.684,-4.561,-4.476,-4.255
164.478,4.675,-5.330,11.084,-5.267,-2.312,-1.778,-1.772,-4.471,-4.393,-4.339
164.489,5.365,1.976,10.933,-4.304,-2.387,-1.921,-1.848,-4.415,-4.524,-4.403
164.499,5.164,4.433,10.488,-3.555,-2.316,-1.905,-1.916,-4.230,-4.481,-4.446
164.510,-4.176,2.292,11.436,-3.024,-2.314,-1.926,-1.951,-4.167,-4.467,-4.447
164.520,-1.525,-3.038,12.722,-3.423,-2.380,-1.989,-2.013,-4.223,-4.498,-4.479
164.531,1.075,1.940,8.188,-3.252,-2.584,-2.222,-2.111,-4.359,-4.700,-4.548
164.541,-9.881,2.845,8.418,-3.178,-2.776,-2.425,-2.237,-4.512,-4.864,-4.639
164.551,-5.584,-3.771,9.791,-4.204,-2.923,-2.532,-2.370,-4.723,-4.940,-4.744
164.561,11.070,-0.488,6.464,-4.308,-2.915,-2.540,-2.482,-4.680,-4.926,-4.837
164.572,0.630,0.216,9.676,-4.227,-2.748,-2.390,-2.522,-4.475,-4.752,-4.853
164.582,0.393,-3.218,12.198,-4.592,-2.797,-2.432,-2.539,-4.534,-4.774,-4.850
164.592,2.247,4.311,8.088,-3.920,-2.732,-2.424,-2.558,-4.357,-4.745,-4.848
164.602,-10.520,0.460,8.037,-4.142,-2.835,-2.524,-2.579,-4.459,-4.818,-4.842
164.613,0.113,-5.848,8.533,-4.862,-2.889,-2.538,-2.623,-4.590,-4.815,-4.869
164.623,9.101,3.384,9.216,-4.448,-2.903,-2.563,-2.648,-4.585,-4.824,-4.879
164.633,-2.674,-2.636,10.495,-4.830,-2.930,-2.574,-2.679,-4.638,-4.815,-4.890
164.643,0.903,-3.117,9.467,-5.254,-2.795,-2.428,-2.670,-4.533,-4.661,-4.872
164.655,3.626,5.238,9.568,-4.173,-2.675,-2.379,-2.634,-4.278,-4.596,-4.818
164.666,-3.170,7.422,10.761,-3.255,-2.531,-2.271,-2.561,-4.057,-4.463,-4.717
164.677,-7.776,-0.912,9.941,-4.333,-2.454,-2.137,-2.468,-4.089,-4.308,-4.601
164.688,-6.116,-7.256,6.917,-5.921,-2.508,-2.114,-2.387,-4.305,-4.283,-4.516
164.699,-1.999,-3.189,7.937,-6.381,-2.306,-1.870,-2.295,-4.209,-4.056,-4.437
164.710,-1.043,1.293,9.381,-5.196,-2.281,-1.911,-2.189,-4.073,-4.102,-4.334
164.722,-1.137,8.406,11.716,-2.633,-2.026,-1.757,-2.085,-3.620,-3.925,-4.205
164.733,-4.226,8.356,12.851,-1.744,-1.950,-1.695,-1.967,-3.499,-3.826,-4.047
164.744,-5.225,0.402,10.868,-2.260,-1.826,-1.528,-1.843,-3.439,-3.624,-3.887
164.754,-6.166,-7.687,9.726,-4.091,-1.785,-1.422,-1.731,-3.517,-3.501,-3.755
164.765,1.859,1.092,10.329,-3.385,-1.583,-1.275,-1.617,-3.215,-3.346,-3.631
164.775,1.377,6.179,9.733,-1.581,-1.302,-1.097,-1.463,-2.730,-3.139,-3.445
164.786,-13.035,0.460,10.401,-2.037,-1.194,-0.964,-1.304,-2.657,-2.975,-3.254
164.797,-14.673,-0.107,12.126,-2.331,-1.026,-0.793,-1.133,-2.491,-2.784,-3.059
164.808,-4.111,2.357,13.297,-2.168,-1.038,-0.811,-1.010,-2.488,-2.782,-2.916
164.819,6.644,-0.366,10.940,-2.373,-0.956,-0.700,-0.890,-2.458,-2.653,-2.777
164.830,7.700,-7.349,10.408,-3.222,-0.930,-0.641,-0.792,-2.499,-2.582,-2.668
164.841,4.129,-10.863,9.898,-3.995,-0.769,-0.449,-0.698,-2.406,-2.389,-2.572
164.852,5.580,-6.624,8.612,-3.901,-0.556,-0.241,-0.578,-2.201,-2.185,-2.453
164.863,9.899,-2.507,6.126,-3.071,-0.332,-0.057,-0.432,-1.915,-1.999,-2.303
164.875,9.856,-3.936,5.242,-3.388,-0.214,0.073,-0.288,-1.835,-1.869,-2.158
164.886,3.482,-6.631,7.757,-4.496,-0.024,0.327,-0.128,-1.787,-1.630,-2.009
164.897,0.716,-5.539,10.854,-4.453,0.073,0.403,0.035,-1.679,-1.573,-1.862
164.908,4.431,-1.091,11.091,-4.092,0.370,0.655,0.212,-1.333,-1.344,-1.706
164.919,9.647,1.207,7.973,-3.021,0.612,0.833,0.399,-0.998,-1.180,-1.529
164.930,8.081,1.746,7.096,-1.933,0.860,1.034,0.601,-0.680,-0.980,-1.326
164.941,4.416,-3.764,5.846,-1.766,1.059,1.270,0.815,-0.557,-0.735,-1.100
164.952,0.630,-0.215,9.697,-1.497,1.281,1.491,1.045,-0.344,-0.510,-0.862
164.963,1.384,4.052,11.889,-0.925,1.569,1.753,1.274,-0.017,-0.241,-0.623
164.975,3.138,6.150,11.307,-0.456,1.857,2.019,1.532,0.303,0.031,-0.354
164.986,3.619,4.835,10.020,-0.263,2.206,2.348,1.791,0.682,0.368,-0.084
164.997,1.535,3.801,9.431,-0.249,2.480,2.611,2.065,0.966,0.635,0.198
165.008,-1.381,3.478,9.712,-0.247,2.774,2.901,2.337,1.252,0.927,0.475
165.019,-4.629,2.816,11.572,-0.230,3.011,3.123,2.610,1.496,1.147,0.749
165.030,-8.760,0.927,11.601,-0.658,3.225,3.349,2.859,1.665,1.364,0.993
165.041,-11.965,-1.551,12.801,-1.341,3.345,3.496,3.080,1.702,1.493,1.198
165.052,-7.531,-2.787,11.709,-1.962,3.409,3.598,3.263,1.656,1.569,1.355
165.063,0.529,-1.623,9.906,-2.409,3.442,3.655,3.413,1.601,1.592,1.472
165.074,9.755,0.381,9.000,-2.500,3.419,3.628,3.510,1.540,1.531,1.532
165.085,12.959,1.027,9.496,-2.480,3.357,3.554,3.560,1.457,1.423,1.547
165.097,5.688,0.108,10.660,-2.284,3.336,3.509,3.571,1.440,1.350,1.525
165.108,-2.588,-1.824,11.400,-2.726,3.091,3.275,3.529,1.133,1.088,1.449
165.118,-2.990,-4.878,12.392,-3.143,3.035,3.225,3.460,1.025,1.006,1.342
165.130,-0.555,-6.954,8.447,-3.509,2.824,3.037,3.354,0.718,0.777,1.187
165.141,-1.402,-6.875,7.649,-3.829,2.527,2.790,3.195,0.279,0.489,0.977
165.153,-3.515,-4.483,6.952,-3.529,2.156,2.427,2.967,-0.147,0.091,0.703
165.165,-3.493,-1.415,8.598,-2.580,1.899,2.120,2.717,-0.341,-0.232,0.423
165.176,-1.295,2.809,9.374,-0.842,1.617,1.758,2.452,-0.477,-0.585,0.155
165.188,-0.368,5.065,11.012,1.194,1.173,1.239,2.130,-0.748,-1.055,-0.133
165.199,-1.568,9.915,13.462,2.613,0.998,1.032,1.828,-0.809,-1.187,-0.375
165.211,-0.921,6.567,13.275,3.145,0.788,0.835,1.579,-0.968,-1.293,-0.547
165.223,0.371,3.715,12.514,3.025,0.434,0.505,1.304,-1.286,-1.525,-0.738
165.234,-0.124,0.625,11.393,2.262,0.110,0.209,1.029,-1.584,-1.729,-0.934
165.246,11.364,-1.450,7.671,1.403,-0.117,0.020,0.775,-1.815,-1.838,-1.122
165.257,9.762,-0.452,6.636,0.768,-0.283,-0.119,0.543,-1.974,-1.910,-1.297
165.268,9.561,2.601,5.932,0.757,-0.382,-0.226,0.363,-2.004,-1.954,-1.423
165.279,1.212,4.031,9.201,0.610,-0.534,-0.400,0.198,-2.071,-2.078,-1.545
165.290,-3.350,-7.522,11.299,-1.699,-0.740,-0.521,0.042,-2.408,-2.164,-1.673
165.301,-0.490,-10.252,8.713,-4.202,-1.094,-0.765,-0.150,-2.963,-2.405,-1.870
165.312,3.547,-6.092,7.218,-5.230,-1.265,-0.879,-0.349,-3.258,-2.537,-2.094
165.323,3.971,3.176,7.010,-4.236,-1.415,-1.089,-0.526,-3.302,-2.754,-2.284
165.334,-1.022,5.856,7.111,-2.602,-1.555,-1.347,-0.732,-3.212,-2.998,-2.484
165.346,-3.041,7.932,9.259,-2.003,-1.693,-1.529,-0.912,-3.243,-3.150,-2.643
165.356,-2.301,-5.898,9.618,-2.521,-1.903,-1.703,-1.073,-3.497,-3.293,-2.779
165.367,1.636,-10.575,7.606,-5.162,-2.199,-1.883,-1.249,-4.005,-3.470,-2.958
165.378,4.639,-1.838,6.500,-5.183,-2.595,-2.283,-1.485,-4.403,-3.877,-3.210
165.388,7.348,6.574,8.037,-3.177,-2.790,-2.558,-1.739,-4.432,-4.133,-3.453
165.399,-1.244,0.747,9.474,-2.944,-3.167,-2.978,-2.025,-4.700,-4.517,-3.712
165.410,-8.968,-5.165,10.746,-4.259,-3.533,-3.318,-2.348,-5.087,-4.826,-4.015
165.421,-4.226,-4.396,9.884,-4.577,-3.852,-3.625,-2.679,-5.410,-5.111,-4.334
165.432,14.418,-4.317,6.873,-5.262,-4.211,-3.987,-3.009,-5.746,-5.453,-4.652
165.443,10.042,-7.996,4.718,-6.577,-4.571,-4.314,-3.362,-6.159,-5.767,-5.002
165.454,3.123,-5.776,5.717,-6.479,-5.029,-4.723,-3.728,-6.697,-6.165,-5.366
165.465,3.770,6.021,11.228,-4.663,-5.337,-5.073,-4.089,-6.902,-6.488,-5.709
165.476,2.225,4.871,9.446,-3.071,-5.728,-5.542,-4.462,-7.098,-6.900,-6.035
165.486,-0.203,1.681,7.419,-2.625,-6.078,-5.936,-4.834,-7.300,-7.222,-6.345
165.497,2.685,-6.875,12.859,-3.478,-6.481,-6.343,-5.220,-7.632,-7.558,-6.671
165.507,8.289,-2.478,8.059,-3.695,-7.016,-6.893,-5.641,-8.083,-8.044,-7.039
165.518,5.315,5.906,8.993,-2.175,-7.427,-7.386,-6.083,-8.271,-8.453,-7.408
165.528,-15.054,2.723,11.134,-1.372,-7.911,-7.891,-6.538,-8.622,-8.852,-7.770
165.538,-9.910,4.922,11.881,-0.721,-8.572,-8.574,-7.035,-9.136,-9.417,-8.162
165.549,-2.739,1.459,11.163,-0.242,-9.232,-9.226,-7.594,-9.691,-9.935,-8.603
165.560,0.055,-10.863,3.928,-2.031,-10.002,-9.857,-8.175,-10.600,-10.443,-9.076
165.570,5.221,-2.981,7.879,-2.865,-10.822,-10.612,-8.814,-11.427,-11.084,-9.618
165.582,4.905,-2.320,9.151,-1.976,-11.398,-11.207,-9.509,-11.813,-11.519,-10.172
165.593,4.883,-3.182,8.332,-1.681,-11.884,-11.708,-10.125,-12.103,-11.849,-10.634
165.605,4.388,-3.893,6.917,-1.748,-12.418,-12.244,-10.715,-12.463,-12.208,-11.064
165.617,4.927,-3.261,5.357,-1.800,-13.073,-12.887,-11.299,-12.964,-12.672,-11.484
165.627,4.359,2.687,7.182,-1.012,-13.677,-13.527,-11.841,-13.355,-13.160,-11.887
165.638,-2.825,0.877,13.843,-0.817,-14.206,-14.073,-12.405,-13.695,-13.543,-12.301
165.648,0.709,-2.356,10.998,-1.448,-14.838,-14.672,-12.967,-14.229,-13.980,-12.715
165.659,3.605,-2.047,5.602,-1.778,-15.048,-14.859,-13.468,-14.328,-14.011,-13.069
165.669,-5.024,4.182,8.548,-0.918,-15.384,-15.238,-13.902,-14.427,-14.230,-13.351
165.680,-2.178,3.980,12.966,-0.731,-15.768,-15.630,-14.315,-14.633,-14.452,-13.602
165.691,3.533,-2.528,9.891,-0.911,-15.891,-15.718,-14.660,-14.653,-14.372,-13.783
165.701,4.474,-10.001,7.312,-2.604,-16.020,-15.752,-14.928,-14.808,-14.258,-13.905
165.712,-2.897,4.397,9.597,-2.238,-16.045,-15.810,-15.127,-14.634,-14.177,-13.964
165.722,-3.774,9.527,10.085,-0.133,-16.131,-15.991,-15.300,-14.386,-14.194,-13.973
165.733,0.745,-6.617,7.973,-2.048,-16.145,-15.887,-15.419,-14.465,-13.936,-13.934
165.743,5.070,-7.012,8.368,-3.667,-16.134,-15.786,-15.486,-14.492,-13.716,-13.877
165.754,1.341,5.044,10.868,-2.208,-15.788,-15.504,-15.465,-13.906,-13.314,-13.727
165.764,-2.495,1.415,9.862,-1.559,-15.554,-15.293,-15.366,-13.497,-12.972,-13.487
165.775,-4.090,-4.569,8.921,-2.100,-15.344,-15.058,-15.232,-13.211,-12.614,-13.221
165.785,1.672,4.002,8.073,-1.809,-14.997,-14.743,-15.045,-12.693,-12.188,-12.910
165.796,3.116,4.282,10.495,-0.740,-14.725,-14.533,-14.832,-12.187,-11.856,-12.562
165.806,1.384,-9.447,9.352,-2.162,-14.252,-14.017,-14.568,-11.688,-11.235,-12.178
165.817,0.436,-3.081,8.849,-2.740,-13.860,-13.592,-14.254,-11.276,-10.732,-11.769
165.828,-3.062,10.720,10.250,-0.905,-13.252,-13.050,-13.878,-10.463,-10.104,-11.290
165.838,-1.826,-0.782,9.036,-1.935,-12.839,-12.596,-13.461,-10.039,-9.567,-10.770
165.848,3.504,-7.270,7.764,-3.066,-12.273,-11.974,-13.009,-9.517,-8.889,-10.243
165.859,1.090,2.615,10.761,-2.323,-11.722,-11.446,-12.517,-8.876,-8.314,-9.684
165.869,2.476,-2.262,10.056,-2.679,-11.141,-10.841,-12.003,-8.290,-7.665,-9.105
165.880,3.051,-2.528,7.060,-2.648,-10.598,-10.281,-11.459,-7.747,-7.076,-8.511
165.890,-6.367,9.039,13.096,-1.241,-9.953,-9.664,-10.904,-7.018,-6.428,-7.904
165.901,-1.151,-1.436,8.684,-2.286,-9.493,-9.135,-10.340,-6.651,-5.872,-7.292
165.911,2.189,-7.572,4.876,-3.551,-9.065,-8.602,-9.805,-6.406,-5.337,-6.737
165.922,-6.252,-2.047,8.411,-3.406,-8.558,-8.080,-9.267,-5.923,-4.826,-6.188
165.933,-0.195,0.136,11.917,-3.060,-7.971,-7.508,-8.737,-5.313,-4.266,-5.652
165.943,14.763,0.352,8.088,-2.831,-7.383,-6.938,-8.196,-4.698,-3.715,-5.110
165.954,-2.107,1.617,9.381,-2.705,-6.903,-6.487,-7.660,-4.181,-3.285,-4.578
165.965,-11.828,-2.183,12.629,-3.382,-6.369,-5.953,-7.112,-3.677,-2.787,-4.045
165.976,-8.896,-5.179,10.811,-4.202,-5.884,-5.446,-6.583,-3.276,-2.339,-3.553
165.988,-1.561,-2.528,8.088,-3.647,-5.257,-4.874,-6.051,-2.609,-1.831,-3.065
165.999,1.198,4.038,7.427,-1.824,-4.548,-4.286,-5.478,-1.727,-1.296,-2.524
166.010,-2.437,6.948,10.250,-1.028,-4.123,-3.901,-4.948,-1.268,-0.948,-2.014
166.021,-3.005,-5.869,9.058,-2.354,-3.731,-3.434,-4.465,-1.061,-0.529,-1.562
166.032,-0.864,-11.402,6.421,-5.438,-3.401,-2.948,-3.996,-1.111,-0.145,-1.179
166.043,-1.201,-7.802,5.594,-5.652,-2.995,-2.505,-3.508,-0.883,0.175,-0.796
166.055,-3.465,-0.998,7.908,-4.435,-2.665,-2.175,-3.064,-0.655,0.392,-0.452
166.066,-0.648,5.259,12.571,-2.590,-2.390,-1.955,-2.671,-0.355,0.522,-0.137
166.078,1.147,2.781,12.909,-2.539,-2.286,-1.847,-2.359,-0.330,0.550,0.101
166.089,4.043,-2.586,10.710,-3.627,-2.237,-1.745,-2.131,-0.460,0.562,0.244
166.101,7.262,-6.092,7.139,-5.026,-2.205,-1.629,-1.969,-0.675,0.569,0.301
166.113,8.641,-6.415,5.293,-5.850,-2.139,-1.532,-1.825,-0.774,0.541,0.323
166.124,7.894,-0.969,6.263,-4.989,-1.987,-1.414,-1.696,-0.663,0.540,0.335
166.136,4.122,2.831,9.101,-3.836,-1.828,-1.286,-1.557,-0.536,0.567,0.373
166.147,-0.670,3.075,11.824,-3.160,-1.540,-1.028,-1.375,-0.269,0.734,0.468
166.158,-11.059,-2.499,11.450,-3.672,-1.392,-0.867,-1.208,-0.211,0.823,0.566
166.169,4.194,-0.761,5.868,-3.621,-1.244,-0.725,-1.036,-0.121,0.885,0.660
166.179,8.339,3.592,7.800,-2.707,-1.133,-0.653,-0.890,0.000,0.888,0.738
166.190,-1.654,-1.357,10.452,-3.446,-1.098,-0.596,-0.764,-0.065,0.876,0.796
166.201,-1.323,-4.892,9.913,-4.667,-1.204,-0.657,-0.690,-0.330,0.734,0.788
166.212,1.787,-5.000,9.826,-5.253,-1.202,-0.635,-0.641,-0.445,0.666,0.745
166.223,-3.378,-1.817,7.685,-4.670,-1.165,-0.642,-0.616,-0.404,0.574,0.682
166.234,-8.135,5.274,9.101,-3.118,-1.241,-0.782,-0.624,-0.427,0.363,0.599
166.245,-3.601,5.669,11.544,-1.750,-1.240,-0.849,-0.642,-0.341,0.251,0.532
