R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,10,50,10,50,175,0,0,0.995
sysTime,ARawX,ARawY,ARawZ,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
292.254,8.225,3.327,8.023,-5.296,-2.297,-2.091,-1.023,-5.050,-4.973,-4.162
292.265,-2.782,2.005,7.563,-4.902,-3.023,-2.854,-1.456,-5.673,-5.702,-4.577
292.276,-9.924,-0.294,9.589,-5.011,-3.551,-3.393,-1.938,-6.144,-6.200,-5.034
292.287,-7.625,-3.117,14.418,-5.254,-4.348,-4.192,-2.499,-6.897,-6.950,-5.567
292.298,-0.210,-4.483,11.407,-6.233,-5.104,-4.890,-3.106,-7.726,-7.602,-6.148
292.310,8.965,-3.944,7.319,-6.583,-5.886,-5.671,-3.776,-8.465,-8.334,-6.791
292.321,11.429,0.503,6.895,-5.936,-6.873,-6.675,-4.520,-9.361,-9.277,-7.497
292.332,4.093,-2.629,7.039,-5.597,-7.914,-7.715,-5.362,-10.321,-10.231,-8.280
292.343,-6.346,-0.782,10.437,-5.213,-9.011,-8.833,-6.268,-11.280,-11.248,-9.112
292.354,-5.656,5.913,12.126,-4.360,-10.178,-10.033,-7.264,-12.267,-12.327,-10.018
292.365,1.011,7.645,12.334,-3.861,-11.323,-11.196,-8.299,-13.246,-13.350,-10.946
292.377,-1.956,-0.164,13.153,-4.825,-12.540,-12.377,-9.399,-14.391,-14.383,-11.929
292.388,-5.735,-4.324,12.442,-5.690,-13.751,-13.571,-10.533,-15.488,-15.426,-12.944
292.399,-6.698,-0.976,10.265,-5.917,-14.919,-14.738,-11.703,-16.509,-16.437,-13.991
292.410,-0.900,-0.337,8.404,-5.870,-16.140,-15.962,-12.873,-17.556,-17.493,-15.024
292.421,-5.879,-6.365,8.950,-6.653,-17.361,-17.146,-14.045,-18.681,-18.502,-16.052
292.433,-11.670,-9.225,10.488,-8.716,-18.539,-18.271,-15.221,-19.799,-19.463,-17.094
292.444,-8.688,-2.564,12.902,-9.116,-19.674,-19.393,-16.399,-20.798,-20.426,-18.142
292.455,1.988,0.625,12.341,-8.655,-20.741,-20.461,-17.526,-21.689,-21.319,-19.122
292.466,4.028,-4.439,11.041,-9.567,-21.820,-21.485,-18.642,-22.690,-22.163,-20.082
292.477,-0.339,-8.980,9.640,-10.995,-22.865,-22.480,-19.710,-23.658,-22.984,-21.002
292.489,4.402,-5.632,10.955,-11.485,-23.891,-23.495,-20.769,-24.529,-23.831,-21.914
292.500,4.948,-3.505,10.976,-11.347,-24.812,-24.452,-21.799,-25.196,-24.609,-22.786
292.511,5.070,-7.507,7.060,-11.284,-25.633,-25.294,-22.787,-25.782,-25.262,-23.604
292.522,-1.395,-11.179,4.898,-11.571,-26.467,-26.095,-23.730,-26.482,-25.869,-24.370
292.533,-1.460,-8.032,8.303,-12.654,-27.327,-26.904,-24.650,-27.250,-26.492,-25.119
292.545,-2.020,-4.087,11.853,-12.560,-28.012,-27.621,-25.512,-27.678,-27.021,-25.805
292.556,2.074,-7.091,7.319,-12.312,-28.719,-28.326,-26.332,-28.187,-27.528,-26.437
292.567,0.925,-9.052,7.305,-12.244,-29.359,-28.944,-27.098,-28.657,-27.941,-27.007
292.578,5.279,-4.066,12.715,-11.375,-29.898,-29.540,-27.801,-28.866,-28.323,-27.502
292.589,13.491,-2.420,9.632,-10.215,-30.415,-30.139,-28.477,-28.992,-28.689,-27.950
292.600,9.274,-6.933,5.530,-10.415,-30.837,-30.560,-29.089,-29.181,-28.873,-28.329
292.612,1.176,-8.995,6.442,-10.228,-31.267,-30.962,-29.647,-29.427,-29.036,-28.649
292.623,5.861,-4.317,8.562,-9.393,-31.616,-31.364,-30.147,-29.429,-29.191,-28.901
292.634,6.443,-5.151,4.948,-9.187,-31.874,-31.646,-30.581,-29.390,-29.220,-29.080
292.645,-3.134,-7.004,6.097,-10.050,-32.119,-31.808,-30.938,-29.557,-29.146,-29.196
292.656,2.469,-1.508,10.883,-9.285,-32.172,-31.913,-31.218,-29.279,-29.018,-29.237
292.668,12.500,-3.857,9.316,-8.718,-32.238,-32.030,-31.432,-29.007,-28.890,-29.198
292.679,6.759,-7.709,8.296,-8.682,-32.265,-32.058,-31.596,-28.793,-28.677,-29.110
292.690,5.070,-6.631,8.569,-8.212,-32.137,-31.939,-31.682,-28.414,-28.317,-28.944
292.701,11.982,-5.373,4.545,-8.418,-31.959,-31.778,-31.688,-27.978,-27.926,-28.706
292.712,-0.648,-9.282,6.543,-9.538,-31.796,-31.540,-31.630,-27.747,-27.475,-28.418
292.723,0.163,-8.362,8.957,-10.666,-31.473,-31.175,-31.498,-27.317,-26.924,-28.081
292.734,6.342,-1.838,5.020,-9.440,-30.947,-30.726,-31.272,-26.464,-26.292,-27.651
292.745,4.603,-4.921,11.184,-9.223,-30.462,-30.265,-30.964,-25.754,-25.649,-27.137
292.756,8.426,-5.029,9.755,-8.871,-29.852,-29.704,-30.577,-24.883,-24.914,-26.552
292.767,12.385,-2.794,4.653,-8.288,-29.254,-29.141,-30.136,-24.058,-24.180,-25.914
292.779,4.812,-5.373,8.713,-7.608,-28.753,-28.627,-29.659,-23.421,-23.497,-25.242
292.790,1.456,-5.524,7.563,-7.965,-28.179,-28.041,-29.160,-22.722,-22.759,-24.564
292.801,6.809,-1.084,5.523,-7.600,-27.577,-27.484,-28.632,-21.900,-22.060,-23.867
292.812,9.590,-3.721,8.749,-7.484,-26.966,-26.891,-28.066,-21.129,-21.330,-23.137
292.823,4.251,-7.860,9.654,-7.707,-26.383,-26.313,-27.503,-20.419,-20.625,-22.422
292.835,9.611,-1.824,9.115,-6.309,-25.660,-25.654,-26.912,-19.465,-19.843,-21.681
292.846,15.625,0.704,7.649,-5.407,-25.003,-25.010,-26.298,-18.669,-19.074,-20.916
292.857,7.801,-7.989,4.294,-6.366,-24.365,-24.317,-25.668,-18.032,-18.267,-20.147
292.868,-0.849,-8.988,4.883,-6.933,-23.675,-23.561,-25.017,-17.380,-17.419,-19.377
292.879,0.594,-1.853,7.779,-6.636,-22.760,-22.661,-24.300,-16.367,-16.444,-18.555
292.890,5.372,2.450,7.578,-5.488,-21.792,-21.770,-23.534,-15.196,-15.480,-17.687
292.902,0.774,-0.689,6.241,-5.437,-20.714,-20.702,-22.624,-14.027,-14.333,-16.658
292.913,-0.246,-4.382,7.312,-5.755,-19.543,-19.499,-21.636,-12.870,-13.070,-15.569
292.924,-2.760,0.984,10.567,-4.724,-18.258,-18.261,-20.549,-11.465,-11.788,-14.395
292.936,5.530,3.880,11.019,-2.964,-16.952,-17.020,-19.388,-10.004,-10.500,-13.145
292.947,8.878,7.580,12.226,-1.685,-15.620,-15.712,-18.154,-8.596,-9.146,-11.821
292.959,10.222,4.756,9.496,-1.506,-14.085,-14.162,-16.815,-7.077,-7.566,-10.407
292.970,1.988,0.216,9.367,-1.958,-12.611,-12.674,-15.414,-5.637,-6.073,-8.954
292.981,-4.262,-3.448,10.035,-3.596,-11.269,-11.271,-14.025,-4.460,-4.706,-7.558
292.992,-7.668,-5.029,9.352,-5.283,-9.839,-9.786,-12.609,-3.227,-3.310,-6.185
293.004,-2.466,-6.387,9.668,-6.852,-8.551,-8.436,-11.211,-2.196,-2.098,-4.881
293.015,-0.504,-6.056,10.840,-7.631,-7.208,-7.079,-9.845,-1.052,-0.910,-3.642
293.026,-0.066,0.079,10.466,-6.921,-5.850,-5.777,-8.466,0.217,0.202,-2.411
293.038,-2.164,6.208,12.334,-6.053,-4.574,-4.534,-7.151,1.358,1.254,-1.250
293.049,0.192,6.143,13.009,-5.211,-3.463,-3.442,-5.880,2.305,2.155,-0.136
293.060,4.776,0.618,11.199,-5.893,-2.416,-2.377,-4.674,3.109,3.014,0.895
293.071,6.385,-6.099,6.421,-7.133,-1.492,-1.395,-3.561,3.688,3.768,1.807
293.083,2.692,-3.527,5.903,-7.728,-0.597,-0.450,-2.497,4.232,4.458,2.641
293.094,2.872,3.499,9.712,-7.304,0.322,0.433,-1.494,4.955,5.077,3.401
293.105,6.694,7.056,11.738,-6.489,1.351,1.430,-0.480,5.779,5.809,4.173
293.117,1.736,-0.631,13.376,-7.740,2.145,2.240,0.462,6.262,6.344,4.859
293.128,0.457,-8.707,8.303,-9.031,3.002,3.155,1.386,6.706,6.956,5.498
293.139,-0.713,-10.353,5.997,-10.381,3.743,3.981,2.266,6.960,7.455,6.068
293.150,0.256,-5.366,8.677,-9.827,4.518,4.746,3.115,7.425,7.886,6.598
293.162,-6.475,-0.509,13.060,-9.228,5.280,5.470,3.911,7.934,8.281,7.078
293.173,-10.168,0.352,13.864,-8.513,6.038,6.183,4.709,8.455,8.670,7.563
293.184,-3.817,-1.537,12.880,-8.441,6.824,6.966,5.492,8.922,9.131,8.035
293.196,6.112,-2.420,10.049,-8.351,7.462,7.583,6.215,9.277,9.426,8.446
293.207,0.651,-5.977,8.684,-8.510,8.196,8.319,6.921,9.682,9.838,8.837
293.218,-2.854,0.366,8.849,-7.339,8.767,8.822,7.586,10.063,10.026,9.194
293.229,-2.990,7.824,13.512,-6.136,9.384,9.391,8.230,10.465,10.297,9.545
293.241,0.845,6.423,15.431,-5.853,9.901,9.945,8.851,10.617,10.558,9.878
293.252,2.534,-1.429,10.157,-6.966,10.350,10.461,9.441,10.629,10.770,10.167
293.263,1.420,-4.274,7.067,-7.781,10.787,10.946,9.979,10.659,10.940,10.390
293.275,7.168,0.524,7.757,-7.206,11.131,11.249,10.456,10.768,10.931,10.554
293.286,1.327,2.824,11.493,-6.875,11.515,11.601,10.881,10.913,10.982,10.676
293.297,0.673,4.153,10.394,-6.941,11.928,11.989,11.306,11.068,11.067,10.795
293.308,4.014,1.336,12.298,-7.734,12.253,12.328,11.693,11.053,11.098,10.870
293.320,2.735,-2.923,10.401,-8.957,12.571,12.695,12.058,10.955,11.143,10.910
293.331,3.662,-8.837,5.602,-10.380,12.718,12.946,12.374,10.567,11.058,10.885
293.343,6.335,-2.270,6.881,-10.436,12.926,13.157,12.663,10.429,10.925,10.824
293.354,5.746,4.505,12.320,-9.563,13.179,13.357,12.920,10.461,10.794,10.743
293.365,-0.152,-1.867,12.586,-10.203,13.327,13.511,13.147,10.280,10.628,10.643
293.377,-0.907,-6.724,8.576,-11.489,13.406,13.657,13.326,9.901,10.440,10.481
293.388,4.848,-7.838,6.952,-12.183,13.361,13.650,13.448,9.448,10.093,10.252
293.399,7.089,-4.511,9.352,-12.213,13.388,13.664,13.532,9.174,9.772,9.990
293.411,1.449,-0.552,9.546,-11.602,13.383,13.607,13.568,8.956,9.394,9.694
293.422,2.994,3.592,10.509,-10.861,13.439,13.601,13.595,8.831,9.085,9.405
293.433,3.533,-0.983,12.521,-11.020,13.323,13.460,13.564,8.476,8.656,9.074
293.444,3.913,-9.419,7.534,-11.991,13.165,13.347,13.489,7.942,8.256,8.696
293.456,2.412,-9.340,5.781,-12.633,12.825,13.070,13.359,7.198,7.692,8.264
293.467,4.919,-1.853,8.756,-11.493,12.629,12.829,13.191,6.827,7.184,7.812
293.478,1.787,2.055,13.290,-10.691,12.361,12.512,12.973,6.411,6.626,7.334
293.490,0.960,1.257,11.069,-10.400,12.201,12.301,12.760,6.123,6.187,6.877
293.501,-3.565,-3.865,10.100,-10.671,11.871,11.964,12.482,5.590,5.640,6.370
293.512,-3.493,-4.518,10.832,-11.151,11.542,11.647,12.189,5.028,5.115,5.850
293.524,2.534,-8.269,10.121,-12.582,11.101,11.281,11.876,4.224,4.533,5.303
293.535,8.900,-6.861,9.992,-13.181,10.676,10.874,11.519,3.552,3.909,4.709
293.546,8.203,-6.193,7.204,-12.804,10.311,10.468,11.156,3.064,3.299,4.124
293.558,1.952,-1.264,8.160,-11.246,9.825,9.919,10.740,2.525,2.576,3.514
293.569,-1.546,0.524,9.395,-9.662,9.303,9.332,10.275,1.997,1.860,2.898
293.580,-5.498,0.201,12.463,-8.996,8.862,8.850,9.805,1.523,1.277,2.305
293.592,-0.641,-0.322,13.893,-9.142,8.281,8.250,9.283,0.882,0.587,1.671
293.603,-0.504,-7.802,10.890,-10.405,7.758,7.785,8.768,0.145,0.031,1.043
293.614,0.486,-11.035,8.210,-11.442,7.071,7.143,8.205,-0.732,-0.708,0.360
293.625,-2.207,-11.093,6.529,-11.256,6.565,6.629,7.639,-1.309,-1.305,-0.308
293.637,-2.545,-2.988,9.108,-9.246,5.963,5.970,7.077,-1.856,-2.014,-0.942
293.648,-4.219,5.928,13.570,-6.855,5.388,5.297,6.492,-2.252,-2.690,-1.553
293.659,-1.992,6.718,14.892,-5.381,4.952,4.824,5.948,-2.601,-3.132,-2.088
293.670,-0.238,1.746,13.347,-5.349,4.295,4.188,5.395,-3.263,-3.717,-2.612
293.682,2.714,-4.245,9.776,-5.806,3.699,3.608,4.824,-3.846,-4.240,-3.146
293.693,-0.483,-5.761,8.648,-6.116,3.073,3.001,4.235,-4.458,-4.785,-3.695
293.704,-1.568,-0.222,9.740,-5.154,2.529,2.401,3.654,-4.828,-5.309,-4.219
293.715,-4.506,7.235,11.493,-3.924,2.040,1.847,3.089,-5.104,-5.763,-4.706
293.727,-3.026,7.954,14.051,-2.677,1.468,1.238,2.537,-5.495,-6.247,-5.152
293.738,2.146,4.577,13.247,-2.678,0.816,0.612,1.948,-6.076,-6.731,-5.620
293.750,2.498,0.956,10.380,-2.843,0.188,-0.019,1.336,-6.562,-7.214,-6.103
293.760,15.640,0.366,7.930,-2.793,-0.387,-0.600,0.783,-7.016,-7.670,-6.546
293.771,12.507,3.046,8.361,-2.722,-0.821,-1.040,0.226,-7.322,-7.977,-6.986
293.782,2.304,-0.430,11.077,-2.999,-1.424,-1.637,-0.324,-7.813,-8.437,-7.415
293.793,0.925,-6.516,10.983,-4.630,-1.921,-2.063,-0.861,-8.334,-8.736,-7.839
293.804,4.280,-11.337,7.089,-5.768,-2.353,-2.439,-1.364,-8.773,-9.001,-8.243
293.815,8.038,-10.044,6.169,-6.373,-2.716,-2.762,-1.822,-9.117,-9.219,-8.606
293.825,4.230,0.553,10.933,-6.288,-2.916,-2.962,-2.208,-9.222,-9.320,-8.900
293.836,-2.983,4.699,15.891,-4.600,-3.173,-3.273,-2.537,-9.264,-9.513,-9.118
293.847,-1.014,-1.587,12.140,-4.824,-3.321,-3.399,-2.829,-9.337,-9.516,-9.291
293.857,2.096,-3.513,10.365,-5.209,-3.281,-3.343,-3.043,-9.216,-9.344,-9.390
293.868,-0.720,2.608,9.482,-4.459,-3.341,-3.463,-3.189,-9.049,-9.346,-9.418
293.879,-5.333,5.770,10.825,-3.115,-3.270,-3.458,-3.286,-8.725,-9.210,-9.383
293.890,-8.817,5.885,11.644,-2.906,-3.012,-3.213,-3.294,-8.323,-8.832,-9.255
293.901,-8.142,2.917,10.761,-2.889,-2.700,-2.891,-3.230,-7.910,-8.382,-9.055
293.912,2.764,-4.662,8.239,-4.211,-2.483,-2.600,-3.083,-7.734,-7.977,-8.786
293.922,7.556,-4.439,7.060,-5.341,-2.056,-2.129,-2.859,-7.307,-7.418,-8.461
293.933,10.926,-1.917,6.564,-5.314,-1.714,-1.794,-2.581,-6.879,-7.005,-8.092
293.944,9.992,2.400,9.029,-4.672,-1.161,-1.274,-2.236,-6.195,-6.410,-7.659
293.955,6.105,3.959,11.371,-3.902,-0.614,-0.781,-1.839,-5.472,-5.840,-7.168
293.966,3.684,1.142,12.507,-4.644,-0.151,-0.311,-1.414,-4.965,-5.306,-6.662
293.977,4.416,-4.130,12.169,-5.298,0.355,0.212,-0.979,-4.451,-4.734,-6.163
293.988,9.309,-12.753,8.713,-7.851,0.773,0.705,-0.534,-4.164,-4.223,-5.681
293.998,10.840,-9.764,8.152,-7.981,1.200,1.145,-0.101,-3.764,-3.781,-5.229
294.010,7.837,-4.109,7.678,-7.711,1.616,1.548,0.351,-3.336,-3.387,-4.764
294.021,2.060,0.675,6.902,-6.568,1.793,1.671,0.716,-3.059,-3.263,-4.380
294.032,-2.696,8.069,10.013,-5.525,1.863,1.661,0.950,-2.828,-3.258,-4.118
294.043,-5.232,7.817,11.292,-4.225,1.834,1.564,1.092,-2.702,-3.320,-3.933
294.054,0.493,-0.847,10.940,-5.355,1.676,1.439,1.123,-2.903,-3.411,-3.861
294.064,1.212,-3.405,10.703,-6.684,1.466,1.306,1.097,-3.260,-3.532,-3.872
294.075,4.323,-6.638,8.124,-7.147,1.298,1.185,1.015,-3.518,-3.648,-3.946
294.086,4.625,-3.901,9.058,-7.489,1.172,1.083,0.923,-3.694,-3.750,-4.036
294.097,6.464,-0.121,9.589,-6.506,1.059,0.911,0.820,-3.686,-3.911,-4.126
294.108,8.447,2.903,10.092,-4.689,0.937,0.699,0.691,-3.601,-4.083,-4.216
294.120,9.626,-0.473,8.864,-3.430,0.856,0.556,0.567,-3.506,-4.157,-4.271
294.131,8.282,2.227,8.346,-1.772,0.806,0.426,0.451,-3.324,-4.194,-4.295
294.142,7.025,3.672,8.548,-0.952,0.726,0.322,0.349,-3.269,-4.187,-4.287
294.152,7.247,8.306,10.049,1.122,0.570,0.099,0.257,-3.198,-4.297,-4.268
294.163,-0.253,1.796,11.910,1.055,0.329,-0.152,0.128,-3.311,-4.421,-4.275
294.173,-2.782,-6.013,10.962,-0.175,-0.056,-0.474,-0.051,-3.721,-4.626,-4.342
294.183,0.709,-8.837,8.799,-2.300,-0.444,-0.750,-0.267,-4.252,-4.811,-4.475
294.193,4.776,-5.977,8.727,-3.151,-0.750,-0.999,-0.502,-4.601,-4.984,-4.641
294.204,2.757,6.122,11.299,-2.048,-1.049,-1.336,-0.751,-4.754,-5.242,-4.818
294.214,-2.739,6.883,12.370,-1.067,-1.378,-1.692,-1.025,-4.941,-5.499,-5.002
294.224,-2.509,2.773,11.616,-0.613,-1.778,-2.114,-1.323,-5.196,-5.809,-5.198
294.235,9.841,-4.957,9.453,-1.316,-2.220,-2.524,-1.656,-5.599,-6.106,-5.428
294.246,10.509,-4.842,7.779,-2.466,-2.647,-2.903,-2.034,-6.024,-6.382,-5.715
294.256,9.834,-4.066,6.866,-3.228,-3.059,-3.275,-2.415,-6.426,-6.662,-6.014
294.267,7.269,-1.882,7.671,-3.150,-3.454,-3.666,-2.784,-6.742,-6.958,-6.300
294.278,-1.949,0.941,10.265,-3.006,-3.778,-4.002,-3.151,-6.949,-7.198,-6.580
294.289,-6.554,1.581,13.081,-2.845,-4.184,-4.416,-3.520,-7.245,-7.511,-6.858
294.300,-7.474,-0.768,13.893,-3.192,-4.537,-4.749,-3.882,-7.540,-7.743,-7.130
294.311,-7.639,-9.993,13.074,-5.297,-4.937,-5.078,-4.255,-7.991,-7.983,-7.423
294.322,-1.050,-10.683,11.831,-7.342,-5.326,-5.404,-4.621,-8.438,-8.249,-7.736
294.332,-0.935,-5.050,10.775,-7.316,-5.767,-5.854,-4.995,-8.806,-8.644,-8.065
294.342,-9.162,4.426,13.563,-5.313,-6.042,-6.215,-5.367,-8.840,-8.929,-8.370
294.353,-10.707,2.055,15.524,-4.618,-6.401,-6.599,-5.741,-9.057,-9.217,-8.655
294.364,-6.008,-3.232,11.422,-4.569,-6.821,-7.029,-6.132,-9.359,-9.543,-8.951
294.374,-1.237,1.911,8.655,-4.123,-7.126,-7.393,-6.516,-9.448,-9.799,-9.235
294.385,-9.960,10.670,12.061,-1.350,-7.455,-7.821,-6.897,-9.461,-10.088,-9.488
294.395,-4.011,3.147,8.037,-0.541,-7.892,-8.304,-7.283,-9.659,-10.410,-9.721
294.406,0.695,7.401,6.931,0.754,-8.220,-8.719,-7.672,-9.664,-10.652,-9.947
294.416,3.856,2.960,11.256,1.279,-8.614,-9.130,-8.069,-9.852,-10.872,-10.163
294.427,1.392,10.016,7.757,2.661,-8.917,-9.505,-8.458,-9.837,-11.048,-10.363
294.437,0.723,3.664,9.381,3.113,-9.363,-9.967,-8.853,-10.056,-11.293,-10.550
294.447,0.795,7.947,9.819,3.820,-9.644,-10.295,-9.238,-10.049,-11.401,-10.725
294.458,2.706,3.901,7.362,4.162,-10.002,-10.645,-9.613,-10.214,-11.522,-10.879
294.469,-1.934,6.596,12.614,4.835,-10.180,-10.903,-9.955,-10.028,-11.543,-10.992
294.479,2.987,4.778,5.681,5.174,-10.318,-11.071,-10.251,-9.899,-11.476,-11.059
294.489,-0.159,3.866,12.902,5.597,-10.491,-11.273,-10.510,-9.798,-11.433,-11.078
294.500,-1.654,4.843,7.412,5.968,-10.588,-11.397,-10.727,-9.631,-11.316,-11.058
294.510,2.814,0.891,8.605,6.005,-10.673,-11.474,-10.904,-9.516,-11.149,-10.994
294.521,-3.924,2.831,12.054,5.773,-10.742,-11.508,-11.044,-9.442,-10.949,-10.900
294.531,1.485,-0.308,3.884,5.402,-10.774,-11.520,-11.134,-9.309,-10.736,-10.765
294.542,-1.826,0.747,14.396,4.946,-10.806,-11.470,-11.191,-9.300,-10.469,-10.603
294.552,-3.393,2.723,3.216,4.928,-10.657,-11.360,-11.204,-8.891,-10.155,-10.410
294.563,1.557,-1.005,13.247,4.190,-10.560,-11.215,-11.178,-8.708,-9.813,-10.182
294.573,-6.181,6.208,6.227,4.460,-10.368,-11.074,-11.116,-8.259,-9.491,-9.934
294.584,4.194,-1.637,9.877,3.777,-10.204,-10.865,-11.017,-8.017,-9.104,-9.649
294.594,-2.796,5.964,8.583,3.595,-9.924,-10.590,-10.881,-7.585,-8.669,-9.344
294.605,-1.798,0.668,9.941,3.739,-9.586,-10.240,-10.691,-7.125,-8.157,-8.983
294.615,1.643,6.962,9.374,3.683,-9.286,-9.926,-10.467,-6.722,-7.698,-8.603
294.626,-1.050,2.931,11.307,3.978,-9.033,-9.639,-10.210,-6.398,-7.265,-8.187
294.636,4.143,6.301,6.866,3.962,-8.768,-9.390,-9.946,-5.980,-6.881,-7.777
294.647,4.201,1.279,14.504,3.822,-8.481,-9.041,-9.666,-5.690,-6.399,-7.352
294.657,6.687,0.065,6.105,2.865,-8.182,-8.671,-9.358,-5.423,-5.920,-6.923
294.668,-1.769,-0.186,11.680,1.795,-7.859,-8.302,-9.040,-5.096,-5.455,-6.496
294.678,6.694,-10.798,8.411,-1.263,-7.669,-7.994,-8.732,-5.071,-5.090,-6.119
294.689,-3.522,-1.415,8.857,-1.716,-7.379,-7.683,-8.428,-4.788,-4.749,-5.772
294.699,-10.132,-4.583,10.574,-2.278,-6.984,-7.271,-8.107,-4.397,-4.312,-5.413
294.709,3.820,-3.642,7.714,-2.580,-6.507,-6.765,-7.744,-3.962,-3.799,-5.029
294.720,-0.569,9.290,13.663,-1.073,-6.047,-6.303,-7.332,-3.487,-3.324,-4.588
294.731,1.176,2.910,10.911,-0.267,-5.449,-5.718,-6.871,-2.840,-2.716,-4.089
294.741,5.861,1.545,6.586,-0.517,-4.986,-5.243,-6.402,-2.383,-2.230,-3.591
294.751,0.350,-1.515,11.623,-1.261,-4.670,-4.900,-5.958,-2.109,-1.884,-3.129
294.762,4.503,-9.814,8.231,-2.719,-4.272,-4.437,-5.531,-1.844,-1.442,-2.708
294.772,-1.223,0.898,9.101,-2.896,-3.886,-4.057,-5.107,-1.473,-1.097,-2.306
294.783,-9.981,4.095,13.448,-1.762,-3.473,-3.679,-4.687,-1.017,-0.744,-1.898
294.793,0.472,-1.027,8.720,-1.832,-3.134,-3.324,-4.274,-0.727,-0.418,-1.502
294.804,4.330,2.227,6.967,-1.590,-2.766,-2.979,-3.878,-0.339,-0.105,-1.125
294.814,-5.261,-0.035,9.747,-1.220,-2.536,-2.774,-3.522,-0.086,0.071,-0.788
294.824,-1.216,-4.109,10.868,-1.655,-2.353,-2.565,-3.210,0.017,0.247,-0.502
294.835,9.662,-0.667,10.049,-1.403,-2.174,-2.404,-2.941,0.200,0.374,-0.261
294.845,8.814,-1.537,7.807,-1.167,-1.968,-2.207,-2.700,0.397,0.540,-0.045
294.855,-0.217,-0.912,9.173,-0.506,-1.909,-2.168,-2.494,0.471,0.551,0.136
294.866,-0.856,5.288,13.182,1.307,-1.842,-2.156,-2.332,0.631,0.554,0.290
294.876,6.019,6.373,13.275,1.981,-1.892,-2.221,-2.230,0.615,0.495,0.397
294.887,8.361,3.535,11.048,1.816,-1.921,-2.236,-2.178,0.565,0.486,0.453
294.898,-0.152,3.995,12.190,2.191,-1.933,-2.268,-2.162,0.598,0.461,0.473
294.909,-1.173,5.037,13.261,3.728,-2.053,-2.439,-2.191,0.596,0.315,0.466
294.920,5.171,2.084,13.412,3.930,-2.293,-2.670,-2.264,0.377,0.125,0.427
294.930,4.883,-1.264,11.565,3.318,-2.564,-2.909,-2.390,0.084,-0.076,0.331
294.941,-5.943,-5.553,9.518,2.335,-2.950,-3.240,-2.581,-0.376,-0.379,0.160
294.952,-9.277,-3.462,10.092,2.518,-3.395,-3.668,-2.830,-0.820,-0.778,-0.071
294.962,-0.095,-1.242,10.049,2.767,-3.844,-4.125,-3.129,-1.212,-1.194,-0.343
294.973,1.894,-7.148,10.488,1.674,-4.210,-4.428,-3.442,-1.654,-1.462,-0.632
294.983,-2.509,-10.453,12.126,-0.803,-4.614,-4.727,-3.767,-2.236,-1.750,-0.960
294.994,-2.028,-6.128,11.149,-2.073,-4.938,-4.987,-4.096,-2.673,-2.021,-1.310
295.004,1.248,-3.872,9.388,-2.617,-5.371,-5.385,-4.438,-3.171,-2.433,-1.677
295.015,-1.984,-4.906,8.698,-2.962,-5.803,-5.779,-4.802,-3.671,-2.841,-2.068
295.026,-6.137,-7.127,10.480,-3.322,-6.127,-6.073,-5.154,-4.049,-3.149,-2.445
295.037,-7.373,-8.003,11.371,-3.756,-6.419,-6.335,-5.490,-4.396,-3.427,-2.807
295.048,-8.688,-10.784,11.515,-5.947,-6.846,-6.682,-5.829,-4.981,-3.807,-3.187
295.059,-6.935,-8.406,14.138,-7.426,-7.200,-6.990,-6.179,-5.446,-4.165,-3.597
295.070,-4.600,-7.953,13.570,-7.209,-7.495,-7.301,-6.530,-5.739,-4.525,-4.006
295.080,-0.195,-7.931,12.550,-7.542,-7.871,-7.673,-6.872,-6.146,-4.943,-4.401
295.091,2.886,-9.871,10.890,-8.034,-8.125,-7.913,-7.205,-6.449,-5.229,-4.787
295.102,4.797,-11.078,10.926,-8.686,-8.348,-8.107,-7.501,-6.753,-5.473,-5.139
295.113,6.162,-11.193,9.568,-7.945,-8.546,-8.330,-7.761,-6.923,-5.733,-5.442
295.124,4.610,-1.529,10.962,-6.613,-8.748,-8.580,-8.008,-7.045,-6.010,-5.720
295.135,0.860,-0.100,11.817,-5.359,-8.872,-8.743,-8.233,-7.085,-6.177,-5.952
295.146,-2.919,-0.394,13.570,-4.503,-9.069,-8.985,-8.443,-7.176,-6.408,-6.157
295.157,-3.809,-4.461,12.600,-4.860,-9.183,-9.090,-8.641,-7.280,-6.500,-6.345
295.167,-1.237,-7.515,10.214,-5.621,-9.476,-9.343,-8.856,-7.622,-6.745,-6.555
295.178,5.882,-6.135,8.727,-5.955,-9.677,-9.516,-9.058,-7.855,-6.918,-6.759
295.188,2.936,3.240,10.696,-4.206,-9.824,-9.734,-9.245,-7.846,-7.121,-6.934
295.199,-3.026,6.395,13.426,-2.641,-10.105,-10.072,-9.457,-7.967,-7.416,-7.108
295.209,-0.921,0.776,12.643,-1.980,-10.245,-10.244,-9.683,-7.985,-7.531,-7.280
295.220,5.616,0.877,10.488,-1.739,-10.400,-10.414,-9.888,-8.044,-7.640,-7.428
