R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,5,50,5,50,175,0,0,0.995
sysTime,ARawX,ARawY,ARawZ,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
228.787,3.245,-4.820,7.922,-5.170,-3.971,-2.308,-2.608,-3.120,-1.522,-1.922
228.797,0.184,8.169,10.186,-2.856,-3.639,-2.089,-2.407,-2.630,-1.354,-1.767
228.807,-5.132,7.882,8.404,-1.898,-3.425,-1.941,-2.204,-2.326,-1.233,-1.587
228.818,-13.502,-0.861,10.006,-2.571,-3.254,-1.783,-2.011,-2.170,-1.107,-1.422
228.828,3.461,-3.139,11.335,-3.391,-3.142,-1.644,-1.843,-2.152,-1.009,-1.291
228.839,6.737,-10.504,4.272,-4.640,-3.134,-1.592,-1.698,-2.284,-1.011,-1.198
228.850,7.880,-7.105,9.518,-5.852,-3.051,-1.453,-1.582,-2.381,-0.949,-1.155
228.860,10.797,-0.696,7.700,-5.409,-3.145,-1.586,-1.511,-2.477,-1.152,-1.154
228.871,5.192,6.014,9.970,-3.957,-3.119,-1.662,-1.485,-2.321,-1.283,-1.185
228.881,-10.951,6.689,14.209,-2.377,-3.173,-1.748,-1.485,-2.356,-1.402,-1.220
228.892,-3.206,5.195,10.466,-1.546,-3.312,-1.917,-1.519,-2.466,-1.588,-1.276
228.902,-13.258,-6.667,9.697,-3.075,-3.476,-2.027,-1.583,-2.759,-1.720,-1.365
228.913,4.912,-4.748,8.059,-3.690,-3.700,-2.220,-1.686,-3.077,-1.947,-1.508
228.923,4.151,-7.148,3.920,-4.088,-3.957,-2.443,-1.833,-3.435,-2.202,-1.692
228.934,6.888,1.746,9.855,-2.764,-4.273,-2.799,-2.025,-3.707,-2.583,-1.918
228.945,7.664,2.457,6.895,-1.408,-4.557,-3.145,-2.260,-3.881,-2.928,-2.161
228.955,2.843,1.250,5.005,-1.053,-4.924,-3.538,-2.538,-4.195,-3.308,-2.436
228.966,-0.217,5.504,14.914,-0.025,-5.244,-3.845,-2.830,-4.516,-3.585,-2.709
228.976,0.666,1.157,7.621,0.189,-5.585,-4.205,-3.124,-4.794,-3.906,-2.976
228.987,-5.182,-1.235,14.906,-0.229,-5.951,-4.563,-3.440,-5.141,-4.223,-3.263
228.997,2.534,-5.345,5.896,-1.323,-6.281,-4.808,-3.755,-5.602,-4.438,-3.558
229.008,-1.115,-2.614,9.424,-1.916,-6.605,-5.099,-4.065,-5.967,-4.704,-3.854
229.018,2.132,2.630,5.817,-1.554,-6.809,-5.360,-4.356,-6.044,-4.941,-4.131
229.029,-2.725,4.606,10.660,-0.734,-7.076,-5.685,-4.649,-6.170,-5.225,-4.392
229.039,-5.814,1.250,12.571,-1.026,-7.269,-5.886,-4.924,-6.319,-5.386,-4.636
229.050,5.717,-2.406,7.305,-1.915,-7.405,-5.977,-5.175,-6.508,-5.442,-4.859
229.061,2.275,-5.711,11.889,-2.612,-7.689,-6.270,-5.422,-6.753,-5.708,-5.085
229.072,10.703,-4.993,6.967,-3.375,-7.929,-6.522,-5.684,-6.958,-5.941,-5.335
229.082,8.965,1.803,6.802,-2.421,-8.223,-6.870,-5.960,-7.138,-6.264,-5.594
229.093,-5.857,7.192,15.222,-1.256,-8.374,-7.027,-6.212,-7.242,-6.378,-5.809
229.104,-6.418,-0.437,6.895,-1.192,-8.409,-7.051,-6.404,-7.251,-6.347,-5.950
229.114,-2.703,-3.505,10.222,-1.955,-8.531,-7.152,-6.555,-7.374,-6.403,-6.059
229.125,4.869,-4.906,4.531,-2.752,-8.633,-7.211,-6.700,-7.528,-6.428,-6.172
229.135,-3.666,3.319,7.326,-2.403,-8.619,-7.218,-6.803,-7.450,-6.405,-6.247
229.146,2.441,0.072,12.938,-2.055,-8.473,-7.048,-6.832,-7.315,-6.197,-6.236
229.156,3.044,-7.939,5.817,-3.452,-8.576,-7.053,-6.837,-7.577,-6.180,-6.217
229.166,8.763,3.456,10.236,-3.166,-8.461,-6.946,-6.816,-7.431,-6.058,-6.178
229.177,-8.178,4.268,8.239,-1.726,-8.467,-7.030,-6.801,-7.265,-6.110,-6.128
229.188,-7.862,-0.236,11.860,-2.219,-8.292,-6.870,-6.761,-7.037,-5.918,-6.054
229.198,6.895,-5.409,3.231,-3.257,-8.038,-6.568,-6.665,-6.856,-5.598,-5.935
229.209,-6.001,1.027,10.035,-2.716,-7.886,-6.433,-6.541,-6.665,-5.452,-5.793
229.219,6.594,0.431,9.683,-3.081,-7.661,-6.186,-6.388,-6.470,-5.193,-5.621
229.230,3.619,-7.946,9.791,-4.011,-7.421,-5.925,-6.222,-6.270,-4.933,-5.449
229.240,5.774,5.489,7.887,-2.485,-7.184,-5.783,-6.036,-5.865,-4.793,-5.257
229.251,-9.407,3.118,12.463,-2.439,-7.195,-5.801,-5.892,-5.856,-4.797,-5.094
229.261,-8.846,-3.793,11.810,-2.693,-7.194,-5.817,-5.785,-5.823,-4.805,-4.975
229.272,5.688,-0.502,2.641,-3.178,-7.079,-5.686,-5.702,-5.744,-4.676,-4.889
229.282,-7.359,1.703,11.479,-2.613,-6.919,-5.561,-5.612,-5.522,-4.547,-4.791
229.293,1.715,-3.096,9.072,-3.121,-6.735,-5.357,-5.496,-5.383,-4.345,-4.672
229.303,10.732,-5.000,7.534,-3.953,-6.620,-5.214,-5.367,-5.338,-4.215,-4.550
229.313,-3.450,2.975,11.177,-3.609,-6.378,-5.003,-5.213,-5.061,-4.022,-4.408
229.324,-4.550,6.517,8.907,-2.310,-6.255,-4.967,-5.067,-4.792,-3.989,-4.260
229.335,-5.311,-8.880,8.253,-4.637,-6.152,-4.766,-4.932,-4.893,-3.804,-4.136
229.345,7.276,-0.782,6.263,-4.750,-6.053,-4.677,-4.808,-4.818,-3.755,-4.047
229.355,3.633,4.124,9.841,-3.159,-5.816,-4.531,-4.680,-4.444,-3.627,-3.933
229.366,-5.943,-3.901,12.212,-3.997,-5.791,-4.493,-4.556,-4.470,-3.609,-3.825
229.376,8.217,0.194,6.967,-4.003,-5.598,-4.330,-4.441,-4.260,-3.475,-3.735
229.387,-6.540,0.560,6.313,-3.812,-5.428,-4.192,-4.313,-4.070,-3.363,-3.628
229.397,-7.560,2.687,11.752,-3.350,-5.214,-4.015,-4.173,-3.824,-3.210,-3.508
229.407,8.483,-5.481,7.305,-4.052,-4.988,-3.776,-4.009,-3.661,-2.998,-3.365
229.418,4.891,-3.850,7.269,-5.028,-4.951,-3.666,-3.866,-3.810,-2.935,-3.264
229.429,-1.482,9.585,13.814,-3.276,-4.771,-3.495,-3.709,-3.658,-2.795,-3.134
229.439,-6.209,-2.262,7.125,-3.099,-4.687,-3.405,-3.556,-3.615,-2.727,-2.999
229.450,-0.310,-5.244,8.152,-4.732,-4.447,-3.076,-3.384,-3.580,-2.441,-2.864
229.460,-1.007,-0.394,7.879,-4.433,-4.229,-2.889,-3.192,-3.359,-2.301,-2.713
229.471,1.672,3.866,7.908,-3.782,-4.147,-2.863,-3.025,-3.223,-2.317,-2.583
229.483,-1.280,4.519,9.101,-3.449,-4.007,-2.801,-2.893,-3.001,-2.301,-2.492
229.493,-0.404,-9.605,8.777,-4.659,-3.924,-2.693,-2.803,-3.012,-2.234,-2.439
229.505,7.391,-5.848,8.713,-4.923,-3.944,-2.710,-2.735,-3.109,-2.308,-2.427
229.516,14.231,-2.147,8.095,-4.457,-3.818,-2.636,-2.684,-2.954,-2.287,-2.426
229.527,5.351,-0.552,6.220,-3.771,-3.710,-2.574,-2.607,-2.823,-2.269,-2.391
229.538,-8.329,6.380,13.017,-3.061,-3.582,-2.484,-2.538,-2.678,-2.215,-2.355
229.549,-10.492,2.443,11.867,-2.712,-3.484,-2.381,-2.439,-2.634,-2.137,-2.278
229.559,-1.280,-1.501,6.644,-3.984,-3.354,-2.191,-2.322,-2.670,-1.988,-2.200
229.570,5.947,-8.104,6.809,-5.075,-3.177,-1.957,-2.178,-2.668,-1.814,-2.111
229.581,1.679,-4.763,6.766,-5.416,-3.005,-1.746,-2.009,-2.652,-1.680,-2.013
229.592,3.195,9.254,13.656,-3.788,-2.736,-1.506,-1.816,-2.397,-1.500,-1.873
229.603,-1.575,0.517,10.947,-4.007,-2.559,-1.300,-1.605,-2.334,-1.345,-1.708
229.613,-0.749,-4.971,8.066,-5.342,-2.417,-1.071,-1.400,-2.429,-1.190,-1.570
229.624,-2.768,-0.373,9.115,-5.108,-2.172,-0.859,-1.188,-2.207,-1.060,-1.432
229.635,-4.312,5.403,7.642,-4.464,-1.969,-0.728,-1.007,-1.950,-1.000,-1.318
229.646,-2.825,-1.077,10.725,-5.192,-1.837,-0.598,-0.843,-1.890,-0.941,-1.220
229.656,1.090,-10.899,7.204,-6.108,-1.714,-0.434,-0.675,-1.941,-0.869,-1.139
229.667,10.042,0.661,8.045,-5.729,-1.649,-0.392,-0.554,-1.934,-0.921,-1.109
229.678,1.945,3.104,10.408,-4.866,-1.582,-0.362,-0.462,-1.880,-0.965,-1.089
229.689,-1.970,-1.946,11.378,-5.123,-1.564,-0.361,-0.385,-1.910,-1.036,-1.084
229.699,3.806,-2.787,11.774,-5.330,-1.520,-0.339,-0.321,-1.912,-1.088,-1.093
229.710,6.349,0.029,5.178,-5.116,-1.532,-0.417,-0.300,-1.886,-1.240,-1.147
229.721,-7.998,5.712,12.765,-3.915,-1.577,-0.530,-0.326,-1.876,-1.408,-1.233
229.732,-12.302,0.359,13.800,-3.937,-1.607,-0.552,-0.350,-1.979,-1.475,-1.303
229.743,3.842,-3.513,4.395,-5.159,-1.721,-0.600,-0.384,-2.286,-1.578,-1.395
229.753,-2.178,-2.988,6.780,-5.534,-1.904,-0.757,-0.454,-2.594,-1.800,-1.534
229.764,-5.160,3.887,9.848,-4.425,-1.922,-0.838,-0.545,-2.558,-1.936,-1.684
229.775,-1.194,0.302,9.209,-5.030,-1.946,-0.856,-0.617,-2.653,-1.997,-1.803
229.786,-0.145,-9.871,8.282,-7.085,-1.990,-0.817,-0.659,-2.934,-2.027,-1.917
229.796,10.466,-0.502,5.767,-6.842,-1.982,-0.844,-0.691,-2.952,-2.140,-2.035
229.807,-0.526,1.408,10.667,-5.812,-1.990,-0.902,-0.726,-2.939,-2.259,-2.133
229.818,-3.802,-3.491,12.205,-6.025,-1.917,-0.855,-0.750,-2.886,-2.270,-2.217
229.829,11.932,-3.750,8.037,-6.263,-1.900,-0.855,-0.760,-2.912,-2.329,-2.287
229.840,6.062,-3.980,8.188,-5.904,-1.807,-0.790,-0.750,-2.837,-2.323,-2.335
229.850,-0.763,2.831,11.393,-4.449,-1.634,-0.661,-0.696,-2.639,-2.236,-2.322
229.861,4.129,4.548,13.383,-3.627,-1.574,-0.614,-0.615,-2.593,-2.210,-2.262
229.872,5.509,-6.171,9.611,-5.334,-1.612,-0.570,-0.556,-2.841,-2.202,-2.238
229.883,4.129,-3.707,9.115,-4.833,-1.555,-0.532,-0.508,-2.807,-2.212,-2.237
229.893,-0.641,8.881,14.396,-2.044,-1.546,-0.601,-0.476,-2.675,-2.292,-2.217
229.904,-1.927,5.410,13.663,-1.416,-1.573,-0.629,-0.447,-2.702,-2.307,-2.176
229.915,0.953,1.365,11.975,-1.972,-1.648,-0.676,-0.460,-2.838,-2.341,-2.179
229.926,6.076,-5.373,9.122,-3.142,-1.734,-0.710,-0.502,-3.037,-2.376,-2.223
229.936,4.596,-7.019,10.689,-4.289,-1.721,-0.663,-0.547,-3.119,-2.350,-2.290
229.947,-2.308,3.995,10.602,-2.878,-1.625,-0.638,-0.559,-2.912,-2.340,-2.318
229.958,0.558,11.051,12.571,-0.325,-1.486,-0.587,-0.546,-2.593,-2.265,-2.280
229.969,-4.205,2.536,13.247,-1.899,-1.449,-0.469,-0.496,-2.710,-2.123,-2.207
229.980,-7.812,-5.179,10.818,-3.402,-1.406,-0.351,-0.428,-2.830,-2.014,-2.145
229.991,-3.853,-6.042,11.242,-5.304,-1.232,-0.111,-0.315,-2.835,-1.818,-2.072
230.001,2.879,-3.175,11.177,-5.095,-0.988,0.081,-0.176,-2.548,-1.677,-1.980
230.012,0.831,3.284,8.411,-3.699,-0.711,0.253,-0.007,-2.116,-1.546,-1.847
230.023,1.823,6.876,10.552,-2.647,-0.493,0.399,0.158,-1.792,-1.420,-1.697
230.034,-9.062,-1.774,13.261,-3.896,-0.373,0.536,0.326,-1.748,-1.309,-1.550
230.044,-7.941,-4.540,12.492,-4.871,-0.240,0.691,0.463,-1.722,-1.203,-1.457
230.055,3.561,-2.076,12.557,-5.202,-0.137,0.792,0.586,-1.686,-1.160,-1.388
230.066,11.810,-3.125,8.569,-5.327,-0.084,0.823,0.678,-1.663,-1.186,-1.350
230.077,10.488,-3.362,5.580,-5.419,-0.031,0.863,0.749,-1.659,-1.207,-1.339
230.088,1.952,3.434,12.873,-4.382,-0.014,0.870,0.803,-1.687,-1.250,-1.333
230.099,-2.056,4.376,10.876,-2.808,0.025,0.846,0.847,-1.564,-1.303,-1.318
230.110,-1.302,5.374,7.305,-1.763,0.217,0.951,0.911,-1.230,-1.205,-1.260
230.121,-1.165,7.379,9.589,-1.383,0.255,0.963,0.971,-1.162,-1.191,-1.198
230.133,-3.263,3.988,9.977,-1.863,0.418,1.117,1.051,-1.009,-1.039,-1.120
230.144,-7.618,3.988,11.041,-2.008,0.529,1.219,1.147,-0.917,-0.951,-1.037
230.155,-3.429,7.638,15.388,-0.822,0.634,1.310,1.242,-0.808,-0.857,-0.938
230.166,-1.611,4.814,12.586,-0.561,0.747,1.451,1.352,-0.760,-0.705,-0.813
230.177,1.715,2.421,8.339,-0.921,0.787,1.489,1.432,-0.729,-0.659,-0.724
230.188,-2.078,-4.130,10.574,-2.793,0.773,1.531,1.487,-0.883,-0.626,-0.678
230.200,-12.712,-5.575,10.818,-4.732,0.733,1.567,1.519,-1.137,-0.636,-0.691
230.211,-9.507,-4.684,10.495,-5.807,0.813,1.682,1.559,-1.208,-0.593,-0.722
230.222,-1.144,0.991,13.757,-5.796,0.865,1.721,1.608,-1.218,-0.630,-0.747
230.234,7.362,-2.499,11.048,-6.432,0.888,1.802,1.651,-1.399,-0.629,-0.783
230.245,9.741,-7.608,6.881,-7.783,1.002,1.968,1.719,-1.492,-0.562,-0.810
230.256,9.891,-4.777,6.529,-7.371,1.161,2.091,1.818,-1.367,-0.540,-0.807
230.267,4.503,-0.639,9.640,-6.704,1.199,2.129,1.894,-1.423,-0.591,-0.816
230.278,-4.370,1.681,9.668,-5.134,1.326,2.187,1.969,-1.232,-0.598,-0.804
230.289,0.939,4.139,11.235,-4.692,1.457,2.289,2.058,-1.106,-0.549,-0.764
230.299,5.889,-2.248,9.668,-5.459,1.603,2.454,2.154,-1.067,-0.441,-0.722
230.311,4.891,-9.670,6.090,-7.317,1.675,2.631,2.263,-1.294,-0.346,-0.690
230.322,4.618,-8.140,4.524,-7.712,1.869,2.869,2.401,-1.290,-0.205,-0.642
230.333,0.853,-2.737,7.103,-7.120,2.019,3.016,2.562,-1.229,-0.156,-0.573
230.344,-3.393,-0.782,9.280,-6.453,2.223,3.185,2.722,-1.043,-0.073,-0.492
230.356,-14.077,0.826,12.492,-5.970,2.609,3.532,2.945,-0.666,0.192,-0.343
230.367,-12.784,0.704,12.456,-5.488,2.916,3.798,3.185,-0.361,0.380,-0.172
230.378,-4.219,1.013,15.388,-5.142,3.046,3.922,3.399,-0.294,0.434,-0.021
230.389,2.103,-3.354,12.650,-5.542,3.199,4.090,3.596,-0.249,0.531,0.110
230.401,8.440,-4.360,8.540,-5.888,3.432,4.309,3.784,-0.077,0.670,0.224
230.412,8.253,-2.011,7.484,-4.958,3.638,4.467,3.989,0.147,0.758,0.365
230.423,9.115,4.174,7.772,-3.670,3.828,4.577,4.161,0.433,0.815,0.488
230.435,-1.877,3.010,8.900,-3.203,3.954,4.662,4.316,0.586,0.861,0.607
230.446,-5.570,2.005,9.180,-3.621,4.115,4.819,4.464,0.695,0.973,0.712
230.457,-6.619,1.466,12.528,-4.265,4.190,4.916,4.593,0.655,1.012,0.787
230.468,-4.621,-3.412,14.554,-5.300,4.342,5.098,4.720,0.663,1.126,0.849
230.480,-4.147,-5.647,11.925,-6.364,4.415,5.196,4.840,0.588,1.140,0.887
230.491,3.367,-4.274,8.706,-6.399,4.374,5.159,4.912,0.442,1.013,0.872
230.502,9.130,-3.671,7.161,-6.776,4.256,5.038,4.919,0.229,0.805,0.791
230.513,2.670,-6.983,5.242,-7.669,4.101,4.948,4.878,-0.161,0.617,0.651
230.524,-3.939,1.286,10.006,-6.347,4.002,4.817,4.812,-0.289,0.398,0.493
230.534,-7.812,5.676,14.202,-4.644,3.988,4.746,4.753,-0.252,0.273,0.377
230.545,-6.533,2.112,9.712,-5.332,3.898,4.709,4.705,-0.507,0.186,0.275
230.557,-0.325,5.604,12.198,-5.346,3.813,4.616,4.645,-0.640,0.035,0.155
230.568,-0.375,2.457,12.528,-5.812,3.807,4.593,4.579,-0.678,-0.044,0.028
230.579,-7.474,-2.952,10.624,-6.537,3.644,4.440,4.484,-0.932,-0.261,-0.132
230.591,-3.292,-0.689,11.831,-6.620,3.564,4.340,4.366,-1.040,-0.425,-0.316
230.602,-7.474,-0.092,13.929,-6.912,3.403,4.162,4.239,-1.240,-0.664,-0.509
230.614,-5.390,-0.322,11.378,-7.704,3.201,4.024,4.103,-1.649,-0.872,-0.718
230.625,1.693,1.645,10.466,-7.995,3.013,3.856,3.957,-1.953,-1.114,-0.943
230.637,4.323,-3.024,10.401,-8.686,2.837,3.686,3.804,-2.222,-1.359,-1.175
230.648,-4.061,-8.269,9.690,-9.935,2.638,3.524,3.631,-2.583,-1.605,-1.436
230.660,-10.355,-8.693,10.631,-10.711,2.321,3.204,3.415,-2.989,-2.021,-1.753
230.671,-4.370,-4.526,11.910,-10.514,1.949,2.783,3.131,-3.355,-2.532,-2.134
230.683,6.019,-1.616,11.845,-9.750,1.604,2.382,2.796,-3.661,-3.003,-2.547
230.695,7.118,-3.584,9.223,-9.597,1.169,1.925,2.423,-4.112,-3.509,-2.979
230.706,3.935,-9.433,4.524,-10.341,0.756,1.559,2.035,-4.675,-3.922,-3.423
230.718,-4.485,-9.419,5.623,-10.829,0.376,1.211,1.652,-5.176,-4.322,-3.866
230.729,-1.726,-6.236,9.783,-10.529,0.173,0.965,1.306,-5.346,-4.616,-4.268
230.741,6.881,-3.175,11.867,-9.348,-0.069,0.640,0.986,-5.454,-4.966,-4.620
230.753,12.284,-2.449,9.266,-8.245,-0.152,0.471,0.714,-5.376,-5.137,-4.899
230.764,11.120,-2.579,5.501,-7.316,-0.383,0.171,0.463,-5.466,-5.416,-5.135
230.776,1.277,-3.814,4.344,-6.984,-0.629,-0.059,0.224,-5.731,-5.614,-5.345
230.787,-5.282,-1.745,7.269,-6.316,-0.899,-0.342,-0.020,-5.948,-5.852,-5.551
230.799,-4.557,2.967,11.062,-4.969,-0.948,-0.453,-0.230,-5.830,-5.902,-5.704
230.810,-1.036,6.136,13.189,-2.919,-1.077,-0.650,-0.393,-5.751,-6.008,-5.780
230.822,-0.088,5.849,15.151,-2.350,-1.305,-0.841,-0.555,-5.971,-6.088,-5.836
230.834,-0.066,1.336,12.693,-2.583,-1.504,-1.027,-0.727,-6.100,-6.159,-5.896
230.845,-2.897,-2.550,9.941,-3.858,-1.655,-1.136,-0.904,-6.258,-6.168,-5.978
230.857,-3.371,-3.204,9.230,-4.939,-1.841,-1.276,-1.061,-6.478,-6.229,-6.060
230.868,-0.583,-3.182,8.167,-5.526,-2.119,-1.509,-1.254,-6.793,-6.395,-6.188
230.880,2.821,1.494,7.168,-4.703,-2.224,-1.671,-1.447,-6.720,-6.484,-6.311
230.891,4.115,6.481,8.461,-3.117,-2.287,-1.829,-1.610,-6.512,-6.546,-6.382
230.903,3.971,10.605,11.163,-1.306,-2.394,-2.004,-1.755,-6.377,-6.598,-6.407
230.915,1.722,11.611,13.060,0.152,-2.500,-2.130,-1.884,-6.321,-6.577,-6.391
230.926,-2.602,8.680,14.159,0.800,-2.683,-2.274,-2.011,-6.441,-6.556,-6.357
230.938,-4.880,3.097,13.340,0.622,-2.703,-2.241,-2.104,-6.423,-6.359,-6.287
230.949,-2.423,-3.024,11.314,-0.152,-2.605,-2.115,-2.126,-6.245,-6.079,-6.155
230.961,-1.553,-4.389,7.980,-0.567,-2.333,-1.823,-2.049,-5.895,-5.650,-5.938
230.973,-0.885,-0.703,8.792,-0.644,-2.208,-1.686,-1.915,-5.680,-5.387,-5.673
230.984,-2.193,3.348,12.241,-1.331,-2.010,-1.505,-1.781,-5.355,-5.097,-5.424
230.996,-0.116,3.190,11.910,-2.477,-1.917,-1.396,-1.674,-5.222,-4.905,-5.228
231.008,1.384,-1.573,7.211,-3.187,-1.752,-1.214,-1.559,-5.038,-4.656,-5.040
231.019,4.546,-4.648,8.203,-3.037,-1.600,-1.051,-1.422,-4.852,-4.427,-4.830
231.031,4.783,1.573,12.930,-2.813,-1.479,-0.961,-1.292,-4.613,-4.274,-4.631
231.042,1.169,6.890,13.656,-2.763,-1.329,-0.822,-1.172,-4.397,-4.081,-4.451
231.054,1.772,2.235,5.911,-2.823,-1.242,-0.751,-1.062,-4.239,-3.959,-4.285
231.066,2.009,-0.955,8.009,-2.058,-1.173,-0.725,-0.971,-4.029,-3.866,-4.122
231.077,-0.124,3.866,12.061,-1.994,-1.127,-0.720,-0.906,-3.849,-3.795,-3.988
231.089,-4.032,5.346,11.321,-2.370,-1.127,-0.743,-0.880,-3.764,-3.761,-3.904
231.100,5.537,-6.229,10.545,-3.049,-1.117,-0.728,-0.850,-3.727,-3.691,-3.817
231.112,10.093,-2.097,9.604,-2.567,-1.067,-0.731,-0.834,-3.535,-3.638,-3.744
231.123,-3.501,8.967,8.548,-1.823,-1.019,-0.736,-0.826,-3.345,-3.590,-3.682
231.135,-5.943,3.010,11.034,-1.463,-1.037,-0.767,-0.813,-3.291,-3.553,-3.600
231.147,4.000,-6.106,14.504,-2.806,-1.104,-0.792,-0.833,-3.406,-3.517,-3.559
231.158,3.202,-1.249,9.870,-4.048,-1.267,-0.901,-0.886,-3.667,-3.599,-3.585
231.170,2.117,-3.168,7.772,-3.945,-1.391,-1.043,-0.977,-3.744,-3.712,-3.648
231.181,-1.237,-3.268,7.980,-2.863,-1.417,-1.105,-1.072,-3.668,-3.729,-3.699
231.192,-3.565,-3.707,12.039,-3.387,-1.432,-1.106,-1.125,-3.684,-3.685,-3.708
231.203,2.304,-7.155,12.248,-4.308,-1.498,-1.156,-1.182,-3.767,-3.705,-3.735
231.214,5.042,1.308,8.289,-4.384,-1.454,-1.104,-1.200,-3.740,-3.638,-3.736
231.226,2.168,3.585,6.960,-3.141,-1.403,-1.161,-1.215,-3.457,-3.665,-3.721
231.237,-0.080,-0.279,7.994,-1.690,-1.361,-1.194,-1.232,-3.222,-3.637,-3.677
231.249,0.105,-0.200,8.655,-1.070,-1.298,-1.146,-1.231,-3.082,-3.514,-3.600
231.261,-4.291,0.424,11.917,-1.620,-1.404,-1.244,-1.242,-3.159,-3.544,-3.543
231.272,-3.292,1.408,10.955,-2.989,-1.648,-1.468,-1.339,-3.421,-3.720,-3.594
231.284,-3.802,1.121,10.911,-4.086,-1.868,-1.659,-1.492,-3.694,-3.883,-3.723
231.295,-7.474,-1.242,10.753,-4.799,-1.847,-1.625,-1.599,-3.701,-3.834,-3.815
231.307,-8.810,-4.008,10.107,-5.219,-2.008,-1.793,-1.704,-3.855,-3.989,-3.909
231.319,-8.149,-6.343,9.661,-5.514,-2.165,-1.959,-1.839,-4.000,-4.143,-4.034
231.330,-5.642,-7.759,9.776,-5.911,-2.346,-2.142,-1.976,-4.187,-4.316,-4.165
231.342,-3.702,-7.737,9.244,-6.009,-2.562,-2.355,-2.158,-4.415,-4.513,-4.334
231.353,0.594,-9.792,8.950,-6.512,-2.745,-2.516,-2.328,-4.652,-4.667,-4.500
231.365,-1.690,-11.739,8.361,-7.444,-3.078,-2.823,-2.543,-5.052,-4.973,-4.719
231.377,-4.169,-13.054,7.491,-8.483,-3.436,-3.162,-2.818,-5.472,-5.323,-5.009
231.388,-6.123,-11.165,8.289,-8.961,-3.787,-3.527,-3.117,-5.828,-5.704,-5.332
231.400,-7.215,-8.873,8.325,-8.992,-4.099,-3.874,-3.439,-6.095,-6.066,-5.675
231.412,-6.727,-5.948,9.769,-8.530,-4.328,-4.156,-3.754,-6.240,-6.355,-6.003
231.422,-0.124,-0.516,9.158,-7.339,-4.414,-4.315,-4.003,-6.186,-6.506,-6.249
231.433,5.501,3.183,7.693,-6.178,-4.513,-4.496,-4.210,-6.110,-6.655,-6.428
231.445,3.921,1.365,7.276,-5.472,-4.686,-4.722,-4.428,-6.152,-6.832,-6.601
231.456,2.383,0.079,7.678,-4.981,-4.799,-4.873,-4.630,-6.156,-6.922,-6.745
231.468,1.542,-0.538,7.233,-4.618,-4.733,-4.830,-4.769,-6.007,-6.813,-6.818
231.479,-7.093,0.259,8.181,-3.959,-4.637,-4.771,-4.827,-5.796,-6.681,-6.802
231.491,-7.704,0.503,8.497,-3.192,-4.536,-4.708,-4.835,-5.568,-6.535,-6.724
231.502,-7.754,1.171,8.957,-2.373,-4.284,-4.495,-4.777,-5.179,-6.232,-6.570
231.514,-13.021,4.038,11.651,-1.551,-4.042,-4.280,-4.646,-4.821,-5.920,-6.335
231.526,-13.617,4.541,12.241,-0.925,-3.770,-4.023,-4.476,-4.456,-5.562,-6.056
231.537,-12.841,2.730,12.895,-0.795,-3.540,-3.783,-4.286,-4.179,-5.222,-5.757
231.549,-10.714,-0.710,12.780,-1.113,-3.335,-3.560,-4.077,-3.952,-4.906,-5.446
231.560,-7.301,-3.096,11.393,-1.729,-3.143,-3.346,-3.869,-3.758,-4.612,-5.149
231.572,-3.680,-4.526,9.618,-2.382,-2.959,-3.138,-3.675,-3.588,-4.340,-4.883
231.583,-1.007,-1.824,8.116,-2.034,-2.764,-2.955,-3.490,-3.339,-4.098,-4.630
231.595,-1.129,0.043,8.066,-1.378,-2.568,-2.772,-3.302,-3.080,-3.852,-4.371
231.606,-2.099,1.961,8.030,-0.831,-2.376,-2.608,-3.115,-2.792,-3.620,-4.109
231.618,-5.268,1.344,10.811,-0.846,-2.072,-2.325,-2.908,-2.409,-3.271,-3.826
231.629,-2.128,0.216,11.242,-1.939,-1.668,-1.903,-2.644,-2.027,-2.805,-3.509
231.641,2.146,-0.294,11.393,-3.355,-1.114,-1.321,-2.291,-1.544,-2.213,-3.132
231.653,6.716,0.560,10.531,-4.289,-0.626,-0.800,-1.867,-1.167,-1.711,-2.712
231.664,8.081,-0.114,9.632,-4.348,-0.123,-0.307,-1.417,-0.697,-1.250,-2.278
231.676,7.298,4.642,9.295,-2.869,0.567,0.306,-0.905,0.101,-0.661,-1.775
231.687,-0.993,4.907,12.327,-1.147,1.067,0.746,-0.361,0.696,-0.222,-1.217
231.699,-2.265,-1.292,14.698,-1.092,1.586,1.264,0.173,1.190,0.301,-0.661
231.710,7.017,-3.606,12.284,-2.373,1.822,1.559,0.642,1.262,0.578,-0.198
231.722,7.564,-0.028,7.693,-2.941,1.957,1.707,0.971,1.306,0.686,0.100
231.733,-1.072,8.349,9.956,-1.950,2.077,1.775,1.225,1.475,0.720,0.324
231.745,-10.923,3.887,12.334,-1.032,2.280,1.965,1.445,1.668,0.897,0.537
