R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,50,5,50,5,10,75,0,0,0.995
sysTime,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
143.751,0.212,-0.094,-0.092,-0.106,-0.112,-0.139,-0.105,-0.104,-0.110
143.762,-0.122,-0.093,-0.093,-0.102,-0.107,-0.149,-0.099,-0.098,-0.120
143.772,-0.163,-0.095,-0.093,-0.099,-0.105,-0.150,-0.097,-0.095,-0.119
143.783,-0.039,-0.103,-0.094,-0.132,-0.137,-0.158,-0.130,-0.127,-0.127
143.793,-0.206,-0.092,-0.094,-0.164,-0.170,-0.173,-0.157,-0.157,-0.141
143.804,-0.081,-0.086,-0.093,-0.205,-0.211,-0.199,-0.194,-0.196,-0.164
143.814,-0.205,-0.082,-0.092,-0.200,-0.206,-0.218,-0.184,-0.187,-0.180
143.825,0.002,-0.088,-0.091,-0.189,-0.195,-0.224,-0.173,-0.173,-0.183
143.835,0.086,-0.091,-0.092,-0.197,-0.203,-0.233,-0.179,-0.179,-0.190
143.846,0.086,-0.077,-0.091,-0.186,-0.193,-0.235,-0.161,-0.166,-0.189
143.856,-0.123,-0.073,-0.089,-0.191,-0.198,-0.233,-0.163,-0.168,-0.184
143.867,-0.206,-0.078,-0.088,-0.198,-0.204,-0.232,-0.168,-0.172,-0.180
143.878,-0.080,-0.088,-0.087,-0.207,-0.213,-0.237,-0.177,-0.177,-0.182
143.888,-0.206,-0.096,-0.088,-0.218,-0.223,-0.241,-0.187,-0.185,-0.184
143.899,-0.039,-0.090,-0.088,-0.210,-0.215,-0.253,-0.175,-0.175,-0.193
143.909,-0.039,-0.086,-0.089,-0.237,-0.243,-0.262,-0.199,-0.200,-0.199
143.920,-0.164,-0.086,-0.088,-0.268,-0.274,-0.280,-0.226,-0.227,-0.214
143.930,-0.165,-0.081,-0.088,-0.245,-0.251,-0.291,-0.198,-0.201,-0.221
143.941,-0.247,-0.082,-0.087,-0.235,-0.241,-0.287,-0.186,-0.188,-0.214
143.951,-0.205,-0.076,-0.086,-0.221,-0.228,-0.287,-0.168,-0.172,-0.210
143.962,-0.039,-0.071,-0.084,-0.205,-0.212,-0.280,-0.148,-0.154,-0.200
143.973,-0.081,-0.082,-0.084,-0.212,-0.218,-0.276,-0.155,-0.157,-0.193
143.983,0.127,-0.080,-0.084,-0.210,-0.217,-0.271,-0.151,-0.154,-0.185
143.994,0.127,-0.075,-0.083,-0.202,-0.209,-0.264,-0.140,-0.144,-0.176
144.004,-0.039,-0.075,-0.082,-0.214,-0.220,-0.268,-0.150,-0.154,-0.177
144.015,-0.163,-0.089,-0.082,-0.216,-0.222,-0.273,-0.154,-0.153,-0.180
144.025,-0.039,-0.082,-0.083,-0.214,-0.220,-0.272,-0.148,-0.150,-0.177
144.036,0.044,-0.078,-0.082,-0.194,-0.201,-0.265,-0.127,-0.129,-0.168
144.046,-0.122,-0.079,-0.082,-0.204,-0.210,-0.265,-0.135,-0.137,-0.166
144.057,-0.122,-0.079,-0.081,-0.197,-0.204,-0.268,-0.128,-0.130,-0.167
144.067,-0.122,-0.077,-0.081,-0.195,-0.202,-0.266,-0.124,-0.127,-0.163
144.078,0.086,-0.065,-0.080,-0.197,-0.204,-0.261,-0.121,-0.128,-0.156
144.088,0.002,-0.058,-0.078,-0.205,-0.212,-0.265,-0.126,-0.134,-0.158
144.099,-0.122,-0.068,-0.076,-0.210,-0.217,-0.265,-0.132,-0.137,-0.156
144.110,0.044,-0.057,-0.075,-0.206,-0.214,-0.268,-0.124,-0.132,-0.157
144.120,-0.164,-0.060,-0.073,-0.214,-0.222,-0.273,-0.132,-0.138,-0.160
144.131,-0.122,-0.061,-0.072,-0.190,-0.197,-0.270,-0.106,-0.113,-0.154
144.141,0.044,-0.054,-0.070,-0.186,-0.193,-0.266,-0.099,-0.108,-0.148
144.152,-0.373,-0.071,-0.069,-0.202,-0.208,-0.266,-0.119,-0.121,-0.147
144.162,0.044,-0.069,-0.070,-0.207,-0.214,-0.267,-0.122,-0.126,-0.147
144.173,0.002,-0.071,-0.070,-0.227,-0.233,-0.275,-0.141,-0.144,-0.154
144.183,-0.164,-0.072,-0.070,-0.250,-0.257,-0.290,-0.163,-0.165,-0.166
144.194,-0.080,-0.078,-0.071,-0.244,-0.250,-0.297,-0.156,-0.156,-0.172
144.204,-0.290,-0.081,-0.071,-0.237,-0.243,-0.295,-0.148,-0.148,-0.168
144.215,-0.080,-0.081,-0.072,-0.212,-0.217,-0.290,-0.122,-0.122,-0.161
144.225,-0.080,-0.080,-0.073,-0.227,-0.233,-0.284,-0.137,-0.137,-0.154
144.236,-0.080,-0.082,-0.074,-0.211,-0.217,-0.282,-0.121,-0.120,-0.152
144.246,-0.081,-0.099,-0.076,-0.237,-0.242,-0.287,-0.150,-0.143,-0.155
144.257,-0.289,-0.104,-0.079,-0.227,-0.231,-0.290,-0.140,-0.133,-0.158
144.268,-0.081,-0.107,-0.082,-0.257,-0.261,-0.300,-0.170,-0.162,-0.167
144.278,-0.163,-0.094,-0.083,-0.248,-0.253,-0.305,-0.157,-0.152,-0.171
144.289,0.169,-0.087,-0.084,-0.250,-0.256,-0.309,-0.156,-0.154,-0.174
144.299,-0.122,-0.102,-0.086,-0.254,-0.258,-0.310,-0.162,-0.155,-0.173
144.310,-0.039,-0.100,-0.087,-0.233,-0.237,-0.314,-0.140,-0.135,-0.176
144.321,0.044,-0.102,-0.088,-0.227,-0.232,-0.315,-0.135,-0.129,-0.177
144.332,0.086,-0.091,-0.089,-0.244,-0.249,-0.322,-0.148,-0.146,-0.183
144.343,-0.123,-0.089,-0.089,-0.222,-0.227,-0.325,-0.125,-0.123,-0.184
144.354,0.002,-0.083,-0.088,-0.204,-0.210,-0.321,-0.106,-0.106,-0.179
144.365,-0.039,-0.080,-0.088,-0.194,-0.199,-0.314,-0.094,-0.095,-0.171
144.376,-0.206,-0.078,-0.087,-0.209,-0.215,-0.312,-0.109,-0.110,-0.169
144.386,-0.164,-0.080,-0.086,-0.204,-0.210,-0.311,-0.105,-0.106,-0.166
144.397,-0.207,-0.081,-0.086,-0.215,-0.221,-0.311,-0.115,-0.116,-0.165
144.409,-0.039,-0.078,-0.085,-0.211,-0.217,-0.310,-0.110,-0.112,-0.164
144.419,-0.123,-0.079,-0.085,-0.200,-0.206,-0.312,-0.099,-0.100,-0.164
144.430,-0.428,-0.077,-0.084,-0.225,-0.231,-0.313,-0.123,-0.125,-0.165
144.441,-1.021,-0.043,-0.083,-0.192,-0.201,-0.311,-0.082,-0.095,-0.162
144.452,-0.642,-0.130,-0.084,-0.242,-0.244,-0.317,-0.153,-0.138,-0.167
144.463,2.296,-0.054,-0.084,-0.240,-0.248,-0.325,-0.132,-0.141,-0.174
144.474,3.015,-0.144,-0.088,-0.241,-0.242,-0.327,-0.155,-0.136,-0.177
144.485,4.734,-0.073,-0.089,-0.237,-0.243,-0.325,-0.132,-0.136,-0.174
144.496,9.194,0.009,-0.086,-0.224,-0.237,-0.321,-0.096,-0.129,-0.168
144.507,1.960,0.115,-0.071,-0.241,-0.262,-0.316,-0.086,-0.149,-0.159
144.518,-0.360,0.074,-0.059,-0.236,-0.254,-0.314,-0.088,-0.137,-0.153
144.529,1.765,0.073,-0.050,-0.261,-0.279,-0.316,-0.111,-0.159,-0.152
144.540,4.524,0.133,-0.040,-0.237,-0.260,-0.314,-0.070,-0.136,-0.146
144.551,3.117,0.186,-0.025,-0.227,-0.253,-0.310,-0.044,-0.124,-0.138
144.562,4.998,0.268,-0.006,-0.218,-0.250,-0.300,-0.011,-0.115,-0.122
144.573,3.480,0.225,0.009,-0.182,-0.211,-0.285,0.016,-0.071,-0.102
144.584,-2.171,0.201,0.023,-0.189,-0.215,-0.275,0.004,-0.071,-0.088
144.595,4.406,0.135,0.033,-0.203,-0.225,-0.271,-0.022,-0.077,-0.081
144.606,17.106,0.282,0.039,-0.196,-0.230,-0.273,0.023,-0.080,-0.080
144.617,0.002,0.349,0.065,-0.193,-0.231,-0.276,0.043,-0.073,-0.075
144.628,6.705,0.372,0.087,-0.215,-0.255,-0.281,0.033,-0.090,-0.074
144.639,-4.001,0.289,0.108,-0.215,-0.249,-0.290,0.019,-0.075,-0.076
144.650,-6.100,0.185,0.125,-0.244,-0.270,-0.297,-0.028,-0.090,-0.077
144.661,-8.067,0.078,0.130,-0.263,-0.281,-0.310,-0.068,-0.096,-0.086
144.672,0.594,0.115,0.131,-0.258,-0.279,-0.318,-0.052,-0.091,-0.091
144.683,-4.815,0.266,0.140,-0.227,-0.262,-0.320,0.020,-0.069,-0.088
144.694,-8.151,0.279,0.151,-0.195,-0.230,-0.306,0.059,-0.032,-0.069
144.705,7.508,0.297,0.156,-0.199,-0.236,-0.294,0.060,-0.035,-0.054
144.716,-2.735,0.284,0.165,-0.201,-0.237,-0.288,0.058,-0.031,-0.043
144.727,-0.121,0.303,0.174,-0.187,-0.224,-0.276,0.079,-0.014,-0.027
144.738,1.066,0.285,0.183,-0.204,-0.240,-0.273,0.062,-0.025,-0.020
144.749,0.258,0.298,0.193,-0.213,-0.250,-0.277,0.058,-0.030,-0.019
144.760,0.158,0.408,0.209,-0.247,-0.293,-0.287,0.054,-0.066,-0.023
144.771,-5.765,0.479,0.230,-0.245,-0.297,-0.297,0.080,-0.060,-0.026
144.781,7.051,0.580,0.248,-0.205,-0.266,-0.292,0.151,-0.022,-0.013
144.792,0.389,0.648,0.270,-0.189,-0.256,-0.284,0.189,-0.004,0.001
144.803,-0.901,0.630,0.295,-0.180,-0.247,-0.279,0.202,0.014,0.016
144.815,7.077,0.594,0.313,-0.181,-0.245,-0.272,0.196,0.023,0.029
144.825,-2.812,0.581,0.334,-0.173,-0.235,-0.269,0.206,0.042,0.041
144.836,1.048,0.632,0.355,-0.129,-0.196,-0.256,0.266,0.089,0.062
144.847,-6.281,0.543,0.375,-0.123,-0.182,-0.230,0.253,0.111,0.095
144.858,-10.485,0.452,0.392,-0.108,-0.159,-0.207,0.248,0.140,0.125
144.869,-6.667,0.318,0.398,-0.108,-0.147,-0.191,0.217,0.155,0.144
144.880,-12.426,0.151,0.399,-0.102,-0.128,-0.177,0.188,0.176,0.160
144.891,-0.074,0.105,0.384,-0.113,-0.136,-0.164,0.165,0.167,0.171
144.902,12.372,0.121,0.358,-0.143,-0.166,-0.162,0.132,0.132,0.168
144.913,14.630,0.149,0.322,-0.139,-0.161,-0.161,0.126,0.131,0.161
144.924,0.494,0.225,0.295,-0.154,-0.178,-0.169,0.115,0.108,0.147
144.935,-20.033,0.196,0.296,-0.116,-0.134,-0.163,0.139,0.153,0.153
144.946,-2.824,0.259,0.302,-0.110,-0.130,-0.151,0.150,0.159,0.166
144.957,-7.499,0.201,0.303,-0.107,-0.121,-0.143,0.136,0.168,0.174
144.968,-11.131,0.040,0.305,-0.127,-0.131,-0.143,0.091,0.159,0.174
144.979,19.010,0.021,0.280,-0.085,-0.090,-0.129,0.132,0.194,0.181
144.990,-3.529,-0.083,0.244,-0.094,-0.094,-0.114,0.102,0.180,0.186
145.001,5.037,-0.034,0.225,-0.092,-0.098,-0.113,0.117,0.170,0.182
145.012,2.977,-0.066,0.196,-0.071,-0.078,-0.112,0.132,0.181,0.173
145.023,-13.683,-0.170,0.175,-0.106,-0.109,-0.124,0.081,0.144,0.154
145.034,9.206,-0.019,0.163,-0.125,-0.143,-0.148,0.100,0.106,0.125
145.045,-2.975,-0.105,0.138,-0.108,-0.124,-0.165,0.104,0.118,0.101
145.056,-0.486,-0.031,0.123,-0.090,-0.105,-0.165,0.115,0.132,0.095
145.067,-6.675,-0.115,0.118,-0.074,-0.055,-0.147,0.036,0.177,0.111
145.078,15.827,-0.136,0.090,-0.067,-0.048,-0.129,0.039,0.174,0.119
145.089,-16.339,-0.413,0.078,-0.107,-0.093,-0.141,0.008,0.125,0.102
145.100,22.198,0.054,0.053,-0.050,-0.116,-0.138,0.268,0.093,0.096
145.111,-3.356,-0.258,0.059,0.008,-0.043,-0.116,0.283,0.163,0.116
145.121,-6.079,-0.679,-0.011,0.110,0.091,-0.089,0.274,0.275,0.122
145.132,1.047,-0.437,-0.037,0.101,0.076,-0.076,0.267,0.247,0.124
145.142,23.468,-0.027,-0.071,0.255,0.177,-0.040,0.548,0.332,0.147
145.153,22.549,0.445,-0.036,0.304,0.174,-0.004,0.728,0.329,0.185
145.163,-30.670,-0.172,-0.035,0.446,0.352,0.075,0.756,0.496,0.259
145.174,13.162,0.052,-0.040,0.476,0.385,0.139,0.761,0.518,0.313
145.184,-2.439,0.104,-0.023,0.724,0.644,0.269,0.965,0.766,0.438
145.195,-12.015,-0.058,-0.023,0.880,0.824,0.412,1.038,0.928,0.569
145.205,-0.109,-0.028,-0.018,1.073,1.018,0.574,1.205,1.103,0.718
145.216,-27.079,-0.334,-0.026,1.235,1.191,0.744,1.312,1.250,0.869
145.227,-26.691,-0.011,-0.033,1.369,1.307,0.886,1.461,1.341,0.991
145.238,25.751,1.178,0.018,1.556,1.426,1.048,1.806,1.444,1.143
145.248,11.689,1.847,0.154,1.596,1.442,1.174,1.907,1.464,1.276
145.259,-3.610,1.791,0.295,1.547,1.402,1.249,1.832,1.432,1.359
145.269,13.725,2.036,0.427,1.464,1.303,1.277,1.790,1.342,1.396
145.280,31.088,2.459,0.572,1.298,1.122,1.246,1.671,1.178,1.378
145.290,23.553,2.063,0.702,1.080,0.926,1.141,1.407,1.003,1.287
145.301,15.863,1.552,0.771,0.977,0.869,1.048,1.191,0.955,1.198
145.312,-0.059,1.005,0.796,0.665,0.604,0.909,0.761,0.694,1.057
145.323,-22.660,0.206,0.778,0.435,0.443,0.739,0.355,0.533,0.879
145.334,-21.781,-0.400,0.700,0.252,0.303,0.576,0.057,0.380,0.696
145.345,-20.107,-0.551,0.613,0.092,0.153,0.415,-0.133,0.218,0.517
145.356,-12.522,-0.497,0.530,-0.000,0.061,0.279,-0.230,0.114,0.364
145.367,-9.569,-0.407,0.458,-0.111,-0.050,0.148,-0.340,-0.004,0.221
145.378,2.063,-0.200,0.402,-0.211,-0.162,0.023,-0.407,-0.120,0.089
145.389,7.936,-0.149,0.356,-0.380,-0.340,-0.110,-0.545,-0.298,-0.049
145.400,13.829,-0.233,0.306,-0.503,-0.469,-0.249,-0.646,-0.425,-0.191
145.411,8.306,-0.527,0.241,-0.634,-0.588,-0.386,-0.802,-0.546,-0.334
145.422,2.650,-0.887,0.157,-0.731,-0.667,-0.512,-0.943,-0.630,-0.469
145.433,1.532,-1.091,0.060,-0.769,-0.691,-0.612,-1.015,-0.662,-0.580
145.444,9.885,-0.924,-0.029,-0.720,-0.649,-0.661,-0.949,-0.629,-0.638
145.456,25.416,-0.409,-0.086,-0.673,-0.623,-0.668,-0.848,-0.606,-0.648
145.467,44.703,0.234,-0.098,-0.650,-0.623,-0.649,-0.753,-0.600,-0.623
145.478,46.869,0.768,-0.066,-0.731,-0.726,-0.649,-0.758,-0.686,-0.607
145.489,37.037,1.526,0.029,-0.714,-0.768,-0.668,-0.565,-0.693,-0.594
145.500,15.740,1.752,0.151,-0.573,-0.644,-0.661,-0.345,-0.530,-0.548
145.511,-7.958,1.696,0.267,-0.429,-0.483,-0.605,-0.207,-0.333,-0.454
145.522,-11.728,1.939,0.386,-0.329,-0.391,-0.524,-0.054,-0.205,-0.335
145.533,-12.368,1.865,0.500,-0.287,-0.344,-0.456,0.008,-0.123,-0.230
145.544,-13.542,1.765,0.603,-0.346,-0.410,-0.421,-0.004,-0.154,-0.160
145.555,-19.697,1.502,0.685,-0.451,-0.502,-0.440,-0.114,-0.214,-0.149
145.566,-34.071,0.698,0.711,-0.525,-0.497,-0.466,-0.357,-0.191,-0.156
145.578,-44.735,0.032,0.685,-0.510,-0.418,-0.471,-0.489,-0.105,-0.156
145.589,-35.078,-0.424,0.618,-0.382,-0.263,-0.427,-0.423,0.042,-0.117
145.600,-17.698,-0.429,0.542,-0.278,-0.182,-0.351,-0.266,0.109,-0.051
145.611,3.581,-0.282,0.480,-0.318,-0.238,-0.302,-0.268,0.044,-0.011
145.622,0.504,-0.205,0.431,-0.196,-0.111,-0.246,-0.160,0.162,0.036
145.632,-36.987,-0.767,0.370,-0.270,-0.111,-0.183,-0.419,0.148,0.087
145.643,-28.420,-0.733,0.299,-0.243,-0.094,-0.155,-0.374,0.149,0.099
145.654,-4.920,-0.303,0.252,-0.254,-0.165,-0.150,-0.242,0.066,0.093
145.665,23.953,0.274,0.237,-0.142,-0.130,-0.140,0.056,0.098,0.099
145.675,12.858,0.672,0.254,-0.057,-0.083,-0.125,0.235,0.150,0.118
145.687,23.684,1.145,0.296,-0.060,-0.092,-0.084,0.255,0.150,0.168
145.698,31.674,1.591,0.367,-0.074,-0.109,-0.067,0.265,0.152,0.202
145.710,-21.185,0.938,0.424,-0.008,0.055,-0.009,0.109,0.330,0.274
145.721,-32.716,0.373,0.434,0.064,0.180,0.066,0.065,0.455,0.351
145.733,-5.115,0.608,0.438,0.198,0.278,0.144,0.291,0.550,0.428
145.745,35.053,1.250,0.475,0.348,0.334,0.247,0.671,0.610,0.536
145.756,2.088,1.079,0.520,0.497,0.471,0.346,0.849,0.752,0.642
145.767,-18.253,0.564,0.536,0.606,0.598,0.443,0.910,0.875,0.736
145.779,-16.170,0.512,0.534,0.691,0.653,0.533,1.055,0.920,0.817
145.790,32.242,1.228,0.557,0.835,0.737,0.642,1.332,0.998,0.923
145.802,29.160,1.797,0.621,0.835,0.731,0.703,1.345,1.000,0.991
145.813,12.754,1.517,0.687,0.702,0.631,0.730,1.138,0.908,1.024
145.825,-52.472,0.375,0.697,0.715,0.754,0.756,0.886,1.025,1.043
145.836,-39.629,0.142,0.669,0.527,0.560,0.723,0.698,0.818,0.994
145.848,5.675,1.108,0.675,0.714,0.678,0.718,1.042,0.930,0.982
145.859,38.480,2.170,0.738,0.639,0.508,0.697,1.194,0.770,0.968
145.871,47.468,2.581,0.847,0.586,0.400,0.633,1.284,0.688,0.925
145.882,24.374,2.450,0.952,0.565,0.366,0.572,1.309,0.680,0.887
145.893,-1.456,1.899,1.028,0.492,0.324,0.523,1.173,0.660,0.854
145.904,-18.403,1.218,1.056,0.365,0.253,0.474,0.917,0.599,0.812
145.914,-10.404,1.169,1.068,0.303,0.193,0.412,0.848,0.545,0.753
145.925,6.959,1.539,1.090,0.161,0.045,0.311,0.729,0.409,0.660
145.935,24.916,1.926,1.138,0.123,-0.001,0.232,0.723,0.383,0.597
145.946,10.248,1.570,1.179,-0.086,-0.167,0.133,0.427,0.237,0.514
145.956,-28.011,0.633,1.171,-0.259,-0.244,0.026,0.045,0.171,0.413
145.967,-13.850,0.709,1.132,-0.270,-0.245,-0.045,0.017,0.173,0.342
145.977,25.433,1.643,1.138,-0.430,-0.467,-0.163,0.019,-0.031,0.236
145.988,27.991,2.141,1.204,-0.364,-0.434,-0.245,0.190,0.031,0.180
145.998,-14.937,1.243,1.230,-0.533,-0.543,-0.306,-0.096,-0.055,0.139
146.009,-31.004,0.907,1.215,-0.610,-0.608,-0.392,-0.186,-0.106,0.065
146.020,2.425,1.360,1.212,-0.622,-0.649,-0.469,-0.112,-0.129,0.002
146.030,9.346,1.957,1.249,-0.490,-0.578,-0.513,0.184,-0.033,-0.017
146.041,10.248,2.284,1.315,-0.373,-0.477,-0.480,0.360,0.097,0.045
146.051,27.179,3.003,1.412,-0.361,-0.509,-0.466,0.508,0.101,0.097
146.062,27.636,3.668,1.574,-0.236,-0.408,-0.436,0.728,0.253,0.180
146.073,18.240,3.197,1.715,-0.208,-0.331,-0.374,0.682,0.375,0.289
146.084,27.951,2.719,1.792,-0.166,-0.282,-0.316,0.732,0.457,0.380
146.095,2.054,1.805,1.807,-0.153,-0.225,-0.271,0.659,0.532,0.444
146.106,-23.780,0.815,1.756,-0.069,-0.069,-0.197,0.579,0.689,0.521
146.117,-25.929,0.232,1.660,0.096,0.118,-0.092,0.686,0.863,0.618
146.128,-13.803,0.352,1.557,0.170,0.150,-0.001,0.839,0.877,0.695
146.139,-7.950,0.468,1.472,0.124,0.081,0.027,0.835,0.794,0.711
146.150,-9.215,0.502,1.401,0.141,0.088,0.031,0.860,0.789,0.705
146.161,-20.777,0.242,1.322,0.209,0.180,0.058,0.857,0.865,0.719
146.172,-21.987,0.054,1.239,0.337,0.324,0.124,0.930,0.989,0.767
146.184,-25.769,0.156,1.164,0.397,0.406,0.200,0.918,1.050,0.826
146.195,-9.502,0.662,1.122,0.462,0.466,0.270,0.983,1.094,0.885
146.206,11.216,1.374,1.126,0.677,0.632,0.370,1.303,1.253,0.981
146.217,28.243,2.127,1.178,0.921,0.810,0.507,1.693,1.431,1.123
146.228,35.948,2.665,1.270,1.093,0.942,0.651,1.959,1.570,1.279
146.239,19.035,2.579,1.371,1.098,0.960,0.770,1.936,1.597,1.412
146.249,-20.098,1.678,1.424,1.047,0.986,0.818,1.705,1.624,1.462
146.260,-22.109,1.221,1.421,1.061,1.040,0.879,1.619,1.665,1.514
146.271,0.893,1.264,1.408,1.028,0.995,0.901,1.600,1.607,1.523
146.282,8.557,1.591,1.414,1.129,1.050,0.943,1.792,1.651,1.556
146.293,16.658,1.863,1.438,1.165,1.064,0.975,1.872,1.658,1.583
146.305,15.943,1.994,1.472,1.195,1.088,1.004,1.904,1.679,1.609
146.317,6.066,1.938,1.503,1.107,1.001,0.999,1.808,1.588,1.601
146.327,-9.836,1.671,1.519,1.152,1.076,0.991,1.780,1.658,1.588
146.337,3.228,1.713,1.528,0.903,0.836,0.942,1.502,1.415,1.534
146.348,15.062,2.007,1.552,0.797,0.707,0.847,1.449,1.288,1.440
146.359,-6.303,1.597,1.569,0.550,0.505,0.734,1.104,1.089,1.326
146.369,-26.905,0.745,1.537,0.247,0.278,0.588,0.631,0.857,1.170
146.380,-27.890,0.653,1.493,0.252,0.291,0.448,0.614,0.862,1.020
146.391,-0.075,0.923,1.460,0.179,0.181,0.325,0.619,0.749,0.891
146.402,23.081,1.289,1.445,0.137,0.079,0.222,0.710,0.648,0.786
146.413,24.745,1.546,1.449,0.147,0.049,0.136,0.816,0.622,0.704
146.424,9.916,1.601,1.459,0.148,0.045,0.064,0.830,0.626,0.639
146.435,8.293,1.707,1.471,0.093,-0.004,0.011,0.771,0.584,0.593
146.446,21.591,2.008,1.492,-0.004,-0.114,-0.043,0.709,0.485,0.548
146.457,29.803,2.236,1.526,-0.028,-0.156,-0.085,0.732,0.458,0.520
146.469,17.889,2.146,1.561,-0.018,-0.128,-0.122,0.716,0.501,0.498
146.480,-19.053,1.718,1.578,-0.039,-0.115,-0.139,0.629,0.525,0.492
146.491,-31.304,1.234,1.570,-0.034,-0.080,-0.147,0.575,0.564,0.489
146.502,-10.850,1.230,1.553,0.140,0.092,-0.122,0.753,0.738,0.517
146.513,20.819,1.728,1.553,0.171,0.102,-0.083,0.833,0.751,0.562
146.524,39.792,2.694,1.601,0.473,0.323,-0.002,1.317,0.984,0.659
146.535,37.390,2.774,1.662,0.630,0.468,0.108,1.506,1.142,0.787
146.546,8.840,2.586,1.714,0.906,0.750,0.257,1.773,1.433,0.950
146.557,3.302,2.406,1.755,1.143,1.002,0.435,1.977,1.687,1.138
146.568,8.594,2.326,1.787,1.354,1.224,0.646,2.157,1.906,1.354
146.579,9.862,2.311,1.817,1.789,1.667,0.882,2.568,2.342,1.592
146.590,15.367,2.400,1.848,2.025,1.893,1.143,2.810,2.558,1.852
