R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,80,15,80,15,50,175,0,0,0.995
sysTime,GPT1X,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R
290.812,0.281,0.019,-0.059,-0.044,0.006,-0.011,0.047
290.824,-1.882,-0.074,-0.101,-0.079,0.001,-0.075,0.011
290.835,-1.021,-0.153,-0.099,-0.071,-0.010,-0.092,0.014
290.845,-1.208,-0.256,-0.122,-0.086,-0.023,-0.140,-0.003
290.857,-0.849,-0.235,-0.109,-0.076,-0.029,-0.121,0.002
290.869,1.078,-0.259,-0.079,-0.043,-0.030,-0.098,0.030
290.880,1.669,-0.270,-0.063,-0.027,-0.016,-0.087,0.040
290.892,0.672,-0.292,-0.075,-0.038,-0.005,-0.106,0.022
290.903,1.256,-0.279,-0.047,-0.012,0.002,-0.076,0.041
290.915,1.919,-0.148,-0.028,-0.001,0.010,-0.032,0.047
290.927,2.944,-0.066,0.021,0.046,0.034,0.024,0.092
290.938,0.897,-0.015,-0.005,0.017,0.050,0.003,0.064
290.948,1.314,0.017,0.012,0.032,0.059,0.029,0.080
290.960,-0.437,-0.009,-0.024,-0.001,0.062,-0.013,0.047
290.971,0.746,0.045,0.014,0.036,0.066,0.034,0.089
290.983,1.536,0.248,0.050,0.061,0.080,0.102,0.113
290.995,-0.347,-0.008,-0.029,0.002,0.074,-0.038,0.050
291.006,0.090,0.135,-0.003,0.016,0.079,0.025,0.067
291.018,0.130,0.129,0.009,0.029,0.082,0.040,0.084
291.029,0.493,0.055,0.011,0.037,0.083,0.026,0.092
291.041,-0.376,0.099,-0.004,0.019,0.082,0.018,0.076
291.052,-0.880,-0.012,-0.021,0.011,0.075,-0.023,0.065
291.063,-2.433,0.091,-0.079,-0.052,0.053,-0.059,0.005
291.074,0.214,0.150,-0.019,0.004,0.047,0.015,0.065
291.086,-0.663,-0.026,-0.040,-0.015,0.042,-0.006,0.047
291.098,-1.538,0.330,-0.011,-0.046,0.029,0.202,0.021
291.109,-1.950,0.397,-0.032,-0.089,0.005,0.248,-0.013
291.121,-0.359,0.225,-0.007,-0.057,-0.000,0.253,0.023
291.132,1.704,0.432,0.031,-0.029,-0.001,0.326,0.060
291.144,2.029,0.130,-0.008,-0.014,0.016,0.125,0.080
291.156,2.013,0.246,-0.011,0.007,0.040,0.052,0.104
291.167,3.916,0.302,0.042,0.065,0.070,0.102,0.168
291.177,5.394,0.405,0.150,0.167,0.128,0.225,0.270
291.189,5.944,0.511,0.203,0.271,0.200,0.137,0.376
291.201,9.266,-0.001,0.229,0.442,0.292,-0.250,0.541
291.211,7.371,0.194,0.250,0.495,0.377,-0.310,0.585
291.222,8.242,0.244,0.384,0.619,0.469,-0.133,0.700
291.234,6.958,0.705,0.474,0.652,0.547,0.134,0.729
291.244,3.976,0.269,0.403,0.625,0.587,-0.049,0.701
291.255,2.574,-0.410,0.353,0.656,0.607,-0.327,0.713
291.265,-2.474,0.034,0.210,0.501,0.577,-0.427,0.545
291.275,-5.102,0.101,0.118,0.409,0.525,-0.501,0.447
291.286,-3.903,0.592,0.111,0.367,0.472,-0.391,0.405
291.296,-2.708,0.506,0.057,0.320,0.429,-0.440,0.363
291.306,-0.498,0.395,0.101,0.358,0.412,-0.364,0.402
291.317,-1.372,0.558,0.034,0.284,0.380,-0.386,0.335
291.327,-3.426,0.736,-0.022,0.217,0.352,-0.391,0.277
291.337,-4.655,0.358,-0.114,0.153,0.309,-0.537,0.218
291.347,-7.651,0.438,-0.204,0.053,0.254,-0.581,0.123
291.359,-10.285,0.550,-0.388,-0.136,0.143,-0.718,-0.053
291.369,-11.070,0.658,-0.489,-0.240,0.042,-0.784,-0.143
291.379,-12.884,0.395,-0.622,-0.355,-0.069,-0.940,-0.244
291.389,-13.091,0.237,-0.740,-0.455,-0.193,-1.082,-0.331
291.399,-12.831,1.089,-0.833,-0.582,-0.322,-1.046,-0.437
291.409,-13.681,1.539,-0.996,-0.761,-0.460,-1.114,-0.581
291.419,-14.790,0.921,-1.236,-0.936,-0.599,-1.488,-0.721
291.429,-11.789,0.668,-1.293,-0.976,-0.714,-1.549,-0.737
291.441,-10.927,0.559,-1.412,-1.090,-0.840,-1.633,-0.818
291.453,-8.291,0.211,-1.494,-1.114,-0.938,-1.826,-0.815
291.463,-6.349,-0.477,-1.631,-1.119,-0.998,-2.292,-0.811
291.473,-4.857,0.187,-1.638,-1.149,-1.051,-2.192,-0.828
291.483,-4.544,1.080,-1.627,-1.197,-1.093,-1.965,-0.846
291.493,-3.572,0.684,-1.676,-1.215,-1.123,-2.049,-0.836
291.503,-0.519,-0.214,-1.695,-1.164,-1.137,-2.216,-0.771
291.513,-0.071,-0.549,-1.708,-1.138,-1.132,-2.299,-0.740
291.523,1.752,0.622,-1.603,-1.091,-1.116,-1.993,-0.682
291.533,3.508,1.059,-1.522,-1.040,-1.086,-1.779,-0.604
291.543,4.288,0.636,-1.468,-0.970,-1.035,-1.723,-0.514
291.555,7.528,0.687,-1.261,-0.787,-0.937,-1.403,-0.311
291.565,11.853,0.438,-1.127,-0.597,-0.835,-1.386,-0.109
291.575,14.872,0.064,-1.018,-0.400,-0.695,-1.486,0.089
291.585,14.131,0.631,-0.849,-0.247,-0.534,-1.241,0.242
291.595,16.320,0.964,-0.577,-0.003,-0.356,-0.861,0.493
291.606,19.374,0.588,-0.347,0.259,-0.166,-0.694,0.754
291.616,22.594,0.516,-0.114,0.503,0.038,-0.467,0.988
291.626,20.227,1.263,0.059,0.648,0.254,-0.194,1.130
291.636,18.752,0.905,0.168,0.827,0.454,-0.249,1.303
291.646,18.176,-0.020,0.221,1.008,0.637,-0.528,1.460
291.656,17.058,0.256,0.333,1.145,0.809,-0.469,1.568
291.666,17.223,0.983,0.549,1.317,0.985,-0.117,1.720
291.676,19.679,0.348,0.753,1.568,1.176,-0.025,1.945
291.686,19.530,0.604,0.970,1.757,1.369,0.269,2.100
291.697,17.198,1.146,1.112,1.862,1.550,0.521,2.181
291.707,14.703,0.346,1.136,1.975,1.709,0.314,2.263
291.717,13.537,0.344,1.226,2.093,1.846,0.330,2.341
291.727,10.352,0.327,1.227,2.131,1.956,0.237,2.342
291.737,7.577,-0.015,1.181,2.172,2.038,-0.038,2.340
291.747,6.420,0.145,1.169,2.178,2.084,-0.090,2.304
291.758,5.414,0.154,1.186,2.201,2.133,-0.080,2.279
291.769,3.085,0.032,1.140,2.171,2.156,-0.161,2.210
291.779,-0.946,0.128,1.068,2.094,2.157,-0.209,2.095
291.789,-2.656,0.179,0.997,2.024,2.126,-0.274,1.992
291.799,-6.304,-0.246,0.818,1.890,2.065,-0.560,1.823
291.809,-8.954,0.222,0.702,1.748,1.973,-0.591,1.650
291.819,-12.345,-0.573,0.440,1.543,1.844,-0.987,1.418
291.829,-13.982,-0.837,0.194,1.336,1.687,-1.326,1.174
291.839,-14.350,-0.466,0.017,1.141,1.520,-1.434,0.953
291.849,-18.451,-1.808,-0.347,0.884,1.333,-2.067,0.659
291.859,-21.936,-0.822,-0.579,0.595,1.114,-2.127,0.341
291.870,-24.690,-0.463,-0.872,0.288,0.857,-2.345,0.026
291.880,-27.673,-0.724,-1.207,-0.035,0.583,-2.674,-0.304
291.890,-29.164,-0.345,-1.509,-0.367,0.282,-2.849,-0.631
291.900,-28.055,-0.344,-1.786,-0.640,-0.012,-3.086,-0.892
291.910,-28.057,-0.932,-2.130,-0.926,-0.305,-3.529,-1.168
291.920,-28.307,-0.145,-2.462,-1.261,-0.608,-3.789,-1.484
291.930,-28.372,-0.353,-2.808,-1.552,-0.893,-4.199,-1.742
291.940,-26.764,-0.958,-3.154,-1.784,-1.170,-4.767,-1.953
291.950,-29.660,-0.315,-3.527,-2.141,-1.451,-5.100,-2.276
291.961,-27.970,-0.759,-3.827,-2.371,-1.738,-5.488,-2.470
291.971,-26.841,-0.223,-4.012,-2.595,-2.004,-5.475,-2.656
291.981,-26.206,0.339,-4.223,-2.866,-2.265,-5.427,-2.871
291.991,-22.814,-0.395,-4.409,-3.032,-2.500,-5.563,-2.984
292.001,-18.404,-0.589,-4.502,-3.128,-2.695,-5.559,-3.033
292.011,-15.210,-0.080,-4.550,-3.212,-2.848,-5.419,-3.067
292.021,-11.527,-0.075,-4.622,-3.273,-2.970,-5.427,-3.073
292.031,-7.855,-0.343,-4.697,-3.260,-3.043,-5.630,-3.012
292.041,-4.444,0.775,-4.609,-3.210,-3.075,-5.348,-2.904
292.052,0.295,1.048,-4.498,-3.096,-3.067,-5.134,-2.724
292.062,7.337,0.078,-4.367,-2.880,-3.002,-5.119,-2.456
292.072,11.022,0.082,-4.209,-2.724,-2.895,-4.869,-2.259
292.082,14.314,0.578,-3.963,-2.520,-2.746,-4.432,-2.014
292.092,18.223,0.169,-3.704,-2.245,-2.557,-4.141,-1.705
292.102,24.225,0.028,-3.348,-1.893,-2.325,-3.708,-1.330
292.112,28.328,0.239,-2.991,-1.573,-2.049,-3.205,-0.990
292.122,30.162,0.449,-2.662,-1.251,-1.741,-2.804,-0.653
292.132,31.570,0.265,-2.368,-0.912,-1.416,-2.578,-0.306
292.142,32.969,0.024,-2.074,-0.567,-1.086,-2.376,0.038
292.152,35.094,0.228,-1.709,-0.193,-0.742,-2.001,0.404
292.162,35.039,0.854,-1.362,0.130,-0.389,-1.562,0.724
292.173,36.084,0.862,-1.030,0.493,-0.029,-1.275,1.081
292.183,36.137,0.599,-0.713,0.853,0.344,-1.041,1.425
292.193,34.363,0.532,-0.399,1.169,0.708,-0.714,1.720
292.204,31.596,0.855,-0.095,1.460,1.045,-0.363,1.986
292.214,30.382,1.114,0.236,1.782,1.364,0.004,2.283
292.224,29.740,0.773,0.510,2.076,1.665,0.231,2.545
292.234,30.495,0.524,0.818,2.394,1.969,0.508,2.822
292.244,29.065,0.826,1.073,2.634,2.262,0.792,3.019
292.254,26.684,0.959,1.286,2.841,2.530,1.012,3.184
292.264,25.453,0.669,1.469,3.044,2.769,1.131,3.341
292.274,22.197,0.700,1.612,3.179,2.986,1.275,3.425
292.285,16.397,0.950,1.699,3.247,3.169,1.391,3.446
292.295,13.790,0.785,1.779,3.348,3.312,1.400,3.498
292.305,13.046,0.479,1.836,3.433,3.426,1.368,3.529
292.315,8.976,0.794,1.832,3.405,3.502,1.405,3.451
292.325,2.395,1.331,1.762,3.296,3.536,1.415,3.303
292.335,-0.267,1.169,1.704,3.266,3.537,1.278,3.236
292.345,1.711,0.445,1.662,3.290,3.521,1.059,3.217
292.355,-2.166,0.847,1.558,3.167,3.488,0.989,3.051
292.365,-7.174,1.799,1.437,2.988,3.421,1.014,2.847
292.375,-13.266,1.852,1.224,2.779,3.311,0.800,2.624
292.385,-14.778,1.308,1.024,2.634,3.171,0.470,2.464
292.396,-17.155,1.121,0.731,2.372,2.980,0.115,2.186
292.406,-23.242,1.694,0.407,2.014,2.759,-0.107,1.821
292.416,-26.726,1.803,0.118,1.723,2.512,-0.363,1.537
292.426,-30.508,1.287,-0.342,1.321,2.204,-0.937,1.142
292.436,-33.762,1.029,-0.765,0.939,1.871,-1.423,0.767
292.446,-36.904,1.381,-1.159,0.528,1.507,-1.727,0.372
292.456,-37.618,1.976,-1.513,0.143,1.134,-1.951,0.019
292.466,-39.379,1.995,-1.965,-0.296,0.740,-2.366,-0.379
292.477,-41.424,1.678,-2.417,-0.720,0.334,-2.816,-0.760
292.487,-40.725,1.444,-2.856,-1.138,-0.082,-3.231,-1.130
292.497,-43.687,1.370,-3.324,-1.604,-0.499,-3.629,-1.546
292.508,-40.968,1.320,-3.680,-1.963,-0.929,-3.894,-1.850
292.518,-43.974,1.257,-4.177,-2.461,-1.369,-4.300,-2.287
292.529,-36.817,1.167,-4.405,-2.688,-1.771,-4.445,-2.450
292.539,-34.757,0.966,-4.684,-2.948,-2.114,-4.682,-2.647
292.549,-30.565,1.249,-4.894,-3.184,-2.420,-4.736,-2.815
292.560,-31.224,1.654,-5.176,-3.489,-2.724,-4.864,-3.044
292.572,-28.391,1.862,-5.410,-3.737,-3.031,-4.957,-3.209
292.584,-20.372,2.474,-5.458,-3.831,-3.287,-4.780,-3.209
292.595,-14.863,3.149,-5.424,-3.851,-3.444,-4.495,-3.123
292.607,-10.711,2.958,-5.444,-3.866,-3.550,-4.409,-3.030
292.619,-3.679,2.702,-5.338,-3.765,-3.598,-4.180,-2.829
292.631,5.252,2.317,-5.066,-3.476,-3.533,-3.857,-2.455
292.641,7.303,1.665,-4.940,-3.302,-3.432,-3.781,-2.230
292.653,11.243,1.394,-4.727,-3.072,-3.284,-3.536,-1.943
292.663,15.087,1.249,-4.464,-2.800,-3.116,-3.247,-1.635
292.675,17.259,1.082,-4.231,-2.552,-2.904,-2.993,-1.349
292.685,22.669,1.276,-3.826,-2.168,-2.665,-2.500,-0.942
292.696,25.653,1.306,-3.480,-1.836,-2.391,-2.091,-0.591
292.706,28.566,1.033,-3.114,-1.467,-2.087,-1.706,-0.210
292.717,34.911,0.857,-2.590,-0.951,-1.734,-1.149,0.307
292.728,36.701,0.645,-2.065,-0.435,-1.318,-0.602,0.815
292.738,40.961,0.634,-1.484,0.132,-0.877,0.003,1.366
292.749,45.362,1.089,-0.876,0.711,-0.403,0.668,1.925
292.760,51.209,1.933,-0.222,1.325,0.107,1.400,2.520
292.770,51.966,2.416,0.386,1.907,0.671,2.060,3.082
292.781,52.186,2.128,0.869,2.424,1.218,2.442,3.573
292.791,56.685,1.432,1.529,3.160,1.814,2.891,4.266
292.802,54.179,1.159,1.971,3.655,2.391,3.167,4.705
292.813,53.739,1.267,2.472,4.169,2.947,3.589,5.159
292.823,51.926,1.454,2.965,4.664,3.498,4.026,5.588
292.834,50.806,1.057,3.374,5.122,4.016,4.260,5.974
292.845,48.739,0.551,3.813,5.610,4.539,4.521,6.376
292.855,47.842,0.163,4.240,6.067,5.018,4.802,6.740
292.866,49.312,0.055,4.802,6.635,5.522,5.269,7.206
292.876,44.730,0.536,5.162,6.942,5.973,5.665,7.412
292.887,38.431,0.953,5.456,7.193,6.382,5.975,7.566
292.898,34.879,1.304,5.723,7.427,6.731,6.231,7.707
292.908,25.268,1.414,5.746,7.425,7.004,6.227,7.613
292.919,15.925,0.578,5.581,7.331,7.171,5.820,7.423
292.929,12.073,-0.232,5.532,7.335,7.273,5.563,7.322
292.940,7.699,-0.580,5.430,7.261,7.324,5.308,7.142
292.951,5.708,-1.377,5.327,7.217,7.341,4.980,6.986
292.961,3.279,-1.987,5.194,7.119,7.319,4.669,6.771
292.972,-2.417,-1.940,5.005,6.919,7.261,4.410,6.457
292.983,-7.312,-1.837,4.794,6.691,7.149,4.147,6.121
292.993,-14.851,-2.115,4.439,6.350,6.979,3.675,5.675
293.004,-18.329,-2.288,4.116,6.050,6.753,3.221,5.276
293.015,-23.726,-2.218,3.672,5.608,6.466,2.700,4.744
293.025,-27.371,-2.427,3.229,5.175,6.130,2.172,4.227
293.036,-31.784,-2.295,2.752,4.677,5.751,1.682,3.653
293.047,-31.711,-1.370,2.442,4.278,5.358,1.522,3.194
293.057,-32.124,-0.968,2.070,3.857,4.964,1.220,2.729
293.068,-33.853,-0.868,1.667,3.433,4.575,0.837,2.268
293.079,-36.068,-0.755,1.223,2.993,4.171,0.361,1.800
293.089,-39.389,-0.634,0.674,2.471,3.735,-0.255,1.260
293.100,-39.797,-0.390,0.204,2.016,3.288,-0.757,0.797
293.110,-39.623,-0.051,-0.231,1.563,2.840,-1.146,0.346
293.121,-39.086,0.691,-0.611,1.126,2.402,-1.383,-0.078
293.131,-40.934,0.863,-1.056,0.671,1.976,-1.779,-0.510
293.142,-42.511,1.061,-1.564,0.172,1.514,-2.269,-0.976
293.153,-36.913,0.711,-1.856,-0.063,1.090,-2.639,-1.178
293.164,-37.520,0.866,-2.201,-0.409,0.705,-2.940,-1.487
293.174,-34.774,0.616,-2.535,-0.711,0.334,-3.292,-1.748
293.185,-35.004,0.331,-2.947,-1.125,-0.078,-3.642,-2.112
293.196,-29.914,-0.516,-3.261,-1.389,-0.446,-4.008,-2.333
293.206,-21.300,-1.125,-3.342,-1.415,-0.699,-4.167,-2.331
293.216,-15.708,-1.011,-3.382,-1.461,-0.887,-4.153,-2.350
293.227,-10.934,-0.073,-3.343,-1.494,-1.022,-3.918,-2.349
293.237,-6.812,-0.045,-3.351,-1.485,-1.107,-3.918,-2.302
293.248,-10.228,0.440,-3.511,-1.603,-1.186,-4.107,-2.374
293.260,-10.657,0.170,-3.654,-1.669,-1.285,-4.346,-2.389
293.271,-9.070,-0.342,-3.747,-1.716,-1.383,-4.473,-2.392
293.282,-9.424,-0.351,-3.817,-1.807,-1.476,-4.438,-2.440
293.293,-5.829,0.412,-3.730,-1.791,-1.544,-4.141,-2.375
293.305,2.382,1.206,-3.486,-1.616,-1.547,-3.684,-2.139
293.316,7.946,1.338,-3.243,-1.383,-1.459,-3.353,-1.848
293.328,12.656,1.467,-3.011,-1.139,-1.319,-3.082,-1.545
293.339,25.286,1.564,-2.479,-0.615,-1.076,-2.475,-0.970
293.351,32.505,1.420,-1.915,-0.061,-0.706,-1.846,-0.375
293.362,35.448,1.047,-1.464,0.408,-0.304,-1.404,0.121
293.373,37.778,0.283,-1.079,0.888,0.105,-1.203,0.607
293.384,39.988,-0.345,-0.693,1.327,0.507,-0.930,1.033
293.394,44.133,-0.273,-0.191,1.838,0.935,-0.454,1.520
293.404,43.918,-0.069,0.263,2.253,1.362,0.067,1.906
293.414,43.075,0.311,0.743,2.675,1.794,0.645,2.297
293.424,42.373,0.002,1.093,3.053,2.204,0.907,2.639
293.435,36.023,-0.761,1.297,3.350,2.605,0.872,2.884
293.445,38.421,-0.779,1.636,3.720,2.953,1.102,3.194
293.456,34.584,-0.787,1.902,3.982,3.297,1.329,3.392
293.466,33.156,-0.917,2.169,4.246,3.607,1.549,3.590
293.476,24.540,-0.121,2.301,4.304,3.849,1.788,3.586
293.486,20.342,0.176,2.454,4.424,4.049,1.967,3.654
293.497,18.940,-0.465,2.517,4.529,4.202,1.894,3.702
293.508,9.734,-0.124,2.517,4.464,4.317,1.979,3.582
293.518,3.027,0.624,2.450,4.317,4.337,2.044,3.391
293.529,-4.911,0.987,2.275,4.124,4.303,1.872,3.166
293.540,-8.767,0.404,2.004,3.911,4.189,1.448,2.923
293.550,-13.794,-0.063,1.714,3.657,4.032,1.051,2.634
293.560,-19.812,0.696,1.538,3.373,3.839,1.081,2.325
293.570,-24.824,0.834,1.228,3.018,3.586,0.850,1.959
293.580,-26.587,0.380,0.892,2.718,3.306,0.425,1.651
293.590,-30.360,0.527,0.500,2.310,2.982,0.061,1.240
293.600,-36.445,0.861,-0.009,1.817,2.622,-0.480,0.756
293.610,-41.222,0.606,-0.590,1.296,2.205,-1.174,0.254
293.620,-45.662,0.358,-1.156,0.782,1.755,-1.827,-0.239
293.630,-50.073,0.681,-1.715,0.202,1.255,-2.306,-0.788
293.641,-57.003,0.571,-2.371,-0.446,0.702,-2.935,-1.396
