R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,10,50,5,50,5,10,75,0,0,0.995
sysTime,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
197.402,0.583,0.484,0.473,0.563,0.563,0.572,0.538,0.535,0.551
197.412,0.337,0.485,0.474,0.573,0.572,0.568,0.548,0.546,0.547
197.422,0.587,0.485,0.475,0.590,0.589,0.573,0.566,0.563,0.554
197.433,0.336,0.473,0.475,0.586,0.586,0.577,0.559,0.561,0.558
197.443,0.502,0.478,0.475,0.587,0.587,0.583,0.561,0.561,0.564
197.454,-0.821,0.478,0.477,0.592,0.592,0.584,0.567,0.567,0.566
197.464,2.730,0.481,0.475,0.585,0.585,0.583,0.561,0.560,0.564
197.474,-1.083,0.515,0.479,0.575,0.572,0.582,0.559,0.548,0.564
197.485,1.082,0.364,0.472,0.558,0.568,0.581,0.508,0.544,0.561
197.495,5.076,0.494,0.469,0.559,0.557,0.578,0.542,0.533,0.558
197.505,6.748,0.444,0.464,0.543,0.545,0.579,0.512,0.521,0.558
197.516,6.359,0.530,0.465,0.556,0.551,0.577,0.546,0.527,0.557
197.526,-2.635,0.409,0.464,0.553,0.560,0.577,0.517,0.537,0.556
197.537,-3.152,0.390,0.461,0.572,0.580,0.585,0.530,0.556,0.564
197.547,0.867,0.374,0.455,0.582,0.591,0.591,0.539,0.566,0.568
197.557,3.953,0.432,0.450,0.622,0.624,0.603,0.593,0.598,0.578
197.568,6.487,0.538,0.453,0.621,0.613,0.616,0.616,0.587,0.592
197.578,7.935,0.589,0.461,0.627,0.614,0.628,0.636,0.589,0.605
197.589,10.214,0.709,0.473,0.637,0.613,0.633,0.675,0.590,0.612
197.599,0.883,0.803,0.499,0.644,0.611,0.630,0.706,0.594,0.615
197.609,-9.069,0.736,0.520,0.640,0.613,0.633,0.688,0.602,0.622
197.620,3.642,0.571,0.524,0.611,0.600,0.634,0.623,0.590,0.624
197.630,-0.346,0.512,0.524,0.587,0.582,0.626,0.585,0.573,0.615
197.640,-1.863,0.456,0.520,0.566,0.567,0.616,0.553,0.558,0.605
197.651,2.333,0.474,0.517,0.607,0.604,0.618,0.598,0.595,0.607
197.661,0.408,0.499,0.512,0.619,0.614,0.616,0.616,0.604,0.604
197.672,6.103,0.604,0.515,0.652,0.637,0.625,0.672,0.627,0.614
197.682,2.364,0.689,0.522,0.690,0.666,0.635,0.730,0.658,0.625
197.692,4.432,0.707,0.531,0.711,0.684,0.653,0.758,0.677,0.645
197.703,4.483,0.715,0.539,0.701,0.672,0.660,0.752,0.667,0.653
197.713,7.826,0.702,0.546,0.679,0.652,0.659,0.729,0.647,0.654
197.723,2.234,0.614,0.549,0.664,0.645,0.660,0.693,0.641,0.655
197.734,3.778,0.640,0.550,0.664,0.643,0.657,0.699,0.640,0.652
197.744,-1.189,0.690,0.559,0.713,0.686,0.667,0.761,0.684,0.664
197.755,-1.944,0.638,0.563,0.731,0.707,0.679,0.768,0.706,0.677
197.765,-3.196,0.616,0.565,0.715,0.694,0.685,0.746,0.693,0.684
197.775,2.122,0.689,0.571,0.685,0.657,0.681,0.732,0.657,0.680
197.786,-1.421,0.817,0.587,0.673,0.632,0.673,0.752,0.636,0.676
197.796,-10.505,0.885,0.613,0.698,0.651,0.665,0.793,0.662,0.674
197.806,-2.197,0.976,0.644,0.723,0.668,0.663,0.842,0.686,0.679
197.817,-3.566,0.948,0.670,0.721,0.669,0.667,0.835,0.694,0.690
197.827,-0.901,0.851,0.689,0.681,0.639,0.665,0.776,0.670,0.694
197.838,9.895,0.770,0.697,0.647,0.610,0.654,0.733,0.645,0.686
197.848,4.121,0.552,0.689,0.607,0.591,0.643,0.649,0.627,0.675
197.858,8.832,0.316,0.663,0.595,0.604,0.638,0.579,0.636,0.666
197.869,3.576,0.275,0.630,0.558,0.571,0.629,0.529,0.598,0.651
197.879,-5.290,0.270,0.606,0.545,0.557,0.618,0.515,0.581,0.635
197.889,-10.982,0.285,0.590,0.549,0.556,0.611,0.528,0.578,0.626
197.900,-9.440,0.252,0.582,0.554,0.565,0.607,0.528,0.586,0.621
197.910,15.965,0.260,0.553,0.510,0.517,0.592,0.487,0.534,0.601
197.920,14.072,0.332,0.521,0.523,0.520,0.579,0.519,0.532,0.581
197.931,4.802,0.285,0.489,0.526,0.526,0.567,0.511,0.532,0.563
197.941,-0.846,0.238,0.466,0.511,0.516,0.564,0.483,0.518,0.556
197.952,18.193,0.367,0.444,0.492,0.482,0.556,0.493,0.481,0.543
197.962,7.242,0.417,0.422,0.480,0.462,0.543,0.497,0.457,0.525
197.972,-15.241,0.413,0.423,0.479,0.462,0.534,0.495,0.458,0.516
197.983,5.598,0.584,0.433,0.526,0.494,0.537,0.573,0.494,0.522
197.993,-2.620,0.579,0.434,0.496,0.464,0.535,0.544,0.465,0.521
198.004,-5.981,0.682,0.454,0.525,0.485,0.539,0.596,0.491,0.530
198.014,1.737,0.766,0.477,0.532,0.484,0.549,0.622,0.496,0.545
198.024,-7.202,0.628,0.501,0.531,0.499,0.552,0.588,0.519,0.555
198.035,15.896,0.706,0.501,0.536,0.502,0.553,0.600,0.522,0.556
198.045,-13.085,0.433,0.503,0.535,0.542,0.556,0.515,0.564,0.560
198.056,8.208,0.610,0.503,0.515,0.514,0.565,0.512,0.537,0.570
198.066,-20.722,0.420,0.508,0.471,0.508,0.561,0.394,0.533,0.567
198.076,13.601,0.590,0.506,0.434,0.473,0.555,0.359,0.499,0.562
198.087,-8.290,0.440,0.507,0.426,0.494,0.547,0.298,0.521,0.555
198.097,1.811,0.709,0.509,0.377,0.429,0.531,0.287,0.459,0.541
198.108,0.002,0.547,0.527,0.358,0.435,0.525,0.228,0.471,0.540
198.118,-3.182,0.368,0.509,0.323,0.441,0.526,0.114,0.476,0.538
198.128,1.764,0.492,0.512,0.323,0.468,0.531,0.070,0.506,0.545
198.139,-12.247,0.380,0.510,0.288,0.429,0.534,0.053,0.469,0.549
198.149,6.136,0.495,0.506,0.296,0.427,0.540,0.094,0.467,0.555
198.160,5.678,0.530,0.503,0.272,0.394,0.536,0.098,0.436,0.551
198.170,-1.037,0.425,0.510,0.252,0.364,0.522,0.106,0.412,0.540
198.181,7.122,0.401,0.482,0.191,0.317,0.513,0.026,0.362,0.525
198.191,14.020,0.653,0.496,0.259,0.345,0.511,0.185,0.397,0.527
198.201,5.319,0.528,0.503,0.231,0.328,0.518,0.143,0.385,0.537
198.212,-34.286,-0.079,0.469,0.068,0.255,0.511,-0.196,0.309,0.524
198.222,7.579,0.446,0.456,-0.058,0.123,0.452,-0.298,0.179,0.463
198.233,50.646,1.248,0.472,-0.085,-0.023,0.369,-0.069,0.042,0.387
198.243,-8.262,0.851,0.532,-0.315,-0.240,0.230,-0.298,-0.149,0.264
198.254,-11.011,0.203,0.506,-0.657,-0.512,0.058,-0.765,-0.412,0.095
198.264,-22.168,0.022,0.491,-0.764,-0.610,-0.106,-0.870,-0.496,-0.062
198.275,32.579,0.501,0.467,-0.984,-0.848,-0.280,-1.033,-0.720,-0.229
198.285,2.944,0.630,0.489,-1.238,-1.087,-0.484,-1.282,-0.931,-0.413
198.296,-22.119,0.114,0.465,-1.419,-1.199,-0.653,-1.567,-1.025,-0.569
198.306,0.141,0.086,0.437,-1.657,-1.428,-0.854,-1.792,-1.232,-0.756
198.317,-12.036,-0.151,0.398,-1.812,-1.571,-1.029,-1.938,-1.355,-0.917
198.327,2.968,0.157,0.367,-1.975,-1.764,-1.214,-2.008,-1.523,-1.084
198.338,24.856,0.440,0.362,-2.081,-1.906,-1.379,-2.002,-1.635,-1.223
198.348,13.483,0.136,0.353,-2.380,-2.189,-1.572,-2.294,-1.885,-1.390
198.359,-16.939,-0.797,0.292,-2.606,-2.336,-1.797,-2.637,-2.007,-1.597
198.369,-22.640,-1.275,0.183,-2.646,-2.343,-1.940,-2.716,-2.001,-1.729
198.380,-5.360,-1.249,0.060,-2.766,-2.458,-2.079,-2.818,-2.105,-1.860
198.390,0.463,-1.032,-0.034,-2.802,-2.516,-2.186,-2.784,-2.148,-1.954
198.401,-8.798,-1.038,-0.110,-2.800,-2.506,-2.249,-2.770,-2.121,-2.001
198.411,2.223,-0.937,-0.179,-2.793,-2.494,-2.307,-2.743,-2.092,-2.043
198.422,18.221,-0.479,-0.226,-2.680,-2.405,-2.294,-2.552,-1.985,-2.010
198.432,30.518,0.019,-0.224,-2.629,-2.389,-2.275,-2.397,-1.944,-1.963
198.443,15.179,0.021,-0.208,-2.556,-2.322,-2.240,-2.276,-1.849,-1.899
198.453,-24.196,-0.539,-0.216,-2.448,-2.171,-2.175,-2.226,-1.679,-1.810
198.464,-28.454,-1.065,-0.266,-2.334,-2.015,-2.094,-2.171,-1.515,-1.717
198.474,-13.082,-0.847,-0.316,-2.201,-1.918,-2.000,-1.954,-1.413,-1.613
198.485,-4.981,-0.603,-0.340,-2.044,-1.796,-1.890,-1.713,-1.283,-1.490
198.495,-4.411,-0.272,-0.343,-1.876,-1.664,-1.774,-1.461,-1.142,-1.360
198.506,15.635,0.558,-0.304,-1.759,-1.600,-1.676,-1.223,-1.062,-1.242
198.516,37.420,1.714,-0.195,-1.504,-1.431,-1.542,-0.777,-0.865,-1.075
198.527,33.430,2.543,0.001,-1.410,-1.380,-1.420,-0.562,-0.767,-0.902
198.537,22.917,2.384,0.182,-1.191,-1.159,-1.292,-0.307,-0.503,-0.726
198.548,-7.358,1.591,0.302,-1.048,-0.947,-1.141,-0.268,-0.263,-0.542
198.558,-2.180,1.314,0.383,-0.814,-0.688,-0.954,-0.067,0.012,-0.331
198.569,5.881,1.200,0.447,-0.623,-0.479,-0.759,0.101,0.232,-0.118
198.580,-0.622,0.792,0.482,-0.441,-0.242,-0.560,0.187,0.471,0.088
198.591,-14.777,0.197,0.478,-0.183,0.094,-0.314,0.291,0.797,0.332
198.602,-21.306,-0.391,0.432,-0.020,0.324,-0.076,0.315,1.002,0.553
198.613,-31.342,-0.892,0.353,0.162,0.572,0.155,0.356,1.214,0.757
198.624,-23.979,-1.158,0.257,0.310,0.746,0.367,0.427,1.345,0.934
198.635,-24.468,-1.329,0.154,0.572,1.042,0.583,0.596,1.591,1.109
198.646,-21.092,-1.462,0.049,0.817,1.313,0.830,0.756,1.808,1.310
198.657,-23.256,-1.666,-0.061,0.834,1.369,1.031,0.664,1.805,1.459
198.668,-32.715,-1.898,-0.179,0.857,1.430,1.167,0.577,1.806,1.539
198.679,-40.217,-2.091,-0.299,0.933,1.546,1.304,0.542,1.857,1.616
198.690,-41.027,-2.099,-0.415,0.845,1.494,1.388,0.349,1.743,1.640
198.701,-22.575,-1.734,-0.508,0.854,1.510,1.439,0.311,1.700,1.634
198.712,13.297,-1.040,-0.560,0.842,1.430,1.467,0.402,1.571,1.614
198.724,33.886,-0.231,-0.565,0.835,1.326,1.435,0.554,1.433,1.546
198.735,43.499,0.355,-0.528,0.751,1.200,1.370,0.540,1.285,1.456
198.746,39.124,0.500,-0.475,0.677,1.133,1.309,0.453,1.201,1.376
198.757,27.750,0.098,-0.439,0.584,1.058,1.235,0.325,1.108,1.282
198.768,-1.818,-0.681,-0.442,0.418,0.963,1.149,0.019,0.989,1.169
198.779,-11.164,-1.357,-0.492,0.226,0.855,1.045,-0.334,0.848,1.030
198.790,-12.805,-1.784,-0.572,-0.012,0.648,0.909,-0.646,0.604,0.854
198.801,-5.988,-1.812,-0.659,-0.174,0.466,0.742,-0.786,0.388,0.648
198.812,5.215,-1.626,-0.734,-0.230,0.386,0.608,-0.807,0.276,0.480
198.823,4.810,-1.533,-0.795,-0.502,0.114,0.448,-1.086,-0.020,0.291
198.834,-7.570,-1.765,-0.854,-0.705,-0.057,0.259,-1.348,-0.214,0.076
198.845,-19.617,-2.061,-0.925,-0.922,-0.270,0.067,-1.574,-0.448,-0.141
198.856,-18.705,-1.936,-0.992,-1.127,-0.475,-0.140,-1.776,-0.671,-0.371
198.867,1.197,-1.236,-1.024,-1.341,-0.725,-0.355,-1.916,-0.928,-0.597
198.878,26.703,-0.223,-0.996,-1.459,-0.934,-0.559,-1.848,-1.127,-0.795
198.890,37.076,0.517,-0.914,-1.624,-1.160,-0.772,-1.869,-1.326,-0.986
198.901,32.112,1.115,-0.781,-1.690,-1.286,-0.961,-1.782,-1.411,-1.138
198.912,12.543,0.931,-0.661,-1.733,-1.325,-1.102,-1.786,-1.412,-1.242
198.923,7.014,0.782,-0.558,-1.832,-1.405,-1.204,-1.879,-1.454,-1.309
198.934,14.329,0.721,-0.469,-1.961,-1.526,-1.320,-1.981,-1.538,-1.390
198.945,6.988,0.358,-0.404,-2.131,-1.666,-1.438,-2.164,-1.645,-1.476
198.956,-18.975,-0.391,-0.382,-2.228,-1.674,-1.528,-2.383,-1.627,-1.541
198.967,-44.078,-1.189,-0.408,-2.355,-1.735,-1.605,-2.601,-1.673,-1.604
198.978,-37.832,-1.347,-0.472,-2.439,-1.798,-1.680,-2.699,-1.730,-1.672
198.989,-17.444,-1.052,-0.522,-2.463,-1.853,-1.764,-2.644,-1.775,-1.745
199.000,-4.479,-0.768,-0.544,-2.411,-1.840,-1.805,-2.497,-1.746,-1.770
199.011,-18.755,-0.603,-0.550,-2.337,-1.762,-1.805,-2.403,-1.652,-1.750
199.022,-3.624,-0.539,-0.552,-2.357,-1.769,-1.791,-2.418,-1.642,-1.718
199.033,17.907,-0.080,-0.534,-2.371,-1.820,-1.790,-2.334,-1.671,-1.694
199.045,41.332,0.600,-0.472,-2.255,-1.769,-1.769,-2.067,-1.590,-1.641
199.055,28.367,0.763,-0.388,-2.069,-1.604,-1.696,-1.808,-1.392,-1.532
199.066,-9.014,0.175,-0.337,-2.045,-1.540,-1.625,-1.826,-1.303,-1.434
199.076,-20.478,-0.336,-0.326,-2.011,-1.456,-1.547,-1.857,-1.205,-1.337
199.087,-48.506,-1.025,-0.345,-1.986,-1.318,-1.478,-2.012,-1.061,-1.259
199.098,-51.885,-1.651,-0.410,-1.899,-1.150,-1.373,-2.059,-0.900,-1.156
199.109,-21.135,-1.245,-0.485,-1.750,-1.040,-1.248,-1.836,-0.801,-1.038
199.120,24.737,-0.422,-0.505,-1.429,-0.828,-1.110,-1.315,-0.592,-0.898
199.131,16.349,0.309,-0.462,-1.000,-0.519,-0.893,-0.666,-0.278,-0.670
199.142,19.322,0.795,-0.387,-0.743,-0.297,-0.653,-0.339,-0.048,-0.414
199.154,18.656,1.091,-0.293,-0.668,-0.244,-0.468,-0.215,0.017,-0.212
199.165,30.579,1.574,-0.180,-0.476,-0.072,-0.304,0.028,0.205,-0.028
199.176,22.273,1.418,-0.061,-0.443,0.016,-0.133,-0.022,0.309,0.161
199.187,-16.542,0.502,0.010,-0.403,0.161,-0.016,-0.153,0.459,0.286
199.198,-36.271,-0.411,0.003,-0.146,0.487,0.137,-0.022,0.770,0.430
199.209,-19.206,-0.763,-0.050,-0.126,0.522,0.277,-0.043,0.778,0.548
199.220,16.295,-0.451,-0.090,0.187,0.761,0.428,0.380,0.991,0.677
199.231,25.850,-0.016,-0.094,0.518,1.021,0.615,0.819,1.228,0.848
199.241,0.634,-0.283,-0.102,0.737,1.237,0.826,1.017,1.418,1.038
199.252,-9.935,-0.574,-0.127,0.979,1.499,1.048,1.193,1.647,1.233
199.262,-20.383,-0.751,-0.163,1.230,1.772,1.296,1.370,1.880,1.448
199.272,14.264,-0.291,-0.190,1.522,2.041,1.547,1.662,2.107,1.664
199.283,29.921,0.215,-0.179,1.719,2.208,1.768,1.879,2.237,1.856
199.294,21.468,0.060,-0.163,1.849,2.386,1.962,1.893,2.379,2.020
199.305,-13.264,-0.748,-0.185,1.814,2.448,2.131,1.652,2.398,2.148
199.316,-29.962,-1.507,-0.257,1.865,2.571,2.271,1.533,2.464,2.235
199.327,-13.175,-1.659,-0.357,1.882,2.578,2.360,1.519,2.409,2.264
199.338,41.696,-1.011,-0.426,1.837,2.433,2.399,1.600,2.210,2.248
199.349,39.654,-0.739,-0.470,1.741,2.280,2.365,1.564,2.011,2.167
199.360,17.520,-0.990,-0.515,1.576,2.111,2.299,1.364,1.799,2.053
199.371,-0.563,-1.511,-0.583,1.380,1.969,2.181,1.035,1.612,1.886
199.382,-5.478,-2.085,-0.687,1.200,1.831,2.052,0.739,1.424,1.703
199.393,-14.803,-2.595,-0.813,0.971,1.643,1.878,0.397,1.185,1.472
199.404,-17.328,-3.067,-0.966,0.749,1.474,1.704,0.039,0.960,1.239
199.415,-24.835,-3.667,-1.145,0.546,1.350,1.519,-0.343,0.777,0.991
199.426,-35.183,-4.455,-1.361,0.325,1.233,1.363,-0.790,0.594,0.765
199.437,-34.683,-5.092,-1.612,0.013,0.990,1.177,-1.268,0.278,0.504
199.448,-26.077,-4.930,-1.864,-0.214,0.715,0.958,-1.465,-0.065,0.211
199.458,-9.111,-4.597,-2.077,-0.469,0.387,0.715,-1.633,-0.452,-0.095
199.469,6.050,-3.869,-2.229,-0.689,0.076,0.434,-1.728,-0.805,-0.425
199.480,19.279,-3.345,-2.329,-0.917,-0.212,0.175,-1.870,-1.123,-0.719
199.491,14.152,-3.023,-2.396,-1.202,-0.544,-0.109,-2.087,-1.472,-1.027
199.502,23.586,-2.533,-2.434,-1.638,-0.995,-0.436,-2.497,-1.928,-1.367
199.512,9.782,-2.689,-2.444,-1.986,-1.314,-0.766,-2.885,-2.242,-1.699
199.523,-16.713,-2.974,-2.474,-2.373,-1.641,-1.096,-3.362,-2.564,-2.031
199.534,-47.251,-3.756,-2.538,-2.650,-1.851,-1.412,-3.743,-2.774,-2.351
199.544,-6.909,-3.212,-2.596,-2.740,-2.016,-1.689,-3.694,-2.935,-2.628
199.554,52.233,-1.869,-2.581,-2.734,-2.175,-1.918,-3.389,-3.075,-2.841
199.565,20.358,-1.464,-2.516,-2.830,-2.348,-2.135,-3.325,-3.216,-3.028
199.576,-4.076,-2.019,-2.478,-3.025,-2.532,-2.339,-3.513,-3.371,-3.205
199.587,-10.847,-2.571,-2.471,-3.182,-2.658,-2.518,-3.701,-3.474,-3.361
199.598,-16.652,-2.739,-2.484,-3.524,-2.985,-2.728,-4.047,-3.777,-3.550
199.609,-30.287,-3.179,-2.517,-3.842,-3.257,-2.959,-4.419,-4.027,-3.762
199.620,-21.205,-3.156,-2.555,-4.301,-3.711,-3.237,-4.861,-4.457,-4.019
199.631,0.624,-2.945,-2.581,-4.723,-4.170,-3.577,-5.190,-4.883,-4.333
199.642,21.911,-2.602,-2.592,-5.373,-4.859,-3.989,-5.735,-5.530,-4.712
199.653,3.685,-2.447,-2.584,-5.866,-5.364,-4.427,-6.161,-5.985,-5.109
199.663,-16.317,-2.599,-2.584,-6.431,-5.912,-4.895,-6.701,-6.478,-5.532
199.673,4.951,-2.339,-2.579,-7.196,-6.721,-5.437,-7.336,-7.223,-6.022
199.684,17.574,-2.062,-2.556,-8.061,-7.624,-6.104,-8.065,-8.050,-6.629
199.695,4.041,-1.888,-2.518,-8.870,-8.459,-6.825,-8.751,-8.795,-7.278
199.706,-5.843,-1.982,-2.486,-9.906,-9.489,-7.639,-9.703,-9.728,-8.013
199.716,-30.464,-2.529,-2.474,-10.938,-10.441,-8.500,-10.767,-10.577,-8.790
199.727,-30.955,-2.641,-2.478,-11.962,-11.437,-9.399,-11.729,-11.462,-9.599
199.738,-10.443,-2.363,-2.480,-13.005,-12.501,-10.357,-12.619,-12.404,-10.458
199.749,22.605,-1.677,-2.451,-13.857,-13.428,-11.311,-13.218,-13.196,-11.296
199.760,35.407,-1.181,-2.390,-14.844,-14.445,-12.297,-14.011,-14.061,-12.151
199.770,20.398,-0.787,-2.296,-15.659,-15.299,-13.248,-14.608,-14.748,-12.955
199.781,-25.542,-1.858,-2.242,-16.502,-16.069,-14.128,-15.409,-15.353,-13.687
199.791,-26.864,-2.594,-2.253,-17.377,-16.868,-14.992,-16.247,-15.993,-14.408
199.802,2.323,-2.484,-2.268,-18.113,-17.628,-15.819,-16.784,-16.590,-15.088
199.812,-4.309,-2.364,-2.270,-18.765,-18.297,-16.640,-17.241,-17.089,-15.751
199.823,-12.650,-2.490,-2.280,-19.338,-18.857,-17.382,-17.665,-17.476,-16.332
199.834,17.250,-1.857,-2.274,-19.692,-19.267,-18.008,-17.761,-17.710,-16.790
199.844,29.138,-1.250,-2.224,-19.967,-19.606,-18.546,-17.758,-17.864,-17.148
199.855,16.888,-0.849,-2.147,-20.164,-19.834,-18.987,-17.725,-17.902,-17.401
199.866,0.674,-0.945,-2.077,-20.297,-19.969,-19.355,-17.675,-17.851,-17.583
199.877,16.008,-0.802,-2.010,-20.298,-19.985,-19.636,-17.480,-17.683,-17.678
