R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,10,50,5,50,5,10,75,0,0,0.995
sysTime,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
204.611,5.592,-3.168,-4.213,13.359,12.756,12.656,7.265,6.073,6.154
204.622,-3.719,-3.222,-4.156,13.486,12.871,12.738,7.347,6.144,6.187
204.633,-18.299,-3.557,-4.116,13.487,12.919,12.814,7.221,6.145,6.212
204.644,-10.837,-3.427,-4.077,13.718,13.127,12.894,7.422,6.308,6.242
204.654,20.075,-2.807,-4.018,13.882,13.229,13.011,7.609,6.368,6.315
204.665,9.932,-2.632,-3.943,13.919,13.236,13.079,7.631,6.340,6.343
204.676,-14.145,-2.938,-3.876,14.114,13.448,13.191,7.746,6.515,6.414
204.687,-15.099,-2.965,-3.821,14.143,13.456,13.285,7.746,6.484,6.466
204.698,7.791,-2.561,-3.757,14.581,13.827,13.412,8.218,6.818,6.554
204.708,21.914,-2.306,-3.677,14.839,14.028,13.596,8.495,6.983,6.702
204.719,9.297,-1.975,-3.584,15.034,14.185,13.763,8.686,7.108,6.836
204.730,1.504,-2.059,-3.497,15.216,14.377,13.939,8.798,7.268,6.978
204.741,-42.723,-2.940,-3.443,15.176,14.470,14.092,8.522,7.323,7.091
204.751,-46.891,-3.212,-3.419,15.504,14.852,14.287,8.715,7.659,7.241
204.762,-24.403,-3.056,-3.396,15.541,14.902,14.492,8.672,7.663,7.400
204.773,35.668,-1.805,-3.333,15.792,15.056,14.652,9.002,7.780,7.521
204.784,29.070,-1.494,-3.234,16.130,15.343,14.844,9.358,8.036,7.682
204.795,-20.917,-2.043,-3.147,16.228,15.492,15.043,9.336,8.152,7.846
204.805,-17.249,-2.172,-3.087,16.346,15.620,15.211,9.388,8.241,7.977
204.816,4.422,-1.885,-3.024,16.577,15.806,15.386,9.626,8.390,8.113
204.827,0.209,-1.779,-2.950,16.710,15.917,15.541,9.736,8.468,8.233
204.838,-17.844,-1.861,-2.881,16.764,15.990,15.675,9.713,8.507,8.331
204.849,24.482,-1.075,-2.799,16.957,16.100,15.803,9.969,8.587,8.427
204.859,46.711,-0.387,-2.676,16.996,16.101,15.907,10.019,8.567,8.507
204.870,24.946,0.050,-2.515,16.963,16.023,15.969,10.016,8.480,8.555
204.881,-12.419,-0.512,-2.378,16.966,16.102,16.023,9.885,8.546,8.591
204.892,-5.643,-0.729,-2.280,17.045,16.193,16.084,9.913,8.618,8.629
204.903,6.302,-0.764,-2.189,16.960,16.122,16.117,9.775,8.531,8.640
204.913,-12.495,-0.971,-2.114,16.624,15.845,16.080,9.330,8.237,8.580
204.924,-49.835,-2.152,-2.090,16.372,15.724,15.998,8.872,8.094,8.468
204.935,-24.993,-2.110,-2.086,16.432,15.759,15.924,8.931,8.105,8.363
204.946,14.877,-1.432,-2.060,16.468,15.713,15.863,9.045,8.041,8.276
204.957,-14.873,-1.430,-2.016,16.248,15.498,15.788,8.796,7.814,8.183
204.967,2.447,-1.148,-1.979,15.955,15.173,15.637,8.523,7.481,8.014
204.978,39.114,-0.528,-1.907,15.912,15.048,15.482,8.577,7.358,7.851
204.989,33.273,-0.030,-1.805,15.994,15.045,15.361,8.764,7.363,7.732
205.000,1.904,0.161,-1.689,16.004,15.042,15.273,8.784,7.374,7.650
205.011,18.403,0.396,-1.574,15.854,14.889,15.171,8.637,7.236,7.557
205.021,45.118,1.382,-1.419,15.856,14.773,15.054,8.802,7.147,7.460
205.032,23.670,1.366,-1.262,15.822,14.731,14.958,8.785,7.135,7.388
205.043,5.693,1.209,-1.119,15.657,14.575,14.856,8.617,7.009,7.309
205.054,14.823,1.380,-0.977,15.362,14.273,14.716,8.346,6.741,7.196
205.065,21.655,1.395,-0.842,15.016,13.932,14.529,8.013,6.438,7.037
205.075,-15.658,0.563,-0.738,14.779,13.771,14.316,7.694,6.313,6.851
205.086,-12.421,-0.159,-0.691,14.553,13.605,14.112,7.402,6.174,6.667
205.097,-0.384,-0.169,-0.664,14.320,13.384,13.899,7.166,5.980,6.473
205.108,-21.081,-0.694,-0.652,14.083,13.229,13.692,6.836,5.852,6.284
205.119,-21.717,-0.894,-0.662,13.954,13.111,13.512,6.707,5.758,6.121
205.130,-17.696,-1.391,-0.698,13.666,12.861,13.330,6.381,5.529,5.953
205.140,-15.653,-1.342,-0.736,13.469,12.645,13.123,6.225,5.338,5.763
205.151,-30.522,-1.823,-0.790,13.302,12.545,12.942,5.985,5.259,5.597
205.162,-24.535,-2.175,-0.867,13.042,12.332,12.753,5.678,5.065,5.421
205.173,-5.469,-1.871,-0.931,13.062,12.297,12.578,5.787,5.051,5.264
205.184,-11.969,-1.877,-0.983,12.874,12.109,12.427,5.617,4.888,5.132
205.194,-47.703,-1.968,-1.032,12.774,12.067,12.280,5.461,4.872,5.006
205.205,-11.732,-1.753,-1.088,12.655,11.961,12.166,5.347,4.791,4.915
205.216,27.064,-0.991,-1.093,12.511,11.733,12.040,5.344,4.600,4.820
205.227,37.939,0.347,-1.031,12.730,11.812,11.956,5.785,4.727,4.782
205.238,24.844,0.558,-0.946,12.701,11.745,11.881,5.850,4.713,4.758
205.248,11.304,0.638,-0.859,12.406,11.445,11.790,5.607,4.471,4.720
205.259,5.020,0.681,-0.769,12.434,11.490,11.705,5.660,4.573,4.689
205.270,4.632,0.743,-0.682,12.370,11.457,11.622,5.603,4.599,4.661
205.281,-42.179,-0.142,-0.626,11.966,11.201,11.531,5.052,4.397,4.621
205.291,-51.849,-0.442,-0.599,11.975,11.279,11.433,5.018,4.524,4.569
205.302,-10.212,-0.144,-0.585,12.003,11.298,11.386,5.104,4.590,4.568
205.313,28.571,0.642,-0.522,12.076,11.316,11.371,5.301,4.662,4.606
205.324,48.384,1.531,-0.418,12.157,11.340,11.374,5.514,4.750,4.671
205.335,41.323,2.574,-0.253,12.170,11.234,11.388,5.750,4.719,4.759
205.346,6.029,2.337,-0.098,12.323,11.418,11.436,5.927,4.975,4.879
205.356,-29.092,1.498,0.012,12.215,11.427,11.482,5.725,5.048,4.988
205.367,-2.949,1.654,0.108,12.489,11.684,11.535,6.074,5.365,5.101
205.378,33.229,2.283,0.224,12.668,11.825,11.626,6.360,5.567,5.256
205.389,41.997,3.501,0.400,12.766,11.789,11.687,6.697,5.604,5.392
205.400,15.179,3.322,0.575,13.099,12.161,11.793,7.041,6.047,5.571
205.411,-21.573,2.943,0.725,13.069,12.205,11.893,6.974,6.157,5.741
205.421,9.838,3.106,0.857,13.335,12.459,12.015,7.311,6.473,5.928
205.432,47.791,3.642,1.011,13.539,12.610,12.161,7.641,6.687,6.142
205.443,34.266,4.448,1.208,13.611,12.599,12.283,7.884,6.749,6.340
205.454,-7.232,4.139,1.390,13.655,12.704,12.389,7.909,6.924,6.518
205.465,-1.761,4.029,1.544,13.717,12.797,12.507,7.988,7.082,6.703
205.475,34.932,4.468,1.708,13.962,13.007,12.645,8.337,7.357,6.910
205.486,29.210,5.296,1.912,13.915,12.887,12.763,8.449,7.312,7.102
205.497,-3.734,5.149,2.116,13.898,12.925,12.849,8.429,7.426,7.264
205.508,-33.130,4.778,2.284,13.994,13.105,12.968,8.476,7.674,7.452
205.519,17.820,5.175,2.441,13.890,12.989,13.037,8.451,7.625,7.587
205.530,22.928,5.590,2.624,13.835,12.946,13.064,8.449,7.655,7.685
205.540,18.796,5.739,2.810,13.821,12.946,13.086,8.487,7.731,7.780
205.551,3.599,5.779,2.989,13.566,12.704,13.068,8.287,7.566,7.833
205.561,24.061,6.070,3.162,13.334,12.430,12.991,8.184,7.368,7.828
205.572,27.771,6.584,3.355,13.176,12.221,12.853,8.171,7.245,7.767
205.583,-7.878,5.913,3.529,12.897,12.047,12.706,7.838,7.155,7.697
205.593,-34.786,5.138,3.647,12.505,11.736,12.532,7.414,6.920,7.591
205.603,-1.198,5.427,3.743,12.279,11.493,12.292,7.286,6.753,7.418
205.614,43.200,6.380,3.882,12.013,11.119,12.047,7.243,6.465,7.249
205.624,10.665,6.486,4.040,11.862,10.954,11.795,7.199,6.394,7.082
205.635,3.982,6.284,4.173,11.552,10.662,11.539,6.957,6.197,6.911
205.646,17.341,6.527,4.305,11.265,10.369,11.265,6.771,6.001,6.725
205.658,30.475,7.190,4.494,10.873,9.945,10.954,6.537,5.697,6.523
205.669,33.740,7.450,4.707,10.543,9.609,10.632,6.337,5.489,6.315
205.680,28.579,7.354,4.900,10.192,9.264,10.316,6.103,5.271,6.114
205.691,8.636,7.074,5.067,9.737,8.848,9.988,5.719,4.981,5.900
205.702,18.859,7.100,5.214,9.084,8.226,9.563,5.156,4.489,5.591
205.714,30.367,7.130,5.350,8.323,7.502,9.024,4.483,3.904,5.172
205.724,-31.901,6.565,5.450,7.582,6.845,8.476,3.752,3.366,4.730
205.734,7.388,6.454,5.500,7.188,6.469,7.948,3.455,3.107,4.303
205.745,20.755,6.928,5.579,6.674,5.876,7.407,3.175,2.642,3.879
205.755,21.126,7.244,5.674,6.286,5.453,6.881,2.966,2.354,3.474
205.766,28.840,7.524,5.778,5.815,5.003,6.361,2.610,2.044,3.083
205.777,42.247,7.955,5.900,5.211,4.395,5.854,2.158,1.585,2.713
205.788,23.622,8.383,6.048,4.708,3.856,5.349,1.857,1.202,2.353
205.798,-4.105,7.786,6.168,4.283,3.512,4.865,1.480,1.014,2.014
205.809,-0.892,7.588,6.258,3.687,2.975,4.390,0.964,0.630,1.682
205.820,-39.255,6.715,6.309,3.198,2.654,3.929,0.408,0.457,1.360
205.831,-29.829,6.543,6.331,2.619,2.143,3.454,-0.105,0.092,1.021
205.841,12.823,6.811,6.355,2.041,1.547,2.963,-0.495,-0.352,0.672
205.852,28.560,7.414,6.411,1.443,0.870,2.438,-0.823,-0.870,0.295
205.863,2.091,7.328,6.470,0.922,0.359,1.911,-1.185,-1.219,-0.079
205.873,12.820,7.394,6.523,0.204,-0.353,1.339,-1.737,-1.767,-0.498
205.883,1.172,7.424,6.580,-0.185,-0.728,0.790,-1.972,-1.973,-0.888
205.894,4.494,7.444,6.629,-0.896,-1.426,0.228,-2.519,-2.501,-1.291
205.904,31.326,7.913,6.696,-1.184,-1.761,-0.310,-2.562,-2.660,-1.663
205.915,13.961,7.774,6.764,-1.858,-2.416,-0.896,-3.070,-3.131,-2.074
205.926,3.326,7.559,6.814,-2.588,-3.117,-1.488,-3.646,-3.648,-2.493
205.936,20.639,7.825,6.865,-3.159,-3.700,-2.036,-4.009,-4.047,-2.867
205.947,12.392,7.764,6.926,-3.923,-4.419,-2.650,-4.633,-4.574,-3.300
205.958,-11.779,7.207,6.959,-4.806,-5.210,-3.329,-5.431,-5.172,-3.798
205.969,-3.984,6.824,6.959,-5.654,-5.994,-4.054,-6.158,-5.765,-4.343
205.980,2.326,6.559,6.941,-6.627,-6.889,-4.822,-7.022,-6.465,-4.930
205.991,-36.190,5.722,6.892,-7.646,-7.741,-5.625,-8.047,-7.125,-5.553
206.002,-23.235,4.806,6.781,-8.584,-8.585,-6.473,-8.898,-7.782,-6.228
206.014,-18.953,4.207,6.638,-9.515,-9.437,-7.339,-9.719,-8.449,-6.922
206.025,-43.271,3.483,6.467,-10.454,-10.246,-8.203,-10.616,-9.075,-7.616
206.036,-34.104,3.152,6.280,-11.404,-11.150,-9.075,-11.409,-9.796,-8.316
206.047,-27.485,3.140,6.098,-12.234,-11.968,-9.932,-12.036,-10.427,-8.998
206.058,-43.446,2.775,5.921,-13.016,-12.680,-10.767,-12.686,-10.949,-9.652
206.069,-22.821,2.599,5.736,-13.672,-13.308,-11.559,-13.155,-11.387,-10.263
206.081,2.709,2.695,5.550,-14.503,-14.149,-12.332,-13.744,-12.036,-10.851
206.092,14.895,2.961,5.387,-15.238,-14.910,-13.083,-14.214,-12.598,-11.412
206.103,8.853,3.151,5.242,-15.938,-15.641,-13.819,-14.638,-13.126,-11.952
206.114,30.715,3.601,5.125,-16.609,-16.338,-14.551,-15.038,-13.612,-12.481
206.125,41.175,3.975,5.038,-17.313,-17.066,-15.277,-15.463,-14.123,-12.996
206.136,23.059,4.023,4.962,-18.038,-17.784,-16.005,-15.946,-14.620,-13.510
206.147,39.691,4.951,4.936,-18.710,-18.515,-16.726,-16.284,-15.118,-14.004
206.159,49.094,5.495,4.951,-19.246,-19.109,-17.419,-16.481,-15.470,-14.459
206.170,35.710,5.708,4.988,-19.746,-19.650,-18.082,-16.659,-15.766,-14.880
206.181,21.708,5.948,5.038,-20.251,-20.168,-18.707,-16.879,-16.034,-15.259
206.192,13.442,6.216,5.105,-20.780,-20.704,-19.287,-17.128,-16.317,-15.588
206.203,-5.672,6.293,5.181,-21.231,-21.143,-19.830,-17.321,-16.501,-15.877
206.214,4.609,6.752,5.269,-21.625,-21.557,-20.313,-17.415,-16.660,-16.104
206.226,-0.564,6.856,5.370,-21.997,-21.916,-20.750,-17.531,-16.760,-16.283
206.237,-10.957,6.784,5.464,-22.277,-22.166,-21.120,-17.578,-16.756,-16.397
206.248,-0.203,6.823,5.548,-22.647,-22.526,-21.456,-17.691,-16.866,-16.481
206.259,14.057,7.022,5.635,-22.996,-22.901,-21.782,-17.741,-16.990,-16.555
206.270,2.920,6.974,5.718,-23.305,-23.190,-22.090,-17.810,-17.032,-16.613
206.281,15.692,7.188,5.798,-23.544,-23.442,-22.370,-17.772,-17.040,-16.647
206.292,24.126,7.530,5.893,-23.670,-23.605,-22.615,-17.591,-16.959,-16.645
206.304,5.225,7.587,5.997,-23.892,-23.827,-22.844,-17.556,-16.937,-16.627
206.315,0.889,7.458,6.088,-24.117,-24.019,-23.039,-17.571,-16.892,-16.581
206.326,19.297,7.866,6.188,-24.210,-24.134,-23.219,-17.384,-16.771,-16.522
206.337,13.732,7.941,6.295,-24.330,-24.253,-23.375,-17.259,-16.657,-16.440
206.348,2.796,7.801,6.391,-24.440,-24.326,-23.514,-17.174,-16.503,-16.346
206.359,16.554,7.886,6.481,-24.402,-24.279,-23.611,-16.913,-16.235,-16.216
206.370,23.397,8.009,6.573,-24.324,-24.216,-23.670,-16.585,-15.956,-16.051
206.382,-6.880,7.906,6.660,-24.247,-24.108,-23.700,-16.322,-15.638,-15.861
206.393,-42.062,7.125,6.711,-24.235,-23.961,-23.681,-16.268,-15.292,-15.634
206.404,-26.589,6.650,6.725,-24.250,-23.918,-23.625,-16.154,-15.064,-15.384
206.415,-9.528,6.676,6.733,-24.145,-23.807,-23.550,-15.858,-14.775,-15.120
206.426,-17.594,6.605,6.740,-24.023,-23.660,-23.444,-15.576,-14.457,-14.832
206.437,-13.693,6.904,6.751,-23.731,-23.366,-23.299,-15.103,-14.000,-14.510
206.448,24.813,7.824,6.797,-23.385,-23.143,-23.136,-14.417,-13.612,-14.171
206.460,10.200,7.914,6.870,-23.215,-22.987,-22.951,-14.050,-13.292,-13.810
206.471,-4.353,7.759,6.933,-23.013,-22.766,-22.740,-13.702,-12.915,-13.432
206.482,3.584,7.666,6.981,-22.748,-22.480,-22.490,-13.301,-12.484,-13.024
206.493,26.686,7.822,7.030,-22.488,-22.232,-22.250,-12.872,-12.096,-12.633
206.504,17.106,7.787,7.079,-22.239,-21.992,-22.017,-12.463,-11.724,-12.254
206.515,1.109,7.554,7.113,-22.112,-21.824,-21.791,-12.247,-11.430,-11.892
206.526,16.702,7.447,7.133,-21.877,-21.553,-21.545,-11.927,-11.043,-11.519
206.537,29.817,7.475,7.151,-21.429,-21.115,-21.271,-11.342,-10.497,-11.125
206.548,1.074,7.150,7.160,-21.255,-20.897,-20.997,-11.105,-10.178,-10.737
206.558,14.205,7.091,7.152,-20.852,-20.473,-20.702,-10.621,-9.664,-10.339
206.569,18.709,6.828,7.138,-20.628,-20.186,-20.390,-10.375,-9.294,-9.933
206.580,-21.655,6.275,7.099,-20.296,-19.778,-20.065,-10.049,-8.815,-9.522
206.590,1.001,6.248,7.047,-19.816,-19.303,-19.709,-9.479,-8.279,-9.092
206.601,-11.207,6.053,6.995,-19.514,-18.955,-19.348,-9.162,-7.877,-8.663
206.612,-21.016,5.655,6.926,-19.238,-18.590,-18.975,-8.933,-7.467,-8.233
206.623,12.591,5.862,6.860,-18.852,-18.209,-18.596,-8.478,-7.049,-7.803
206.634,27.739,6.358,6.826,-18.251,-17.678,-18.186,-7.729,-6.483,-7.344
206.645,8.557,6.283,6.797,-17.701,-17.135,-17.738,-7.121,-5.912,-6.853
206.656,3.794,5.994,6.754,-17.179,-16.575,-17.276,-6.608,-5.334,-6.357
206.668,12.205,5.936,6.705,-16.828,-16.210,-16.818,-6.244,-4.957,-5.874
206.679,-4.258,5.620,6.648,-16.469,-15.798,-16.367,-5.927,-4.543,-5.406
206.690,-26.629,5.120,6.569,-16.018,-15.278,-15.912,-5.546,-4.032,-4.946
206.701,-7.652,4.985,6.479,-15.324,-14.569,-15.410,-4.868,-3.341,-4.448
206.712,25.053,5.898,6.421,-14.712,-14.039,-14.884,-4.149,-2.832,-3.927
206.723,36.132,6.615,6.412,-13.882,-13.276,-14.308,-3.235,-2.091,-3.355
206.734,32.876,6.683,6.421,-13.073,-12.484,-13.679,-2.412,-1.326,-2.734
206.745,17.355,6.822,6.443,-12.508,-11.922,-13.043,-1.859,-0.795,-2.111
206.756,16.469,6.603,6.453,-11.872,-11.234,-12.423,-1.312,-0.148,-1.514
206.767,11.891,6.316,6.447,-11.104,-10.413,-11.753,-0.642,0.619,-0.878
206.778,8.467,6.109,6.428,-10.379,-9.657,-11.067,-0.001,1.313,-0.235
206.789,27.284,6.063,6.403,-9.705,-8.980,-10.374,0.620,1.918,0.405
206.800,27.203,6.145,6.380,-9.157,-8.411,-9.716,1.084,2.410,1.004
206.811,21.376,5.921,6.352,-8.507,-7.721,-9.061,1.621,3.015,1.592
206.823,0.800,5.455,6.303,-8.074,-7.194,-8.436,1.864,3.448,2.139
206.834,-4.309,5.034,6.232,-7.503,-6.554,-7.830,2.271,3.984,2.658
206.845,12.452,4.773,6.144,-7.023,-6.049,-7.244,2.633,4.376,3.146
206.856,12.122,4.547,6.048,-6.600,-5.603,-6.693,2.936,4.705,3.593
206.867,3.012,4.246,5.947,-6.227,-5.200,-6.176,3.174,4.985,3.999
206.878,-8.952,3.626,5.819,-6.098,-4.992,-5.752,3.104,5.063,4.303
206.889,-15.070,3.039,5.659,-5.903,-4.715,-5.370,3.090,5.203,4.556
206.900,-0.303,2.862,5.491,-5.754,-4.536,-5.078,3.093,5.241,4.715
206.911,2.364,2.732,5.329,-5.628,-4.398,-4.816,3.096,5.239,4.841
206.922,-2.914,2.470,5.165,-5.730,-4.474,-4.647,2.853,5.023,4.873
206.934,-5.172,2.198,4.992,-5.850,-4.576,-4.547,2.601,4.780,4.832
206.945,-5.054,2.020,4.816,-5.939,-4.649,-4.532,2.384,4.569,4.707
206.956,3.750,1.991,4.644,-6.080,-4.801,-4.532,2.151,4.280,4.567
206.967,14.154,2.092,4.486,-6.189,-4.928,-4.594,1.964,4.022,4.371
206.978,14.903,2.167,4.342,-6.406,-5.163,-4.677,1.672,3.660,4.156
206.989,6.244,2.092,4.206,-6.694,-5.443,-4.829,1.281,3.258,3.876
207.000,4.960,2.074,4.076,-6.942,-5.688,-5.014,0.937,2.896,3.568
207.011,4.310,1.950,3.949,-7.206,-5.939,-5.225,0.572,2.532,3.236
207.022,-9.795,1.661,3.817,-7.501,-6.171,-5.455,0.116,2.189,2.888
207.033,-40.618,1.152,3.670,-7.740,-6.316,-5.660,-0.323,1.932,2.565
207.044,-42.074,0.838,3.511,-7.915,-6.419,-5.870,-0.667,1.717,2.237
207.055,4.693,1.058,3.362,-8.164,-6.704,-6.077,-0.948,1.325,1.917
207.066,41.219,1.555,3.242,-8.246,-6.842,-6.261,-1.030,1.086,1.628
207.078,38.386,1.844,3.149,-8.402,-7.071,-6.477,-1.161,0.765,1.314
207.089,4.497,1.580,3.057,-8.513,-7.184,-6.653,-1.334,0.562,1.044
207.100,-18.526,1.103,2.949,-8.593,-7.258,-6.809,-1.488,0.396,0.792
207.111,-16.472,0.622,2.821,-8.732,-7.355,-6.954,-1.749,0.205,0.550
207.122,-9.537,0.428,2.683,-8.581,-7.205,-7.020,-1.669,0.258,0.387
207.133,-12.439,0.343,2.547,-8.594,-7.213,-7.085,-1.760,0.154,0.225
207.144,-14.184,0.294,2.416,-8.350,-6.959,-7.075,-1.602,0.310,0.141
207.155,3.395,0.461,2.296,-8.089,-6.725,-6.990,-1.382,0.446,0.132
207.166,14.462,0.732,2.196,-8.068,-6.719,-6.888,-1.414,0.358,0.143
207.177,8.718,0.693,2.105,-7.679,-6.329,-6.726,-1.102,0.652,0.214
207.188,-24.658,-0.040,1.995,-7.563,-6.080,-6.548,-1.229,0.799,0.296
207.199,-50.687,-1.145,1.832,-7.118,-5.480,-6.270,-1.067,1.281,0.467
207.211,-39.896,-1.641,1.630,-6.949,-5.198,-5.996,-1.135,1.437,0.623
207.222,19.240,-1.073,1.448,-6.532,-4.841,-5.674,-0.740,1.665,0.827
207.233,34.453,0.102,1.340,-6.144,-4.555,-5.359,-0.311,1.835,1.035
207.244,25.227,0.837,1.300,-5.642,-4.130,-4.996,0.202,2.152,1.300
207.255,4.749,0.865,1.280,-5.233,-3.694,-4.617,0.492,2.481,1.582
207.266,-9.441,0.351,1.237,-4.791,-3.198,-4.211,0.778,2.862,1.884
207.277,0.581,0.187,1.174,-4.484,-2.870,-3.809,0.962,3.069,2.175
207.288,17.001,0.191,1.110,-4.014,-2.418,-3.398,1.355,3.397,2.471
207.299,8.415,0.015,1.043,-3.971,-2.375,-3.047,1.295,3.315,2.705
207.310,-17.061,-0.838,0.943,-3.759,-2.112,-2.749,1.337,3.446,2.878
207.321,-35.258,-1.906,0.789,-3.429,-1.677,-2.434,1.419,3.736,3.056
207.332,-28.739,-2.276,0.611,-3.266,-1.461,-2.153,1.392,3.802,3.193
207.344,12.218,-1.991,0.449,-2.927,-1.156,-1.875,1.651,3.957,3.328
207.355,15.471,-1.557,0.320,-2.667,-0.943,-1.609,1.851,4.024,3.455
207.366,-9.532,-1.739,0.199,-2.307,-0.559,-1.340,2.059,4.263,3.584
207.377,-16.572,-2.041,0.069,-2.010,-0.241,-1.063,2.207,4.431,3.719
207.387,0.003,-2.051,-0.059,-1.789,-0.036,-0.803,2.325,4.489,3.838
207.398,-17.463,-2.342,-0.184,-1.802,-0.054,-0.587,2.194,4.325,3.912
207.408,-31.406,-2.767,-0.334,-1.557,0.238,-0.395,2.252,4.467,3.958
207.420,-14.868,-2.129,-0.477,-1.430,0.327,-0.163,2.274,4.379,4.017
207.431,11.277,-1.296,-0.553,-1.426,0.252,-0.034,2.236,4.143,3.986
207.443,-13.830,-1.239,-0.593,-1.077,0.577,0.112,2.482,4.313,3.981
207.454,-37.476,-1.736,-0.654,-1.031,0.620,0.267,2.391,4.199,3.981
207.466,-39.798,-2.017,-0.741,-1.270,0.388,0.293,2.007,3.811,3.850
207.477,3.840,-1.472,-0.806,-1.281,0.345,0.273,1.906,3.620,3.679
207.489,5.411,-1.332,-0.847,-1.268,0.343,0.268,1.812,3.478,3.532
207.500,-12.498,-1.506,-0.886,-1.541,0.074,0.189,1.416,3.074,3.315
207.512,-25.551,-1.474,-0.929,-1.400,0.190,0.130,1.470,3.058,3.120
207.523,-18.246,-1.056,-0.942,-1.462,0.093,0.100,1.340,2.837,2.964
207.535,-7.592,-0.677,-0.919,-1.515,0.019,0.032,1.212,2.650,2.779
207.546,-24.687,-1.099,-0.903,-1.521,0.045,0.001,1.066,2.564,2.634
207.558,-42.832,-1.999,-0.953,-1.745,-0.080,-0.053,0.608,2.319,2.457
207.569,-13.394,-2.451,-1.057,-1.693,0.013,-0.105,0.495,2.285,2.275
207.581,35.029,-2.245,-1.163,-1.644,-0.009,-0.117,0.528,2.136,2.136
207.592,16.607,-2.582,-1.267,-1.631,-0.018,-0.132,0.460,2.003,1.996
207.604,-2.655,-3.125,-1.401,-1.634,0.034,-0.126,0.270,1.927,1.873
207.615,-12.864,-3.264,-1.541,-1.825,-0.137,-0.167,-0.058,1.628,1.704
207.627,23.097,-2.800,-1.653,-2.038,-0.445,-0.284,-0.250,1.204,1.465
207.638,22.874,-2.422,-1.726,-1.907,-0.380,-0.391,-0.131,1.163,1.249
207.649,-8.144,-2.773,-1.794,-1.998,-0.455,-0.456,-0.337,0.983,1.077
207.661,-22.097,-3.327,-1.895,-2.231,-0.647,-0.544,-0.724,0.686,0.880
207.672,-20.663,-3.562,-2.013,-2.592,-0.993,-0.718,-1.199,0.236,0.596
207.684,10.294,-3.039,-2.108,-2.862,-1.346,-0.953,-1.446,-0.210,0.260
207.695,27.585,-2.330,-2.149,-3.074,-1.653,-1.227,-1.605,-0.594,-0.098
207.707,37.755,-1.673,-2.140,-3.153,-1.813,-1.471,-1.639,-0.819,-0.414
207.718,34.736,-1.464,-2.109,-3.223,-1.907,-1.642,-1.736,-0.970,-0.646
207.730,34.790,-1.177,-2.061,-3.545,-2.262,-1.840,-2.064,-1.373,-0.899
207.741,29.187,-0.891,-1.995,-3.817,-2.570,-2.090,-2.329,-1.718,-1.195
207.753,22.209,-0.948,-1.925,-3.902,-2.679,-2.304,-2.421,-1.860,-1.449
207.764,19.247,-0.876,-1.855,-3.900,-2.694,-2.451,-2.434,-1.905,-1.631
207.775,17.325,-0.735,-1.782,-3.921,-2.717,-2.553,-2.489,-1.956,-1.765
207.787,19.123,-0.777,-1.721,-3.925,-2.710,-2.625,-2.543,-1.978,-1.868
207.799,18.112,-0.763,-1.659,-3.707,-2.471,-2.609,-2.388,-1.769,-1.880
207.810,25.538,-0.689,-1.597,-3.240,-2.000,-2.451,-1.966,-1.331,-1.751
207.822,28.899,-0.518,-1.531,-2.827,-1.625,-2.191,-1.544,-0.992,-1.521
207.833,28.833,-0.473,-1.466,-2.429,-1.246,-1.876,-1.166,-0.654,-1.239
207.845,26.275,-0.274,-1.393,-2.051,-0.874,-1.537,-0.830,-0.325,-0.934
207.856,22.757,0.091,-1.294,-1.718,-0.592,-1.196,-0.477,-0.083,-0.626
207.868,14.891,0.381,-1.174,-1.391,-0.322,-0.877,-0.122,0.148,-0.338
207.879,15.753,0.403,-1.057,-1.089,-0.029,-0.576,0.140,0.402,-0.071
207.891,14.576,0.462,-0.948,-0.773,0.287,-0.269,0.400,0.676,0.198
207.902,12.105,0.215,-0.861,-0.388,0.684,0.064,0.706,1.024,0.489
207.913,9.180,0.105,-0.788,0.026,1.106,0.428,1.045,1.390,0.804
207.925,8.761,0.063,-0.724,0.301,1.376,0.784,1.255,1.600,1.108
207.936,6.191,-0.248,-0.685,0.465,1.552,1.084,1.326,1.711,1.348
207.948,16.097,-0.366,-0.667,0.596,1.685,1.319,1.377,1.775,1.516
207.959,22.976,-0.197,-0.643,0.679,1.734,1.500,1.431,1.758,1.632
207.971,22.711,-0.169,-0.612,0.787,1.800,1.640,1.522,1.759,1.708
207.982,16.979,-0.169,-0.581,1.012,1.996,1.787,1.712,1.892,1.790
207.993,21.208,-0.225,-0.560,1.255,2.208,1.963,1.916,2.037,1.900
208.005,17.123,-0.259,-0.543,1.662,2.591,2.211,2.271,2.349,2.080
208.016,-1.515,-0.463,-0.531,1.839,2.781,2.457,2.343,2.466,2.255
208.028,-15.955,-0.880,-0.539,1.728,2.706,2.618,2.091,2.316,2.340
208.040,10.876,-1.085,-0.588,1.613,2.614,2.673,1.849,2.144,2.310
