R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,60,15,60,15,50,175,0,0,0.995
sysTime,GPT1X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
125.679,-28.666,-23.269,0.011,-12.643,-11.656,-10.895,-11.003,-9.292,-8.847
125.690,-15.975,-12.964,0.115,-12.493,-11.492,-11.047,-10.755,-9.024,-8.895
125.701,-6.408,6.828,0.326,-12.245,-11.245,-11.081,-10.375,-8.675,-8.824
125.712,4.012,28.082,0.573,-11.840,-10.908,-11.012,-9.705,-8.240,-8.649
125.723,14.112,23.961,0.985,-11.412,-10.480,-10.831,-9.163,-7.719,-8.363
125.734,22.828,39.069,1.647,-10.794,-9.903,-10.525,-8.349,-7.049,-7.951
125.744,32.338,-30.087,1.136,-10.224,-9.301,-10.159,-7.747,-6.363,-7.483
125.754,45.867,-30.733,0.304,-9.409,-8.454,-9.678,-6.920,-5.456,-6.922
125.765,55.744,-13.861,0.425,-8.503,-7.550,-9.039,-5.947,-4.509,-6.215
125.776,65.106,23.588,0.870,-7.523,-6.562,-8.294,-4.930,-3.487,-5.408
125.786,66.723,42.467,1.702,-6.681,-5.803,-7.551,-3.865,-2.695,-4.604
125.797,76.256,-23.700,0.886,-5.694,-4.777,-6.763,-2.930,-1.654,-3.772
125.807,83.314,-17.288,0.256,-4.635,-3.684,-5.858,-1.936,-0.572,-2.846
125.819,88.298,-28.110,-0.240,-3.489,-2.494,-4.782,-0.899,0.580,-1.765
125.829,91.916,-18.930,-0.596,-2.505,-1.466,-3.844,-0.039,1.555,-0.846
125.841,93.264,-8.281,-0.148,-1.356,-0.337,-2.708,1.097,2.607,0.252
125.853,93.331,-24.449,0.078,-0.220,0.795,-1.558,2.176,3.654,1.355
125.863,95.375,17.135,0.300,0.782,1.784,-0.597,3.143,4.561,2.266
125.873,98.133,-10.582,0.118,1.849,2.844,0.404,4.147,5.527,3.205
125.883,97.584,-2.042,0.162,2.878,3.859,1.422,5.113,6.433,4.145
125.894,94.818,17.112,0.433,3.800,4.750,2.402,5.997,7.209,5.039
125.905,89.784,12.106,0.811,4.671,5.601,3.402,6.779,7.912,5.924
125.916,81.810,18.734,1.265,5.487,6.384,4.374,7.522,8.544,6.774
125.928,69.388,24.512,1.510,6.009,6.925,5.225,7.866,8.931,7.496
125.939,62.210,13.816,1.287,6.493,7.458,5.935,8.107,9.308,8.069
125.951,52.534,-10.152,0.430,6.774,7.849,6.556,8.008,9.527,8.533
125.962,39.570,-53.388,-0.499,6.858,8.066,7.042,7.659,9.558,8.846
125.974,25.496,-45.475,-1.262,6.729,8.057,7.354,7.119,9.354,8.968
125.985,15.400,-31.981,-1.880,6.599,7.989,7.521,6.698,9.086,8.936
125.997,6.280,-36.332,-2.420,6.390,7.814,7.566,6.258,8.710,8.776
126.008,-2.844,-10.251,-1.874,6.142,7.517,7.501,5.960,8.222,8.515
126.020,-9.036,1.001,-1.015,5.907,7.215,7.366,5.728,7.754,8.203
126.031,-16.076,-2.352,-0.529,5.572,6.823,7.157,5.394,7.218,7.837
126.043,-22.732,-7.483,-0.264,5.153,6.385,6.879,4.911,6.650,7.415
126.054,-33.501,-25.235,-0.085,4.501,5.751,6.503,4.132,5.903,6.907
126.066,-37.924,-23.885,-0.026,3.888,5.182,6.045,3.356,5.236,6.331
126.077,-46.610,-8.979,0.310,3.213,4.487,5.519,2.667,4.460,5.702
126.089,-52.877,9.906,0.703,2.539,3.770,4.923,2.045,3.680,5.020
126.100,-57.812,20.040,1.261,1.846,2.993,4.261,1.504,2.863,4.293
126.112,-58.822,43.308,1.870,1.206,2.265,3.571,1.041,2.118,3.559
126.123,-57.322,39.667,2.401,0.644,1.632,2.901,0.637,1.488,2.868
126.134,-56.684,20.155,2.500,0.007,0.993,2.262,0.028,0.870,2.225
126.145,-53.541,15.298,2.458,-0.519,0.491,1.689,-0.515,0.395,1.656
126.155,-55.246,3.003,1.981,-1.191,-0.132,1.114,-1.245,-0.194,1.094
126.166,-50.871,-27.006,1.209,-1.724,-0.596,0.552,-1.882,-0.627,0.542
126.176,-51.405,-50.423,0.144,-2.293,-1.074,0.029,-2.600,-1.085,0.019
126.187,-50.625,4.198,0.790,-2.748,-1.570,-0.490,-2.927,-1.554,-0.490
126.198,-52.376,25.282,1.160,-3.280,-2.131,-1.016,-3.339,-2.070,-0.989
126.208,-49.533,5.189,1.006,-3.717,-2.563,-1.519,-3.722,-2.452,-1.457
126.219,-50.436,4.864,0.927,-4.259,-3.097,-2.025,-4.213,-2.930,-1.924
126.229,-47.863,-2.671,0.649,-4.773,-3.573,-2.518,-4.730,-3.344,-2.372
126.240,-45.829,-22.254,0.256,-5.221,-3.980,-2.985,-5.187,-3.691,-2.793
126.250,-41.483,-13.778,0.051,-5.523,-4.275,-3.400,-5.427,-3.927,-3.161
126.261,-38.880,20.032,0.324,-5.788,-4.593,-3.781,-5.503,-4.180,-3.488
126.271,-30.796,15.177,0.481,-5.935,-4.779,-4.117,-5.489,-4.296,-3.763
126.282,-28.288,12.198,0.408,-6.141,-4.973,-4.375,-5.637,-4.419,-3.957
126.292,-23.454,-1.881,-0.072,-6.324,-5.100,-4.605,-5.858,-4.479,-4.125
126.303,-11.535,-36.763,-0.640,-6.248,-4.966,-4.742,-5.831,-4.290,-4.208
126.313,-8.267,-20.682,-1.045,-6.158,-4.860,-4.787,-5.715,-4.145,-4.211
126.324,1.973,-0.322,-0.643,-5.898,-4.665,-4.787,-5.263,-3.906,-4.162
126.334,12.505,6.343,-0.279,-5.501,-4.316,-4.661,-4.711,-3.514,-3.985
126.345,16.949,2.904,-0.202,-5.155,-3.981,-4.454,-4.295,-3.142,-3.730
126.355,26.488,22.000,0.103,-4.689,-3.543,-4.186,-3.730,-2.671,-3.415
126.366,32.274,2.187,-0.016,-4.218,-3.078,-3.838,-3.211,-2.180,-3.025
126.376,38.626,-25.944,-0.643,-3.693,-2.515,-3.426,-2.750,-1.608,-2.588
126.387,43.817,-20.561,-0.996,-3.103,-1.911,-2.950,-2.191,-1.011,-2.100
126.398,51.655,-8.104,-1.055,-2.441,-1.260,-2.437,-1.518,-0.383,-1.589
126.408,53.372,-13.715,-0.758,-1.841,-0.658,-1.865,-0.941,0.189,-1.024
126.419,54.117,25.034,-0.114,-1.245,-0.085,-1.283,-0.320,0.732,-0.452
126.429,54.996,30.936,0.543,-0.599,0.546,-0.680,0.330,1.335,0.141
126.440,56.906,-5.128,0.194,-0.020,1.182,-0.079,0.758,1.933,0.725
126.450,55.786,-36.974,-0.368,0.494,1.753,0.514,1.110,2.449,1.283
126.461,56.693,-3.978,-0.040,1.113,2.336,1.099,1.752,2.968,1.823
126.471,53.326,31.980,0.931,1.690,2.826,1.683,2.461,3.397,2.364
126.482,49.628,26.814,1.429,2.150,3.248,2.217,2.952,3.769,2.863
126.492,45.993,13.346,1.071,2.576,3.710,2.728,3.243,4.169,3.327
126.503,43.483,-10.792,0.514,2.911,4.097,3.188,3.400,4.482,3.725
126.513,39.433,-19.951,0.001,3.175,4.399,3.598,3.506,4.698,4.059
126.524,34.902,-4.714,0.046,3.448,4.653,3.959,3.736,4.861,4.337
126.534,27.046,24.361,0.277,3.601,4.763,4.254,3.898,4.882,4.548
126.545,20.019,18.308,0.187,3.659,4.816,4.471,3.886,4.847,4.680
126.556,13.578,-8.897,-0.569,3.633,4.858,4.631,3.624,4.797,4.747
126.566,10.728,-12.248,-1.300,3.554,4.837,4.705,3.330,4.670,4.714
126.577,2.366,-17.186,-1.493,3.411,4.711,4.736,3.058,4.438,4.634
126.587,-2.777,-10.183,-1.553,3.240,4.542,4.684,2.791,4.168,4.475
126.598,-7.671,-24.618,-1.729,3.023,4.345,4.583,2.447,3.872,4.268
126.608,-16.116,1.096,-1.487,2.727,4.028,4.419,2.119,3.464,4.004
126.619,-20.597,36.127,-0.754,2.418,3.661,4.183,1.868,3.024,3.683
126.629,-24.595,20.023,-0.959,2.018,3.295,3.906,1.343,2.596,3.330
126.640,-29.954,-29.293,-2.198,1.475,2.872,3.580,0.490,2.107,2.923
126.650,-28.571,-17.403,-3.131,1.066,2.537,3.223,-0.134,1.691,2.472
126.661,-29.070,-21.905,-3.326,0.706,2.182,2.872,-0.562,1.259,2.029
126.671,-34.676,-39.357,-3.542,0.176,1.679,2.488,-1.200,0.687,1.560
126.682,-34.271,-42.036,-3.720,-0.263,1.288,2.083,-1.785,0.231,1.077
126.692,-35.770,-11.576,-3.206,-0.653,0.881,1.689,-2.166,-0.227,0.616
126.703,-38.333,17.618,-2.655,-1.088,0.399,1.267,-2.515,-0.742,0.145
126.713,-38.939,24.976,-2.496,-1.542,-0.078,0.825,-2.918,-1.241,-0.332
126.724,-39.698,-5.171,-2.940,-1.983,-0.497,0.395,-3.407,-1.676,-0.793
126.734,-38.451,-30.431,-3.772,-2.430,-0.888,-0.039,-3.971,-2.085,-1.261
126.745,-38.605,-34.126,-4.456,-2.895,-1.302,-0.468,-4.549,-2.526,-1.729
126.756,-40.997,-32.120,-4.618,-3.415,-1.808,-0.920,-5.097,-3.053,-2.217
126.766,-41.166,-13.845,-4.356,-3.851,-2.254,-1.371,-5.501,-3.511,-2.693
126.777,-41.016,10.349,-3.659,-4.259,-2.711,-1.822,-5.775,-3.964,-3.152
126.787,-38.966,18.293,-2.930,-4.618,-3.121,-2.259,-5.986,-4.351,-3.578
126.798,-41.370,-0.945,-3.012,-5.080,-3.573,-2.676,-6.418,-4.767,-3.973
126.808,-40.097,-33.536,-3.752,-5.488,-3.915,-3.093,-6.919,-5.076,-4.368
126.819,-34.874,-37.828,-4.389,-5.794,-4.175,-3.486,-7.278,-5.312,-4.745
126.829,-32.054,-17.920,-4.237,-6.081,-4.491,-3.849,-7.457,-5.600,-5.089
126.840,-26.242,-1.898,-3.838,-6.208,-4.670,-4.150,-7.419,-5.743,-5.359
126.850,-22.913,1.632,-3.273,-6.313,-4.824,-4.390,-7.357,-5.853,-5.558
126.862,-20.260,-4.417,-2.675,-6.424,-4.982,-4.609,-7.302,-5.954,-5.723
126.873,-17.712,12.603,-1.694,-6.503,-5.143,-4.804,-7.122,-6.043,-5.848
126.884,-10.093,30.512,-0.855,-6.418,-5.117,-4.929,-6.826,-5.932,-5.889
126.895,-6.249,37.142,0.073,-6.296,-5.057,-4.969,-6.477,-5.776,-5.830
126.906,0.852,19.518,0.793,-6.105,-4.916,-4.957,-6.077,-5.528,-5.708
126.918,7.252,-1.157,1.148,-5.813,-4.656,-4.850,-5.615,-5.158,-5.484
126.929,10.637,-9.277,1.225,-5.608,-4.435,-4.701,-5.349,-4.831,-5.221
126.941,19.827,-25.246,1.063,-5.230,-4.018,-4.476,-4.966,-4.317,-4.889
126.953,24.411,-27.835,0.850,-4.871,-3.604,-4.170,-4.645,-3.821,-4.488
126.963,27.272,18.754,1.263,-4.443,-3.222,-3.840,-4.048,-3.365,-4.071
126.975,28.144,39.768,1.714,-4.024,-2.863,-3.481,-3.432,-2.933,-3.626
126.986,30.921,34.739,2.181,-3.569,-2.438,-3.099,-2.852,-2.436,-3.159
126.998,31.777,20.205,2.399,-3.156,-2.032,-2.697,-2.364,-1.959,-2.674
127.009,35.256,18.115,2.409,-2.680,-1.532,-2.272,-1.886,-1.399,-2.175
127.021,38.477,16.000,2.559,-2.175,-1.018,-1.815,-1.357,-0.832,-1.650
127.032,38.526,29.658,2.893,-1.651,-0.509,-1.321,-0.764,-0.278,-1.096
127.044,38.941,39.245,3.319,-1.126,-0.006,-0.831,-0.158,0.265,-0.551
127.055,40.509,40.691,3.373,-0.651,0.516,-0.338,0.241,0.822,-0.010
127.067,42.484,35.991,3.520,-0.090,1.091,0.180,0.792,1.423,0.550
127.078,44.809,23.344,3.448,0.491,1.701,0.722,1.324,2.050,1.125
127.090,40.940,8.526,3.073,0.924,2.151,1.247,1.723,2.504,1.668
127.101,37.123,1.824,2.556,1.272,2.529,1.710,1.992,2.872,2.134
127.113,30.449,2.583,2.214,1.481,2.762,2.108,2.132,3.082,2.520
127.125,27.552,2.112,1.950,1.702,2.996,2.436,2.296,3.287,2.826
127.136,22.349,10.720,1.980,1.862,3.142,2.716,2.453,3.400,3.077
127.147,13.916,8.635,2.382,1.863,3.112,2.910,2.491,3.342,3.246
127.159,9.055,-1.816,2.733,1.840,3.102,3.036,2.421,3.313,3.352
127.170,1.700,21.960,3.382,1.756,2.979,3.098,2.411,3.180,3.402
127.182,-1.941,3.509,3.891,1.677,2.874,3.098,2.384,3.081,3.400
127.193,-0.980,-17.268,3.828,1.654,2.881,3.094,2.301,3.095,3.398
127.205,-6.221,-23.463,3.586,1.477,2.737,3.066,2.056,2.957,3.369
127.216,-15.615,-28.625,3.176,1.103,2.413,2.948,1.581,2.636,3.244
127.228,-18.442,-18.712,2.684,0.841,2.188,2.762,1.243,2.410,3.046
127.239,-19.230,4.427,2.427,0.582,1.950,2.548,0.941,2.167,2.816
127.251,-25.411,19.503,2.236,0.175,1.568,2.302,0.482,1.782,2.555
127.262,-33.711,30.618,2.297,-0.424,1.020,1.961,-0.212,1.237,2.200
127.274,-34.790,30.369,2.181,-0.879,0.629,1.578,-0.781,0.853,1.808
127.285,-36.483,33.742,2.639,-1.270,0.211,1.189,-1.081,0.455,1.423
127.297,-39.128,18.402,3.335,-1.721,-0.300,0.762,-1.350,-0.014,1.020
127.308,-35.893,-9.190,3.804,-2.020,-0.604,0.376,-1.573,-0.259,0.678
127.319,-37.952,-4.031,4.052,-2.421,-1.032,-0.001,-1.838,-0.617,0.354
127.331,-40.251,-14.542,3.851,-2.852,-1.461,-0.391,-2.197,-0.972,0.023
127.342,-40.535,-30.108,3.321,-3.277,-1.855,-0.792,-2.610,-1.293,-0.320
127.353,-42.670,-40.190,2.766,-3.773,-2.303,-1.214,-3.133,-1.672,-0.688
127.364,-40.459,-41.088,2.352,-4.189,-2.679,-1.640,-3.557,-1.981,-1.064
127.375,-41.930,-27.738,2.247,-4.639,-3.120,-2.054,-3.948,-2.355,-1.424
127.386,-40.610,-11.493,2.279,-5.004,-3.501,-2.474,-4.196,-2.667,-1.788
127.397,-38.338,-7.778,2.084,-5.348,-3.840,-2.870,-4.469,-2.934,-2.125
127.408,-30.139,-22.703,1.435,-5.519,-3.965,-3.195,-4.662,-2.992,-2.393
127.420,-21.985,-37.942,0.649,-5.624,-4.023,-3.439,-4.796,-2.997,-2.589
127.431,-15.267,-39.327,0.126,-5.637,-4.026,-3.605,-4.772,-2.958,-2.716
127.442,-10.668,-25.759,0.059,-5.619,-4.035,-3.711,-4.644,-2.929,-2.784
127.453,-5.542,-21.258,-0.004,-5.516,-3.947,-3.754,-4.461,-2.807,-2.792
127.464,0.386,-32.181,-0.429,-5.398,-3.793,-3.744,-4.384,-2.629,-2.754
127.475,6.054,-26.831,-0.599,-5.230,-3.596,-3.670,-4.246,-2.417,-2.660
127.486,9.883,2.714,-0.247,-5.000,-3.399,-3.550,-3.917,-2.206,-2.519
127.497,16.667,19.454,0.135,-4.650,-3.109,-3.380,-3.409,-1.899,-2.324
127.508,24.918,5.044,-0.024,-4.216,-2.679,-3.115,-2.951,-1.460,-2.040
127.519,28.322,-0.483,-0.186,-3.802,-2.255,-2.781,-2.549,-1.039,-1.695
127.530,31.209,-0.777,-0.362,-3.395,-1.841,-2.425,-2.159,-0.636,-1.337
127.542,36.438,-13.878,-0.696,-2.931,-1.320,-2.021,-1.828,-0.139,-0.942
127.553,35.084,-34.402,-1.066,-2.514,-0.857,-1.592,-1.534,0.285,-0.536
127.564,35.244,-17.504,-1.223,-2.144,-0.475,-1.197,-1.220,0.618,-0.174
127.575,33.598,20.581,-0.642,-1.736,-0.118,-0.799,-0.738,0.927,0.189
127.586,31.371,30.632,0.111,-1.399,0.157,-0.437,-0.300,1.165,0.525
127.597,34.346,18.515,0.410,-0.938,0.581,-0.062,0.209,1.553,0.876
127.608,37.329,12.034,0.552,-0.434,1.069,0.353,0.711,2.000,1.265
127.620,34.420,26.324,0.948,-0.078,1.410,0.771,1.061,2.297,1.650
127.631,31.167,37.595,1.094,0.256,1.767,1.171,1.307,2.605,2.012
127.643,28.506,38.749,1.215,0.510,2.051,1.516,1.456,2.841,2.320
127.654,23.531,29.879,1.254,0.688,2.232,1.817,1.585,2.974,2.580
127.665,17.913,1.722,0.766,0.766,2.324,2.044,1.591,3.014,2.760
127.677,18.354,1.283,0.391,0.994,2.554,2.250,1.762,3.184,2.912
127.688,17.648,-0.679,-0.100,1.148,2.732,2.444,1.802,3.293,3.040
127.700,19.502,15.697,-0.393,1.357,2.960,2.641,1.900,3.441,3.162
127.711,20.044,25.150,-0.544,1.522,3.178,2.850,1.883,3.573,3.291
127.723,21.387,19.981,-0.705,1.704,3.412,3.060,1.881,3.719,3.418
127.734,21.363,-22.581,-1.407,1.912,3.675,3.289,1.891,3.885,3.556
127.746,16.638,-39.506,-2.126,1.983,3.790,3.483,1.782,3.892,3.647
127.757,10.790,-52.540,-2.754,1.925,3.783,3.600,1.520,3.770,3.651
127.769,8.207,-28.621,-2.508,1.883,3.738,3.652,1.395,3.611,3.590
127.780,0.061,10.595,-1.876,1.799,3.574,3.665,1.398,3.345,3.499
127.791,-7.037,35.520,-1.201,1.606,3.310,3.582,1.282,2.995,3.325
127.803,-8.556,38.403,-0.634,1.467,3.133,3.460,1.167,2.747,3.125
127.813,-10.628,-3.003,-0.449,1.323,2.976,3.345,1.012,2.544,2.958
127.824,-14.264,-25.912,-0.944,1.071,2.765,3.203,0.632,2.284,2.762
127.834,-24.105,25.280,-0.835,0.646,2.292,2.983,0.274,1.768,2.490
127.845,-30.067,41.195,-0.428,0.224,1.801,2.665,-0.027,1.245,2.129
127.856,-34.346,6.344,-0.372,-0.224,1.330,2.307,-0.447,0.754,1.738
127.867,-36.702,-3.126,-0.621,-0.688,0.885,1.919,-0.965,0.291,1.319
127.877,-40.727,-37.369,-1.055,-1.234,0.377,1.508,-1.604,-0.230,0.880
127.888,-36.150,-43.042,-1.278,-1.558,0.103,1.090,-2.037,-0.515,0.438
127.898,-31.305,23.779,-0.837,-1.743,-0.099,0.745,-2.190,-0.729,0.071
127.908,-29.551,35.925,-0.450,-1.995,-0.400,0.422,-2.331,-1.028,-0.258
127.919,-17.660,3.007,-0.563,-1.921,-0.323,0.185,-2.257,-0.947,-0.498
127.929,-6.926,-8.710,-1.056,-1.777,-0.129,0.075,-2.217,-0.757,-0.614
127.939,3.295,-41.852,-1.590,-1.591,0.114,0.054,-2.159,-0.527,-0.648
127.950,21.911,-18.936,-2.020,-0.988,0.741,0.191,-1.624,0.072,-0.531
127.960,38.063,6.246,-1.849,-0.235,1.462,0.501,-0.831,0.758,-0.243
127.970,54.187,1.392,-1.641,0.717,2.391,0.987,0.132,1.643,0.217
127.981,67.423,21.694,-1.237,1.692,3.329,1.604,1.139,2.529,0.804
127.991,82.689,16.742,-0.893,2.880,4.475,2.370,2.357,3.616,1.539
128.001,97.252,-0.502,-0.901,4.165,5.753,3.285,3.585,4.820,2.412
128.012,112.348,-22.383,-1.355,5.588,7.205,4.348,4.856,6.179,3.418
128.022,123.954,-28.470,-1.451,7.057,8.705,5.543,6.151,7.565,4.537
128.032,131.282,20.716,-0.643,8.569,10.157,6.827,7.662,8.889,5.736
128.043,138.546,30.955,0.122,10.192,11.716,8.210,9.282,10.317,7.030
128.053,139.850,-30.124,-0.717,11.496,13.115,9.600,10.243,11.564,8.311
128.064,141.867,-38.866,-1.593,12.835,14.551,10.992,11.206,12.820,9.564
128.074,149.568,13.494,-1.075,14.509,16.186,12.431,12.771,14.257,10.849
128.084,151.224,21.137,-0.640,16.021,17.665,13.900,14.148,15.531,12.156
128.095,157.128,-22.222,-0.895,17.619,19.293,15.398,15.465,16.937,13.476
128.105,156.874,-2.093,-0.939,19.112,20.782,16.918,16.731,18.185,14.798
128.116,154.499,1.032,-0.943,20.551,22.213,18.440,17.938,19.362,16.106
128.126,152.674,-10.154,-1.129,21.938,23.601,19.898,19.060,20.482,17.335
128.136,151.862,10.207,-0.893,23.354,24.998,21.337,20.236,21.598,18.530
128.147,147.404,-6.700,-1.073,24.588,26.244,22.732,21.159,22.554,19.670
128.157,140.932,-17.525,-1.301,25.712,27.368,24.053,21.982,23.375,20.719
128.167,134.688,40.938,-0.252,26.866,28.418,25.301,23.044,24.121,21.691
128.178,127.234,4.516,0.014,27.866,29.408,26.487,23.762,24.810,22.602
128.188,115.575,-41.796,-0.668,28.573,30.216,27.591,23.954,25.305,23.414
128.199,101.489,-5.440,-0.728,29.165,30.806,28.568,24.237,25.579,24.091
128.210,84.266,-18.912,-0.931,29.453,31.119,29.361,24.161,25.577,24.577
128.221,70.000,34.303,-0.549,29.696,31.318,29.964,24.186,25.465,24.872
128.231,52.035,-48.943,-1.407,29.509,31.240,30.368,23.477,25.082,24.968
128.241,33.991,-10.266,-1.708,29.171,30.984,30.582,22.676,24.518,24.866
128.251,17.828,-5.521,-1.562,28.818,30.613,30.616,22.078,23.855,24.593
128.262,2.799,11.829,-1.278,28.351,30.114,30.497,21.404,23.078,24.176
128.272,-15.211,-17.973,-1.349,27.653,29.399,30.155,20.418,22.037,23.478
128.283,-32.434,-15.548,-0.997,26.801,28.523,29.630,19.317,20.856,22.613
128.294,-46.485,24.075,0.183,25.810,27.479,28.923,18.170,19.547,21.602
128.305,-58.519,-9.127,0.177,24.745,26.434,28.121,16.839,18.274,20.528
128.315,-66.757,-30.288,-0.355,23.637,25.386,27.218,15.399,17.011,19.366
128.326,-77.851,21.154,0.208,22.440,24.160,26.214,14.079,15.598,18.128
128.337,-87.472,15.683,0.301,21.074,22.834,25.102,12.482,14.118,16.813
128.347,-94.591,-6.672,0.062,19.704,21.516,23.912,10.887,12.669,15.441
128.358,-102.310,5.099,0.153,18.386,20.181,22.681,9.505,11.227,14.052
128.369,-108.028,2.099,0.268,16.998,18.765,21.375,8.101,9.734,12.617
128.379,-114.266,-13.344,0.185,15.555,17.318,20.023,6.620,8.235,11.162
128.390,-123.203,-1.967,0.446,14.000,15.730,18.598,5.113,6.625,9.662
128.400,-128.268,-1.007,0.601,12.478,14.186,17.121,3.649,5.089,8.140
128.411,-134.930,6.723,0.910,10.885,12.541,15.595,2.199,3.481,6.598
128.421,-142.565,29.213,1.490,9.175,10.752,13.971,0.720,1.767,4.994
128.432,-147.891,15.132,1.450,7.457,9.023,12.324,-0.875,0.145,3.399
128.443,-153.142,-25.427,0.999,5.648,7.252,10.626,-2.637,-1.498,1.774
128.453,-157.166,-3.792,1.045,3.892,5.497,8.901,-4.252,-3.104,0.143
128.464,-157.518,20.338,1.868,2.235,3.764,7.166,-5.573,-4.650,-1.457
128.474,-158.972,11.752,2.200,0.597,2.096,5.470,-6.944,-6.100,-2.985
128.485,-156.897,5.989,2.225,-1.100,0.400,3.757,-8.413,-7.553,-4.505
128.495,-153.333,-0.805,2.151,-2.667,-1.164,2.088,-9.728,-8.856,-5.958
128.506,-152.505,-2.168,2.123,-4.245,-2.757,0.464,-11.004,-10.167,-7.345
128.516,-144.748,-1.196,2.208,-5.611,-4.146,-1.093,-12.033,-11.255,-8.644
128.527,-137.592,-39.548,2.020,-6.900,-5.377,-2.539,-13.139,-12.173,-9.813
128.537,-132.383,10.281,2.524,-8.155,-6.646,-3.933,-14.047,-13.116,-10.915
128.548,-120.040,29.149,3.591,-9.132,-7.694,-5.226,-14.532,-13.809,-11.881
128.558,-106.027,5.581,3.665,-9.983,-8.541,-6.371,-15.036,-14.285,-12.681
128.569,-95.093,-21.794,3.537,-10.713,-9.237,-7.361,-15.478,-14.613,-13.319
128.580,-90.986,38.131,4.708,-11.360,-9.962,-8.236,-15.596,-14.960,-13.829
128.590,-83.247,25.901,5.001,-12.002,-10.636,-9.062,-15.787,-15.233,-14.266
128.601,-70.998,-19.938,4.385,-12.527,-11.128,-9.795,-16.006,-15.334,-14.616
128.611,-55.304,-4.618,4.085,-12.790,-11.372,-10.364,-15.942,-15.202,-14.811
128.622,-40.016,32.324,4.270,-12.765,-11.379,-10.741,-15.495,-14.838,-14.813
128.633,-26.716,-5.370,3.538,-12.712,-11.299,-10.969,-15.155,-14.404,-14.677
128.643,-20.589,-12.813,3.043,-12.739,-11.301,-11.120,-14.910,-14.072,-14.482
128.654,-14.492,-15.665,2.909,-12.737,-11.293,-11.221,-14.609,-13.743,-14.249
128.664,-3.449,-4.039,2.978,-12.464,-11.020,-11.207,-14.037,-13.161,-13.908
128.675,-0.348,5.885,3.110,-12.289,-10.859,-11.118,-13.544,-12.702,-13.501
128.687,-2.991,4.487,3.267,-12.243,-10.834,-11.034,-13.172,-12.381,-13.104
128.697,3.756,-3.039,3.233,-11.944,-10.535,-10.938,-12.650,-11.855,-12.764
128.707,6.619,-6.886,3.200,-11.718,-10.300,-10.797,-12.233,-11.399,-12.385
128.718,15.884,24.481,3.744,-11.197,-9.809,-10.579,-11.443,-10.697,-11.934
128.728,17.603,22.520,4.082,-10.897,-9.532,-10.325,-10.893,-10.209,-11.448
128.739,26.605,-5.092,3.546,-10.388,-8.962,-9.999,-10.323,-9.443,-10.904
128.750,35.639,-35.367,2.616,-9.756,-8.250,-9.565,-9.688,-8.559,-10.271
128.761,33.737,-1.866,2.422,-9.419,-7.899,-9.139,-9.227,-8.052,-9.665
128.772,34.520,17.986,2.791,-8.909,-7.442,-8.702,-8.459,-7.446,-9.052
128.782,31.414,-12.878,2.552,-8.596,-7.123,-8.292,-8.020,-6.985,-8.477
128.793,31.225,-18.392,2.093,-8.253,-6.747,-7.904,-7.619,-6.481,-7.939
128.803,26.012,24.587,2.774,-7.982,-6.531,-7.549,-7.115,-6.141,-7.437
128.814,12.199,-2.433,2.862,-8.101,-6.648,-7.298,-7.113,-6.130,-7.042
128.824,-6.708,3.760,2.808,-8.547,-7.083,-7.224,-7.460,-6.438,-6.831
128.835,-24.959,14.143,3.019,-9.188,-7.712,-7.348,-7.992,-6.932,-6.817
128.846,-44.677,-12.138,2.796,-10.052,-8.557,-7.673,-8.756,-7.635,-7.004
128.857,-61.708,35.166,3.110,-11.001,-9.564,-8.198,-9.440,-8.490,-7.388
128.868,-84.924,35.344,3.415,-12.332,-10.914,-8.935,-10.570,-9.670,-7.974
128.878,-101.365,-26.229,3.200,-13.716,-12.240,-9.841,-11.892,-10.813,-8.720
128.888,-109.775,5.169,3.205,-14.952,-13.474,-10.858,-12.940,-11.853,-9.569
128.899,-124.336,-7.868,3.011,-16.439,-14.941,-11.985,-14.261,-13.111,-10.518
128.909,-140.080,-14.923,2.762,-18.190,-16.669,-13.314,-15.838,-14.617,-11.660
128.920,-146.402,13.127,2.953,-19.749,-18.240,-14.750,-17.135,-15.951,-12.894
128.931,-151.305,19.004,3.108,-21.400,-19.881,-16.252,-18.550,-17.335,-14.177
128.942,-154.069,-3.759,2.731,-23.018,-21.436,-17.753,-20.023,-18.618,-15.444
128.952,-149.050,-42.104,1.866,-24.421,-22.725,-19.186,-21.376,-19.635,-16.641
128.962,-148.363,1.749,1.842,-25.801,-24.092,-20.592,-22.492,-20.722,-17.802
128.973,-140.193,20.725,2.093,-26.866,-25.181,-21.926,-23.212,-21.519,-18.874
128.983,-136.028,-25.238,1.805,-28.044,-26.308,-23.193,-24.185,-22.347,-19.870
128.994,-125.669,13.683,1.823,-28.950,-27.204,-24.375,-24.797,-22.942,-20.776
129.004,-116.092,33.685,2.337,-29.813,-28.099,-25.496,-25.277,-23.523,-21.605
