R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,30,50,5,50,5,10,75,0,0,0.995
sysTime,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
255.551,-0.080,-0.108,-0.101,-0.024,-0.024,-0.094,-0.111,-0.111,-0.143
255.562,-0.039,-0.103,-0.101,-0.036,-0.037,-0.093,-0.121,-0.121,-0.140
255.572,-0.206,-0.098,-0.101,-0.028,-0.029,-0.089,-0.110,-0.112,-0.134
255.583,-0.164,-0.105,-0.101,-0.035,-0.035,-0.084,-0.117,-0.117,-0.128
255.593,-0.205,-0.112,-0.102,-0.023,-0.023,-0.081,-0.106,-0.103,-0.124
255.604,-0.122,-0.113,-0.103,-0.023,-0.023,-0.076,-0.105,-0.103,-0.117
255.614,-0.163,-0.113,-0.104,-0.015,-0.015,-0.066,-0.096,-0.094,-0.107
255.625,-0.330,-0.114,-0.105,-0.024,-0.024,-0.064,-0.105,-0.102,-0.104
255.636,-0.331,-0.115,-0.105,-0.024,-0.024,-0.066,-0.104,-0.101,-0.106
255.646,-0.039,-0.107,-0.106,-0.052,-0.052,-0.071,-0.128,-0.128,-0.110
255.657,-0.122,-0.110,-0.106,-0.020,-0.020,-0.074,-0.096,-0.095,-0.112
255.667,-0.332,-0.118,-0.107,-0.032,-0.032,-0.068,-0.109,-0.106,-0.106
255.678,-0.080,-0.123,-0.109,-0.025,-0.024,-0.066,-0.103,-0.098,-0.103
255.688,-0.080,-0.124,-0.110,-0.027,-0.027,-0.062,-0.105,-0.100,-0.099
255.699,-0.080,-0.132,-0.112,-0.017,-0.015,-0.061,-0.097,-0.089,-0.099
255.709,-0.164,-0.127,-0.114,-0.008,-0.007,-0.057,-0.086,-0.080,-0.095
255.720,-0.081,-0.126,-0.115,0.020,0.021,-0.038,-0.057,-0.052,-0.076
255.730,-0.497,-0.141,-0.117,0.017,0.019,-0.027,-0.065,-0.056,-0.066
255.741,-0.122,-0.147,-0.120,0.013,0.015,-0.023,-0.072,-0.060,-0.063
255.751,-0.205,-0.160,-0.123,-0.010,-0.007,-0.027,-0.100,-0.085,-0.069
255.762,0.127,-0.157,-0.127,-0.003,-0.000,-0.029,-0.092,-0.079,-0.073
255.773,-0.039,-0.155,-0.130,-0.009,-0.006,-0.029,-0.098,-0.086,-0.074
255.783,0.044,-0.147,-0.132,0.019,0.021,-0.025,-0.068,-0.059,-0.071
255.794,0.044,-0.141,-0.133,0.026,0.027,-0.019,-0.061,-0.054,-0.067
255.804,-0.206,-0.148,-0.135,0.038,0.040,-0.011,-0.052,-0.042,-0.061
255.815,-0.039,-0.148,-0.136,0.061,0.063,-0.001,-0.030,-0.021,-0.052
255.825,-0.080,-0.151,-0.138,0.064,0.066,0.009,-0.031,-0.022,-0.043
255.836,-0.205,-0.147,-0.139,0.039,0.041,0.006,-0.056,-0.048,-0.049
255.846,0.044,-0.145,-0.140,0.030,0.032,-0.000,-0.065,-0.058,-0.057
255.857,-0.122,-0.146,-0.140,0.021,0.023,-0.002,-0.075,-0.068,-0.061
255.867,-0.246,-0.143,-0.140,0.016,0.017,-0.007,-0.081,-0.075,-0.067
255.878,-0.039,-0.139,-0.141,0.029,0.030,-0.014,-0.067,-0.063,-0.074
255.890,-0.080,-0.143,-0.141,0.034,0.035,-0.012,-0.064,-0.058,-0.073
255.900,-0.164,-0.144,-0.141,0.041,0.043,-0.011,-0.057,-0.052,-0.073
255.910,-0.039,-0.143,-0.141,0.012,0.013,-0.016,-0.087,-0.081,-0.078
255.921,0.002,-0.137,-0.141,0.007,0.008,-0.026,-0.089,-0.086,-0.089
255.931,-0.080,-0.130,-0.141,0.017,0.018,-0.027,-0.077,-0.076,-0.090
255.941,-0.163,-0.133,-0.140,0.007,0.008,-0.024,-0.087,-0.085,-0.087
255.952,-0.080,-0.127,-0.139,-0.024,-0.024,-0.031,-0.118,-0.118,-0.093
255.962,-0.247,-0.132,-0.138,-0.014,-0.013,-0.037,-0.108,-0.107,-0.099
255.973,-0.080,-0.131,-0.138,-0.006,-0.005,-0.035,-0.099,-0.097,-0.096
255.984,-0.246,-0.134,-0.137,-0.027,-0.026,-0.040,-0.120,-0.118,-0.101
255.994,-0.163,-0.133,-0.137,-0.007,-0.006,-0.040,-0.100,-0.098,-0.101
256.004,-0.163,-0.129,-0.137,-0.020,-0.019,-0.045,-0.110,-0.110,-0.106
256.015,-0.288,-0.136,-0.136,-0.028,-0.026,-0.050,-0.119,-0.116,-0.110
256.025,-2.476,-0.174,-0.137,-0.025,-0.022,-0.050,-0.126,-0.111,-0.111
256.036,0.681,-0.110,-0.137,0.039,0.039,-0.037,-0.043,-0.050,-0.097
256.047,-1.496,-0.147,-0.137,0.025,0.027,-0.022,-0.067,-0.062,-0.082
256.058,-0.039,-0.110,-0.134,0.051,0.051,-0.007,-0.031,-0.038,-0.066
256.068,0.942,-0.140,-0.135,0.065,0.067,0.006,-0.026,-0.023,-0.054
256.079,-4.555,-0.243,-0.138,0.070,0.079,0.019,-0.049,-0.013,-0.043
256.089,-4.572,-0.231,-0.146,0.047,0.055,0.017,-0.073,-0.040,-0.048
256.100,3.835,-0.225,-0.156,0.063,0.070,0.016,-0.058,-0.028,-0.052
256.111,0.002,-0.257,-0.164,0.069,0.078,0.021,-0.063,-0.024,-0.050
256.121,-3.049,-0.242,-0.167,0.056,0.065,0.022,-0.074,-0.039,-0.051
256.132,-2.792,-0.309,-0.174,0.027,0.040,0.018,-0.122,-0.067,-0.058
256.142,-3.858,-0.366,-0.187,0.034,0.051,0.017,-0.131,-0.059,-0.064
256.152,-2.536,-0.380,-0.200,0.005,0.023,0.022,-0.167,-0.092,-0.064
256.163,1.572,-0.315,-0.210,0.007,0.020,0.018,-0.150,-0.098,-0.071
256.173,0.906,-0.289,-0.215,0.001,0.012,0.011,-0.150,-0.108,-0.081
256.184,-0.591,-0.365,-0.224,0.006,0.023,0.009,-0.166,-0.100,-0.087
256.194,1.108,-0.308,-0.234,0.001,0.015,0.005,-0.159,-0.112,-0.095
256.204,-4.511,-0.445,-0.247,-0.008,0.014,0.000,-0.206,-0.117,-0.105
256.215,-6.846,-0.448,-0.260,0.010,0.033,0.001,-0.192,-0.102,-0.109
256.225,-5.560,-0.519,-0.278,0.056,0.084,0.014,-0.165,-0.059,-0.102
256.235,-2.484,-0.502,-0.293,0.020,0.046,0.022,-0.202,-0.103,-0.101
256.246,3.301,-0.433,-0.303,-0.005,0.015,0.013,-0.212,-0.137,-0.114
256.256,8.416,-0.143,-0.301,0.018,0.018,0.004,-0.116,-0.135,-0.125
256.267,8.921,-0.188,-0.297,0.044,0.048,0.009,-0.099,-0.107,-0.121
256.277,11.979,-0.351,-0.301,0.014,0.027,0.012,-0.165,-0.130,-0.121
256.287,-5.840,-0.476,-0.307,-0.014,0.006,0.004,-0.227,-0.154,-0.133
256.298,1.252,-0.408,-0.314,0.002,0.018,-0.000,-0.192,-0.145,-0.141
256.308,9.560,-0.356,-0.323,0.003,0.014,0.000,-0.175,-0.153,-0.145
256.318,-0.523,-0.415,-0.328,-0.019,-0.004,-0.003,-0.213,-0.175,-0.152
256.329,-9.083,-0.552,-0.336,-0.021,0.002,-0.002,-0.250,-0.171,-0.154
256.339,9.723,-0.543,-0.360,-0.021,-0.000,-0.006,-0.246,-0.181,-0.166
256.350,9.998,-0.335,-0.370,0.009,0.014,-0.006,-0.163,-0.170,-0.171
256.360,9.063,-0.239,-0.369,-0.021,-0.024,-0.009,-0.168,-0.210,-0.175
256.370,5.304,-0.315,-0.366,-0.026,-0.024,-0.013,-0.192,-0.211,-0.181
256.381,6.076,-0.315,-0.364,-0.043,-0.041,-0.021,-0.209,-0.228,-0.190
256.391,13.374,-0.272,-0.367,-0.032,-0.033,-0.026,-0.187,-0.221,-0.197
256.402,-0.176,-0.281,-0.364,-0.036,-0.037,-0.028,-0.189,-0.225,-0.200
256.412,2.173,-0.289,-0.365,-0.014,-0.016,-0.024,-0.167,-0.205,-0.197
256.422,8.055,-0.332,-0.370,-0.031,-0.030,-0.026,-0.194,-0.222,-0.202
256.433,2.110,-0.250,-0.369,-0.042,-0.047,-0.034,-0.188,-0.239,-0.211
256.443,-1.659,-0.024,-0.349,-0.036,-0.057,-0.039,-0.126,-0.244,-0.213
256.454,-11.190,0.106,-0.303,-0.022,-0.053,-0.035,-0.070,-0.228,-0.197
256.464,-1.938,0.041,-0.264,-0.044,-0.071,-0.032,-0.098,-0.235,-0.185
256.474,19.275,-0.065,-0.256,-0.045,-0.063,-0.032,-0.127,-0.224,-0.182
256.485,11.672,0.015,-0.259,-0.033,-0.053,-0.028,-0.110,-0.214,-0.179
256.495,-4.834,0.132,-0.237,-0.014,-0.040,-0.024,-0.069,-0.194,-0.169
256.506,5.485,0.387,-0.201,-0.008,-0.053,-0.021,0.006,-0.196,-0.157
256.516,-16.990,0.484,-0.157,-0.031,-0.076,-0.024,-0.007,-0.207,-0.148
256.526,-29.619,0.634,-0.078,-0.039,-0.086,-0.036,0.009,-0.195,-0.138
256.537,-5.740,0.591,-0.005,-0.048,-0.088,-0.047,-0.005,-0.173,-0.128
256.547,-7.098,0.307,0.035,-0.063,-0.080,-0.050,-0.082,-0.151,-0.117
256.557,11.056,0.167,0.051,-0.091,-0.095,-0.046,-0.149,-0.156,-0.104
256.568,12.737,0.014,0.026,-0.071,-0.060,-0.038,-0.176,-0.123,-0.099
256.578,-22.555,-0.113,0.029,-0.033,-0.012,-0.024,-0.167,-0.071,-0.081
256.589,0.122,-0.020,0.034,-0.015,-0.001,-0.004,-0.119,-0.055,-0.056
256.599,3.183,-0.102,0.023,-0.010,0.008,0.017,-0.130,-0.045,-0.035
256.609,6.289,0.033,0.011,0.006,0.015,0.031,-0.081,-0.039,-0.023
256.620,-13.844,0.075,0.023,-0.060,-0.050,0.028,-0.142,-0.099,-0.021
256.630,-0.543,0.030,0.035,-0.026,-0.017,0.021,-0.098,-0.060,-0.023
256.641,-1.417,-0.093,0.021,-0.022,-0.013,0.025,-0.097,-0.056,-0.020
256.652,6.883,0.021,0.030,0.020,0.007,0.027,0.020,-0.030,-0.013
256.663,0.152,-0.072,0.016,0.031,0.027,0.034,0.000,-0.012,-0.008
256.674,0.410,-0.015,0.010,-0.000,-0.007,0.032,-0.018,-0.047,-0.010
256.685,-9.695,-0.185,0.008,-0.056,-0.049,0.025,-0.119,-0.086,-0.016
256.696,-8.789,-0.314,-0.016,-0.091,-0.079,0.014,-0.170,-0.119,-0.031
256.707,11.555,0.101,-0.005,-0.052,-0.066,0.012,-0.041,-0.100,-0.030
256.718,5.297,-0.019,-0.006,-0.049,-0.055,0.024,-0.063,-0.085,-0.017
256.729,-7.111,-0.261,-0.024,-0.101,-0.096,0.029,-0.149,-0.127,-0.015
256.740,17.083,0.212,-0.028,-0.056,-0.099,0.036,0.044,-0.128,-0.008
256.751,12.702,0.302,-0.001,-0.001,-0.042,0.058,0.101,-0.063,0.020
256.762,-12.252,-0.032,-0.001,-0.074,-0.073,0.063,-0.100,-0.091,0.026
256.773,-11.295,-0.298,-0.003,-0.050,-0.044,0.071,-0.094,-0.060,0.034
256.784,-39.684,-1.016,-0.068,-0.120,-0.079,0.059,-0.282,-0.109,0.007
256.795,15.519,-0.285,-0.102,-0.001,0.010,0.073,-0.078,-0.026,0.011
256.806,-1.407,-0.115,-0.099,0.118,0.124,0.124,0.059,0.085,0.062
256.817,25.318,0.401,-0.082,0.134,0.100,0.153,0.202,0.064,0.092
256.828,6.488,0.316,-0.047,0.227,0.207,0.199,0.253,0.177,0.145
256.839,5.059,0.313,-0.031,0.241,0.225,0.275,0.255,0.194,0.221
256.850,20.453,0.365,0.000,0.297,0.264,0.289,0.364,0.239,0.239
256.861,-35.228,-0.541,-0.017,0.268,0.301,0.362,0.125,0.267,0.304
256.872,5.114,-0.406,-0.050,0.284,0.317,0.361,0.131,0.272,0.290
256.883,-24.142,-0.570,-0.084,0.469,0.508,0.462,0.287,0.446,0.376
256.894,39.511,0.382,-0.090,0.463,0.412,0.489,0.551,0.342,0.394
256.905,-19.467,0.117,-0.046,0.645,0.622,0.564,0.643,0.554,0.472
256.916,0.088,-0.106,-0.060,0.718,0.736,0.674,0.575,0.653,0.569
256.927,5.400,0.093,-0.045,0.695,0.720,0.748,0.526,0.631,0.636
256.938,20.060,0.309,-0.034,0.783,0.781,0.841,0.687,0.682,0.719
256.948,-14.473,-0.175,-0.012,0.744,0.770,0.875,0.559,0.664,0.746
256.959,-16.440,-0.080,-0.036,0.776,0.808,0.895,0.555,0.685,0.747
256.969,20.723,0.164,-0.014,0.800,0.828,0.904,0.590,0.697,0.748
256.980,-7.737,-0.149,-0.023,0.782,0.845,0.901,0.454,0.700,0.731
256.991,8.224,-0.062,-0.028,0.756,0.818,0.897,0.425,0.661,0.714
257.002,-17.268,-0.412,-0.047,0.728,0.820,0.889,0.297,0.648,0.689
257.013,17.946,-0.163,-0.064,0.770,0.823,0.875,0.450,0.635,0.660
257.024,-2.748,-0.301,-0.072,0.755,0.802,0.863,0.443,0.602,0.635
257.035,-10.846,-0.303,-0.096,0.802,0.826,0.856,0.544,0.610,0.612
257.046,28.631,0.064,-0.098,0.873,0.849,0.859,0.747,0.622,0.605
257.057,0.194,-0.221,-0.090,0.897,0.879,0.868,0.743,0.643,0.605
257.068,-14.771,-0.829,-0.128,0.951,0.956,0.902,0.705,0.698,0.619
257.080,-8.860,-0.804,-0.179,1.007,1.011,0.940,0.738,0.727,0.633
257.090,18.710,-0.559,-0.212,1.030,1.010,0.955,0.809,0.704,0.628
257.101,-2.885,-0.629,-0.240,1.126,1.107,0.969,0.873,0.779,0.622
257.111,-10.298,-0.803,-0.275,1.122,1.118,0.995,0.803,0.766,0.627
257.122,3.631,-0.554,-0.308,1.147,1.137,1.026,0.817,0.762,0.636
257.132,10.844,-0.343,-0.307,1.127,1.113,1.049,0.793,0.723,0.646
257.143,-43.428,-0.885,-0.331,1.019,1.082,1.060,0.440,0.671,0.637
257.154,7.061,-0.834,-0.382,1.006,1.093,1.073,0.339,0.654,0.623
257.165,4.311,-0.651,-0.394,0.980,1.059,1.066,0.324,0.602,0.598
257.175,-34.770,-1.156,-0.443,0.909,1.022,1.040,0.135,0.540,0.547
257.185,49.577,-0.415,-0.466,0.814,0.863,0.988,0.219,0.363,0.476
257.196,-19.860,-0.712,-0.464,0.684,0.736,0.906,0.071,0.228,0.383
257.206,-22.708,-0.645,-0.493,0.624,0.662,0.811,0.042,0.140,0.271
257.217,31.053,-0.066,-0.471,0.552,0.538,0.719,0.120,0.017,0.178
257.227,-8.896,-0.564,-0.463,0.371,0.381,0.618,-0.130,-0.139,0.073
257.238,-10.515,-0.852,-0.489,0.235,0.267,0.502,-0.337,-0.258,-0.052
257.248,-6.930,-0.864,-0.514,0.040,0.074,0.378,-0.536,-0.454,-0.183
257.259,1.869,-0.653,-0.532,-0.196,-0.172,0.231,-0.740,-0.697,-0.334
257.269,8.853,-0.466,-0.524,-0.398,-0.384,0.057,-0.903,-0.897,-0.502
257.280,-33.505,-0.836,-0.531,-0.715,-0.654,-0.147,-1.337,-1.152,-0.701
257.291,-3.557,-0.805,-0.567,-0.961,-0.889,-0.355,-1.597,-1.378,-0.906
257.301,25.799,0.027,-0.540,-1.182,-1.150,-0.579,-1.673,-1.608,-1.109
257.312,-7.158,-0.106,-0.493,-1.436,-1.393,-0.811,-1.917,-1.812,-1.311
257.322,-34.897,-0.708,-0.495,-1.636,-1.554,-1.028,-2.197,-1.943,-1.506
257.333,30.893,-0.208,-0.491,-1.782,-1.753,-1.244,-2.150,-2.108,-1.694
257.343,22.874,-0.002,-0.454,-2.023,-2.023,-1.465,-2.262,-2.331,-1.877
257.354,-13.135,-0.668,-0.451,-2.169,-2.148,-1.655,-2.432,-2.416,-2.033
257.364,-20.572,-1.137,-0.494,-2.271,-2.232,-1.821,-2.553,-2.469,-2.174
257.375,11.471,-0.832,-0.529,-2.317,-2.325,-1.959,-2.432,-2.530,-2.283
257.386,22.362,-0.566,-0.540,-2.363,-2.400,-2.072,-2.361,-2.567,-2.361
257.396,6.344,-0.679,-0.548,-2.376,-2.404,-2.152,-2.367,-2.533,-2.406
257.406,-26.658,-1.124,-0.576,-2.410,-2.404,-2.220,-2.467,-2.501,-2.442
257.417,-25.057,-0.993,-0.614,-2.355,-2.352,-2.244,-2.377,-2.421,-2.438
257.427,32.999,0.299,-0.593,-2.199,-2.269,-2.234,-1.980,-2.300,-2.387
257.438,30.712,1.073,-0.474,-2.073,-2.191,-2.200,-1.666,-2.162,-2.289
257.448,-32.228,-0.244,-0.404,-2.050,-2.085,-2.149,-1.842,-2.008,-2.187
257.459,-34.209,-1.267,-0.446,-1.950,-1.935,-2.070,-1.867,-1.840,-2.084
257.470,7.311,-0.682,-0.481,-1.830,-1.851,-1.993,-1.629,-1.738,-1.985
257.480,25.288,-0.341,-0.479,-1.656,-1.714,-1.886,-1.332,-1.579,-1.850
257.491,1.132,-0.579,-0.481,-1.465,-1.521,-1.763,-1.135,-1.368,-1.703
257.501,-4.147,-0.759,-0.499,-1.335,-1.381,-1.617,-1.024,-1.218,-1.540
257.512,-14.699,-0.860,-0.523,-1.119,-1.158,-1.452,-0.829,-0.990,-1.363
257.522,-10.104,-0.690,-0.541,-0.872,-0.919,-1.265,-0.561,-0.750,-1.166
257.533,9.236,-0.443,-0.546,-0.577,-0.636,-1.051,-0.237,-0.467,-0.944
257.543,34.905,0.068,-0.515,-0.316,-0.408,-0.819,0.111,-0.236,-0.699
257.554,38.805,0.295,-0.474,-0.118,-0.214,-0.581,0.317,-0.039,-0.451
257.566,28.248,-0.071,-0.449,0.154,0.068,-0.340,0.549,0.238,-0.206
257.577,1.388,-0.887,-0.469,0.349,0.303,-0.085,0.612,0.452,0.035
257.588,-14.317,-1.734,-0.549,0.611,0.625,0.181,0.667,0.735,0.272
257.599,-19.137,-2.338,-0.672,0.840,0.891,0.456,0.740,0.947,0.500
257.610,-20.254,-2.575,-0.808,1.039,1.089,0.705,0.881,1.082,0.694
257.621,-17.298,-2.621,-0.942,1.221,1.259,0.925,1.035,1.185,0.854
257.632,-13.982,-2.575,-1.063,1.373,1.393,1.111,1.172,1.252,0.978
257.643,-15.290,-2.516,-1.170,1.628,1.624,1.298,1.423,1.416,1.103
257.654,-25.346,-2.569,-1.264,1.958,1.946,1.523,1.708,1.667,1.264
257.665,-38.099,-2.653,-1.354,2.193,2.184,1.752,1.854,1.831,1.427
257.676,-36.112,-2.472,-1.428,2.406,2.401,1.975,1.983,1.974,1.583
257.687,-25.530,-2.044,-1.474,2.487,2.468,2.162,2.031,1.971,1.706
257.698,-4.375,-1.384,-1.477,2.445,2.386,2.254,2.038,1.833,1.744
257.709,23.120,-0.587,-1.433,2.351,2.223,2.272,2.088,1.628,1.719
257.720,35.396,0.236,-1.337,2.348,2.150,2.246,2.236,1.530,1.666
257.731,43.500,0.933,-1.197,2.298,2.051,2.198,2.291,1.421,1.604
257.743,45.229,1.445,-1.027,2.287,2.015,2.153,2.330,1.386,1.556
257.754,44.948,1.688,-0.844,2.260,1.972,2.129,2.338,1.351,1.535
257.765,39.657,1.707,-0.669,2.194,1.891,2.102,2.303,1.280,1.515
257.776,26.404,1.692,-0.497,2.073,1.755,2.038,2.211,1.158,1.459
257.787,12.264,1.210,-0.367,1.814,1.511,1.910,1.905,0.924,1.336
257.798,-2.188,0.604,-0.274,1.465,1.198,1.717,1.445,0.620,1.143
257.809,10.321,0.218,-0.236,1.076,0.835,1.457,0.975,0.261,0.876
257.820,2.468,-0.237,-0.232,0.667,0.463,1.162,0.455,-0.106,0.572
257.831,-3.545,-0.688,-0.260,0.248,0.084,0.842,-0.076,-0.483,0.241
257.842,-5.450,-1.038,-0.311,-0.124,-0.262,0.500,-0.525,-0.827,-0.111
257.854,-1.429,-1.223,-0.378,-0.375,-0.502,0.192,-0.809,-1.064,-0.428
257.864,-3.361,-1.352,-0.447,-0.533,-0.647,-0.055,-1.000,-1.206,-0.682
257.875,-1.892,-1.422,-0.518,-0.723,-0.825,-0.272,-1.223,-1.378,-0.902
257.887,3.480,-1.403,-0.587,-0.966,-1.055,-0.490,-1.493,-1.600,-1.121
257.897,-5.520,-1.443,-0.650,-1.218,-1.298,-0.704,-1.757,-1.832,-1.331
257.908,-8.861,-1.366,-0.704,-1.422,-1.505,-0.932,-1.939,-2.022,-1.550
257.918,3.263,-1.074,-0.740,-1.617,-1.720,-1.141,-2.059,-2.214,-1.744
257.929,5.993,-0.878,-0.754,-1.887,-2.001,-1.366,-2.267,-2.462,-1.944
257.940,7.668,-0.870,-0.766,-2.073,-2.195,-1.599,-2.401,-2.620,-2.149
257.951,-3.621,-1.057,-0.784,-2.121,-2.235,-1.775,-2.438,-2.624,-2.296
257.961,-19.695,-1.223,-0.810,-2.278,-2.371,-1.917,-2.620,-2.728,-2.409
257.972,-4.406,-0.979,-0.832,-2.471,-2.583,-2.092,-2.727,-2.903,-2.553
257.983,14.751,-0.364,-0.817,-2.606,-2.751,-2.264,-2.730,-3.023,-2.682
257.993,30.609,-0.063,-0.773,-2.719,-2.863,-2.408,-2.794,-3.079,-2.774
258.004,18.268,-0.246,-0.738,-2.847,-2.976,-2.553,-2.913,-3.136,-2.868
258.015,-15.688,-1.008,-0.739,-2.978,-3.040,-2.682,-3.176,-3.152,-2.952
258.026,-28.512,-1.770,-0.788,-2.886,-2.889,-2.744,-3.205,-2.969,-2.981
258.038,-28.256,-2.471,-0.884,-2.743,-2.699,-2.711,-3.163,-2.763,-2.929
258.049,-25.315,-2.554,-0.995,-2.558,-2.540,-2.629,-2.895,-2.598,-2.835
258.060,-11.661,-2.172,-1.083,-2.459,-2.475,-2.548,-2.692,-2.525,-2.741
258.071,14.078,-1.683,-1.136,-2.132,-2.213,-2.439,-2.177,-2.251,-2.613
258.082,23.512,-1.311,-1.158,-1.815,-1.955,-2.263,-1.696,-1.979,-2.414
258.093,9.864,-1.222,-1.168,-1.542,-1.699,-2.056,-1.369,-1.712,-2.185
258.104,-2.576,-1.375,-1.180,-1.380,-1.533,-1.864,-1.215,-1.538,-1.977
258.115,-5.791,-1.434,-1.197,-1.039,-1.191,-1.620,-0.886,-1.197,-1.724
258.126,-0.057,-1.374,-1.214,-0.811,-0.976,-1.396,-0.635,-0.986,-1.494
258.136,6.968,-1.165,-1.219,-0.586,-0.766,-1.160,-0.380,-0.782,-1.254
258.147,-0.319,-1.224,-1.219,-0.353,-0.533,-0.922,-0.162,-0.557,-1.015
