R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,75,60,15,60,15,50,175,0,0,0.995
sysTime,GPT1X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
338.463,-52.998,-52.791,4.207,-4.239,-2.083,-1.183,-4.390,-2.060,-1.038
338.473,-50.544,18.410,4.889,-4.624,-2.519,-1.694,-4.498,-2.383,-1.452
338.483,-49.698,46.418,5.540,-5.083,-3.023,-2.190,-4.685,-2.758,-1.833
338.495,-45.061,29.773,5.877,-5.439,-3.431,-2.688,-4.712,-2.993,-2.176
338.506,-33.235,-1.919,5.952,-5.598,-3.589,-3.107,-4.699,-2.975,-2.431
338.518,-27.491,-28.437,5.952,-5.749,-3.709,-3.404,-4.764,-2.918,-2.558
338.528,-26.501,18.523,6.028,-5.983,-3.941,-3.642,-4.859,-3.009,-2.661
338.539,-16.267,21.968,6.058,-5.927,-3.893,-3.822,-4.638,-2.822,-2.705
338.549,-7.481,12.631,6.077,-5.770,-3.724,-3.892,-4.377,-2.520,-2.640
338.559,-6.168,-33.705,5.424,-5.859,-3.717,-3.920,-4.626,-2.387,-2.540
338.569,-0.642,-41.560,4.913,-5.761,-3.569,-3.916,-4.553,-2.126,-2.420
338.580,3.221,-19.909,4.984,-5.622,-3.420,-3.851,-4.297,-1.844,-2.215
338.592,7.685,-17.139,5.008,-5.383,-3.178,-3.729,-3.924,-1.476,-1.959
338.603,14.412,-17.937,4.797,-5.086,-2.860,-3.558,-3.562,-1.042,-1.662
338.615,20.788,-25.464,4.407,-4.710,-2.457,-3.313,-3.149,-0.540,-1.305
338.626,28.467,-29.638,3.928,-4.213,-1.928,-2.982,-2.651,0.066,-0.878
338.637,33.173,-13.918,3.965,-3.735,-1.465,-2.598,-2.045,0.594,-0.412
338.649,37.737,-4.629,4.095,-3.153,-0.907,-2.148,-1.317,1.206,0.112
338.660,39.105,-1.454,4.117,-2.661,-0.430,-1.685,-0.717,1.728,0.639
338.671,36.981,-9.339,3.899,-2.250,-0.010,-1.230,-0.286,2.181,1.146
338.683,38.112,-18.682,3.651,-1.838,0.418,-0.796,0.111,2.630,1.618
338.694,43.150,-8.367,3.580,-1.294,0.961,-0.334,0.679,3.180,2.104
338.706,51.578,-6.260,3.675,-0.574,1.660,0.216,1.472,3.875,2.672
338.717,57.530,-1.019,3.713,0.226,2.442,0.854,2.326,4.639,3.315
338.728,60.717,1.992,3.665,1.006,3.215,1.556,3.107,5.380,4.009
338.740,62.416,6.726,3.500,1.715,3.944,2.283,3.721,6.060,4.711
338.752,60.710,2.391,3.324,2.385,4.638,3.016,4.268,6.691,5.403
338.764,54.056,-7.398,2.961,2.870,5.157,3.683,4.584,7.132,6.012
338.775,45.210,-16.592,2.460,3.172,5.488,4.228,4.727,7.373,6.483
338.787,37.241,-28.034,2.125,3.439,5.764,4.677,4.881,7.548,6.843
338.798,29.336,-38.273,1.759,3.599,5.936,5.035,4.922,7.612,7.102
338.810,20.541,-42.479,1.482,3.620,5.962,5.279,4.833,7.528,7.239
338.821,19.705,-23.132,2.022,3.786,6.116,5.469,4.946,7.577,7.325
338.832,12.482,10.261,2.853,3.865,6.150,5.635,5.084,7.514,7.396
338.843,6.789,34.888,3.847,3.827,6.061,5.704,5.138,7.350,7.387
338.853,-2.338,11.425,3.980,3.656,5.886,5.710,4.924,7.116,7.328
338.864,-8.005,0.452,3.505,3.408,5.688,5.633,4.473,6.855,7.180
338.874,-10.891,-18.136,3.139,3.194,5.518,5.513,4.074,6.621,6.986
338.885,-14.798,-28.813,3.128,2.915,5.271,5.350,3.653,6.314,6.752
338.895,-17.592,11.493,3.457,2.703,5.049,5.172,3.437,6.039,6.512
338.906,-22.489,22.999,3.712,2.323,4.671,4.940,3.028,5.622,6.227
338.917,-25.866,15.929,3.614,1.936,4.304,4.654,2.564,5.224,5.895
338.927,-27.159,-33.960,3.210,1.592,3.998,4.371,2.101,4.897,5.579
338.937,-30.278,-0.335,3.308,1.222,3.615,4.063,1.769,4.496,5.241
338.947,-36.040,36.947,3.880,0.747,3.099,3.706,1.435,3.977,4.866
338.958,-42.865,34.399,4.124,0.109,2.443,3.254,0.878,3.332,4.408
338.970,-52.770,12.767,3.944,-0.695,1.653,2.719,0.061,2.563,3.874
338.981,-60.273,0.414,3.765,-1.561,0.793,2.082,-0.780,1.735,3.245
338.992,-67.143,-3.095,3.608,-2.433,-0.066,1.385,-1.634,0.916,2.563
339.003,-80.222,-4.735,3.518,-3.567,-1.206,0.582,-2.679,-0.169,1.785
339.014,-92.528,4.802,3.788,-4.833,-2.512,-0.374,-3.739,-1.399,0.870
339.025,-103.559,22.983,4.345,-6.129,-3.857,-1.435,-4.777,-2.644,-0.128
339.036,-118.133,28.068,5.054,-7.725,-5.496,-2.649,-6.101,-4.152,-1.254
339.047,-129.534,20.100,5.266,-9.408,-7.175,-4.014,-7.637,-5.672,-2.506
339.058,-140.377,13.492,5.284,-11.161,-8.902,-5.464,-9.282,-7.217,-3.825
339.069,-150.760,7.824,5.161,-12.965,-10.694,-6.990,-10.913,-8.805,-5.201
339.080,-157.824,-9.052,4.826,-14.815,-12.517,-8.635,-12.616,-10.404,-6.677
339.091,-166.573,-16.381,4.290,-16.773,-14.443,-10.362,-14.424,-12.091,-8.222
339.102,-167.912,-11.216,3.917,-18.552,-16.213,-12.139,-15.964,-13.608,-9.801
339.113,-172.951,-6.103,3.783,-20.490,-18.160,-13.961,-17.593,-15.279,-11.405
339.124,-174.013,-19.661,3.602,-22.338,-19.997,-15.823,-19.167,-16.820,-13.026
339.135,-170.111,-34.786,3.359,-24.033,-21.672,-17.634,-20.603,-18.183,-14.578
339.146,-168.437,-21.116,3.366,-25.735,-23.384,-19.402,-21.935,-19.564,-16.066
339.157,-164.305,33.869,4.051,-27.190,-24.921,-21.074,-22.781,-20.750,-17.435
339.168,-162.260,22.010,4.688,-28.768,-26.545,-22.759,-23.840,-21.996,-18.788
339.179,-160.842,25.185,5.356,-30.284,-28.096,-24.361,-24.847,-23.144,-20.031
339.190,-153.396,34.569,5.585,-31.590,-29.432,-25.905,-25.643,-24.059,-21.195
339.201,-146.987,16.440,5.751,-32.861,-30.733,-27.403,-26.395,-24.924,-22.294
339.212,-137.167,6.529,5.751,-33.924,-31.801,-28.788,-27.004,-25.550,-23.267
339.223,-124.967,14.418,6.050,-34.783,-32.687,-30.025,-27.337,-25.984,-24.078
339.234,-111.530,5.304,5.924,-35.536,-33.430,-31.123,-27.674,-26.272,-24.743
339.244,-99.120,37.451,6.773,-36.055,-33.997,-32.053,-27.599,-26.379,-25.227
339.255,-83.930,48.790,6.960,-36.437,-34.410,-32.849,-27.435,-26.329,-25.568
339.266,-72.320,32.169,7.037,-36.792,-34.751,-33.513,-27.386,-26.211,-25.777
339.277,-61.576,43.201,7.667,-36.948,-34.938,-34.030,-27.002,-25.939,-25.832
339.288,-47.956,41.076,7.930,-36.898,-34.922,-34.410,-26.405,-25.467,-25.748
339.300,-35.570,22.577,7.965,-36.812,-34.842,-34.657,-25.871,-24.939,-25.535
339.311,-24.075,25.370,8.098,-36.594,-34.636,-34.766,-25.194,-24.295,-25.189
339.322,-13.202,11.969,7.921,-36.252,-34.291,-34.741,-24.452,-23.528,-24.720
339.333,0.172,-2.044,7.608,-35.725,-33.740,-34.582,-23.606,-22.573,-24.130
339.344,10.190,-3.808,7.286,-35.210,-33.203,-34.308,-22.792,-21.653,-23.443
339.355,17.267,13.323,7.302,-34.653,-32.655,-33.943,-21.854,-20.741,-22.681
339.366,26.497,1.230,7.136,-33.965,-31.954,-33.485,-20.871,-19.694,-21.842
339.377,32.828,12.125,7.100,-33.292,-31.275,-32.954,-19.899,-18.689,-20.947
339.388,34.305,34.797,7.043,-32.666,-30.652,-32.373,-18.969,-17.759,-20.021
339.400,39.932,25.506,6.743,-31.854,-29.838,-31.743,-17.885,-16.659,-19.066
339.411,45.508,5.841,6.223,-31.044,-29.006,-31.066,-16.887,-15.567,-18.089
339.422,48.962,5.509,5.434,-30.310,-28.207,-30.341,-16.122,-14.535,-17.089
339.433,53.930,20.885,5.059,-29.449,-27.300,-29.576,-15.197,-13.422,-16.076
339.444,61.827,-11.072,4.019,-28.463,-26.250,-28.751,-14.223,-12.198,-15.032
339.455,67.271,-11.261,2.990,-27.510,-25.233,-27.869,-13.314,-11.041,-13.965
339.466,73.743,-21.211,2.507,-26.422,-24.072,-26.912,-12.317,-9.770,-12.850
339.477,77.429,-30.074,2.009,-25.393,-22.982,-25.923,-11.371,-8.595,-11.727
339.488,80.806,-22.721,1.618,-24.316,-21.882,-24.907,-10.283,-7.435,-10.602
339.499,81.929,2.654,1.575,-23.289,-20.865,-23.898,-9.170,-6.377,-9.504
339.510,84.114,-5.583,1.451,-22.206,-19.780,-22.867,-8.051,-5.268,-8.402
339.521,84.012,8.988,1.550,-21.207,-18.791,-21.842,-7.001,-4.274,-7.324
339.531,78.857,24.131,1.875,-20.345,-17.958,-20.842,-6.040,-3.443,-6.282
339.542,76.109,11.738,1.747,-19.501,-17.099,-19.889,-5.244,-2.596,-5.302
339.553,73.392,-59.032,0.604,-18.785,-16.275,-18.979,-4.863,-1.810,-4.390
339.564,71.016,-50.195,-0.658,-18.062,-15.450,-18.086,-4.489,-1.055,-3.530
339.575,64.747,-4.251,-0.602,-17.411,-14.808,-17.260,-3.868,-0.497,-2.754
339.585,57.889,31.858,0.054,-16.825,-14.280,-16.517,-3.168,-0.054,-2.064
339.596,47.762,12.505,-0.032,-16.456,-13.910,-15.861,-2.869,0.228,-1.470
339.607,43.448,-33.997,-1.006,-16.076,-13.466,-15.287,-2.754,0.573,-0.973
339.618,35.773,-36.390,-1.412,-15.797,-13.155,-14.776,-2.656,0.770,-0.556
339.628,23.507,4.859,-1.374,-15.738,-13.110,-14.389,-2.646,0.698,-0.271
339.639,16.682,20.844,-1.222,-15.649,-13.048,-14.108,-2.565,0.649,-0.091
339.649,9.081,1.028,-1.362,-15.647,-13.040,-13.899,-2.668,0.546,0.013
339.660,2.529,-42.399,-2.087,-15.730,-13.081,-13.771,-2.965,0.389,0.030
339.670,-1.773,0.370,-1.710,-15.751,-13.117,-13.695,-3.032,0.239,-0.005
339.680,-7.251,27.706,-0.925,-15.841,-13.255,-13.671,-3.057,0.001,-0.081
339.691,-11.925,-11.648,-0.973,-15.986,-13.409,-13.698,-3.250,-0.243,-0.200
339.701,-13.012,-25.527,-1.606,-16.091,-13.484,-13.752,-3.521,-0.414,-0.354
339.712,-17.371,21.227,-1.069,-16.275,-13.718,-13.848,-3.627,-0.739,-0.545
339.722,-20.343,33.445,-0.231,-16.442,-13.945,-13.968,-3.679,-1.039,-0.744
339.733,-19.768,-9.714,-0.714,-16.589,-14.051,-14.091,-4.002,-1.214,-0.941
339.743,-15.592,-34.984,-1.436,-16.607,-14.013,-14.185,-4.244,-1.257,-1.119
339.753,-14.693,12.599,-1.466,-16.650,-14.067,-14.260,-4.320,-1.394,-1.280
339.763,-17.853,13.506,-1.365,-16.824,-14.260,-14.352,-4.497,-1.662,-1.453
339.774,-9.058,-22.320,-1.963,-16.724,-14.133,-14.417,-4.540,-1.614,-1.600
339.784,-4.790,-31.441,-2.637,-16.592,-13.964,-14.397,-4.591,-1.537,-1.671
339.794,-6.046,2.120,-2.344,-16.583,-13.973,-14.376,-4.603,-1.638,-1.742
339.806,-7.318,1.985,-1.852,-16.551,-13.980,-14.355,-4.540,-1.744,-1.820
339.818,-6.918,11.330,-1.562,-16.507,-13.969,-14.340,-4.473,-1.825,-1.898
339.829,0.982,27.578,-1.359,-16.279,-13.774,-14.284,-4.223,-1.719,-1.930
339.841,9.940,29.521,-1.204,-15.917,-13.432,-14.123,-3.886,-1.467,-1.856
339.851,16.046,7.829,-1.020,-15.538,-13.057,-13.904,-3.559,-1.166,-1.704
339.862,20.125,-6.273,-1.438,-15.156,-12.655,-13.622,-3.313,-0.848,-1.499
339.873,26.768,-16.713,-2.041,-14.676,-12.149,-13.294,-2.994,-0.437,-1.257
339.883,32.403,-4.679,-2.256,-14.128,-11.602,-12.908,-2.542,0.002,-0.966
339.893,30.852,7.809,-2.198,-13.769,-11.261,-12.519,-2.231,0.232,-0.675
339.905,33.312,6.799,-2.060,-13.282,-10.788,-12.073,-1.835,0.565,-0.354
339.916,42.578,-11.463,-1.950,-12.545,-10.058,-11.547,-1.215,1.151,0.044
339.926,46.808,-1.085,-2.028,-11.895,-9.402,-11.012,-0.702,1.681,0.468
339.938,51.176,4.077,-1.741,-11.192,-8.724,-10.414,-0.053,2.228,0.951
339.949,58.195,13.830,-1.315,-10.319,-7.888,-9.745,0.800,2.928,1.503
339.960,65.805,22.728,-0.967,-9.369,-6.976,-9.005,1.720,3.699,2.122
339.971,70.677,26.879,-0.669,-8.432,-6.074,-8.200,2.613,4.453,2.802
339.982,78.110,25.688,-0.407,-7.392,-5.060,-7.334,3.568,5.312,3.534
339.993,83.263,20.511,-0.146,-6.287,-3.972,-6.385,4.553,6.235,4.343
340.003,91.766,20.502,-0.263,-5.111,-2.775,-5.404,5.486,7.252,5.172
340.014,97.000,23.198,-0.378,-3.870,-1.518,-4.312,6.480,8.313,6.097
340.026,106.344,17.578,-0.593,-2.423,-0.058,-3.124,7.669,9.557,7.101
340.037,108.708,6.345,-0.932,-1.192,1.193,-1.906,8.606,10.574,8.118
340.048,114.551,-1.158,-1.306,0.227,2.643,-0.633,9.685,11.767,9.169
340.059,121.360,-2.981,-1.690,1.671,4.111,0.678,10.781,12.957,10.239
340.070,124.578,-1.645,-2.049,3.091,5.550,2.044,11.849,14.097,11.342
340.081,127.392,-3.817,-2.355,4.558,7.033,3.438,12.955,15.259,12.454
340.092,130.146,-16.172,-2.697,5.980,8.465,4.817,14.015,16.352,13.531
340.103,128.876,-33.229,-3.115,7.332,9.837,6.241,14.960,17.367,14.634
340.114,128.310,-35.869,-3.470,8.687,11.206,7.638,15.903,18.362,15.691
340.125,128.942,-31.184,-3.625,10.065,12.584,9.022,16.898,19.348,16.718
340.136,126.345,-8.022,-3.451,11.376,13.866,10.386,17.897,20.228,17.712
340.147,121.046,13.839,-2.790,12.566,15.008,11.701,18.829,20.964,18.651
340.158,113.220,13.964,-2.146,13.601,15.989,12.936,19.617,21.544,19.510
340.170,108.415,9.602,-1.727,14.664,17.014,14.106,20.389,22.166,20.301
340.181,101.734,4.527,-1.505,15.528,17.856,15.203,20.909,22.608,21.014
340.192,94.270,12.621,-1.215,16.323,18.629,16.205,21.359,22.979,21.630
340.203,86.893,4.562,-1.042,17.080,19.367,17.134,21.763,23.316,22.170
340.214,81.672,-7.195,-1.138,17.811,20.089,17.998,22.109,23.636,22.640
340.225,77.050,-17.041,-1.419,18.430,20.715,18.779,22.292,23.855,23.020
340.236,71.037,-19.942,-1.784,18.991,21.294,19.508,22.380,24.020,23.339
340.247,66.267,-26.860,-2.188,19.532,21.857,20.175,22.431,24.164,23.589
340.259,62.310,-35.380,-2.540,20.041,22.387,20.803,22.452,24.270,23.795
340.270,59.665,-41.417,-2.822,20.501,22.871,21.370,22.413,24.329,23.936
340.281,56.742,-26.215,-3.122,20.896,23.285,21.895,22.324,24.316,24.030
340.292,51.893,-0.921,-3.138,21.271,23.650,22.385,22.299,24.253,24.089
340.303,48.054,18.504,-2.895,21.597,23.945,22.815,22.289,24.126,24.090
340.314,42.842,24.837,-2.241,21.836,24.130,23.189,22.272,23.903,24.048
340.325,35.239,36.333,-1.582,21.982,24.218,23.504,22.184,23.598,23.959
340.336,34.468,24.759,-1.403,22.234,24.439,23.773,22.134,23.438,23.832
340.348,29.496,7.677,-1.602,22.279,24.493,24.000,21.763,23.116,23.668
340.359,24.664,-6.836,-2.091,22.295,24.547,24.175,21.287,22.795,23.453
340.370,23.522,-3.267,-2.215,22.418,24.672,24.319,21.024,22.548,23.209
340.381,16.291,11.196,-1.827,22.319,24.534,24.401,20.670,22.049,22.911
340.392,11.246,18.222,-1.204,22.263,24.431,24.432,20.390,21.604,22.578
340.403,6.992,17.317,-0.561,22.138,24.265,24.406,20.048,21.115,22.207
340.414,0.007,7.052,-0.272,21.910,24.014,24.328,19.562,20.557,21.799
340.425,-6.063,0.899,-0.388,21.645,23.750,24.192,18.980,19.996,21.340
340.436,-6.116,-6.042,-0.651,21.485,23.606,24.019,18.464,19.561,20.850
340.448,-8.018,-13.984,-1.007,21.200,23.343,23.818,17.815,19.011,20.338
340.459,-8.544,-24.392,-1.419,20.919,23.082,23.592,17.182,18.469,19.804
340.470,-9.956,-30.173,-1.857,20.619,22.791,23.354,16.566,17.901,19.262
340.481,-13.297,-38.700,-2.653,20.239,22.453,23.098,15.777,17.288,18.704
340.492,-17.557,-44.022,-3.291,19.865,22.114,22.814,15.022,16.674,18.120
340.503,-20.747,-44.934,-4.161,19.414,21.731,22.481,14.094,16.013,17.482
340.514,-20.368,-53.792,-4.890,19.024,21.411,22.127,13.227,15.415,16.824
340.526,-23.327,-56.469,-5.037,18.536,20.952,21.753,12.388,14.688,16.155
340.537,-25.552,-40.726,-5.072,18.048,20.474,21.343,11.620,13.952,15.460
340.548,-30.439,-27.474,-4.995,17.444,19.864,20.888,10.794,13.099,14.733
340.559,-33.728,-8.773,-4.711,16.881,19.272,20.396,10.094,12.280,13.985
340.570,-35.296,-4.992,-4.237,16.382,18.735,19.888,9.496,11.535,13.239
340.581,-36.660,-24.941,-4.182,15.837,18.192,19.368,8.754,10.801,12.498
340.592,-37.779,-25.268,-4.001,15.275,17.641,18.841,7.987,10.074,11.766
340.604,-37.729,-32.076,-3.806,14.739,17.113,18.309,7.264,9.385,11.044
340.615,-36.706,-22.269,-3.560,14.219,16.587,17.776,6.617,8.712,10.336
340.626,-32.887,-10.474,-3.311,13.800,16.150,17.272,6.115,8.141,9.671
340.637,-32.004,0.363,-2.766,13.388,15.685,16.799,5.735,7.557,9.053
340.648,-32.762,8.300,-2.179,12.985,15.219,16.338,5.403,6.990,8.465
340.659,-34.193,14.326,-1.503,12.532,14.704,15.866,5.034,6.392,7.885
340.670,-33.255,16.099,-0.806,12.168,14.288,15.411,4.741,5.912,7.341
340.681,-30.147,-0.026,-0.505,11.845,13.937,14.977,4.431,5.512,6.835
340.693,-28.183,-6.280,-0.422,11.542,13.624,14.581,4.100,5.158,6.377
340.704,-25.521,-18.266,-0.613,11.261,13.359,14.219,3.716,4.856,5.959
340.715,-17.803,-38.170,-1.123,11.116,13.273,13.911,3.350,4.729,5.594
340.726,-13.274,-48.822,-1.388,10.980,13.160,13.662,3.095,4.575,5.290
340.737,-7.068,-46.470,-1.666,10.979,13.180,13.481,2.981,4.550,5.054
340.748,2.144,-30.356,-2.064,11.133,13.353,13.383,3.025,4.672,4.898
340.759,6.559,-17.710,-2.222,11.238,13.460,13.354,3.061,4.724,4.809
340.770,14.212,-10.440,-2.383,11.497,13.731,13.393,3.219,4.934,4.787
340.781,20.855,-9.882,-2.712,11.753,14.018,13.499,3.318,5.154,4.828
340.792,26.351,-16.747,-3.227,12.033,14.327,13.670,3.435,5.387,4.926
340.804,32.662,-27.188,-3.950,12.376,14.703,13.898,3.598,5.675,5.071
340.815,35.751,-19.718,-4.411,12.720,15.059,14.178,3.805,5.928,5.255
340.826,39.606,-20.047,-4.431,13.158,15.473,14.498,4.202,6.234,5.476
340.837,43.540,-14.630,-4.368,13.623,15.920,14.854,4.609,6.569,5.730
340.848,42.238,-2.542,-4.261,13.961,16.244,15.222,4.872,6.780,5.994
340.859,42.584,10.322,-4.326,14.357,16.656,15.599,5.105,7.075,6.263
340.870,44.487,14.861,-4.467,14.793,17.133,15.990,5.304,7.428,6.542
340.882,43.573,18.140,-4.644,15.124,17.504,16.375,5.399,7.669,6.807
340.893,43.293,36.295,-3.838,15.562,17.913,16.753,5.793,7.952,7.070
340.904,44.996,31.837,-3.243,16.101,18.426,17.157,6.289,8.343,7.364
340.915,45.635,22.900,-2.955,16.583,18.884,17.565,6.719,8.683,7.667
340.926,47.864,13.963,-2.842,17.097,19.371,17.981,7.188,9.051,7.977
340.937,47.582,7.562,-2.725,17.533,19.781,18.400,7.574,9.341,8.288
340.949,47.797,3.782,-2.507,17.975,20.193,18.818,7.975,9.632,8.597
340.960,49.732,0.101,-2.189,18.464,20.649,19.240,8.427,9.969,8.913
340.971,48.341,-2.014,-1.882,18.852,21.010,19.665,8.766,10.212,9.232
340.982,45.201,3.470,-1.475,19.145,21.268,20.055,9.031,10.356,9.517
340.993,40.627,-1.463,-1.171,19.333,21.427,20.402,9.183,10.407,9.763
341.004,33.742,4.118,-0.840,19.445,21.505,20.689,9.269,10.383,9.951
341.015,26.787,12.039,-0.478,19.503,21.531,20.904,9.305,10.313,10.072
341.026,18.429,19.439,0.412,19.491,21.440,21.040,9.411,10.138,10.121
341.038,10.286,29.185,1.476,19.435,21.297,21.091,9.509,9.929,10.101
341.049,4.381,37.120,2.622,19.347,21.119,21.068,9.596,9.705,10.025
341.060,0.077,39.093,3.991,19.281,20.965,21.006,9.719,9.528,9.931
341.071,-4.947,37.485,5.309,19.076,20.688,20.880,9.677,9.253,9.797
341.082,-10.594,15.953,5.583,18.685,20.290,20.689,9.280,8.875,9.611
341.093,-16.236,14.312,5.802,18.246,19.852,20.438,8.827,8.467,9.373
341.104,-19.863,11.092,5.933,17.758,19.371,20.124,8.314,8.024,9.079
341.115,-22.999,5.034,6.000,17.291,18.918,19.792,7.815,7.616,8.771
341.126,-26.910,-1.817,6.168,16.789,18.425,19.424,7.306,7.177,8.436
341.138,-30.456,-11.291,6.083,16.266,17.926,19.026,6.738,6.737,8.074
341.149,-34.408,-22.186,5.562,15.692,17.406,18.592,6.039,6.277,7.677
341.160,-36.340,-46.308,4.810,15.077,16.885,18.110,5.190,5.812,7.228
341.171,-39.585,-51.781,3.940,14.355,16.268,17.590,4.209,5.248,6.736
341.182,-40.679,-50.177,3.564,13.718,15.683,17.049,3.464,4.716,6.223
341.193,-41.547,-46.374,3.184,13.093,15.102,16.502,2.759,4.190,5.706
341.205,-41.036,-36.345,2.912,12.522,14.560,15.956,2.157,3.706,5.194
341.216,-40.868,-24.802,2.501,12.011,14.073,15.431,1.632,3.278,4.705
341.227,-40.488,-14.614,2.241,11.495,13.573,14.907,1.125,2.837,4.218
341.238,-39.747,-2.625,2.043,11.042,13.141,14.404,0.669,2.465,3.756
341.249,-38.003,20.889,2.217,10.639,12.737,13.907,0.332,2.126,3.303
341.260,-35.272,30.663,2.420,10.235,12.334,13.426,-0.005,1.794,2.877
341.271,-31.053,28.346,2.560,9.909,12.010,12.988,-0.257,1.549,2.502
341.282,-25.335,17.694,2.644,9.709,11.802,12.615,-0.354,1.424,2.198
341.294,-20.003,-2.619,2.647,9.572,11.656,12.306,-0.384,1.364,1.964
341.305,-13.993,-23.056,2.588,9.493,11.578,12.058,-0.385,1.373,1.795
341.316,-6.308,-31.836,2.339,9.529,11.633,11.893,-0.321,1.509,1.707
341.327,-0.093,-29.905,2.372,9.645,11.747,11.810,-0.125,1.703,1.702
341.338,6.559,-28.280,2.371,9.848,11.953,11.796,0.141,1.983,1.764
341.349,12.407,-33.381,1.743,9.999,12.156,11.835,0.210,2.250,1.871
341.360,17.113,-37.811,0.815,10.119,12.344,11.922,0.190,2.486,2.011
341.371,22.297,-28.491,-0.081,10.339,12.616,12.064,0.304,2.787,2.189
341.382,30.056,-5.680,-0.591,10.755,13.056,12.286,0.676,3.239,2.433
341.393,33.230,24.115,-0.292,11.133,13.413,12.560,1.129,3.602,2.725
341.405,36.968,44.538,0.572,11.623,13.837,12.881,1.817,4.037,3.070
341.416,37.587,50.851,1.225,12.061,14.228,13.235,2.402,4.441,3.450
341.427,39.060,44.905,1.741,12.509,14.630,13.584,2.995,4.859,3.831
341.438,40.825,31.355,2.138,12.983,15.072,13.958,3.574,5.319,4.237
341.449,40.647,16.921,2.423,13.370,15.439,14.333,4.031,5.704,4.645
341.460,40.447,1.256,2.667,13.784,15.835,14.718,4.503,6.118,5.061
341.471,46.162,21.310,3.562,14.394,16.375,15.105,5.317,6.675,5.481
341.482,45.543,16.129,3.903,14.807,16.764,15.532,5.805,7.084,5.944
341.493,43.863,8.744,4.221,15.214,17.133,15.954,6.324,7.473,6.399
341.504,40.422,-0.250,4.112,15.459,17.379,16.327,6.566,7.735,6.800
341.515,36.934,-7.457,3.614,15.636,17.593,16.665,6.635,7.955,7.155
341.526,34.181,-13.517,3.347,15.871,17.849,16.977,6.800,8.208,7.472
341.537,32.680,-18.248,3.035,16.097,18.092,17.256,6.956,8.439,7.749
341.548,32.394,-27.989,2.096,16.315,18.353,17.519,7.023,8.676,7.995
341.559,27.318,-19.220,1.710,16.396,18.441,17.750,7.048,8.731,8.199
341.570,21.771,-7.829,1.607,16.417,18.455,17.915,7.049,8.709,8.333
341.581,15.250,1.989,1.680,16.375,18.394,18.018,7.018,8.613,8.402
341.592,5.073,9.375,1.999,16.119,18.103,18.018,6.822,8.295,8.372
341.602,-4.368,18.602,2.403,15.812,17.758,17.921,6.596,7.932,8.252
341.614,-13.552,25.684,2.780,15.383,17.294,17.688,6.239,7.458,7.998
341.626,-23.282,22.344,3.460,14.904,16.746,17.365,5.942,6.921,7.670
341.636,-26.990,41.855,4.120,14.552,16.323,17.022,5.797,6.525,7.341
341.646,-33.528,17.748,4.417,14.026,15.759,16.627,5.393,6.002,6.972
341.657,-38.472,-8.617,4.239,13.446,15.175,16.170,4.851,5.467,6.545
341.668,-44.241,-5.922,4.019,12.793,14.524,15.631,4.226,4.870,6.043
341.679,-53.376,-1.743,3.922,11.954,13.675,15.023,3.451,4.085,5.477
341.690,-59.316,1.763,3.814,11.131,12.847,14.296,2.704,3.343,4.808
341.702,-70.710,5.453,3.865,10.054,11.753,13.459,1.746,2.353,4.043
341.713,-81.101,2.824,4.069,8.877,10.553,12.506,0.732,1.278,3.181
341.724,-86.985,-19.727,4.217,7.727,9.390,11.471,-0.262,0.264,2.257
341.736,-96.075,-28.653,4.188,6.429,8.086,10.360,-1.400,-0.867,1.279
341.747,-97.898,-23.098,3.990,5.204,6.868,9.173,-2.490,-1.897,0.240
341.760,-103.806,1.844,3.578,3.775,5.469,7.892,-3.832,-3.099,-0.885
341.771,-106.541,6.267,3.320,2.499,4.208,6.682,-5.000,-4.189,-1.956
341.782,-109.657,12.663,3.594,1.236,2.925,5.458,-6.039,-5.285,-3.026
341.793,-111.278,16.213,4.183,0.051,1.696,4.229,-6.912,-6.304,-4.077
341.804,-112.373,18.011,4.964,-1.195,0.393,2.968,-7.792,-7.372,-5.136
341.815,-114.818,-8.682,5.230,-2.544,-0.976,1.690,-8.847,-8.483,-6.188
341.826,-118.071,-17.772,5.336,-3.912,-2.344,0.403,-9.965,-9.574,-7.231
341.837,-119.007,-29.780,5.324,-5.308,-3.728,-0.931,-11.129,-10.666,-8.308
341.848,-121.700,-42.982,5.097,-6.755,-5.147,-2.259,-12.376,-11.781,-9.368
341.860,-121.013,-42.727,4.747,-8.093,-6.452,-3.582,-13.519,-12.775,-10.414
341.871,-119.913,-23.941,4.531,-9.353,-7.708,-4.895,-14.491,-13.713,-11.441
341.882,-116.513,5.874,4.573,-10.556,-8.921,-6.177,-15.353,-14.598,-12.425
341.893,-114.121,22.149,4.794,-11.727,-10.110,-7.410,-16.154,-15.446,-13.346
341.904,-108.918,10.747,4.956,-12.761,-11.163,-8.613,-16.801,-16.144,-14.222
