R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,40,70,5,70,5,10,75,0,0,0.995
sysTime,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
364.094,0.169,0.199,0.209,0.193,0.190,0.290,0.196,0.200,0.249
364.105,0.294,0.198,0.208,0.171,0.168,0.274,0.175,0.180,0.233
364.115,0.252,0.203,0.207,0.154,0.151,0.268,0.162,0.165,0.228
364.126,0.252,0.210,0.208,0.137,0.133,0.257,0.150,0.150,0.219
364.136,0.127,0.207,0.208,0.147,0.144,0.255,0.163,0.164,0.218
364.147,0.252,0.213,0.208,0.172,0.168,0.265,0.191,0.190,0.230
364.157,0.044,0.207,0.208,0.159,0.155,0.276,0.179,0.180,0.241
364.168,0.169,0.222,0.209,0.145,0.141,0.276,0.171,0.168,0.242
364.178,0.127,0.216,0.210,0.158,0.154,0.273,0.185,0.184,0.241
364.189,0.210,0.212,0.211,0.185,0.181,0.278,0.212,0.212,0.246
364.200,0.253,0.218,0.211,0.160,0.155,0.279,0.190,0.188,0.248
364.210,0.211,0.218,0.212,0.165,0.161,0.273,0.197,0.195,0.243
364.221,0.211,0.226,0.213,0.182,0.177,0.270,0.217,0.213,0.241
364.231,0.295,0.226,0.214,0.223,0.219,0.285,0.260,0.255,0.257
364.242,0.378,0.230,0.215,0.222,0.218,0.303,0.260,0.254,0.275
364.252,0.211,0.233,0.217,0.234,0.229,0.314,0.272,0.266,0.286
364.263,0.253,0.226,0.218,0.225,0.220,0.319,0.261,0.257,0.291
364.273,0.169,0.221,0.218,0.242,0.238,0.319,0.277,0.275,0.291
364.284,0.420,0.230,0.219,0.279,0.274,0.334,0.315,0.310,0.305
364.295,0.085,0.215,0.220,0.247,0.243,0.333,0.279,0.279,0.303
364.305,0.294,0.213,0.219,0.259,0.255,0.333,0.289,0.290,0.302
364.315,0.211,0.208,0.218,0.264,0.260,0.335,0.291,0.293,0.304
364.326,0.294,0.203,0.217,0.267,0.264,0.340,0.292,0.296,0.308
364.336,0.169,0.198,0.216,0.254,0.251,0.341,0.278,0.283,0.309
364.347,-0.123,0.194,0.215,0.247,0.244,0.338,0.269,0.276,0.306
364.357,0.378,0.194,0.213,0.254,0.251,0.336,0.276,0.282,0.302
364.367,0.002,0.190,0.211,0.251,0.249,0.336,0.272,0.279,0.301
364.378,0.169,0.200,0.210,0.262,0.259,0.339,0.285,0.289,0.304
364.389,0.211,0.205,0.210,0.286,0.282,0.345,0.309,0.311,0.310
364.400,0.168,0.203,0.209,0.254,0.251,0.344,0.276,0.279,0.309
364.411,0.252,0.201,0.209,0.266,0.262,0.340,0.288,0.291,0.304
364.422,0.127,0.201,0.208,0.257,0.254,0.339,0.278,0.282,0.303
364.432,1.169,0.213,0.208,0.253,0.249,0.335,0.277,0.277,0.299
364.443,-2.685,0.150,0.207,0.224,0.224,0.325,0.232,0.252,0.288
364.453,0.002,0.188,0.205,0.224,0.222,0.317,0.242,0.250,0.279
364.464,-1.615,0.114,0.200,0.175,0.177,0.304,0.174,0.204,0.265
364.475,-2.683,0.041,0.191,0.156,0.162,0.284,0.136,0.189,0.244
364.485,-5.222,-0.040,0.178,0.140,0.151,0.268,0.098,0.176,0.225
364.496,-8.716,-0.116,0.163,0.127,0.143,0.257,0.063,0.165,0.212
364.506,-3.281,-0.212,0.137,0.127,0.149,0.252,0.037,0.165,0.200
364.517,-7.430,-0.267,0.109,0.117,0.141,0.244,0.013,0.151,0.185
364.528,-5.516,-0.424,0.072,0.029,0.064,0.228,-0.120,0.065,0.160
364.539,-0.772,-0.428,0.034,-0.009,0.026,0.201,-0.164,0.019,0.123
364.550,-2.566,-0.399,0.004,-0.027,0.005,0.178,-0.176,-0.007,0.093
364.561,-0.381,-0.382,-0.025,-0.023,0.008,0.160,-0.169,-0.011,0.067
364.571,6.192,-0.287,-0.050,-0.042,-0.017,0.145,-0.166,-0.041,0.046
364.582,4.018,-0.289,-0.071,-0.043,-0.017,0.136,-0.168,-0.045,0.032
364.593,-7.730,-0.368,-0.088,-0.045,-0.014,0.128,-0.190,-0.046,0.019
364.603,-11.666,-0.653,-0.114,-0.042,0.004,0.126,-0.258,-0.033,0.010
364.614,4.454,-0.674,-0.156,-0.030,0.018,0.122,-0.258,-0.031,-0.004
364.625,-0.424,-0.621,-0.188,-0.003,0.042,0.132,-0.222,-0.017,-0.004
364.636,0.684,-0.607,-0.217,0.014,0.059,0.142,-0.206,-0.010,-0.002
364.647,8.852,-0.515,-0.243,0.004,0.043,0.147,-0.196,-0.034,-0.007
364.657,9.352,-0.389,-0.262,0.009,0.040,0.146,-0.161,-0.045,-0.015
364.668,6.805,-0.323,-0.275,0.018,0.044,0.146,-0.137,-0.047,-0.021
364.678,4.313,-0.313,-0.289,0.012,0.037,0.137,-0.142,-0.060,-0.036
364.689,1.470,-0.188,-0.294,-0.010,0.005,0.125,-0.132,-0.095,-0.052
364.700,-4.931,-0.084,-0.282,-0.019,-0.010,0.114,-0.113,-0.110,-0.061
364.711,-5.052,-0.080,-0.264,-0.095,-0.086,0.096,-0.185,-0.181,-0.076
364.722,0.765,-0.052,-0.244,-0.116,-0.110,0.069,-0.190,-0.199,-0.098
364.732,9.065,-0.032,-0.231,-0.085,-0.082,0.055,-0.142,-0.167,-0.109
364.743,-1.832,0.028,-0.217,-0.047,-0.047,0.054,-0.088,-0.128,-0.106
364.753,-15.646,0.012,-0.192,-0.056,-0.055,0.056,-0.095,-0.130,-0.097
364.764,-11.346,-0.198,-0.167,-0.022,-0.008,0.070,-0.109,-0.076,-0.077
364.774,23.042,-0.066,-0.168,-0.005,0.000,0.078,-0.061,-0.067,-0.068
364.784,15.323,-0.045,-0.182,0.013,0.015,0.087,-0.028,-0.056,-0.063
364.795,-9.575,-0.025,-0.170,0.040,0.040,0.099,0.007,-0.029,-0.048
364.805,3.994,-0.022,-0.154,0.027,0.027,0.102,-0.004,-0.038,-0.040
364.815,6.775,0.001,-0.153,0.038,0.037,0.113,0.012,-0.030,-0.029
364.826,-9.720,0.063,-0.133,0.053,0.048,0.113,0.043,-0.014,-0.024
364.836,-1.597,0.053,-0.109,0.002,-0.002,0.100,-0.004,-0.058,-0.030
364.847,15.036,0.036,-0.106,0.014,0.010,0.088,0.005,-0.044,-0.040
364.857,-9.826,0.030,-0.101,-0.011,-0.014,0.070,-0.023,-0.067,-0.056
364.868,-1.836,0.081,-0.078,-0.082,-0.090,0.046,-0.068,-0.134,-0.072
364.878,1.129,-0.000,-0.074,-0.077,-0.079,0.027,-0.084,-0.120,-0.087
364.888,5.690,0.098,-0.066,-0.139,-0.146,-0.002,-0.123,-0.181,-0.112
364.899,-3.703,0.119,-0.056,-0.152,-0.156,-0.027,-0.139,-0.184,-0.131
364.909,-6.083,0.115,-0.040,-0.154,-0.159,-0.035,-0.132,-0.179,-0.131
364.920,15.240,0.146,-0.026,-0.118,-0.134,-0.027,-0.048,-0.146,-0.116
364.930,-27.038,-0.082,-0.026,-0.073,-0.079,-0.019,-0.039,-0.088,-0.104
364.941,22.141,0.184,-0.014,-0.006,-0.020,0.005,0.060,-0.024,-0.072
364.951,-13.219,-0.047,-0.015,0.015,0.018,0.032,0.019,0.014,-0.043
364.962,-1.050,-0.106,-0.013,0.043,0.048,0.060,0.035,0.044,-0.012
364.973,-17.858,-0.341,-0.034,0.150,0.157,0.072,0.133,0.147,-0.003
364.984,38.671,0.437,-0.032,0.222,0.173,0.110,0.406,0.161,0.035
364.995,18.046,0.451,0.016,0.302,0.258,0.131,0.469,0.255,0.069
365.006,-13.610,-0.207,0.019,0.260,0.283,0.165,0.178,0.277,0.104
365.017,-19.781,-0.209,-0.006,0.284,0.341,0.178,0.070,0.324,0.111
365.027,6.854,0.105,-0.001,0.233,0.288,0.189,0.031,0.269,0.123
365.038,7.669,0.149,0.008,0.308,0.361,0.228,0.115,0.340,0.163
365.048,0.619,0.080,0.020,0.441,0.490,0.283,0.267,0.465,0.221
365.059,-32.621,-0.562,0.001,0.552,0.634,0.381,0.251,0.594,0.310
365.070,7.527,-0.086,-0.031,0.735,0.774,0.458,0.574,0.715,0.374
365.081,30.730,0.610,-0.002,0.979,0.977,0.591,0.960,0.910,0.507
365.092,4.969,0.293,0.030,1.248,1.261,0.782,1.160,1.182,0.697
365.103,-30.208,-0.210,0.024,1.356,1.413,0.955,1.088,1.311,0.855
365.114,-1.216,0.063,0.023,1.349,1.407,1.094,1.057,1.281,0.978
365.125,9.663,0.414,0.054,1.297,1.357,1.158,0.993,1.218,1.032
365.135,-5.184,0.197,0.074,1.186,1.264,1.179,0.809,1.111,1.042
365.146,-3.110,0.115,0.082,1.054,1.133,1.153,0.663,0.966,1.002
365.157,2.293,0.156,0.086,0.937,1.015,1.074,0.545,0.836,0.910
365.168,8.281,0.203,0.093,0.747,0.821,0.969,0.368,0.635,0.795
365.178,-1.019,0.015,0.092,0.545,0.632,0.826,0.123,0.441,0.642
365.189,6.467,-0.002,0.082,0.416,0.508,0.695,-0.020,0.312,0.504
365.200,-1.225,-0.240,0.061,0.188,0.298,0.541,-0.305,0.097,0.341
365.210,-22.543,-0.700,0.019,0.100,0.250,0.403,-0.533,0.041,0.192
365.221,-21.400,-0.917,-0.047,-0.049,0.122,0.260,-0.760,-0.098,0.034
365.232,1.887,-0.450,-0.088,-0.143,0.005,0.135,-0.761,-0.218,-0.097
365.243,22.199,0.100,-0.088,-0.262,-0.151,0.027,-0.731,-0.368,-0.200
365.253,15.305,0.259,-0.066,-0.469,-0.375,-0.140,-0.852,-0.575,-0.355
365.264,6.620,0.273,-0.041,-0.482,-0.400,-0.267,-0.803,-0.580,-0.465
365.274,2.752,0.207,-0.023,-0.520,-0.436,-0.359,-0.825,-0.599,-0.540
365.285,7.058,0.085,-0.013,-0.645,-0.555,-0.447,-0.945,-0.700,-0.611
365.296,-23.976,-0.817,-0.038,-0.784,-0.635,-0.539,-1.269,-0.769,-0.694
365.306,-41.472,-1.863,-0.146,-0.824,-0.620,-0.597,-1.496,-0.765,-0.764
365.317,-26.968,-2.023,-0.282,-0.834,-0.629,-0.649,-1.514,-0.794,-0.835
365.328,-8.271,-1.333,-0.366,-0.914,-0.763,-0.713,-1.408,-0.936,-0.906
365.339,-4.160,-0.825,-0.404,-0.992,-0.886,-0.813,-1.315,-1.052,-1.000
365.350,7.052,-0.224,-0.407,-0.975,-0.906,-0.872,-1.154,-1.058,-1.044
365.360,22.405,0.559,-0.364,-1.013,-0.977,-0.928,-1.054,-1.102,-1.073
365.371,27.067,0.967,-0.277,-1.038,-1.020,-0.978,-0.977,-1.105,-1.084
365.382,27.509,1.452,-0.159,-1.019,-1.040,-1.027,-0.782,-1.076,-1.084
365.392,8.988,1.434,-0.043,-0.928,-0.958,-1.034,-0.620,-0.944,-1.040
365.403,10.794,1.232,0.051,-0.972,-0.976,-1.011,-0.714,-0.918,-0.972
365.414,22.299,1.309,0.130,-0.913,-0.905,-0.984,-0.661,-0.808,-0.903
365.425,1.954,0.809,0.196,-0.904,-0.845,-0.940,-0.789,-0.713,-0.822
365.436,-23.218,-0.179,0.202,-0.870,-0.737,-0.896,-0.982,-0.587,-0.756
365.447,-30.099,-0.714,0.150,-0.797,-0.626,-0.835,-1.025,-0.475,-0.690
365.458,-15.584,-0.859,0.079,-0.591,-0.419,-0.739,-0.817,-0.277,-0.597
365.469,-5.432,-0.912,0.008,-0.392,-0.223,-0.598,-0.612,-0.095,-0.463
365.480,-1.645,-0.882,-0.054,-0.185,-0.016,-0.433,-0.411,0.095,-0.306
365.491,-13.877,-1.209,-0.126,-0.070,0.131,-0.276,-0.418,0.220,-0.165
365.502,-31.448,-1.518,-0.210,0.073,0.305,-0.117,-0.390,0.363,-0.029
365.513,-20.731,-1.301,-0.288,0.217,0.462,0.049,-0.303,0.487,0.112
365.524,28.335,-0.614,-0.333,0.307,0.509,0.178,-0.083,0.509,0.221
365.535,30.181,-0.394,-0.345,0.382,0.581,0.291,-0.006,0.562,0.320
365.545,-10.612,-1.264,-0.390,0.459,0.705,0.396,-0.094,0.657,0.401
365.556,-39.448,-2.476,-0.503,0.456,0.778,0.485,-0.378,0.681,0.445
365.567,-45.310,-3.103,-0.659,0.512,0.843,0.590,-0.394,0.682,0.490
365.579,-32.942,-2.840,-0.806,0.459,0.791,0.619,-0.487,0.569,0.460
365.589,19.477,-1.816,-0.904,0.565,0.828,0.662,-0.186,0.556,0.455
365.600,16.847,-1.278,-0.937,0.599,0.826,0.683,-0.054,0.521,0.445
365.611,1.568,-1.285,-0.963,0.602,0.824,0.700,-0.053,0.488,0.431
365.622,-0.334,-1.281,-0.987,0.594,0.812,0.709,-0.067,0.446,0.411
365.633,-12.709,-1.551,-1.017,0.518,0.756,0.690,-0.226,0.361,0.362
365.644,-23.543,-1.781,-1.061,0.553,0.807,0.702,-0.268,0.377,0.340
365.655,-17.065,-1.613,-1.099,0.576,0.816,0.704,-0.216,0.353,0.310
365.666,19.213,-0.711,-1.095,0.618,0.801,0.714,-0.007,0.317,0.299
365.678,29.763,-0.313,-1.052,0.521,0.683,0.684,-0.041,0.191,0.259
365.689,-16.588,-0.789,-1.019,0.394,0.582,0.633,-0.253,0.081,0.198
365.700,-24.926,-0.963,-1.009,0.232,0.408,0.539,-0.383,-0.102,0.090
365.711,17.012,-0.119,-0.970,0.126,0.218,0.412,-0.215,-0.291,-0.040
365.721,40.980,0.492,-0.885,-0.050,-0.005,0.260,-0.232,-0.495,-0.179
365.732,-4.006,-0.142,-0.823,-0.282,-0.196,0.102,-0.583,-0.670,-0.326
365.743,-17.006,-0.667,-0.800,-0.495,-0.381,-0.089,-0.874,-0.845,-0.514
365.755,-31.375,-1.097,-0.804,-0.935,-0.769,-0.336,-1.469,-1.222,-0.759
365.766,-26.904,-1.110,-0.820,-1.024,-0.835,-0.547,-1.617,-1.280,-0.969
365.777,18.356,-0.571,-0.819,-1.203,-1.029,-0.738,-1.734,-1.461,-1.150
365.787,14.961,-0.479,-0.803,-1.404,-1.222,-0.925,-1.935,-1.633,-1.322
365.798,-33.842,-1.288,-0.809,-1.662,-1.429,-1.127,-2.327,-1.823,-1.510
365.809,-27.352,-1.393,-0.838,-1.883,-1.639,-1.329,-2.559,-2.019,-1.703
365.820,46.183,0.019,-0.823,-2.168,-1.987,-1.568,-2.615,-2.337,-1.919
365.830,26.166,0.037,-0.776,-2.431,-2.253,-1.820,-2.818,-2.561,-2.135
365.841,-52.107,-1.383,-0.781,-2.643,-2.387,-2.046,-3.238,-2.664,-2.335
365.851,18.236,-1.058,-0.815,-2.869,-2.639,-2.265,-3.348,-2.891,-2.534
365.862,14.884,-0.544,-0.801,-3.275,-3.068,-2.538,-3.635,-3.278,-2.771
365.872,-29.910,-1.284,-0.814,-3.743,-3.486,-2.854,-4.209,-3.654,-3.054
365.883,22.059,-1.048,-0.838,-4.245,-3.999,-3.219,-4.622,-4.122,-3.384
365.893,-12.275,-1.066,-0.832,-4.824,-4.571,-3.634,-5.158,-4.635,-3.752
365.903,-34.496,-1.432,-0.862,-5.512,-5.219,-4.123,-5.899,-5.224,-4.198
365.914,8.002,-1.113,-0.885,-6.270,-5.977,-4.676,-6.578,-5.913,-4.698
365.924,2.379,-0.971,-0.890,-7.185,-6.896,-5.346,-7.383,-6.748,-5.303
365.935,-4.638,-1.007,-0.897,-8.265,-7.975,-6.134,-8.357,-7.728,-6.017
365.946,15.972,-0.857,-0.899,-9.258,-8.988,-7.000,-9.167,-8.629,-6.797
365.957,9.019,-0.576,-0.883,-10.455,-10.207,-7.945,-10.161,-9.715,-7.638
365.967,-6.465,-0.736,-0.874,-11.598,-11.329,-8.962,-11.211,-10.693,-8.541
365.978,-30.657,-1.345,-0.892,-12.854,-12.538,-10.046,-12.448,-11.748,-9.505
365.989,1.353,-0.826,-0.900,-13.841,-13.543,-11.139,-13.203,-12.586,-10.461
366.000,34.680,0.276,-0.861,-14.914,-14.663,-12.218,-13.931,-13.514,-11.379
366.011,43.339,0.916,-0.777,-15.792,-15.572,-13.255,-14.500,-14.209,-12.230
366.022,-4.199,0.085,-0.709,-16.624,-16.344,-14.223,-15.283,-14.763,-13.004
366.033,-38.594,-0.744,-0.692,-17.239,-16.944,-15.049,-15.724,-15.150,-13.639
366.044,-24.190,-0.672,-0.678,-17.653,-17.396,-15.806,-15.751,-15.336,-14.152
366.055,-33.246,-0.451,-0.662,-17.799,-17.557,-16.389,-15.583,-15.233,-14.484
366.066,-0.712,0.000,-0.629,-17.544,-17.325,-16.709,-14.998,-14.740,-14.547
366.077,10.883,0.492,-0.559,-17.062,-16.880,-16.748,-14.147,-14.040,-14.323
366.088,24.308,1.063,-0.464,-16.507,-16.337,-16.595,-13.309,-13.249,-13.910
366.098,15.938,1.198,-0.338,-15.836,-15.644,-16.238,-12.466,-12.318,-13.294
366.109,-52.143,-0.355,-0.284,-15.235,-14.903,-15.763,-12.067,-11.375,-12.593
366.120,-35.871,-0.907,-0.319,-14.328,-13.970,-15.137,-11.065,-10.281,-11.776
366.131,-5.133,-0.329,-0.330,-13.309,-12.976,-14.348,-9.816,-9.146,-10.812
366.142,33.733,0.446,-0.294,-12.349,-12.073,-13.529,-8.546,-8.108,-9.825
366.153,10.648,0.175,-0.254,-11.254,-10.975,-12.606,-7.339,-6.898,-8.755
366.164,-18.970,-0.584,-0.256,-10.306,-9.981,-11.672,-6.439,-5.824,-7.703
366.174,13.221,-0.550,-0.287,-9.281,-8.986,-10.744,-5.261,-4.777,-6.686
366.185,17.706,-0.414,-0.300,-8.251,-7.977,-9.750,-4.125,-3.732,-5.618
366.196,6.514,-0.509,-0.312,-7.096,-6.816,-8.697,-2.966,-2.557,-4.514
366.208,-11.569,-1.257,-0.357,-5.881,-5.567,-7.596,-1.862,-1.324,-3.390
366.219,-33.693,-2.247,-0.461,-4.747,-4.361,-6.450,-0.979,-0.173,-2.259
366.230,-19.749,-2.054,-0.594,-3.471,-3.100,-5.286,0.265,1.002,-1.141
366.241,26.905,-1.296,-0.672,-2.158,-1.822,-4.080,1.596,2.185,0.010
366.252,30.774,-0.800,-0.686,-0.914,-0.606,-2.853,2.831,3.299,1.175
366.263,-15.510,-1.132,-0.705,0.258,0.598,-1.633,3.794,4.381,2.311
366.274,-18.066,-1.636,-0.767,1.531,1.910,-0.415,4.813,5.539,3.413
366.285,21.395,-1.378,-0.824,2.705,3.063,0.833,5.887,6.520,4.527
366.296,18.845,-1.135,-0.848,3.781,4.134,2.017,6.808,7.409,5.563
366.307,-14.592,-1.551,-0.888,4.751,5.159,3.143,7.432,8.234,6.520
366.318,-15.603,-2.127,-0.976,5.523,5.986,4.182,7.836,8.837,7.362
366.329,19.269,-1.835,-1.052,6.307,6.742,5.127,8.489,9.362,8.099
366.340,3.736,-1.853,-1.110,6.814,7.258,5.943,8.751,9.646,8.699
366.351,-14.631,-2.195,-1.189,7.256,7.722,6.638,8.907,9.868,9.164
366.362,19.600,-1.604,-1.246,7.527,7.930,7.180,9.138,9.839,9.474
366.373,36.908,-0.877,-1.237,7.616,7.975,7.571,9.146,9.666,9.647
366.384,-0.808,-1.466,-1.228,7.562,7.956,7.827,8.784,9.434,9.685
366.395,-38.434,-2.220,-1.284,7.499,7.923,7.942,8.426,9.178,9.569
366.406,-18.886,-2.488,-1.378,7.242,7.677,7.942,7.932,8.710,9.334
366.417,28.928,-1.094,-1.390,7.105,7.448,7.863,7.873,8.286,9.044
366.428,32.755,-0.197,-1.314,6.804,7.098,7.697,7.552,7.773,8.697
366.440,-10.523,-0.475,-1.233,6.419,6.720,7.472,6.996,7.246,8.300
366.451,-33.628,-1.519,-1.215,6.005,6.362,7.164,6.274,6.735,7.819
366.462,-16.772,-1.549,-1.241,5.614,5.964,6.835,5.755,6.186,7.315
366.473,12.734,-0.744,-1.232,5.260,5.557,6.478,5.428,5.646,6.802
366.484,16.173,-0.258,-1.174,4.839,5.094,6.097,5.015,5.075,6.289
366.495,3.544,-0.375,-1.109,4.316,4.578,5.661,4.377,4.466,5.734
366.506,-5.547,-0.544,-1.063,3.780,4.048,5.210,3.736,3.850,5.172
366.517,1.143,-0.522,-1.025,3.290,3.554,4.716,3.181,3.281,4.578
366.528,-4.641,-0.656,-0.989,2.655,2.925,4.188,2.468,2.590,3.962
366.539,-11.011,-0.889,-0.973,2.054,2.333,3.635,1.786,1.945,3.329
366.550,-7.729,-0.663,-0.956,1.419,1.685,3.057,1.147,1.257,2.685
366.561,20.882,0.185,-0.900,0.812,1.044,2.454,0.620,0.598,2.038
366.572,33.692,0.437,-0.803,0.198,0.421,1.858,0.031,-0.018,1.420
366.583,12.224,0.056,-0.721,-0.456,-0.204,1.247,-0.696,-0.629,0.798
366.594,-18.910,-0.493,-0.685,-1.074,-0.785,0.621,-1.401,-1.194,0.163
366.605,-25.333,-1.323,-0.717,-1.639,-1.317,0.041,-2.049,-1.717,-0.430
366.616,-17.679,-1.333,-0.756,-2.244,-1.965,-0.591,-2.515,-2.345,-1.067
366.628,-4.782,-1.070,-0.786,-2.690,-2.456,-1.190,-2.803,-2.806,-1.657
366.639,-9.792,-0.793,-0.791,-3.004,-2.798,-1.689,-3.003,-3.108,-2.133
366.650,5.054,-0.131,-0.763,-3.376,-3.204,-2.167,-3.231,-3.457,-2.572
366.661,33.008,1.105,-0.669,-3.546,-3.441,-2.562,-3.143,-3.619,-2.904
366.672,49.499,1.797,-0.503,-3.701,-3.650,-2.873,-3.064,-3.732,-3.128
366.683,48.753,2.535,-0.301,-3.938,-3.939,-3.167,-3.065,-3.910,-3.322
366.694,33.297,2.602,-0.092,-4.025,-4.035,-3.409,-3.032,-3.889,-3.455
366.705,28.651,2.483,0.094,-3.879,-3.905,-3.536,-2.754,-3.648,-3.475
366.716,34.591,2.608,0.267,-3.593,-3.619,-3.516,-2.382,-3.259,-3.350
366.727,37.113,2.546,0.426,-3.441,-3.439,-3.401,-2.236,-2.983,-3.135
366.738,11.030,1.660,0.536,-3.344,-3.299,-3.283,-2.196,-2.762,-2.930
366.749,-22.979,0.392,0.558,-3.184,-3.058,-3.160,-2.217,-2.463,-2.743
366.760,-26.980,-0.307,0.517,-2.817,-2.670,-2.936,-1.885,-2.040,-2.476
366.772,-19.160,-0.424,0.459,-2.420,-2.293,-2.647,-1.418,-1.641,-2.154
366.783,-16.007,-0.493,0.399,-1.995,-1.894,-2.331,-0.916,-1.229,-1.814
366.794,-21.472,-0.584,0.338,-1.590,-1.496,-1.979,-0.498,-0.827,-1.445
366.805,-21.772,-0.386,0.289,-1.108,-1.012,-1.606,-0.036,-0.346,-1.061
366.816,-2.037,0.284,0.278,-0.527,-0.457,-1.163,0.600,0.203,-0.608
366.827,32.434,1.269,0.325,0.139,0.133,-0.672,1.465,0.793,-0.101
366.838,41.544,1.872,0.420,0.683,0.631,-0.160,2.120,1.293,0.429
366.849,39.693,1.930,0.524,1.209,1.145,0.363,2.655,1.801,0.965
366.860,5.003,1.239,0.591,1.566,1.526,0.829,2.906,2.164,1.427
366.871,-14.291,0.288,0.593,2.084,2.088,1.315,3.243,2.684,1.886
366.882,-16.118,-0.377,0.539,2.571,2.602,1.817,3.578,3.135,2.340
366.893,-22.489,-0.871,0.449,2.860,2.922,2.279,3.688,3.376,2.737
