R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,100,5,100,5,50,175,0,0,0.995
sysTime,GPT1X,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R
253.145,-8.386,-2.379,-3.826,-2.097,-1.846,-4.810,-3.080
253.156,-4.980,-2.475,-3.840,-2.059,-1.910,-4.910,-3.026
253.167,-1.792,-2.334,-3.858,-2.030,-1.955,-5.002,-2.985
253.178,8.165,-2.778,-3.647,-1.765,-1.920,-4.883,-2.710
253.189,8.909,-3.221,-3.590,-1.668,-1.838,-4.889,-2.615
253.200,15.803,-3.393,-3.306,-1.386,-1.712,-4.587,-2.342
253.211,18.623,-3.280,-3.028,-1.136,-1.534,-4.232,-2.106
253.222,22.046,-3.127,-2.707,-0.843,-1.324,-3.840,-1.829
253.233,26.800,-3.186,-2.328,-0.474,-1.064,-3.439,-1.481
253.244,27.473,-4.159,-2.109,-0.176,-0.794,-3.412,-1.215
253.254,33.579,-4.776,-1.715,0.260,-0.494,-3.142,-0.828
253.265,33.068,-4.671,-1.406,0.565,-0.173,-2.860,-0.585
253.275,32.586,-3.288,-1.007,0.857,0.139,-2.242,-0.342
253.286,26.711,-2.787,-0.763,1.059,0.437,-1.925,-0.175
253.297,33.118,-3.261,-0.320,1.565,0.756,-1.656,0.282
253.308,31.982,-3.014,0.002,1.835,1.071,-1.246,0.502
253.319,25.124,-2.204,0.184,1.953,1.350,-0.949,0.579
253.329,21.464,-2.195,0.329,2.088,1.562,-0.809,0.678
253.340,24.160,-2.490,0.620,2.374,1.782,-0.541,0.922
253.351,20.195,-2.122,0.803,2.472,1.982,-0.204,0.980
253.362,15.022,-1.612,0.877,2.491,2.135,-0.034,0.967
253.373,13.964,-1.114,1.024,2.609,2.273,0.149,1.059
253.384,11.363,-0.989,1.084,2.668,2.386,0.182,1.095
253.395,7.454,-0.830,1.055,2.612,2.444,0.191,1.021
253.406,-0.915,-0.444,0.893,2.426,2.443,0.066,0.824
253.416,-7.366,-0.264,0.729,2.255,2.384,-0.093,0.650
253.427,-7.245,-0.238,0.615,2.136,2.279,-0.205,0.532
253.438,-9.289,-0.110,0.450,1.947,2.158,-0.319,0.348
253.448,-17.335,0.140,0.104,1.597,1.987,-0.654,0.011
253.459,-20.975,-0.016,-0.236,1.307,1.760,-1.097,-0.260
253.471,-26.727,-0.513,-0.718,0.911,1.478,-1.760,-0.636
253.481,-28.177,-0.649,-1.134,0.553,1.156,-2.283,-0.973
253.492,-32.707,0.039,-1.549,0.095,0.807,-2.565,-1.397
253.503,-32.833,-0.097,-1.905,-0.258,0.443,-2.884,-1.708
253.514,-31.928,-1.012,-2.314,-0.600,0.072,-3.401,-2.012
253.525,-33.488,-1.465,-2.715,-0.976,-0.296,-3.821,-2.356
253.536,-34.474,-1.179,-3.103,-1.378,-0.679,-4.130,-2.718
253.547,-38.184,-0.774,-3.550,-1.857,-1.080,-4.451,-3.145
253.558,-37.001,-0.374,-3.937,-2.248,-1.493,-4.765,-3.472
253.569,-33.622,0.003,-4.221,-2.555,-1.877,-4.918,-3.707
253.580,-34.195,0.183,-4.587,-2.927,-2.238,-5.188,-3.997
253.591,-28.097,-0.138,-4.778,-3.096,-2.551,-5.347,-4.084
253.602,-29.079,-0.104,-5.086,-3.420,-2.853,-5.533,-4.325
253.613,-23.222,-0.043,-5.174,-3.526,-3.108,-5.496,-4.345
253.624,-20.457,-0.247,-5.372,-3.691,-3.330,-5.685,-4.424
253.635,-16.274,-0.196,-5.484,-3.774,-3.505,-5.775,-4.424
253.646,-9.785,0.701,-5.425,-3.776,-3.629,-5.487,-4.335
253.657,-3.050,1.352,-5.285,-3.654,-3.659,-5.209,-4.118
253.668,1.608,1.260,-5.170,-3.527,-3.635,-5.030,-3.898
253.679,6.726,0.712,-5.004,-3.289,-3.543,-4.943,-3.577
253.690,14.947,0.113,-4.720,-2.957,-3.392,-4.692,-3.178
253.701,22.791,-0.467,-4.368,-2.549,-3.161,-4.408,-2.719
253.712,31.649,-1.020,-3.904,-2.031,-2.840,-4.020,-2.169
253.723,37.523,-1.222,-3.374,-1.511,-2.450,-3.436,-1.633
253.734,41.172,-1.101,-2.810,-1.001,-2.012,-2.736,-1.115
253.745,47.792,-0.896,-2.145,-0.377,-1.515,-1.971,-0.491
253.756,46.083,-0.564,-1.637,0.084,-1.004,-1.363,-0.034
253.767,49.992,-0.274,-1.029,0.674,-0.470,-0.725,0.545
253.778,48.334,-0.133,-0.546,1.153,0.053,-0.246,1.009
253.788,47.520,-0.542,-0.164,1.600,0.543,-0.031,1.432
253.799,45.008,-0.729,0.213,2.007,1.009,0.250,1.803
253.810,41.613,0.029,0.663,2.404,1.470,0.779,2.156
253.821,40.217,0.557,1.094,2.806,1.899,1.236,2.518
253.832,34.248,0.690,1.313,3.049,2.288,1.371,2.731
253.843,32.410,0.034,1.581,3.379,2.644,1.463,3.019
253.854,31.034,-0.789,1.819,3.693,2.974,1.485,3.275
253.865,26.242,-1.232,1.941,3.850,3.248,1.472,3.365
253.876,21.650,-0.998,2.071,3.962,3.475,1.586,3.409
253.887,10.361,-0.140,1.997,3.823,3.607,1.614,3.214
253.898,6.827,0.529,2.019,3.813,3.674,1.670,3.162
253.909,1.751,0.509,1.956,3.743,3.699,1.591,3.054
253.920,-6.419,0.253,1.730,3.532,3.652,1.299,2.807
253.931,-14.121,0.229,1.414,3.211,3.502,0.969,2.454
253.942,-16.822,0.120,1.160,2.975,3.311,0.651,2.191
253.953,-26.247,-0.009,0.659,2.512,3.045,0.052,1.707
253.964,-31.828,0.091,0.214,2.062,2.705,-0.389,1.245
253.975,-37.452,0.087,-0.308,1.531,2.296,-0.889,0.712
253.986,-42.418,0.064,-0.891,0.951,1.829,-1.465,0.139
253.997,-44.027,0.532,-1.406,0.408,1.332,-1.890,-0.383
254.008,-50.348,1.070,-2.012,-0.230,0.814,-2.380,-0.984
254.019,-51.912,0.645,-2.626,-0.802,0.258,-3.038,-1.508
254.030,-49.318,-0.223,-3.168,-1.288,-0.299,-3.654,-1.952
254.041,-47.739,-0.402,-3.654,-1.797,-0.837,-4.037,-2.415
254.052,-46.439,0.064,-4.098,-2.297,-1.354,-4.296,-2.859
254.063,-45.393,0.955,-4.527,-2.790,-1.855,-4.509,-3.278
254.074,-44.461,1.299,-4.994,-3.191,-2.312,-5.035,-3.593
254.085,-42.585,0.910,-5.510,-3.636,-2.781,-5.612,-3.947
254.096,-33.876,0.915,-5.697,-3.840,-3.172,-5.663,-4.059
254.107,-25.870,1.367,-5.751,-3.937,-3.461,-5.523,-4.061
254.118,-20.523,1.695,-5.835,-4.015,-3.674,-5.515,-4.039
254.129,-16.578,0.998,-6.065,-4.111,-3.850,-5.938,-4.039
254.140,-10.700,0.745,-6.044,-4.082,-3.958,-5.838,-3.924
254.151,4.045,0.855,-5.665,-3.741,-3.948,-5.285,-3.503
254.162,15.037,1.449,-5.264,-3.372,-3.806,-4.727,-3.056
254.173,17.184,1.617,-5.030,-3.099,-3.589,-4.495,-2.706
254.184,28.241,1.301,-4.597,-2.625,-3.321,-4.078,-2.168
254.194,34.039,1.553,-4.074,-2.151,-2.943,-3.373,-1.628
254.205,38.005,1.345,-3.566,-1.663,-2.531,-2.766,-1.096
254.216,39.244,0.659,-3.157,-1.201,-2.088,-2.442,-0.606
254.227,46.608,-0.151,-2.619,-0.536,-1.588,-2.169,0.061
254.238,46.903,-0.502,-2.195,-0.064,-1.088,-1.846,0.520
254.248,45.350,0.228,-1.665,0.402,-0.589,-1.175,0.969
254.259,50.517,0.299,-0.984,1.046,-0.054,-0.419,1.591
254.270,44.080,-0.063,-0.635,1.399,0.450,-0.096,1.912
254.281,42.408,-0.690,-0.252,1.850,0.919,0.102,2.318
254.292,40.928,-0.733,0.076,2.233,1.349,0.274,2.645
254.303,36.431,-0.034,0.391,2.513,1.751,0.634,2.873
254.314,34.233,0.280,0.737,2.808,2.112,1.058,3.118
254.324,27.522,-0.188,0.906,2.975,2.421,1.188,3.229
254.335,24.444,-0.153,1.113,3.163,2.678,1.391,3.358
254.345,25.381,-0.143,1.386,3.418,2.929,1.653,3.553
254.356,24.867,0.235,1.598,3.620,3.163,1.835,3.696
254.367,17.803,0.771,1.699,3.687,3.379,1.967,3.710
254.378,15.173,0.502,1.788,3.800,3.536,1.962,3.771
254.389,6.127,0.028,1.670,3.696,3.620,1.763,3.611
254.399,-4.586,0.858,1.503,3.458,3.601,1.713,3.325
254.409,-10.807,1.261,1.358,3.283,3.514,1.600,3.120
254.419,-16.013,0.599,1.048,3.054,3.352,1.082,2.858
254.429,-23.946,1.500,0.707,2.647,3.126,0.873,2.430
254.439,-28.727,1.452,0.355,2.280,2.849,0.548,2.056
254.451,-33.124,0.912,-0.114,1.835,2.477,0.016,1.605
254.461,-38.942,0.928,-0.571,1.355,2.105,-0.388,1.123
254.471,-40.553,0.866,-1.018,0.911,1.692,-0.836,0.687
254.481,-43.055,1.126,-1.518,0.404,1.254,-1.304,0.197
254.491,-44.264,1.019,-2.033,-0.065,0.802,-1.891,-0.245
254.501,-47.131,0.411,-2.619,-0.578,0.333,-2.609,-0.734
254.511,-46.587,0.285,-3.094,-1.051,-0.146,-3.054,-1.177
254.522,-48.623,0.861,-3.563,-1.569,-0.625,-3.366,-1.655
254.532,-46.274,1.309,-3.994,-2.014,-1.118,-3.705,-2.044
254.543,-47.578,1.096,-4.556,-2.523,-1.606,-4.319,-2.490
254.553,-44.658,0.080,-5.069,-2.861,-2.042,-5.150,-2.771
254.563,-42.472,-0.244,-5.485,-3.223,-2.464,-5.618,-3.081
254.573,-40.067,0.478,-5.800,-3.586,-2.864,-5.743,-3.383
254.583,-36.503,0.840,-6.065,-3.882,-3.228,-5.849,-3.602
254.593,-30.141,0.312,-6.260,-4.049,-3.532,-6.018,-3.697
254.603,-24.969,1.048,-6.306,-4.186,-3.772,-5.770,-3.759
254.613,-20.689,1.403,-6.349,-4.290,-3.958,-5.580,-3.775
254.623,-15.199,1.016,-6.370,-4.314,-4.095,-5.508,-3.717
254.635,-8.642,1.119,-6.299,-4.286,-4.185,-5.243,-3.592
254.647,-0.949,1.123,-6.144,-4.142,-4.188,-4.968,-3.355
254.657,5.687,1.163,-5.966,-3.975,-4.127,-4.694,-3.117
254.667,14.421,1.192,-5.668,-3.684,-3.994,-4.314,-2.759
254.677,20.224,1.101,-5.356,-3.377,-3.791,-3.934,-2.393
254.687,24.468,1.089,-5.016,-3.043,-3.533,-3.528,-2.010
254.697,29.262,0.862,-4.634,-2.628,-3.222,-3.185,-1.555
254.709,35.354,0.742,-4.131,-2.089,-2.802,-2.724,-0.981
254.719,41.187,1.327,-3.585,-1.558,-2.384,-2.120,-0.429
254.729,47.439,1.021,-3.053,-0.972,-1.907,-1.694,0.172
254.739,53.376,0.729,-2.456,-0.336,-1.383,-1.183,0.803
254.750,51.473,0.732,-1.903,0.196,-0.805,-0.590,1.322
254.761,56.995,0.860,-1.097,0.957,-0.184,0.300,2.058
254.772,62.034,1.524,-0.240,1.703,0.482,1.377,2.774
254.783,63.685,1.705,0.549,2.454,1.191,2.213,3.488
254.794,59.276,1.027,1.087,3.044,1.873,2.577,4.025
254.805,53.741,1.276,1.559,3.500,2.482,3.022,4.419
254.816,52.532,1.245,2.064,4.006,3.043,3.457,4.860
254.827,50.056,0.733,2.495,4.498,3.591,3.668,5.272
254.838,44.878,0.777,2.893,4.889,4.089,3.998,5.577
254.849,35.917,0.316,3.088,5.104,4.502,4.058,5.698
254.860,23.239,0.845,3.133,5.105,4.793,4.109,5.609
254.871,24.291,0.295,3.307,5.340,5.016,4.056,5.753
254.882,19.171,-0.088,3.354,5.419,5.218,3.931,5.732
254.893,3.239,0.252,3.115,5.162,5.304,3.647,5.383
254.904,-4.796,0.394,2.944,4.930,5.246,3.530,5.068
254.915,-15.057,1.562,2.698,4.578,5.112,3.450,4.650
254.926,-25.101,1.777,2.154,4.075,4.848,2.767,4.103
254.937,-30.383,1.235,1.658,3.659,4.522,2.048,3.645
254.947,-45.130,1.084,0.899,2.881,4.072,1.298,2.834
254.958,-44.582,0.369,0.374,2.383,3.557,0.687,2.310
254.969,-51.495,0.163,-0.288,1.725,3.012,-0.011,1.628
254.980,-58.424,1.206,-1.017,0.935,2.386,-0.605,0.838
254.992,-60.363,1.799,-1.700,0.221,1.721,-1.199,0.148
255.002,-58.638,1.453,-2.320,-0.342,1.084,-1.913,-0.382
255.013,-60.215,1.474,-2.982,-0.993,0.446,-2.561,-0.991
255.024,-63.034,1.902,-3.696,-1.735,-0.227,-3.153,-1.676
255.035,-56.441,1.608,-4.174,-2.188,-0.856,-3.623,-2.065
255.046,-51.033,1.252,-4.646,-2.627,-1.424,-4.105,-2.438
255.057,-54.703,1.345,-5.250,-3.248,-1.979,-4.599,-2.988
255.069,-52.441,1.417,-5.772,-3.801,-2.564,-4.971,-3.461
255.080,-45.521,1.308,-6.095,-4.144,-3.099,-5.169,-3.719
255.092,-37.142,1.025,-6.298,-4.355,-3.541,-5.274,-3.848
255.103,-26.115,0.884,-6.335,-4.393,-3.836,-5.232,-3.807
255.114,-18.713,0.904,-6.382,-4.451,-4.049,-5.180,-3.787
255.125,-12.878,0.976,-6.352,-4.437,-4.177,-5.044,-3.698
255.136,-2.933,0.680,-6.193,-4.221,-4.208,-4.946,-3.413
255.147,7.073,0.315,-5.935,-3.943,-4.148,-4.678,-3.078
255.158,14.656,0.346,-5.627,-3.640,-3.998,-4.310,-2.727
255.169,19.158,0.381,-5.281,-3.302,-3.773,-3.904,-2.348
255.180,26.911,0.301,-4.827,-2.826,-3.482,-3.466,-1.840
255.191,30.135,0.032,-4.471,-2.432,-3.143,-3.175,-1.424
255.202,34.795,-0.395,-3.979,-1.923,-2.757,-2.709,-0.908
255.213,38.732,-0.509,-3.488,-1.448,-2.348,-2.184,-0.439
255.224,48.433,-0.287,-2.758,-0.747,-1.855,-1.401,0.249
255.235,47.315,-0.235,-2.259,-0.245,-1.323,-0.928,0.730
255.246,47.866,0.201,-1.698,0.264,-0.806,-0.281,1.216
255.256,51.672,0.728,-1.045,0.878,-0.260,0.424,1.802
255.267,49.033,0.626,-0.493,1.425,0.311,0.948,2.311
255.278,49.464,-0.774,-0.168,1.876,0.807,0.936,2.706
255.289,47.083,-1.426,0.261,2.336,1.316,1.225,3.091
255.300,44.533,-1.331,0.686,2.766,1.796,1.559,3.436
255.310,40.499,-0.834,1.032,3.067,2.201,1.922,3.654
255.320,36.976,-0.870,1.305,3.330,2.556,2.136,3.834
255.330,29.947,-0.550,1.514,3.491,2.864,2.370,3.911
255.340,25.768,-0.632,1.748,3.706,3.141,2.557,4.042
255.351,19.794,-1.409,1.749,3.771,3.345,2.324,4.019
255.361,17.181,-1.174,1.819,3.847,3.499,2.289,4.002
255.372,13.944,0.085,1.968,3.926,3.639,2.515,4.003
255.383,8.096,0.216,1.894,3.858,3.715,2.360,3.869
255.394,3.881,0.844,1.928,3.794,3.742,2.536,3.735
255.404,-2.428,0.508,1.771,3.648,3.723,2.298,3.541
255.415,-3.478,-0.444,1.598,3.573,3.660,1.840,3.404
255.426,-7.944,0.141,1.452,3.380,3.552,1.725,3.145
255.436,-8.661,0.026,1.321,3.266,3.447,1.507,2.983
255.446,-14.850,-0.043,1.042,2.978,3.291,1.197,2.651
255.456,-15.260,-0.115,0.922,2.819,3.121,1.117,2.453
255.466,-18.778,0.899,0.760,2.527,2.920,1.210,2.137
255.476,-25.178,0.565,0.354,2.166,2.682,0.673,1.760
255.486,-30.633,0.704,-0.043,1.768,2.389,0.254,1.353
255.498,-38.142,0.592,-0.568,1.239,1.980,-0.276,0.823
255.508,-40.263,0.215,-1.021,0.800,1.575,-0.771,0.387
255.518,-46.508,0.690,-1.557,0.221,1.126,-1.209,-0.178
255.528,-51.251,0.156,-2.193,-0.357,0.630,-1.960,-0.732
255.540,-53.247,-0.758,-2.963,-1.009,0.016,-2.979,-1.361
255.550,-54.342,-1.063,-3.609,-1.591,-0.534,-3.749,-1.924
255.560,-56.793,-0.471,-4.202,-2.204,-1.088,-4.262,-2.503
255.570,-54.265,-0.783,-4.771,-2.741,-1.653,-4.858,-2.998
255.580,-55.406,-1.222,-5.366,-3.305,-2.203,-5.478,-3.518
255.590,-50.434,-1.053,-5.757,-3.719,-2.723,-5.758,-3.882
255.600,-48.230,-0.845,-6.162,-4.154,-3.213,-6.032,-4.257
255.610,-40.826,-0.810,-6.420,-4.430,-3.639,-6.185,-4.468
255.620,-34.994,-0.602,-6.635,-4.673,-3.997,-6.268,-4.640
255.630,-27.950,-0.280,-6.802,-4.872,-4.300,-6.285,-4.763
255.640,-25.332,-0.212,-6.915,-4.993,-4.520,-6.306,-4.806
255.650,-15.431,-1.186,-6.980,-4.973,-4.698,-6.495,-4.715
255.660,-4.094,-1.887,-6.846,-4.799,-4.762,-6.397,-4.489
255.671,3.141,-1.412,-6.616,-4.614,-4.737,-6.013,-4.256
255.681,9.784,-0.354,-6.277,-4.378,-4.641,-5.387,-3.965
255.691,18.028,0.135,-5.874,-4.035,-4.465,-4.794,-3.560
255.702,25.113,0.029,-5.435,-3.613,-4.173,-4.263,-3.069
255.714,31.138,0.061,-4.927,-3.127,-3.802,-3.660,-2.525
255.726,35.559,0.204,-4.406,-2.629,-3.381,-3.057,-1.982
255.737,42.698,0.235,-3.767,-1.999,-2.887,-2.383,-1.325
255.749,50.951,0.354,-3.052,-1.304,-2.328,-1.619,-0.611
255.761,57.905,0.108,-2.312,-0.547,-1.677,-0.933,0.150
255.772,63.730,-0.211,-1.479,0.291,-0.956,-0.149,0.969
255.784,67.666,-0.513,-0.631,1.147,-0.184,0.618,1.777
255.794,70.136,-0.446,0.112,1.874,0.508,1.340,2.452
255.806,71.570,-0.499,0.949,2.703,1.320,2.104,3.203
255.817,64.366,-0.379,1.594,3.320,2.092,2.709,3.732
255.829,62.351,-0.167,2.282,3.962,2.792,3.390,4.279
255.840,59.705,-0.254,2.911,4.576,3.471,3.930,4.793
255.852,55.782,-0.284,3.492,5.147,4.112,4.402,5.250
255.864,43.634,-0.295,3.816,5.474,4.657,4.584,5.461
255.874,36.696,-0.810,3.952,5.653,5.007,4.500,5.536
255.884,23.991,-1.079,3.921,5.643,5.260,4.300,5.419
255.894,14.131,-0.613,3.879,5.562,5.398,4.233,5.237
255.904,3.497,-0.353,3.718,5.378,5.438,4.020,4.962
255.914,-5.227,-0.288,3.456,5.122,5.372,3.647,4.622
255.924,-13.525,-0.246,3.159,4.839,5.236,3.224,4.262
255.934,-19.896,-0.479,2.773,4.501,5.021,2.650,3.852
255.946,-29.096,-0.369,2.232,3.966,4.665,2.010,3.242
255.956,-33.318,-0.640,1.810,3.564,4.323,1.478,2.786
255.966,-39.803,-0.952,1.243,3.014,3.906,0.817,2.187
255.976,-38.669,-1.241,0.860,2.641,3.484,0.362,1.769
255.986,-43.813,-1.319,0.340,2.107,3.032,-0.165,1.199
255.996,-44.653,-1.102,-0.133,1.612,2.550,-0.622,0.678
256.006,-49.908,-0.789,-0.717,1.006,2.045,-1.174,0.061
256.017,-48.606,-0.506,-1.177,0.520,1.518,-1.582,-0.421
256.028,-49.713,-0.546,-1.719,-0.026,0.966,-2.111,-0.957
256.039,-47.890,-0.416,-2.210,-0.540,0.397,-2.532,-1.448
256.051,-44.595,-0.333,-2.663,-1.002,-0.136,-2.939,-1.874
256.062,-43.800,-0.046,-3.084,-1.466,-0.620,-3.231,-2.292
256.072,-44.625,0.358,-3.526,-1.952,-1.092,-3.528,-2.722
256.084,-44.073,0.832,-3.972,-2.447,-1.600,-3.811,-3.146
256.094,-42.625,0.776,-4.393,-2.855,-2.030,-4.213,-3.489
256.106,-39.300,0.980,-4.841,-3.257,-2.502,-4.694,-3.804
256.118,-33.330,1.404,-5.044,-3.480,-2.892,-4.770,-3.933
256.130,-28.540,1.501,-5.279,-3.736,-3.239,-4.873,-4.087
256.142,-20.781,1.590,-5.366,-3.806,-3.492,-4.909,-4.050
256.154,-8.682,1.304,-5.225,-3.646,-3.623,-4.728,-3.791
256.165,3.003,0.935,-4.983,-3.362,-3.615,-4.508,-3.421
256.177,11.717,0.969,-4.641,-3.043,-3.492,-4.049,-3.025
256.189,21.143,0.335,-4.241,-2.561,-3.258,-3.789,-2.486
256.199,29.121,0.009,-3.770,-2.075,-2.978,-3.324,-1.968
256.211,34.718,0.012,-3.219,-1.515,-2.567,-2.767,-1.381
256.223,38.577,-0.066,-2.667,-0.953,-2.105,-2.227,-0.807
256.235,46.997,-0.201,-2.020,-0.233,-1.578,-1.744,-0.087
256.247,47.884,0.018,-1.426,0.341,-1.006,-1.113,0.482
256.259,48.315,0.988,-0.837,0.902,-0.429,-0.462,1.044
256.270,47.703,1.505,-0.281,1.414,0.121,0.191,1.559
256.282,47.750,1.597,0.315,1.983,0.697,0.841,2.122
256.294,47.254,1.646,0.872,2.518,1.258,1.426,2.642
256.304,51.484,1.642,1.516,3.158,1.774,2.056,3.264
256.315,50.178,1.013,1.948,3.657,2.300,2.300,3.731
256.325,46.437,1.018,2.282,4.009,2.769,2.551,4.045
256.336,42.087,0.667,2.567,4.400,3.266,2.544,4.378
256.348,38.183,0.897,2.924,4.741,3.720,2.879,4.657
256.360,31.070,0.561,3.128,4.976,4.109,2.955,4.825
256.372,24.727,0.388,3.265,5.113,4.402,3.024,4.890
256.384,13.896,0.479,3.210,5.061,4.600,2.899,4.767
256.396,6.714,0.333,3.150,4.964,4.678,2.859,4.601
256.408,-1.913,0.571,3.048,4.740,4.666,2.961,4.315
256.419,-6.444,0.348,2.869,4.556,4.581,2.729,4.073
256.431,-13.039,0.416,2.607,4.275,4.442,2.451,3.737
256.442,-20.137,-0.094,2.142,3.877,4.209,1.781,3.288
256.454,-24.039,-0.407,1.762,3.500,3.912,1.345,2.861
256.466,-33.328,-1.322,1.153,2.907,3.530,0.648,2.219
256.478,-36.943,-2.043,0.544,2.378,3.079,-0.182,1.641
256.489,-46.555,-1.389,-0.190,1.656,2.579,-0.978,0.881
256.499,-51.405,-0.468,-0.844,0.961,2.005,-1.549,0.177
256.510,-54.430,-0.627,-1.463,0.337,1.413,-2.150,-0.443
256.521,-57.116,-0.691,-2.146,-0.335,0.790,-2.841,-1.104
256.533,-56.595,-0.510,-2.754,-0.962,0.124,-3.382,-1.708
256.544,-58.426,-0.049,-3.434,-1.680,-0.545,-3.936,-2.384
256.556,-56.019,-0.248,-4.011,-2.251,-1.189,-4.470,-2.900
256.567,-52.364,0.219,-4.486,-2.758,-1.792,-4.813,-3.342
256.578,-46.334,-0.068,-4.915,-3.169,-2.333,-5.210,-3.678
256.589,-39.459,-0.187,-5.211,-3.459,-2.780,-5.452,-3.897
256.600,-31.906,-0.284,-5.388,-3.640,-3.142,-5.550,-4.010
256.611,-24.345,-0.313,-5.504,-3.759,-3.425,-5.589,-4.058
256.622,-14.704,-0.196,-5.511,-3.776,-3.621,-5.504,-4.002
256.633,-8.456,-0.536,-5.509,-3.733,-3.725,-5.527,-3.894
256.644,-1.350,-0.378,-5.330,-3.568,-3.742,-5.259,-3.668
256.655,7.856,-0.355,-5.082,-3.345,-3.691,-4.901,-3.387
256.665,12.981,-0.557,-4.887,-3.145,-3.564,-4.666,-3.134
256.676,19.806,-0.632,-4.504,-2.762,-3.354,-4.244,-2.711
256.687,28.518,-0.716,-4.004,-2.267,-3.059,-3.704,-2.186
256.698,33.852,-0.752,-3.541,-1.812,-2.706,-3.202,-1.707
256.709,43.891,-0.894,-2.890,-1.165,-2.269,-2.536,-1.049
256.720,49.231,-1.206,-2.318,-0.551,-1.756,-2.063,-0.443
256.731,57.743,-1.007,-1.521,0.232,-1.153,-1.257,0.323
256.742,63.259,-1.361,-0.754,1.032,-0.489,-0.594,1.088
256.753,69.935,-1.500,0.112,1.902,0.232,0.215,1.908
256.764,72.813,-1.489,0.932,2.711,1.001,1.000,2.658
256.775,71.740,-1.820,1.625,3.422,1.761,1.576,3.292
256.786,68.770,-2.897,2.186,4.063,2.485,1.869,3.834
256.797,69.038,-3.957,2.803,4.770,3.186,2.168,4.411
256.807,61.274,-4.837,3.194,5.246,3.834,2.239,4.736
256.818,53.933,-5.013,3.578,5.637,4.391,2.466,4.964
256.829,46.096,-5.023,3.855,5.893,4.845,2.641,5.058
256.840,38.015,-5.378,3.996,6.055,5.214,2.589,5.056
256.851,26.998,-5.090,4.032,6.073,5.479,2.518,4.910
256.862,17.327,-5.096,3.970,6.000,5.622,2.341,4.684
256.873,7.986,-4.823,3.806,5.809,5.658,2.106,4.348
256.884,2.229,-4.601,3.680,5.680,5.634,1.864,4.087
256.895,-2.359,-4.499,3.485,5.464,5.543,1.600,3.746
256.906,-7.730,-4.583,3.270,5.243,5.408,1.289,3.406
256.917,-10.766,-4.418,3.043,4.986,5.222,1.023,3.038
256.928,-13.649,-4.476,2.721,4.653,4.989,0.637,2.608
256.938,-17.973,-4.386,2.421,4.340,4.743,0.274,2.199
256.950,-22.436,-4.321,2.010,3.914,4.427,-0.177,1.694
256.962,-23.655,-4.449,1.637,3.549,4.082,-0.638,1.255
256.973,-30.956,-3.791,1.111,2.955,3.680,-1.068,0.604
256.985,-30.686,-3.878,0.687,2.543,3.262,-1.561,0.150
256.997,-30.418,-3.963,0.263,2.136,2.840,-2.057,-0.292
257.007,-29.739,-3.682,-0.039,1.803,2.490,-2.315,-0.646
257.017,-25.214,-3.813,-0.291,1.573,2.155,-2.631,-0.891
257.028,-18.340,-4.255,-0.426,1.475,1.880,-2.859,-1.007
257.038,-10.955,-4.062,-0.419,1.460,1.680,-2.819,-1.040
257.049,1.840,-3.270,-0.126,1.682,1.587,-2.384,-0.830
257.060,16.476,-2.455,0.415,2.151,1.663,-1.694,-0.365
257.070,35.410,-2.472,1.193,2.917,1.921,-0.905,0.390
257.081,55.920,-2.628,2.186,3.912,2.382,0.052,1.361
257.091,76.227,-2.772,3.366,5.097,3.037,1.176,2.506
257.102,98.432,-2.718,4.815,6.529,3.912,2.599,3.880
257.112,119.052,-2.777,6.477,8.181,5.027,4.196,5.455
257.123,138.665,-2.788,8.285,9.975,6.337,5.929,7.149
257.134,153.485,-2.750,10.153,11.827,7.819,7.701,8.879
257.144,165.978,-2.749,12.104,13.762,9.440,9.528,10.670
257.155,175.350,-2.764,14.030,15.687,11.169,11.285,12.428
257.166,181.337,-2.901,15.937,17.608,12.961,12.960,14.160
257.176,185.831,-3.651,17.784,19.534,14.791,14.419,15.866
257.187,186.023,-4.180,19.593,21.387,16.648,15.885,17.472
257.198,186.132,-3.946,21.431,23.196,18.473,17.515,19.015
257.210,179.660,-3.598,23.239,24.957,20.435,19.063,20.425
257.222,171.674,-3.222,24.928,26.596,22.312,20.489,21.701
257.234,156.263,-3.201,26.313,27.947,24.043,21.558,22.679
257.246,128.880,-2.888,27.149,28.731,25.496,22.114,23.085
257.256,105.040,-2.696,27.535,29.080,26.458,22.267,23.137
257.268,73.266,-2.234,27.582,29.078,27.243,22.037,22.779
257.279,43.177,-2.196,27.258,28.734,27.646,21.397,22.097
257.291,14.229,-2.407,26.639,28.117,27.712,20.429,21.154
257.302,-12.525,-2.702,25.745,27.235,27.436,19.184,19.964
257.312,-30.457,-3.068,24.877,26.377,26.947,17.982,18.813
257.323,-44.260,-2.830,23.950,25.406,26.290,16.858,17.574
257.333,-58.916,-2.038,22.949,24.315,25.507,15.790,16.247
257.343,-68.659,-1.709,21.905,23.227,24.614,14.607,14.957
