R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,40,50,5,50,5,10,75,0,0,0.995
sysTime,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
325.028,-0.039,-0.221,-0.227,-0.305,-0.268,-0.252,-0.190,-0.191,-0.198
325.039,-0.122,-0.216,-0.226,-0.327,-0.292,-0.254,-0.212,-0.214,-0.200
325.050,-0.163,-0.223,-0.226,-0.323,-0.287,-0.264,-0.208,-0.208,-0.209
325.060,-0.164,-0.219,-0.225,-0.304,-0.268,-0.267,-0.188,-0.189,-0.211
325.071,-0.248,-0.219,-0.225,-0.330,-0.295,-0.271,-0.214,-0.215,-0.213
325.081,-0.371,-0.223,-0.225,-0.343,-0.308,-0.277,-0.226,-0.226,-0.219
325.092,-0.164,-0.229,-0.225,-0.371,-0.336,-0.290,-0.255,-0.253,-0.230
325.102,-0.288,-0.225,-0.225,-0.381,-0.346,-0.299,-0.262,-0.261,-0.238
325.112,0.002,-0.219,-0.225,-0.366,-0.331,-0.306,-0.244,-0.245,-0.243
325.123,-0.163,-0.219,-0.224,-0.367,-0.332,-0.306,-0.243,-0.245,-0.242
325.133,-0.288,-0.228,-0.224,-0.365,-0.330,-0.310,-0.242,-0.240,-0.244
325.144,-0.372,-0.233,-0.225,-0.388,-0.353,-0.317,-0.265,-0.262,-0.249
325.154,-0.164,-0.230,-0.225,-0.419,-0.384,-0.325,-0.293,-0.291,-0.256
325.165,-0.164,-0.237,-0.226,-0.414,-0.379,-0.331,-0.287,-0.283,-0.260
325.175,0.002,-0.228,-0.227,-0.416,-0.382,-0.333,-0.286,-0.285,-0.261
325.185,0.086,-0.216,-0.226,-0.432,-0.398,-0.336,-0.296,-0.299,-0.262
325.196,0.169,-0.245,-0.227,-0.437,-0.402,-0.348,-0.307,-0.300,-0.272
325.206,0.296,-0.214,-0.226,-0.436,-0.403,-0.364,-0.296,-0.299,-0.286
325.216,-1.086,-0.289,-0.229,-0.428,-0.391,-0.375,-0.306,-0.285,-0.295
325.227,-0.543,-0.309,-0.234,-0.429,-0.390,-0.384,-0.310,-0.284,-0.303
325.237,-0.936,-0.318,-0.239,-0.452,-0.413,-0.390,-0.335,-0.306,-0.307
325.248,-1.788,-0.364,-0.246,-0.458,-0.416,-0.402,-0.352,-0.309,-0.319
325.258,2.441,-0.315,-0.253,-0.455,-0.417,-0.413,-0.333,-0.309,-0.329
325.268,0.002,-0.335,-0.258,-0.445,-0.406,-0.414,-0.326,-0.298,-0.329
325.279,0.468,-0.318,-0.262,-0.454,-0.416,-0.414,-0.329,-0.307,-0.328
325.289,-2.047,-0.375,-0.267,-0.451,-0.410,-0.411,-0.340,-0.301,-0.324
325.300,-3.244,-0.421,-0.276,-0.456,-0.412,-0.411,-0.357,-0.304,-0.323
325.310,-1.235,-0.454,-0.289,-0.434,-0.388,-0.404,-0.344,-0.282,-0.318
325.321,-0.575,-0.487,-0.304,-0.458,-0.410,-0.404,-0.378,-0.307,-0.320
325.331,0.087,-0.450,-0.316,-0.415,-0.370,-0.393,-0.327,-0.270,-0.311
325.341,2.017,-0.400,-0.323,-0.390,-0.348,-0.376,-0.290,-0.250,-0.296
325.352,0.538,-0.358,-0.329,-0.362,-0.323,-0.359,-0.253,-0.227,-0.280
325.362,-2.906,-0.411,-0.333,-0.384,-0.341,-0.346,-0.290,-0.248,-0.269
325.372,-6.823,-0.421,-0.338,-0.387,-0.344,-0.343,-0.298,-0.253,-0.267
325.383,-0.893,-0.415,-0.343,-0.364,-0.321,-0.337,-0.274,-0.232,-0.262
325.393,-1.146,-0.397,-0.347,-0.343,-0.302,-0.326,-0.251,-0.216,-0.253
325.404,1.175,-0.341,-0.350,-0.368,-0.330,-0.323,-0.263,-0.245,-0.252
325.414,-1.000,-0.414,-0.350,-0.367,-0.324,-0.320,-0.283,-0.240,-0.251
325.424,-4.479,-0.447,-0.357,-0.372,-0.328,-0.318,-0.299,-0.247,-0.251
325.435,-2.638,-0.499,-0.367,-0.349,-0.301,-0.310,-0.292,-0.224,-0.246
325.445,-3.930,-0.541,-0.376,-0.350,-0.300,-0.298,-0.306,-0.227,-0.239
325.456,-8.217,-0.583,-0.388,-0.365,-0.312,-0.285,-0.336,-0.244,-0.230
325.467,-8.139,-0.577,-0.399,-0.368,-0.316,-0.278,-0.339,-0.252,-0.228
325.478,2.208,-0.493,-0.409,-0.341,-0.295,-0.264,-0.294,-0.236,-0.218
325.489,-1.954,-0.427,-0.410,-0.356,-0.314,-0.256,-0.292,-0.257,-0.214
325.500,-3.651,-0.363,-0.407,-0.396,-0.359,-0.260,-0.318,-0.302,-0.219
325.511,-1.919,-0.234,-0.398,-0.411,-0.383,-0.272,-0.296,-0.324,-0.231
325.522,3.810,-0.138,-0.380,-0.414,-0.392,-0.287,-0.270,-0.329,-0.243
325.533,-5.488,-0.189,-0.361,-0.402,-0.377,-0.292,-0.268,-0.309,-0.244
325.544,-0.162,-0.153,-0.346,-0.414,-0.392,-0.299,-0.268,-0.320,-0.249
325.555,3.891,-0.028,-0.325,-0.382,-0.368,-0.301,-0.201,-0.290,-0.246
325.565,-7.875,-0.142,-0.305,-0.375,-0.354,-0.300,-0.219,-0.270,-0.239
325.575,1.204,-0.144,-0.294,-0.368,-0.346,-0.295,-0.211,-0.260,-0.232
325.586,-0.740,-0.238,-0.289,-0.366,-0.338,-0.290,-0.231,-0.250,-0.225
325.596,-9.157,-0.389,-0.291,-0.378,-0.341,-0.288,-0.283,-0.253,-0.224
325.607,2.982,-0.237,-0.291,-0.363,-0.336,-0.289,-0.230,-0.249,-0.226
325.617,0.647,-0.284,-0.289,-0.361,-0.331,-0.293,-0.240,-0.243,-0.229
325.628,-2.739,-0.311,-0.288,-0.359,-0.327,-0.290,-0.244,-0.238,-0.226
325.639,-4.884,-0.415,-0.294,-0.363,-0.324,-0.292,-0.276,-0.237,-0.230
325.649,1.564,-0.384,-0.304,-0.335,-0.298,-0.287,-0.242,-0.214,-0.227
325.660,2.087,-0.321,-0.307,-0.304,-0.272,-0.278,-0.198,-0.191,-0.220
325.670,2.220,-0.370,-0.314,-0.278,-0.243,-0.266,-0.187,-0.165,-0.210
325.680,-2.802,-0.405,-0.320,-0.297,-0.259,-0.253,-0.217,-0.184,-0.200
325.691,0.873,-0.404,-0.325,-0.310,-0.272,-0.255,-0.233,-0.200,-0.205
325.701,-0.457,-0.317,-0.323,-0.326,-0.294,-0.262,-0.230,-0.223,-0.212
325.712,-2.060,-0.372,-0.326,-0.337,-0.301,-0.272,-0.257,-0.231,-0.224
325.722,-5.515,-0.407,-0.329,-0.332,-0.294,-0.278,-0.261,-0.226,-0.231
325.732,6.221,-0.307,-0.333,-0.317,-0.286,-0.276,-0.224,-0.220,-0.231
325.743,-0.978,-0.348,-0.334,-0.331,-0.298,-0.275,-0.250,-0.233,-0.231
325.753,-0.362,-0.271,-0.334,-0.303,-0.275,-0.271,-0.205,-0.211,-0.228
325.764,-4.657,-0.386,-0.332,-0.295,-0.258,-0.266,-0.227,-0.196,-0.223
325.774,-1.561,-0.453,-0.339,-0.298,-0.257,-0.260,-0.249,-0.198,-0.220
325.785,-2.432,-0.529,-0.351,-0.282,-0.236,-0.254,-0.256,-0.182,-0.218
325.795,0.645,-0.438,-0.355,-0.247,-0.207,-0.244,-0.204,-0.157,-0.211
325.806,-5.311,-0.550,-0.367,-0.263,-0.214,-0.238,-0.252,-0.170,-0.209
325.816,0.900,-0.508,-0.379,-0.264,-0.219,-0.233,-0.247,-0.180,-0.209
325.826,3.052,-0.483,-0.390,-0.230,-0.187,-0.226,-0.211,-0.153,-0.206
325.837,-6.101,-0.516,-0.400,-0.211,-0.166,-0.210,-0.205,-0.139,-0.196
325.847,7.326,-0.366,-0.405,-0.210,-0.175,-0.197,-0.172,-0.152,-0.187
325.858,-1.995,-0.468,-0.406,-0.196,-0.154,-0.185,-0.188,-0.136,-0.178
325.868,-3.859,-0.448,-0.409,-0.157,-0.116,-0.166,-0.148,-0.103,-0.163
325.878,-5.411,-0.512,-0.413,-0.190,-0.145,-0.156,-0.201,-0.137,-0.157
325.889,4.981,-0.476,-0.419,-0.174,-0.131,-0.154,-0.182,-0.129,-0.161
325.899,3.845,-0.525,-0.427,-0.139,-0.093,-0.144,-0.164,-0.098,-0.156
325.910,0.126,-0.627,-0.441,-0.130,-0.077,-0.131,-0.188,-0.090,-0.150
325.920,3.906,-0.579,-0.459,-0.121,-0.071,-0.119,-0.174,-0.095,-0.147
325.931,0.574,-0.463,-0.469,-0.161,-0.119,-0.126,-0.196,-0.150,-0.160
325.941,-6.277,-0.311,-0.465,-0.135,-0.103,-0.129,-0.135,-0.138,-0.167
325.951,-12.331,-0.250,-0.446,-0.108,-0.082,-0.127,-0.094,-0.116,-0.164
325.962,-6.679,-0.285,-0.426,-0.104,-0.074,-0.125,-0.100,-0.108,-0.161
325.972,1.506,-0.349,-0.415,-0.126,-0.092,-0.122,-0.138,-0.128,-0.158
325.983,3.440,-0.473,-0.417,-0.124,-0.082,-0.123,-0.171,-0.122,-0.163
325.993,1.501,-0.482,-0.422,-0.176,-0.134,-0.139,-0.229,-0.178,-0.183
326.003,-5.219,-0.692,-0.431,-0.189,-0.133,-0.149,-0.291,-0.182,-0.198
326.014,9.013,-0.798,-0.452,-0.174,-0.111,-0.151,-0.309,-0.170,-0.208
326.024,7.219,-0.938,-0.496,-0.195,-0.121,-0.157,-0.378,-0.194,-0.228
326.035,10.213,-0.997,-0.533,-0.236,-0.160,-0.177,-0.434,-0.245,-0.260
326.046,-3.534,-1.101,-0.583,-0.242,-0.163,-0.194,-0.462,-0.264,-0.292
326.057,7.000,-0.942,-0.613,-0.258,-0.190,-0.199,-0.450,-0.301,-0.308
326.067,-4.916,-1.057,-0.645,-0.289,-0.214,-0.195,-0.515,-0.337,-0.317
326.078,6.339,-0.925,-0.673,-0.258,-0.199,-0.196,-0.436,-0.333,-0.328
326.088,-3.215,-0.894,-0.685,-0.247,-0.200,-0.187,-0.389,-0.341,-0.327
326.099,5.984,-0.889,-0.702,-0.253,-0.215,-0.180,-0.374,-0.364,-0.328
326.109,-8.443,-0.960,-0.726,-0.238,-0.186,-0.167,-0.415,-0.347,-0.327
326.120,9.481,-0.667,-0.728,-0.187,-0.137,-0.162,-0.362,-0.304,-0.327
326.130,-2.218,-0.731,-0.724,-0.177,-0.116,-0.147,-0.395,-0.287,-0.316
326.140,-32.116,-1.181,-0.748,-0.079,0.003,-0.114,-0.382,-0.180,-0.295
326.151,22.249,-0.659,-0.754,0.057,0.128,-0.029,-0.212,-0.067,-0.219
326.162,2.607,-0.794,-0.758,0.223,0.303,0.060,-0.089,0.093,-0.137
326.172,-24.531,-1.440,-0.777,0.350,0.454,0.166,-0.059,0.224,-0.046
326.183,11.239,-0.743,-0.806,0.595,0.657,0.301,0.305,0.399,0.067
326.193,4.685,-0.608,-0.787,0.791,0.847,0.424,0.502,0.572,0.180
326.203,8.120,-0.619,-0.774,0.898,0.952,0.553,0.597,0.658,0.296
326.214,-29.743,-0.979,-0.782,1.113,1.204,0.734,0.661,0.881,0.455
326.224,11.909,-0.647,-0.776,1.405,1.498,0.943,0.920,1.145,0.643
326.235,-14.727,-0.752,-0.780,1.662,1.792,1.209,1.021,1.401,0.881
326.245,-5.451,-0.750,-0.762,1.938,2.073,1.453,1.256,1.644,1.099
326.256,17.010,-0.680,-0.776,2.011,2.141,1.668,1.306,1.668,1.276
326.266,4.958,-0.330,-0.743,2.274,2.397,1.891,1.560,1.887,1.470
326.277,30.620,-0.240,-0.717,2.503,2.605,2.122,1.826,2.053,1.667
326.287,-42.510,-0.809,-0.693,2.749,2.873,2.356,1.959,2.275,1.862
326.298,14.541,-0.200,-0.684,2.849,2.953,2.541,2.078,2.306,2.004
326.308,10.359,-0.035,-0.630,2.871,2.975,2.691,2.066,2.290,2.119
326.319,19.983,0.134,-0.585,2.953,3.035,2.792,2.184,2.312,2.184
326.329,-28.239,-0.605,-0.540,2.889,3.006,2.853,1.970,2.246,2.208
326.340,-32.876,-1.165,-0.580,2.847,3.010,2.895,1.733,2.194,2.193
326.350,25.034,-0.251,-0.575,2.889,2.998,2.922,1.915,2.138,2.176
326.361,-2.370,-0.240,-0.544,2.841,2.952,2.922,1.829,2.056,2.137
326.371,-17.078,-0.577,-0.543,2.773,2.907,2.908,1.649,1.971,2.080
326.382,13.842,-0.228,-0.526,2.640,2.766,2.857,1.513,1.797,1.992
326.392,-3.482,-0.452,-0.513,2.539,2.696,2.792,1.287,1.695,1.891
326.403,-24.931,-0.726,-0.521,2.438,2.633,2.720,1.036,1.597,1.780
326.413,9.393,-0.341,-0.521,2.310,2.493,2.629,0.929,1.428,1.655
326.424,-8.185,-0.552,-0.512,2.125,2.328,2.496,0.665,1.239,1.493
326.435,-27.315,-1.059,-0.538,1.937,2.174,2.344,0.351,1.057,1.308
326.445,9.155,-0.799,-0.567,1.717,1.930,2.167,0.198,0.789,1.101
326.456,27.289,-0.634,-0.575,1.485,1.669,1.972,0.060,0.514,0.884
326.467,11.637,-0.627,-0.587,1.241,1.431,1.749,-0.203,0.265,0.642
326.477,-12.132,-1.150,-0.608,0.963,1.200,1.530,-0.635,0.026,0.407
326.488,-46.736,-1.651,-0.670,0.669,0.972,1.296,-1.139,-0.216,0.152
326.499,8.956,-1.476,-0.740,0.373,0.673,1.042,-1.417,-0.527,-0.122
326.509,20.678,-1.105,-0.772,0.061,0.316,0.758,-1.565,-0.881,-0.412
326.520,-5.276,-1.441,-0.814,-0.322,-0.070,0.425,-1.919,-1.261,-0.747
326.531,-37.210,-2.021,-0.881,-0.717,-0.418,0.071,-2.444,-1.602,-1.105
326.542,-38.903,-2.124,-0.964,-1.099,-0.779,-0.286,-2.865,-1.956,-1.464
326.553,-6.007,-1.573,-1.017,-1.407,-1.126,-0.638,-3.014,-2.282,-1.805
326.564,-4.324,-1.127,-1.029,-1.668,-1.420,-0.978,-3.121,-2.541,-2.118
326.575,9.162,-0.562,-1.008,-2.055,-1.827,-1.319,-3.385,-2.898,-2.418
326.586,22.871,-0.129,-0.957,-2.309,-2.119,-1.647,-3.449,-3.127,-2.692
326.597,17.533,0.073,-0.893,-2.522,-2.349,-1.943,-3.533,-3.287,-2.924
326.608,2.111,0.042,-0.823,-2.784,-2.584,-2.201,-3.802,-3.447,-3.114
326.618,-42.563,-0.367,-0.780,-3.059,-2.791,-2.444,-4.209,-3.581,-3.290
326.629,26.910,0.002,-0.739,-3.229,-2.990,-2.665,-4.203,-3.706,-3.441
326.639,21.635,0.065,-0.678,-3.383,-3.168,-2.869,-4.191,-3.802,-3.568
326.650,-14.051,-0.513,-0.647,-3.490,-3.261,-3.044,-4.259,-3.819,-3.671
326.660,-18.245,-0.586,-0.637,-3.538,-3.309,-3.178,-4.230,-3.799,-3.736
326.671,12.118,-0.175,-0.625,-3.531,-3.324,-3.275,-4.078,-3.745,-3.765
326.681,33.022,0.628,-0.554,-3.504,-3.347,-3.340,-3.809,-3.684,-3.744
326.692,-6.616,0.501,-0.471,-3.427,-3.273,-3.357,-3.637,-3.526,-3.674
326.702,-13.747,0.130,-0.424,-3.307,-3.141,-3.340,-3.483,-3.321,-3.580
326.713,12.710,0.431,-0.368,-3.231,-3.094,-3.296,-3.241,-3.201,-3.457
326.724,-2.498,0.409,-0.311,-3.021,-2.884,-3.204,-2.962,-2.924,-3.289
326.734,11.820,0.634,-0.256,-2.703,-2.576,-3.059,-2.553,-2.554,-3.072
326.745,-5.991,0.380,-0.195,-2.526,-2.380,-2.894,-2.379,-2.298,-2.838
326.755,-24.039,-0.196,-0.186,-2.238,-2.056,-2.673,-2.162,-1.934,-2.565
326.766,11.187,0.215,-0.169,-1.907,-1.774,-2.420,-1.640,-1.616,-2.265
326.776,24.208,0.621,-0.121,-1.560,-1.486,-2.157,-1.075,-1.291,-1.951
326.787,2.219,0.599,-0.068,-1.147,-1.094,-1.858,-0.574,-0.866,-1.606
326.797,-24.505,0.154,-0.035,-0.826,-0.741,-1.532,-0.341,-0.492,-1.246
326.808,-19.910,0.414,-0.015,-0.417,-0.340,-1.192,0.097,-0.081,-0.882
326.818,45.073,1.717,0.067,-0.019,-0.034,-0.846,0.792,0.243,-0.502
326.829,0.874,1.195,0.165,0.350,0.340,-0.495,1.152,0.636,-0.119
326.839,-12.266,0.440,0.204,0.626,0.649,-0.163,1.308,0.944,0.223
326.850,-34.784,-0.461,0.185,0.931,1.028,0.173,1.354,1.299,0.551
326.860,-28.173,-0.807,0.119,1.271,1.387,0.518,1.592,1.617,0.868
326.871,31.337,0.080,0.090,1.579,1.630,0.856,2.059,1.823,1.179
326.881,17.608,0.237,0.095,1.912,1.964,1.182,2.347,2.123,1.483
326.892,-9.550,-0.104,0.090,2.103,2.211,1.485,2.320,2.329,1.756
326.902,-16.496,-0.058,0.074,2.385,2.496,1.776,2.545,2.566,2.008
326.913,17.867,0.529,0.089,2.712,2.757,2.065,3.025,2.783,2.262
326.923,14.870,1.046,0.144,2.994,2.986,2.329,3.426,2.976,2.498
326.934,17.185,1.218,0.218,3.167,3.158,2.580,3.557,3.114,2.722
326.944,-47.739,0.443,0.262,3.230,3.304,2.793,3.312,3.219,2.898
326.955,-16.168,0.728,0.277,3.396,3.466,2.979,3.439,3.330,3.038
326.966,36.468,1.223,0.341,3.493,3.519,3.126,3.626,3.346,3.151
326.976,-19.499,0.407,0.377,3.414,3.463,3.215,3.426,3.248,3.197
326.987,-8.676,0.186,0.354,3.407,3.468,3.258,3.325,3.198,3.185
326.997,5.998,0.756,0.375,3.380,3.405,3.271,3.360,3.092,3.153
327.008,16.965,1.095,0.416,3.269,3.284,3.245,3.238,2.937,3.089
327.018,6.491,1.158,0.471,3.082,3.108,3.175,2.981,2.736,2.987
327.029,-19.260,0.849,0.509,2.875,2.935,3.063,2.639,2.537,2.844
327.039,18.521,1.094,0.536,2.707,2.756,2.930,2.480,2.334,2.680
327.050,31.034,1.679,0.595,2.354,2.378,2.727,2.191,1.949,2.459
