R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,50,50,5,50,5,10,75,0,0,0.995
sysTime,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
406.881,-0.329,-0.340,-0.337,-0.400,-0.399,-0.396,-0.315,-0.312,-0.310
406.892,-0.246,-0.334,-0.337,-0.440,-0.439,-0.401,-0.353,-0.352,-0.315
406.902,-0.122,-0.321,-0.336,-0.431,-0.431,-0.408,-0.340,-0.343,-0.321
406.913,-0.247,-0.323,-0.334,-0.431,-0.431,-0.406,-0.339,-0.342,-0.319
406.924,-0.498,-0.314,-0.333,-0.419,-0.419,-0.402,-0.324,-0.330,-0.315
406.934,-0.330,-0.307,-0.330,-0.396,-0.396,-0.391,-0.299,-0.306,-0.304
406.945,-0.206,-0.309,-0.328,-0.398,-0.398,-0.382,-0.301,-0.308,-0.295
406.955,-0.247,-0.317,-0.327,-0.380,-0.379,-0.366,-0.286,-0.289,-0.280
406.966,-0.499,-0.315,-0.326,-0.382,-0.382,-0.358,-0.288,-0.292,-0.272
406.976,-0.039,-0.307,-0.324,-0.383,-0.384,-0.355,-0.288,-0.294,-0.271
406.987,-0.456,-0.307,-0.323,-0.377,-0.377,-0.355,-0.282,-0.288,-0.271
406.998,-0.331,-0.305,-0.321,-0.355,-0.355,-0.351,-0.260,-0.267,-0.267
407.008,-0.122,-0.286,-0.318,-0.354,-0.356,-0.338,-0.255,-0.268,-0.256
407.019,-0.375,-0.294,-0.315,-0.331,-0.332,-0.331,-0.235,-0.245,-0.249
407.029,-0.330,-0.292,-0.313,-0.317,-0.319,-0.320,-0.223,-0.233,-0.239
407.040,-0.415,-0.290,-0.311,-0.298,-0.299,-0.311,-0.205,-0.215,-0.232
407.050,-0.247,-0.282,-0.308,-0.312,-0.314,-0.307,-0.219,-0.231,-0.229
407.061,-0.122,-0.283,-0.306,-0.291,-0.293,-0.298,-0.200,-0.212,-0.221
407.072,-0.289,-0.279,-0.303,-0.263,-0.265,-0.279,-0.174,-0.186,-0.204
407.082,-0.413,-0.285,-0.301,-0.267,-0.269,-0.264,-0.182,-0.192,-0.192
407.093,-0.330,-0.282,-0.299,-0.257,-0.259,-0.257,-0.174,-0.185,-0.187
407.103,-0.455,-0.296,-0.298,-0.219,-0.220,-0.244,-0.144,-0.150,-0.177
407.114,-0.332,-0.302,-0.298,-0.211,-0.212,-0.229,-0.141,-0.145,-0.165
407.124,-0.122,-0.311,-0.299,-0.192,-0.193,-0.214,-0.130,-0.131,-0.154
407.135,-0.329,-0.318,-0.301,-0.214,-0.214,-0.206,-0.157,-0.156,-0.150
407.146,-0.290,-0.317,-0.303,-0.214,-0.214,-0.197,-0.161,-0.160,-0.146
407.156,-0.288,-0.311,-0.304,-0.209,-0.210,-0.195,-0.159,-0.160,-0.148
407.167,-0.039,-0.299,-0.304,-0.200,-0.201,-0.188,-0.150,-0.155,-0.146
407.177,-0.164,-0.297,-0.304,-0.220,-0.221,-0.187,-0.173,-0.178,-0.148
407.188,-0.289,-0.301,-0.303,-0.237,-0.238,-0.197,-0.194,-0.198,-0.162
407.198,-0.329,-0.301,-0.303,-0.216,-0.216,-0.196,-0.175,-0.179,-0.164
407.209,-0.542,-0.315,-0.304,-0.195,-0.195,-0.190,-0.162,-0.161,-0.162
407.220,-0.329,-0.316,-0.305,-0.206,-0.205,-0.189,-0.177,-0.176,-0.165
407.230,-0.247,-0.336,-0.307,-0.181,-0.180,-0.183,-0.162,-0.154,-0.163
407.241,-0.288,-0.340,-0.311,-0.214,-0.213,-0.184,-0.200,-0.192,-0.169
407.251,-0.247,-0.345,-0.314,-0.236,-0.234,-0.202,-0.226,-0.216,-0.191
407.262,-0.373,-0.334,-0.317,-0.257,-0.256,-0.224,-0.246,-0.240,-0.215
407.273,-0.414,-0.334,-0.318,-0.271,-0.270,-0.242,-0.262,-0.256,-0.236
407.283,-0.205,-0.336,-0.320,-0.254,-0.253,-0.251,-0.247,-0.241,-0.247
407.294,-0.579,-0.333,-0.321,-0.248,-0.248,-0.251,-0.243,-0.238,-0.248
407.304,-0.374,-0.343,-0.323,-0.263,-0.262,-0.257,-0.262,-0.254,-0.256
407.315,-0.164,-0.333,-0.325,-0.250,-0.249,-0.256,-0.247,-0.243,-0.257
407.325,-0.206,-0.334,-0.326,-0.259,-0.258,-0.261,-0.259,-0.254,-0.263
407.336,-0.248,-0.336,-0.327,-0.249,-0.248,-0.260,-0.250,-0.245,-0.264
407.347,-0.247,-0.333,-0.328,-0.231,-0.230,-0.248,-0.234,-0.230,-0.252
407.357,-0.455,-0.339,-0.329,-0.194,-0.193,-0.228,-0.201,-0.195,-0.235
407.368,-0.289,-0.345,-0.330,-0.179,-0.177,-0.206,-0.191,-0.184,-0.216
407.378,-0.206,-0.343,-0.332,-0.196,-0.195,-0.197,-0.211,-0.204,-0.209
407.389,-0.454,-0.343,-0.333,-0.206,-0.204,-0.199,-0.223,-0.217,-0.214
407.399,-0.289,-0.350,-0.334,-0.215,-0.213,-0.209,-0.236,-0.228,-0.227
407.410,-0.414,-0.354,-0.336,-0.235,-0.233,-0.216,-0.259,-0.250,-0.236
407.421,-0.332,-0.357,-0.338,-0.224,-0.222,-0.218,-0.251,-0.241,-0.241
407.431,-0.081,-0.360,-0.340,-0.228,-0.226,-0.217,-0.258,-0.247,-0.242
407.442,-0.375,-0.362,-0.343,-0.186,-0.183,-0.210,-0.219,-0.208,-0.238
407.452,-0.415,-0.367,-0.345,-0.181,-0.179,-0.193,-0.219,-0.207,-0.224
407.463,-0.122,-0.355,-0.346,-0.193,-0.191,-0.187,-0.230,-0.222,-0.221
