R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,50,50,5,50,5,50,175,0,0,0.995
sysTime,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
453.372,-0.990,-0.294,-0.131,-0.152,-0.120,-0.176,-0.088,-0.028,-0.034
453.383,-3.685,-0.357,-0.146,-0.149,-0.114,-0.173,-0.104,-0.026,-0.035
453.394,-1.171,-0.272,-0.159,-0.142,-0.111,-0.172,-0.077,-0.028,-0.039
453.405,2.212,-0.193,-0.162,-0.167,-0.141,-0.174,-0.083,-0.060,-0.043
453.416,-4.218,-0.275,-0.167,-0.179,-0.148,-0.180,-0.117,-0.068,-0.051
453.427,2.416,-0.204,-0.169,-0.215,-0.189,-0.194,-0.135,-0.109,-0.067
453.437,8.848,-0.173,-0.176,-0.190,-0.166,-0.202,-0.102,-0.088,-0.078
453.448,3.615,-0.197,-0.179,-0.189,-0.164,-0.201,-0.108,-0.087,-0.079
453.460,3.201,-0.220,-0.183,-0.190,-0.164,-0.199,-0.116,-0.089,-0.078
453.470,2.199,-0.108,-0.178,-0.200,-0.181,-0.201,-0.094,-0.105,-0.080
453.481,-3.306,-0.153,-0.172,-0.168,-0.146,-0.199,-0.072,-0.068,-0.077
453.492,7.567,-0.068,-0.170,-0.160,-0.144,-0.194,-0.043,-0.067,-0.072
453.503,7.265,0.154,-0.155,-0.158,-0.156,-0.188,0.021,-0.074,-0.063
453.514,0.940,0.265,-0.126,-0.145,-0.151,-0.179,0.068,-0.062,-0.048
453.524,-4.483,0.267,-0.095,-0.118,-0.123,-0.170,0.101,-0.027,-0.030
453.534,1.611,0.222,-0.071,-0.134,-0.137,-0.168,0.078,-0.034,-0.022
453.545,-4.234,0.211,-0.046,-0.159,-0.162,-0.171,0.054,-0.051,-0.018
453.556,-4.021,0.161,-0.027,-0.118,-0.118,-0.168,0.087,-0.001,-0.010
453.567,-0.328,0.084,-0.013,-0.104,-0.100,-0.156,0.084,0.020,0.005
453.578,7.474,-0.013,-0.014,-0.098,-0.088,-0.142,0.070,0.032,0.019
453.589,-5.647,0.025,-0.008,-0.073,-0.067,-0.128,0.108,0.055,0.035
453.600,7.554,0.077,-0.005,-0.094,-0.091,-0.120,0.101,0.031,0.044
453.611,-1.461,0.075,-0.001,-0.082,-0.080,-0.116,0.113,0.045,0.049
453.622,2.653,-0.004,-0.004,-0.060,-0.053,-0.104,0.113,0.070,0.060
453.633,4.811,-0.055,-0.010,-0.081,-0.071,-0.096,0.076,0.051,0.066
453.644,1.063,0.061,-0.006,-0.080,-0.077,-0.094,0.108,0.046,0.068
453.655,0.411,0.050,-0.002,-0.096,-0.093,-0.098,0.090,0.032,0.065
453.665,-3.197,-0.016,-0.000,-0.116,-0.109,-0.107,0.054,0.017,0.055
453.676,0.282,-0.127,-0.005,-0.138,-0.124,-0.118,0.004,0.002,0.043
453.687,3.362,-0.330,-0.025,-0.157,-0.131,-0.131,-0.064,-0.008,0.025
453.698,15.287,-0.417,-0.058,-0.173,-0.144,-0.138,-0.100,-0.029,0.009
453.709,17.602,-0.385,-0.102,-0.190,-0.166,-0.154,-0.105,-0.062,-0.017
453.720,7.880,-0.271,-0.138,-0.192,-0.178,-0.174,-0.075,-0.083,-0.048
453.731,-1.984,-0.062,-0.147,-0.198,-0.197,-0.191,-0.032,-0.104,-0.068
453.742,-7.689,0.043,-0.133,-0.210,-0.217,-0.203,-0.009,-0.119,-0.076
453.753,-11.653,-0.021,-0.115,-0.257,-0.263,-0.231,-0.058,-0.159,-0.099
453.764,-5.172,-0.087,-0.095,-0.270,-0.277,-0.252,-0.064,-0.165,-0.114
453.775,11.729,-0.226,-0.102,-0.304,-0.305,-0.269,-0.122,-0.192,-0.131
453.786,-8.581,-0.382,-0.122,-0.311,-0.302,-0.289,-0.173,-0.191,-0.154
453.797,1.199,-0.453,-0.135,-0.285,-0.271,-0.296,-0.171,-0.161,-0.162
453.808,4.442,-0.667,-0.181,-0.238,-0.211,-0.288,-0.184,-0.112,-0.165
453.819,5.662,-0.651,-0.219,-0.282,-0.256,-0.280,-0.234,-0.167,-0.166
453.830,7.634,-0.569,-0.259,-0.215,-0.193,-0.274,-0.158,-0.116,-0.172
453.840,-4.656,-0.598,-0.287,-0.244,-0.223,-0.276,-0.192,-0.153,-0.181
453.851,-0.257,-0.438,-0.305,-0.224,-0.211,-0.278,-0.143,-0.148,-0.189
453.863,-5.297,-0.367,-0.306,-0.303,-0.294,-0.300,-0.208,-0.231,-0.211
453.874,-1.044,-0.422,-0.306,-0.306,-0.298,-0.318,-0.211,-0.235,-0.230
453.885,-13.709,-0.704,-0.331,-0.334,-0.321,-0.334,-0.265,-0.263,-0.252
453.896,26.806,-0.287,-0.342,-0.338,-0.366,-0.342,-0.117,-0.310,-0.263
453.907,-3.021,-0.320,-0.321,-0.315,-0.342,-0.344,-0.100,-0.280,-0.260
453.918,-39.481,-1.159,-0.378,-0.284,-0.251,-0.311,-0.309,-0.206,-0.243
453.929,21.946,-0.319,-0.394,-0.181,-0.183,-0.309,-0.085,-0.144,-0.246
453.940,5.099,-0.108,-0.366,-0.209,-0.208,-0.286,-0.123,-0.167,-0.217
453.951,-25.461,-0.362,-0.365,-0.135,-0.094,-0.277,-0.197,-0.057,-0.210
453.962,32.599,0.236,-0.337,-0.181,-0.179,-0.270,-0.094,-0.138,-0.198
453.973,-12.079,-0.152,-0.304,-0.125,-0.111,-0.261,-0.081,-0.065,-0.181
453.984,-37.113,-1.009,-0.343,-0.260,-0.202,-0.283,-0.386,-0.166,-0.214
453.995,11.523,-0.488,-0.374,-0.218,-0.186,-0.288,-0.254,-0.160,-0.228
454.006,22.955,0.108,-0.350,-0.245,-0.229,-0.298,-0.217,-0.198,-0.233
454.017,3.283,-0.068,-0.326,-0.175,-0.138,-0.264,-0.215,-0.104,-0.194
454.028,6.758,-0.158,-0.320,-0.136,-0.097,-0.238,-0.186,-0.063,-0.168
454.039,-4.370,-0.306,-0.306,-0.218,-0.163,-0.213,-0.322,-0.129,-0.142
454.050,-29.004,-0.997,-0.346,0.005,0.101,-0.172,-0.256,0.122,-0.112
454.061,15.808,-0.495,-0.378,0.280,0.346,-0.006,0.114,0.348,0.039
454.072,-1.780,-0.642,-0.387,0.397,0.489,0.160,0.127,0.475,0.195
454.083,-46.404,-1.063,-0.428,0.501,0.658,0.315,-0.022,0.616,0.328
454.094,1.672,-0.558,-0.446,0.623,0.772,0.469,0.117,0.706,0.462
454.106,-8.290,-0.420,-0.444,0.831,0.967,0.642,0.364,0.878,0.618
454.117,29.373,0.193,-0.417,0.886,0.962,0.751,0.629,0.857,0.714
454.128,34.070,0.397,-0.362,0.928,0.969,0.825,0.790,0.856,0.781
454.139,-23.265,-0.451,-0.343,1.007,1.086,0.897,0.717,0.955,0.837
454.150,-27.197,-0.763,-0.365,1.078,1.173,0.953,0.706,1.013,0.866
454.161,16.145,-0.198,-0.368,1.212,1.270,1.038,0.951,1.084,0.927
454.172,11.718,-0.101,-0.348,1.314,1.364,1.118,1.064,1.156,0.989
454.183,-20.888,-0.551,-0.348,1.414,1.490,1.201,1.045,1.255,1.047
454.194,5.566,-0.540,-0.371,1.501,1.564,1.288,1.149,1.295,1.103
454.205,39.473,-0.029,-0.360,1.509,1.521,1.357,1.314,1.227,1.148
454.216,1.562,-0.200,-0.339,1.665,1.672,1.426,1.460,1.354,1.196
454.227,-26.635,-1.117,-0.377,1.727,1.763,1.499,1.376,1.405,1.232
454.239,-21.040,-1.015,-0.434,1.817,1.843,1.579,1.457,1.438,1.269
454.250,11.981,-0.429,-0.455,1.866,1.861,1.630,1.577,1.420,1.285
454.261,11.260,0.067,-0.430,1.811,1.793,1.668,1.540,1.327,1.299
454.272,4.759,0.036,-0.392,1.748,1.752,1.675,1.376,1.269,1.287
454.283,-14.075,-0.270,-0.371,1.615,1.657,1.647,1.086,1.152,1.236
454.294,-9.522,-0.171,-0.363,1.567,1.608,1.600,1.023,1.082,1.165
454.305,25.358,0.610,-0.320,1.455,1.447,1.515,1.070,0.912,1.068
454.316,30.495,1.012,-0.231,1.252,1.209,1.387,0.993,0.682,0.943
454.327,12.710,0.973,-0.147,1.008,0.960,1.218,0.773,0.446,0.781
454.338,-3.133,0.545,-0.082,0.660,0.643,0.994,0.325,0.145,0.563
454.349,-40.223,-0.203,-0.062,0.261,0.329,0.738,-0.360,-0.157,0.308
454.360,-16.136,-0.180,-0.079,-0.008,0.075,0.472,-0.675,-0.405,0.039
454.372,11.255,0.264,-0.067,-0.329,-0.281,0.195,-0.846,-0.743,-0.228
454.383,20.092,0.573,-0.029,-0.563,-0.547,-0.077,-0.933,-0.977,-0.479
454.394,-2.113,0.312,0.001,-0.757,-0.735,-0.328,-1.120,-1.131,-0.706
454.405,-23.827,-0.036,0.010,-1.017,-0.960,-0.576,-1.467,-1.324,-0.930
454.415,-29.142,-0.452,-0.014,-1.268,-1.170,-0.809,-1.828,-1.508,-1.144
454.427,3.113,-0.140,-0.032,-1.512,-1.443,-1.052,-1.932,-1.749,-1.363
454.438,23.032,0.288,-0.020,-1.637,-1.614,-1.276,-1.860,-1.876,-1.551
454.449,9.900,0.375,0.006,-1.725,-1.717,-1.461,-1.851,-1.931,-1.692
454.460,19.488,0.530,0.034,-1.872,-1.865,-1.629,-1.940,-2.029,-1.814
454.471,7.667,0.265,0.063,-2.051,-2.019,-1.779,-2.156,-2.130,-1.916
454.482,-32.337,-0.325,0.054,-2.167,-2.107,-1.915,-2.322,-2.174,-2.011
454.493,-26.261,-0.697,0.002,-2.182,-2.119,-2.023,-2.316,-2.155,-2.089
454.504,14.604,-0.320,-0.031,-2.223,-2.209,-2.119,-2.147,-2.209,-2.151
454.515,22.783,0.290,-0.018,-2.167,-2.211,-2.181,-1.855,-2.163,-2.165
454.526,3.779,0.185,-0.000,-2.090,-2.127,-2.208,-1.764,-2.032,-2.144
454.536,-12.044,-0.162,0.004,-1.968,-1.976,-2.173,-1.701,-1.842,-2.065
454.547,-19.740,-0.534,-0.025,-1.862,-1.852,-2.103,-1.637,-1.690,-1.964
454.558,1.902,-0.352,-0.058,-1.670,-1.691,-2.003,-1.319,-1.507,-1.835
454.569,30.677,0.267,-0.049,-1.455,-1.552,-1.881,-0.824,-1.338,-1.677
454.580,10.458,0.453,-0.018,-1.206,-1.323,-1.722,-0.492,-1.078,-1.480
454.591,10.836,0.694,0.022,-0.878,-1.002,-1.516,-0.124,-0.730,-1.237
454.602,8.339,0.647,0.071,-0.683,-0.807,-1.305,0.081,-0.510,-0.992
454.613,-31.427,0.020,0.091,-0.467,-0.553,-1.081,0.169,-0.243,-0.745
454.623,-18.651,0.328,0.094,-0.178,-0.280,-0.849,0.505,0.032,-0.500
454.634,46.446,1.182,0.149,0.088,-0.061,-0.611,0.930,0.265,-0.240
454.645,41.087,1.273,0.218,0.382,0.228,-0.336,1.236,0.568,0.056
454.656,27.565,0.968,0.271,0.599,0.448,-0.060,1.435,0.791,0.345
454.668,11.805,0.469,0.290,0.891,0.758,0.202,1.645,1.093,0.608
454.679,-15.224,-0.248,0.263,1.298,1.210,0.524,1.861,1.517,0.912
454.691,-11.731,-0.563,0.205,1.640,1.572,0.867,2.091,1.835,1.223
454.702,-7.325,-0.559,0.151,1.859,1.781,1.182,2.284,1.997,1.500
454.714,4.981,-0.330,0.109,2.035,1.936,1.419,2.479,2.105,1.698
454.725,14.121,-0.071,0.090,2.221,2.100,1.640,2.681,2.226,1.881
454.735,9.797,0.228,0.092,2.332,2.196,1.818,2.793,2.281,2.023
454.747,16.218,0.401,0.105,2.393,2.263,1.964,2.789,2.310,2.134
454.758,16.113,0.506,0.126,2.555,2.429,2.115,2.890,2.440,2.251
454.770,1.742,0.373,0.144,2.669,2.563,2.271,2.890,2.535,2.371
454.781,-15.739,0.126,0.155,2.611,2.521,2.367,2.728,2.453,2.427
454.793,-21.167,-0.128,0.147,2.512,2.436,2.378,2.535,2.327,2.395
454.804,-15.044,-0.017,0.137,2.518,2.437,2.382,2.513,2.287,2.356
454.815,17.866,0.671,0.159,2.470,2.351,2.375,2.551,2.170,2.314
454.826,14.463,0.852,0.212,2.371,2.242,2.326,2.458,2.041,2.241
454.837,-23.738,0.123,0.228,2.263,2.178,2.258,2.174,1.950,2.142
454.848,-27.816,0.028,0.219,2.011,1.917,2.154,1.917,1.661,2.003
454.859,4.106,0.712,0.241,1.865,1.708,1.984,1.951,1.438,1.811
454.871,7.757,1.352,0.312,1.789,1.579,1.831,2.036,1.310,1.651
454.882,0.632,1.750,0.419,1.526,1.291,1.674,1.853,1.038,1.501
454.894,16.406,2.028,0.531,1.083,0.844,1.410,1.429,0.618,1.251
454.905,14.537,2.208,0.652,0.657,0.420,1.088,1.020,0.233,0.954
454.917,23.377,2.264,0.767,0.343,0.111,0.773,0.714,-0.030,0.669
454.928,24.177,2.002,0.859,-0.045,-0.265,0.447,0.320,-0.361,0.376
454.939,13.129,1.389,0.909,-0.449,-0.650,0.104,-0.114,-0.703,0.061
454.951,-20.366,0.177,0.886,-0.912,-1.048,-0.266,-0.762,-1.068,-0.291
454.962,-24.250,-1.003,0.781,-1.317,-1.395,-0.635,-1.343,-1.396,-0.657
454.973,-12.884,-1.494,0.621,-1.595,-1.654,-0.987,-1.671,-1.648,-1.015
454.984,-26.911,-1.967,0.446,-1.800,-1.816,-1.267,-2.011,-1.806,-1.302
454.996,-45.398,-2.557,0.248,-1.997,-1.960,-1.492,-2.372,-1.954,-1.538
455.007,-36.527,-2.824,0.035,-2.267,-2.232,-1.739,-2.634,-2.232,-1.799
455.019,-31.136,-2.837,-0.171,-2.602,-2.580,-2.018,-2.920,-2.582,-2.089
455.030,-18.972,-2.573,-0.350,-2.810,-2.819,-2.295,-3.014,-2.815,-2.369
455.042,-10.959,-2.373,-0.500,-3.049,-3.083,-2.563,-3.160,-3.064,-2.631
455.053,-14.604,-2.313,-0.632,-3.074,-3.110,-2.769,-3.155,-3.074,-2.825
455.065,-28.046,-2.540,-0.761,-3.053,-3.064,-2.889,-3.197,-3.013,-2.932
455.076,-30.360,-2.870,-0.901,-2.979,-2.968,-2.945,-3.181,-2.909,-2.979
455.087,-25.570,-2.808,-1.036,-2.793,-2.800,-2.926,-2.929,-2.737,-2.953
455.099,-17.112,-2.603,-1.152,-2.617,-2.654,-2.861,-2.650,-2.589,-2.880
455.111,-10.462,-2.247,-1.239,-2.266,-2.338,-2.716,-2.186,-2.269,-2.724
455.122,-0.939,-1.778,-1.288,-1.950,-2.070,-2.510,-1.719,-1.996,-2.503
455.134,-7.498,-1.491,-1.303,-1.620,-1.769,-2.272,-1.298,-1.686,-2.246
455.145,-21.499,-1.616,-1.315,-1.295,-1.439,-1.999,-0.993,-1.355,-1.960
455.157,-38.300,-1.928,-1.339,-1.060,-1.180,-1.729,-0.847,-1.103,-1.686
455.168,-37.035,-1.847,-1.367,-0.829,-0.945,-1.472,-0.647,-0.879,-1.431
455.179,-33.859,-1.597,-1.379,-0.566,-0.682,-1.191,-0.403,-0.629,-1.153
455.191,-18.494,-1.164,-1.366,-0.319,-0.457,-0.912,-0.106,-0.416,-0.877
455.202,32.689,-0.224,-1.307,-0.143,-0.359,-0.679,0.302,-0.319,-0.638
455.214,34.380,0.396,-1.200,0.203,-0.073,-0.458,0.832,-0.026,-0.403
455.226,30.303,0.682,-1.073,0.687,0.374,-0.174,1.416,0.428,-0.103
455.237,12.795,0.739,-0.946,1.209,0.884,0.186,1.955,0.938,0.268
455.248,-0.874,0.679,-0.823,1.754,1.432,0.623,2.461,1.476,0.709
455.260,-3.301,0.612,-0.712,2.059,1.739,1.044,2.718,1.767,1.125
455.271,-5.386,0.453,-0.615,2.366,2.052,1.415,2.965,2.055,1.483
455.283,-1.384,0.173,-0.548,2.620,2.322,1.754,3.118,2.290,1.797
455.294,6.316,-0.219,-0.518,2.708,2.454,2.024,3.009,2.378,2.029
455.306,17.633,-0.423,-0.516,2.893,2.672,2.257,3.029,2.543,2.214
455.317,-10.651,-1.057,-0.544,3.032,2.859,2.485,2.948,2.666,2.383
455.329,-14.329,-1.614,-0.609,3.056,2.919,2.670,2.782,2.654,2.498
455.340,-15.070,-2.420,-0.720,3.039,2.955,2.787,2.515,2.605,2.532
455.352,-20.087,-3.008,-0.877,2.994,2.940,2.848,2.292,2.494,2.496
455.363,-10.176,-3.308,-1.059,2.807,2.774,2.845,1.944,2.228,2.390
455.375,0.667,-3.142,-1.230,2.545,2.498,2.755,1.639,1.859,2.201
455.386,10.941,-2.749,-1.363,2.267,2.200,2.585,1.351,1.481,1.942
455.398,17.009,-2.245,-1.450,1.926,1.833,2.352,1.030,1.053,1.636
455.409,38.112,-1.547,-1.491,1.696,1.563,2.095,0.876,0.738,1.322
455.421,44.883,-0.759,-1.471,1.605,1.414,1.865,0.936,0.563,1.056
455.431,36.694,-0.003,-1.394,1.597,1.347,1.711,1.098,0.492,0.891
