R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,30,60,15,60,15,50,175,0,0,0.995
sysTime,GPT1X,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
152.905,-173.111,-10.511,2.825,12.160,13.291,18.191,4.146,4.517,9.294
152.915,-181.087,-1.434,3.133,10.055,11.157,16.195,2.169,2.469,7.300
152.926,-183.950,-7.293,3.265,7.922,9.030,14.116,0.127,0.466,5.262
152.936,-182.373,18.154,3.717,5.977,7.065,12.092,-1.634,-1.338,3.317
152.947,-180.331,36.867,4.467,4.170,5.207,10.137,-3.153,-2.999,1.483
152.957,-181.219,24.009,4.303,2.287,3.340,8.203,-4.867,-4.640,-0.296
152.968,-183.939,2.893,3.900,0.300,1.378,6.249,-6.680,-6.352,-2.072
152.978,-176.953,8.455,3.649,-1.536,-0.424,4.317,-8.337,-7.886,-3.803
152.989,-164.093,-29.273,3.093,-3.183,-1.999,2.496,-9.869,-9.175,-5.400
152.999,-149.717,-37.890,2.091,-4.618,-3.347,0.837,-11.214,-10.232,-6.826
153.010,-135.416,-26.550,1.703,-5.847,-4.541,-0.687,-12.233,-11.136,-8.109
153.021,-121.525,-32.611,1.608,-6.863,-5.539,-2.025,-12.993,-11.834,-9.189
153.031,-111.898,-31.462,1.285,-7.819,-6.487,-3.229,-13.664,-12.477,-10.124
153.042,-106.023,-13.693,1.221,-8.775,-7.461,-4.346,-14.272,-13.143,-10.964
153.052,-101.835,-31.013,0.910,-9.702,-8.357,-5.394,-14.955,-13.726,-11.727
153.063,-95.415,-29.237,0.577,-10.505,-9.151,-6.390,-15.463,-14.205,-12.433
153.074,-88.880,-28.196,0.937,-11.239,-9.917,-7.331,-15.807,-14.649,-13.072
153.084,-79.812,-40.815,0.471,-11.914,-10.541,-8.172,-16.270,-14.950,-13.608
153.095,-65.729,-40.459,0.218,-12.335,-10.942,-8.885,-16.419,-15.034,-14.015
153.105,-50.854,-16.421,0.457,-12.574,-11.194,-9.446,-16.311,-14.970,-14.266
153.116,-33.070,-21.076,1.099,-12.469,-11.137,-9.806,-15.783,-14.596,-14.309
153.127,-21.897,-7.049,1.851,-12.321,-11.055,-10.005,-15.173,-14.197,-14.184
153.137,-19.314,-7.110,2.409,-12.341,-11.132,-10.137,-14.750,-13.951,-13.984
153.148,-16.668,-26.924,2.677,-12.360,-11.154,-10.243,-14.451,-13.652,-13.759
153.159,-11.912,-7.383,3.164,-12.315,-11.127,-10.310,-14.060,-13.306,-13.497
153.169,0.150,-1.499,3.759,-12.015,-10.867,-10.289,-13.363,-12.728,-13.144
153.180,14.005,-3.106,3.947,-11.605,-10.466,-10.130,-12.637,-12.016,-12.659
153.190,26.303,8.327,4.166,-11.033,-9.872,-9.810,-11.831,-11.129,-12.023
153.201,25.787,29.379,4.727,-10.571,-9.444,-9.418,-11.020,-10.417,-11.324
153.211,25.675,27.773,5.144,-10.216,-9.102,-9.060,-10.369,-9.797,-10.665
153.222,27.684,21.898,5.359,-9.823,-8.705,-8.684,-9.727,-9.130,-9.998
153.233,37.585,31.442,5.521,-9.300,-8.130,-8.261,-9.076,-8.298,-9.294
153.243,46.049,23.910,5.101,-8.649,-7.413,-7.718,-8.344,-7.344,-8.489
153.254,47.331,-2.116,4.330,-8.057,-6.766,-7.134,-7.673,-6.490,-7.671
153.264,51.893,0.619,3.818,-7.477,-6.115,-6.552,-7.069,-5.659,-6.881
153.275,56.463,10.700,3.426,-6.840,-5.393,-5.916,-6.465,-4.781,-6.061
153.285,60.802,-43.808,3.074,-6.181,-4.659,-5.274,-5.831,-3.914,-5.257
153.296,65.458,-18.740,2.657,-5.353,-3.788,-4.485,-4.951,-2.910,-4.300
153.308,67.530,-7.689,2.235,-4.573,-2.973,-3.688,-4.132,-1.995,-3.369
153.319,64.847,1.739,2.046,-3.919,-2.301,-2.933,-3.430,-1.258,-2.521
153.330,67.403,16.182,1.675,-3.120,-1.445,-2.147,-2.698,-0.360,-1.665
153.341,68.663,-21.605,1.249,-2.404,-0.659,-1.407,-2.099,0.448,-0.875
153.352,69.575,-22.534,0.771,-1.618,0.155,-0.614,-1.348,1.264,-0.054
153.364,71.404,-9.696,0.570,-0.777,1.001,0.189,-0.509,2.091,0.757
153.375,75.309,-2.348,0.497,0.166,1.942,1.032,0.434,2.995,1.592
153.387,76.216,2.506,0.556,1.064,2.824,1.882,1.342,3.825,2.418
153.398,67.169,8.847,0.662,1.662,3.414,2.675,1.923,4.354,3.175
153.410,53.685,17.035,0.820,2.043,3.793,3.344,2.268,4.666,3.798
153.421,47.896,15.587,0.809,2.479,4.227,3.898,2.664,5.030,4.298
153.432,47.214,23.672,0.952,3.005,4.738,4.407,3.168,5.465,4.747
153.444,50.737,31.151,1.335,3.671,5.373,4.938,3.847,6.017,5.211
153.455,53.307,32.066,1.547,4.305,5.996,5.497,4.441,6.557,5.704
153.467,50.129,36.227,2.011,4.771,6.447,6.042,4.878,6.923,6.181
153.478,43.674,36.662,2.682,5.139,6.770,6.537,5.287,7.169,6.612
153.490,34.791,36.329,3.084,5.299,6.929,6.933,5.392,7.258,6.945
153.501,23.151,33.997,3.487,5.291,6.929,7.219,5.314,7.195,7.172
153.513,5.635,33.118,3.982,5.018,6.655,7.342,5.007,6.871,7.244
153.524,-10.989,26.468,4.053,4.526,6.212,7.271,4.376,6.390,7.126
153.536,-26.137,20.806,4.175,3.932,5.629,7.020,3.747,5.783,6.836
153.547,-36.520,17.605,4.415,3.354,5.036,6.634,3.208,5.181,6.423
153.559,-34.464,14.920,4.438,2.976,4.659,6.192,2.844,4.804,5.963
153.570,-32.709,15.354,4.491,2.641,4.315,5.790,2.551,4.467,5.550
153.582,-41.009,14.231,4.575,2.046,3.715,5.354,1.997,3.883,5.114
153.593,-50.821,9.360,4.603,1.311,2.981,4.815,1.302,3.180,4.584
153.605,-51.826,11.608,4.468,0.707,2.392,4.222,0.713,2.629,4.009
153.617,-55.432,6.925,4.183,0.017,1.731,3.604,0.014,2.013,3.415
153.628,-61.348,14.282,3.747,-0.851,0.926,2.920,-0.938,1.257,2.758
153.640,-54.624,25.581,3.514,-1.425,0.408,2.244,-1.570,0.790,2.113
153.651,-58.636,35.435,3.538,-2.229,-0.351,1.582,-2.391,0.092,1.491
153.663,-53.003,37.970,3.883,-2.757,-0.865,0.941,-2.853,-0.349,0.905
153.674,-47.457,24.587,3.739,-3.174,-1.245,0.387,-3.249,-0.648,0.416
153.686,-52.794,7.856,3.484,-3.871,-1.914,-0.171,-3.899,-1.231,-0.070
153.697,-43.233,-11.277,3.023,-4.213,-2.209,-0.703,-4.235,-1.440,-0.529
153.709,-37.313,-33.096,2.256,-4.603,-2.546,-1.154,-4.640,-1.696,-0.910
153.720,-32.474,-31.355,1.423,-4.903,-2.792,-1.534,-4.964,-1.875,-1.230
153.731,-30.248,-29.043,0.672,-5.203,-3.055,-1.875,-5.255,-2.080,-1.518
153.743,-27.910,-18.209,0.572,-5.475,-3.318,-2.214,-5.457,-2.290,-1.807
153.755,-24.760,-17.843,0.733,-5.654,-3.495,-2.492,-5.550,-2.411,-2.031
153.766,-28.908,-27.893,0.698,-6.021,-3.847,-2.784,-5.855,-2.701,-2.264
153.778,-18.490,-46.632,0.485,-6.064,-3.841,-3.034,-5.916,-2.634,-2.452
153.789,-20.115,-50.276,-0.135,-6.363,-4.057,-3.231,-6.315,-2.798,-2.594
153.800,-13.270,-34.095,-0.802,-6.416,-4.036,-3.406,-6.456,-2.738,-2.726
153.812,0.415,-27.641,-1.017,-6.196,-3.808,-3.476,-6.179,-2.480,-2.759
153.823,8.849,-17.499,-1.189,-5.991,-3.586,-3.428,-5.947,-2.238,-2.678
153.834,20.022,-21.982,-1.199,-5.599,-3.194,-3.240,-5.491,-1.831,-2.457
153.844,31.220,-5.637,-0.772,-5.077,-2.705,-2.967,-4.840,-1.335,-2.158
153.855,37.275,20.743,-0.238,-4.540,-2.205,-2.592,-4.169,-0.828,-1.755
153.865,36.550,-11.893,-0.468,-4.090,-1.755,-2.184,-3.683,-0.376,-1.324
153.876,42.797,-22.923,-0.400,-3.522,-1.242,-1.776,-2.958,0.127,-0.904
153.886,49.032,3.283,0.339,-2.804,-0.624,-1.288,-1.987,0.734,-0.402
153.897,46.501,12.029,1.183,-2.255,-0.147,-0.772,-1.252,1.207,0.132
153.907,50.362,33.483,2.021,-1.672,0.392,-0.269,-0.551,1.746,0.657
153.918,47.802,20.751,1.705,-1.226,0.876,0.261,-0.184,2.224,1.203
153.929,51.008,-33.851,1.159,-0.679,1.475,0.783,0.231,2.797,1.722
153.939,48.396,-13.226,1.353,-0.206,1.929,1.295,0.738,3.217,2.221
153.949,48.266,6.234,1.680,0.302,2.400,1.790,1.317,3.652,2.700
153.960,44.754,3.747,1.927,0.736,2.803,2.264,1.801,4.017,3.155
153.970,45.043,11.019,2.120,1.256,3.300,2.733,2.346,4.471,3.600
153.981,43.658,-6.389,2.096,1.677,3.718,3.191,2.737,4.843,4.029
153.992,41.224,-7.053,2.252,2.088,4.112,3.627,3.145,5.185,4.429
154.002,38.715,28.426,2.815,2.459,4.437,4.028,3.585,5.460,4.795
154.013,34.391,9.729,2.543,2.707,4.707,4.388,3.736,5.680,5.117
154.023,30.909,-34.856,1.613,2.908,4.977,4.714,3.716,5.884,5.389
154.034,27.006,-19.978,1.334,3.041,5.129,4.973,3.734,5.958,5.579
154.044,19.588,9.272,1.659,3.063,5.128,5.168,3.751,5.883,5.706
154.055,14.233,6.346,1.899,3.155,5.192,5.321,3.851,5.878,5.794
154.066,8.052,0.679,1.991,3.104,5.116,5.397,3.802,5.738,5.807
154.076,1.892,19.610,2.357,3.014,4.968,5.398,3.801,5.534,5.751
154.087,-6.482,2.920,2.346,2.846,4.775,5.341,3.645,5.294,5.643
154.097,-8.852,-8.670,1.949,2.732,4.668,5.243,3.463,5.135,5.489
154.108,-13.203,-7.115,1.903,2.494,4.420,5.092,3.203,4.838,5.285
154.118,-17.469,16.734,2.252,2.251,4.132,4.897,3.024,4.512,5.043
154.129,-20.574,11.702,2.364,2.012,3.872,4.679,2.806,4.221,4.789
154.139,-22.210,-7.095,2.190,1.719,3.585,4.427,2.468,3.910,4.504
154.150,-24.269,-4.947,2.019,1.379,3.254,4.145,2.081,3.556,4.189
154.161,-29.543,8.709,2.349,1.038,2.875,3.845,1.813,3.164,3.867
154.171,-34.455,9.934,2.623,0.667,2.472,3.500,1.513,2.761,3.512
154.182,-39.183,-0.336,2.649,0.210,2.005,3.107,1.081,2.304,3.117
154.192,-40.726,-0.040,2.709,-0.237,1.545,2.683,0.669,1.861,2.699
154.203,-42.760,-4.131,2.778,-0.752,1.019,2.229,0.203,1.364,2.262
154.213,-44.959,0.748,3.022,-1.256,0.490,1.755,-0.210,0.875,1.814
154.224,-45.333,24.372,3.422,-1.670,0.050,1.290,-0.522,0.489,1.389
154.235,-47.409,34.891,3.840,-2.220,-0.513,0.766,-0.982,-0.008,0.918
154.247,-49.634,33.217,3.653,-2.868,-1.137,0.199,-1.624,-0.556,0.413
154.258,-48.217,-15.945,2.731,-3.477,-1.674,-0.355,-2.344,-1.017,-0.079
154.270,-42.630,-32.829,1.744,-3.916,-2.028,-0.865,-2.928,-1.308,-0.536
154.280,-42.083,-26.370,1.219,-4.311,-2.384,-1.275,-3.371,-1.621,-0.911
154.292,-43.731,-7.800,2.255,-4.756,-2.925,-1.770,-3.508,-2.088,-1.340
154.304,-43.870,9.732,2.852,-5.199,-3.434,-2.273,-3.704,-2.503,-1.760
154.314,-40.101,18.793,3.173,-5.511,-3.758,-2.687,-3.912,-2.743,-2.095
154.324,-36.892,9.049,3.244,-5.772,-3.992,-3.045,-4.155,-2.889,-2.370
154.335,-32.400,-57.280,2.809,-6.084,-4.194,-3.373,-4.650,-3.006,-2.615
154.345,-29.812,25.527,3.137,-6.319,-4.426,-3.666,-4.804,-3.154,-2.826
154.355,-24.566,20.855,3.258,-6.398,-4.537,-3.911,-4.714,-3.172,-2.978
154.365,-15.919,-11.599,3.059,-6.293,-4.439,-4.069,-4.508,-2.989,-3.047
154.377,-12.446,-9.643,3.189,-6.273,-4.444,-4.183,-4.325,-2.888,-3.047
154.387,-12.114,0.143,3.266,-6.383,-4.555,-4.282,-4.350,-2.913,-3.057
154.398,-6.245,25.148,3.550,-6.287,-4.492,-4.342,-4.091,-2.765,-3.024
154.408,1.651,2.051,3.489,-6.057,-4.270,-4.324,-3.766,-2.458,-2.914
154.418,9.866,-32.750,3.032,-5.785,-3.935,-4.220,-3.575,-2.053,-2.727
154.429,13.004,32.060,3.612,-5.585,-3.714,-4.066,-3.358,-1.764,-2.490
154.439,16.852,-41.207,3.396,-5.336,-3.416,-3.872,-3.155,-1.396,-2.213
154.449,21.181,-0.347,3.278,-4.982,-3.068,-3.638,-2.731,-0.994,-1.909
154.460,23.800,35.016,4.243,-4.550,-2.715,-3.360,-2.049,-0.583,-1.556
154.470,28.001,-28.232,3.983,-4.105,-2.264,-3.045,-1.567,-0.077,-1.168
154.480,28.703,30.886,4.146,-3.803,-1.939,-2.724,-1.276,0.289,-0.787
154.490,27.300,16.973,4.130,-3.565,-1.679,-2.410,-1.045,0.595,-0.409
154.501,26.893,-26.473,3.562,-3.303,-1.364,-2.097,-0.876,0.943,-0.048
154.511,24.843,32.859,3.850,-3.031,-1.125,-1.804,-0.493,1.207,0.286
154.521,26.440,5.979,3.648,-2.744,-0.833,-1.528,-0.191,1.526,0.603
154.533,25.192,-11.869,3.096,-2.485,-0.508,-1.187,-0.071,1.864,0.977
154.543,23.128,-13.491,2.728,-2.301,-0.308,-0.929,0.083,2.067,1.251
154.553,20.004,24.309,3.144,-2.105,-0.142,-0.688,0.354,2.233,1.504
154.563,15.872,-15.833,2.960,-2.056,-0.036,-0.486,0.277,2.342,1.720
154.574,10.813,13.562,3.135,-2.035,-0.004,-0.333,0.279,2.371,1.880
154.584,6.556,-7.607,3.139,-2.076,-0.041,-0.241,0.240,2.339,1.984
154.594,6.686,-15.447,2.966,-1.977,0.042,-0.163,0.384,2.422,2.069
154.604,3.531,43.079,3.413,-1.942,-0.007,-0.105,0.625,2.374,2.133
154.615,2.440,0.568,3.356,-1.933,0.008,-0.060,0.628,2.398,2.191
154.625,1.544,-53.165,2.575,-2.053,0.007,-0.032,0.229,2.392,2.218
154.636,-0.982,34.474,3.276,-2.139,-0.046,-0.015,0.078,2.337,2.238
154.646,-2.969,-34.800,2.597,-2.278,-0.100,-0.024,-0.248,2.284,2.231
154.656,-6.470,-0.414,2.322,-2.380,-0.192,-0.057,-0.368,2.182,2.191
154.668,-14.086,32.353,2.971,-2.655,-0.514,-0.175,-0.514,1.861,2.072
154.679,-18.506,15.532,3.261,-2.845,-0.718,-0.324,-0.646,1.668,1.932
154.691,-20.919,2.422,3.005,-3.231,-1.045,-0.563,-1.140,1.358,1.706
154.701,-21.920,-46.693,2.401,-3.587,-1.291,-0.771,-1.726,1.121,1.504
154.712,-26.421,18.913,3.433,-3.878,-1.577,-1.003,-1.982,0.856,1.287
154.722,-28.260,8.857,3.327,-4.176,-1.803,-1.250,-2.391,0.664,1.069
154.733,-30.956,-40.945,2.688,-4.544,-2.081,-1.521,-2.915,0.415,0.822
154.743,-30.974,32.510,3.805,-4.744,-2.345,-1.803,-2.895,0.186,0.571
154.754,-31.618,29.667,4.284,-4.967,-2.615,-2.084,-2.924,-0.025,0.344
154.764,-27.801,-35.611,3.126,-5.228,-2.804,-2.352,-3.279,-0.168,0.118
154.775,-24.483,33.516,3.867,-5.361,-3.016,-2.605,-3.149,-0.330,-0.087
154.785,-22.178,16.605,3.963,-5.543,-3.227,-2.822,-3.181,-0.478,-0.244
154.796,-18.722,-16.365,3.280,-5.718,-3.361,-3.010,-3.377,-0.558,-0.378
154.806,-16.992,-0.911,3.344,-5.802,-3.457,-3.151,-3.360,-0.605,-0.471
154.817,-15.262,15.771,3.914,-5.861,-3.539,-3.270,-3.289,-0.630,-0.533
154.827,-11.510,14.279,4.042,-5.882,-3.550,-3.359,-3.253,-0.578,-0.557
154.838,-10.573,-42.414,3.089,-6.055,-3.600,-3.435,-3.640,-0.575,-0.579
154.848,-11.421,17.056,3.670,-6.098,-3.661,-3.505,-3.571,-0.591,-0.601
154.859,-8.998,35.015,4.371,-6.000,-3.607,-3.534,-3.283,-0.476,-0.566
154.869,-3.798,-15.654,3.666,-5.962,-3.527,-3.551,-3.270,-0.340,-0.522
154.880,-0.897,-11.526,3.676,-5.874,-3.446,-3.526,-3.096,-0.214,-0.445
154.890,4.058,19.552,4.120,-5.678,-3.283,-3.458,-2.749,-0.002,-0.321
154.901,4.907,7.965,3.976,-5.638,-3.224,-3.380,-2.688,0.104,-0.188
154.911,9.240,-24.412,3.578,-5.401,-2.946,-3.242,-2.493,0.419,-0.005
154.922,17.910,9.836,3.745,-5.067,-2.616,-3.046,-2.099,0.776,0.229
154.932,18.199,34.947,4.033,-4.830,-2.397,-2.811,-1.771,1.023,0.503
154.943,23.180,-11.917,3.254,-4.500,-2.017,-2.546,-1.521,1.420,0.797
154.954,30.745,-19.591,2.508,-4.050,-1.535,-2.205,-1.125,1.895,1.148
154.964,34.140,-3.759,2.656,-3.598,-1.107,-1.846,-0.614,2.302,1.501
154.975,33.198,36.717,3.727,-3.079,-0.693,-1.437,0.162,2.702,1.913
154.986,33.906,26.500,4.282,-2.644,-0.315,-1.039,0.742,3.077,2.321
154.998,28.188,24.953,4.404,-2.350,-0.042,-0.631,1.088,3.343,2.735
155.008,24.189,19.597,4.763,-2.174,0.106,-0.344,1.336,3.489,3.027
155.018,31.708,-26.856,4.176,-1.701,0.632,-0.025,1.679,4.003,3.344
155.029,31.619,-27.173,4.017,-1.365,0.997,0.328,1.930,4.346,3.685
155.039,29.319,33.720,4.914,-1.036,1.270,0.664,2.383,4.598,4.009
155.049,28.598,35.619,5.533,-0.688,1.559,0.986,2.865,4.875,4.329
155.059,26.429,-36.053,4.734,-0.485,1.808,1.289,2.944,5.104,4.620
155.070,23.186,-6.176,4.558,-0.276,2.014,1.564,3.134,5.279,4.871
155.080,19.569,40.562,5.063,-0.093,2.138,1.799,3.439,5.377,5.085
155.090,18.904,21.628,5.522,0.142,2.340,2.022,3.734,5.557,5.290
155.101,14.798,-26.164,5.118,0.166,2.418,2.209,3.605,5.612,5.458
155.111,9.444,-40.428,4.650,0.161,2.470,2.357,3.438,5.633,5.576
155.121,-1.242,18.744,5.214,-0.056,2.234,2.406,3.244,5.369,5.596
155.132,-8.681,38.906,6.060,-0.263,1.997,2.373,3.102,5.122,5.548
155.142,-14.442,-26.564,5.303,-0.569,1.768,2.272,2.608,4.884,5.431
155.152,-14.291,-20.854,5.104,-0.673,1.697,2.155,2.419,4.796,5.292
155.162,-24.271,16.380,5.476,-1.065,1.274,1.979,2.100,4.366,5.099
155.173,-28.216,4.749,5.451,-1.404,0.925,1.726,1.791,4.016,4.835
155.183,-35.631,7.396,5.318,-1.893,0.438,1.421,1.306,3.534,4.521
155.193,-43.200,-11.574,4.936,-2.484,-0.125,1.038,0.666,2.978,4.131
155.204,-52.302,-5.221,4.696,-3.188,-0.819,0.566,-0.038,2.294,3.653
155.214,-57.688,37.808,5.075,-3.845,-1.509,0.027,-0.586,1.627,3.117
155.224,-71.530,5.687,4.864,-4.838,-2.501,-0.613,-1.540,0.672,2.490
155.234,-84.864,-18.418,4.080,-6.027,-3.627,-1.399,-2.828,-0.411,1.717
155.245,-86.752,-40.075,3.416,-6.951,-4.478,-2.240,-3.868,-1.220,0.892
155.255,-90.098,-3.234,3.209,-7.947,-5.445,-3.136,-4.869,-2.137,0.018
155.266,-90.667,38.749,4.006,-8.791,-6.319,-4.016,-5.561,-2.942,-0.821
155.276,-94.073,6.843,3.754,-9.797,-7.295,-4.922,-6.541,-3.837,-1.673
155.286,-91.887,-7.589,3.313,-10.637,-8.107,-5.821,-7.348,-4.562,-2.513
155.296,-98.172,-29.179,2.613,-11.790,-9.196,-6.752,-8.541,-5.561,-3.380
155.307,-100.369,-31.258,2.022,-12.822,-10.185,-7.713,-9.562,-6.457,-4.276
155.317,-105.007,-2.687,1.967,-13.930,-11.303,-8.719,-10.522,-7.471,-5.209
155.328,-100.423,24.495,2.360,-14.736,-12.165,-9.723,-11.063,-8.216,-6.122
155.338,-95.597,37.642,3.200,-15.486,-12.943,-10.649,-11.598,-8.860,-6.937
155.348,-95.478,5.308,3.363,-16.369,-13.853,-11.550,-12.250,-9.616,-7.709
155.359,-88.684,-13.477,2.796,-17.021,-14.491,-12.398,-12.773,-10.104,-8.425
155.369,-79.942,-13.452,2.441,-17.610,-15.049,-13.173,-13.269,-10.511,-9.067
155.379,-71.331,-11.081,2.262,-18.047,-15.485,-13.848,-13.544,-10.796,-9.606
155.390,-60.782,-26.358,1.913,-18.355,-15.765,-14.416,-13.752,-10.929,-10.036
155.400,-55.539,-46.785,1.332,-18.818,-16.136,-14.930,-14.269,-11.157,-10.414
155.411,-47.333,31.588,1.960,-18.964,-16.343,-15.354,-14.115,-11.223,-10.701
155.421,-40.631,41.834,2.694,-19.043,-16.487,-15.690,-13.875,-11.215,-10.884
155.431,-34.690,25.621,2.926,-19.151,-16.581,-15.954,-13.847,-11.152,-10.991
155.442,-30.120,20.735,2.827,-19.255,-16.685,-16.171,-13.782,-11.102,-11.050
155.452,-24.778,11.253,2.753,-19.237,-16.682,-16.325,-13.566,-10.949,-11.048
155.462,-16.235,20.616,2.777,-19.093,-16.521,-16.405,-13.307,-10.642,-10.975
155.473,-3.042,-20.577,2.463,-18.813,-16.209,-16.388,-12.951,-10.194,-10.810
155.483,7.464,-27.862,1.874,-18.468,-15.807,-16.248,-12.600,-9.673,-10.536
155.493,17.530,-27.706,1.408,-17.980,-15.294,-15.995,-12.047,-9.055,-10.158
155.504,24.435,-30.719,1.384,-17.422,-14.732,-15.649,-11.388,-8.400,-9.698
155.514,30.999,12.307,2.022,-16.786,-14.182,-15.251,-10.454,-7.763,-9.189
155.526,40.486,-20.049,2.242,-16.012,-13.417,-14.691,-9.541,-6.892,-8.491
155.537,46.487,-40.941,1.813,-15.280,-12.627,-14.063,-8.845,-6.017,-7.745
155.547,54.732,-32.509,1.409,-14.453,-11.766,-13.394,-8.018,-5.096,-6.978
155.558,63.920,-5.322,2.001,-13.500,-10.864,-12.656,-6.885,-4.145,-6.154
155.568,70.584,19.917,2.655,-12.499,-9.917,-11.823,-5.706,-3.157,-5.241
155.579,73.467,29.877,3.561,-11.502,-8.985,-10.941,-4.518,-2.192,-4.287
155.589,75.813,28.507,4.401,-10.530,-8.065,-10.034,-3.391,-1.237,-3.307
155.600,81.760,18.905,4.377,-9.541,-7.069,-9.103,-2.392,-0.218,-2.314
155.610,83.103,14.569,4.271,-8.477,-6.010,-8.100,-1.317,0.840,-1.272
155.621,84.738,-4.885,3.853,-7.495,-5.018,-7.123,-0.376,1.810,-0.279
155.631,86.696,-6.785,3.472,-6.506,-4.015,-6.145,0.536,2.767,0.691
155.642,87.681,-11.651,3.097,-5.520,-3.005,-5.157,1.402,3.710,1.648
155.652,86.058,-28.078,2.734,-4.648,-2.092,-4.187,2.093,4.534,2.565
155.663,88.112,6.721,2.998,-3.601,-1.064,-3.203,3.086,5.457,3.480
155.673,85.080,20.212,3.649,-2.718,-0.215,-2.252,3.943,6.198,4.354
155.683,85.077,20.586,4.105,-1.770,0.709,-1.309,4.836,7.010,5.216
155.694,83.321,19.467,4.252,-0.835,1.645,-0.353,5.649,7.824,6.080
155.704,80.956,1.552,3.930,-0.067,2.458,0.536,6.178,8.502,6.864
155.715,76.648,-23.563,3.323,0.656,3.242,1.401,6.612,9.131,7.600
155.725,73.242,-15.739,2.993,1.331,3.942,2.200,7.067,9.661,8.252
155.736,65.613,8.310,3.062,1.961,4.558,2.950,7.558,10.097,8.844
155.746,61.459,19.098,3.418,2.522,5.087,3.619,8.024,10.447,9.351
155.757,50.722,10.322,3.326,2.913,5.477,4.218,8.239,10.654,9.783
155.767,45.559,-15.545,2.811,3.272,5.872,4.739,8.330,10.858,10.124
155.778,34.193,-21.528,2.523,3.409,6.031,5.141,8.229,10.822,10.338
155.788,27.678,-13.702,2.634,3.620,6.229,5.468,8.287,10.823,10.474
155.799,15.817,9.156,3.165,3.585,6.163,5.677,8.146,10.574,10.500
155.809,3.655,23.641,3.977,3.509,6.028,5.784,8.046,10.273,10.436
155.820,-6.639,23.035,4.372,3.280,5.774,5.764,7.730,9.873,10.262
155.830,-14.927,0.385,3.908,2.905,5.449,5.639,7.101,9.408,9.985
155.841,-23.293,-11.870,3.071,2.456,5.082,5.438,6.319,8.896,9.625
155.851,-28.921,-30.923,2.659,1.988,4.649,5.138,5.635,8.320,9.166
155.862,-34.537,-3.120,2.948,1.598,4.234,4.817,5.184,7.773,8.694
155.873,-42.319,26.793,3.814,1.117,3.670,4.411,4.794,7.099,8.158
155.883,-43.104,34.997,4.532,0.651,3.143,3.960,4.392,6.492,7.605
155.894,-51.228,30.526,4.463,0.064,2.540,3.489,3.776,5.821,7.044
155.904,-52.068,-20.428,3.772,-0.538,1.987,2.957,2.989,5.205,6.426
155.915,-51.536,-42.453,2.764,-1.057,1.532,2.440,2.253,4.682,5.821
155.925,-50.329,-32.228,2.802,-1.529,1.037,1.923,1.777,4.125,5.219
155.936,-57.532,8.097,3.510,-2.185,0.318,1.365,1.231,3.362,4.596
155.946,-55.587,28.539,4.576,-2.673,-0.259,0.793,0.937,2.769,3.986
155.957,-59.690,17.998,5.107,-3.264,-0.884,0.232,0.430,2.154,3.412
155.967,-61.957,15.676,5.169,-3.859,-1.489,-0.342,-0.128,1.571,2.837
155.978,-63.450,20.400,5.279,-4.524,-2.153,-0.957,-0.768,0.941,2.234
155.988,-61.545,26.455,5.336,-5.083,-2.707,-1.551,-1.304,0.432,1.662
155.999,-57.695,21.950,4.810,-5.631,-3.228,-2.117,-1.879,-0.040,1.122
156.009,-59.293,-8.395,4.071,-6.191,-3.749,-2.655,-2.495,-0.517,0.609
156.020,-56.193,-8.552,3.539,-6.681,-4.219,-3.199,-2.993,-0.948,0.087
156.030,-53.848,-6.093,3.131,-7.118,-4.623,-3.699,-3.471,-1.312,-0.388
156.041,-45.331,-22.142,2.593,-7.500,-4.942,-4.161,-3.966,-1.593,-0.827
156.051,-36.079,-45.565,1.995,-7.733,-5.098,-4.525,-4.348,-1.720,-1.170
156.062,-25.335,-39.998,1.915,-7.709,-5.055,-4.759,-4.337,-1.653,-1.386
156.072,-17.832,-12.859,2.152,-7.701,-5.061,-4.920,-4.258,-1.633,-1.522
156.083,-8.290,-3.043,2.275,-7.523,-4.909,-4.981,-3.985,-1.455,-1.554
156.093,-5.291,-19.449,1.944,-7.446,-4.819,-4.979,-3.913,-1.344,-1.528
156.104,4.585,-40.645,1.395,-7.211,-4.539,-4.912,-3.768,-1.056,-1.446
156.114,10.186,-33.190,1.053,-6.961,-4.252,-4.773,-3.600,-0.774,-1.302
156.125,19.169,4.556,1.835,-6.527,-3.863,-4.553,-3.051,-0.390,-1.075
156.135,26.909,20.415,2.457,-6.063,-3.457,-4.263,-2.442,0.015,-0.771
156.146,36.422,16.868,2.620,-5.428,-2.833,-3.847,-1.781,0.634,-0.343
156.156,42.282,9.657,2.706,-4.857,-2.279,-3.381,-1.178,1.173,0.127
156.167,45.535,1.918,2.749,-4.202,-1.636,-2.832,-0.514,1.791,0.672
