R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,50,5,50,5,50,175,0,0,0.995
sysTime,GPT1X,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R
100.437,-0.841,0.144,-0.143,-0.122,-0.103,-0.130,-0.103
100.448,-1.532,-0.240,-0.200,-0.150,-0.120,-0.270,-0.129
100.460,0.701,0.070,-0.130,-0.105,-0.123,-0.122,-0.083
100.471,0.272,-0.228,-0.160,-0.113,-0.119,-0.216,-0.093
100.483,0.808,-0.051,-0.146,-0.111,-0.114,-0.167,-0.093
100.493,-0.282,-0.015,-0.152,-0.121,-0.106,-0.161,-0.104
100.503,2.333,0.024,-0.101,-0.075,-0.102,-0.093,-0.058
100.513,1.291,-0.049,-0.111,-0.086,-0.082,-0.100,-0.071
100.523,1.271,-0.142,-0.087,-0.046,-0.059,-0.123,-0.030
100.533,4.263,-0.637,-0.014,0.071,-0.026,-0.190,0.075
100.545,6.103,-0.087,0.082,0.159,0.025,-0.067,0.155
100.557,7.004,1.165,0.175,0.190,0.072,0.217,0.193
100.567,7.024,1.144,0.210,0.238,0.136,0.230,0.261
100.578,6.315,0.779,0.230,0.296,0.210,0.160,0.332
100.590,3.250,0.603,0.235,0.323,0.258,0.115,0.367
100.600,-1.685,0.469,0.167,0.263,0.272,0.028,0.309
100.612,5.353,0.392,0.296,0.392,0.292,0.164,0.438
100.622,6.531,0.108,0.315,0.423,0.329,0.153,0.465
100.632,2.676,0.166,0.335,0.439,0.385,0.181,0.471
100.642,2.737,0.838,0.367,0.411,0.394,0.390,0.445
100.654,0.466,1.334,0.383,0.370,0.400,0.576,0.416
100.664,-1.980,0.941,0.327,0.332,0.405,0.476,0.390
100.675,4.058,-0.018,0.422,0.477,0.425,0.424,0.525
100.685,7.710,-1.265,0.471,0.602,0.469,0.239,0.624
100.695,6.816,-1.413,0.572,0.702,0.545,0.312,0.686
100.707,10.606,-1.086,0.781,0.877,0.643,0.586,0.822
100.717,10.164,-0.443,0.897,0.934,0.732,0.840,0.852
100.729,9.038,-0.214,0.991,0.995,0.825,0.999,0.882
100.740,7.975,0.000,1.055,1.035,0.904,1.100,0.898
100.750,4.310,-0.012,0.999,0.978,0.948,1.029,0.827
100.760,1.510,-1.138,0.887,0.939,0.960,0.685,0.762
100.770,-1.440,-1.490,0.811,0.880,0.942,0.526,0.668
100.780,-3.517,-0.611,0.800,0.799,0.909,0.682,0.558
100.790,-4.155,-0.101,0.788,0.753,0.869,0.747,0.501
100.801,-5.675,-0.439,0.691,0.678,0.812,0.571,0.413
100.811,-5.730,-0.374,0.627,0.615,0.746,0.490,0.338
100.821,-7.226,0.461,0.581,0.507,0.672,0.606,0.229
100.831,-11.070,1.022,0.438,0.331,0.579,0.557,0.067
100.841,-11.785,0.662,0.288,0.232,0.474,0.275,-0.015
100.851,-9.685,0.167,0.169,0.185,0.369,-0.034,-0.052
100.861,-8.721,0.100,0.068,0.110,0.272,-0.198,-0.119
100.871,-10.897,0.541,-0.117,-0.063,0.162,-0.400,-0.279
100.881,-12.598,0.736,-0.326,-0.251,0.032,-0.642,-0.446
100.891,-15.137,-0.156,-0.578,-0.411,-0.098,-1.120,-0.590
100.901,-13.365,-0.691,-0.711,-0.496,-0.235,-1.370,-0.670
100.912,-13.054,-0.176,-0.764,-0.592,-0.357,-1.281,-0.758
100.922,-13.587,0.577,-0.836,-0.713,-0.474,-1.193,-0.855
100.932,-12.023,0.737,-0.943,-0.823,-0.597,-1.256,-0.937
100.942,-12.082,0.775,-1.082,-0.957,-0.716,-1.368,-1.040
100.952,-7.889,0.054,-1.171,-0.973,-0.815,-1.618,-1.029
100.962,-6.642,-0.423,-1.243,-1.000,-0.887,-1.784,-1.044
100.972,-6.994,0.415,-1.274,-1.069,-0.946,-1.675,-1.092
100.982,-6.179,0.456,-1.313,-1.083,-0.991,-1.743,-1.079
100.992,-3.449,-0.616,-1.387,-1.070,-1.036,-2.019,-1.053
101.002,-0.562,-0.995,-1.379,-1.033,-1.057,-2.064,-1.013
101.012,-0.673,-0.119,-1.347,-1.074,-1.070,-1.806,-1.044
101.023,-1.485,-0.227,-1.327,-1.055,-1.068,-1.753,-1.010
101.033,2.925,-0.481,-1.252,-0.928,-1.047,-1.793,-0.875
101.043,1.773,0.110,-1.234,-0.939,-1.024,-1.665,-0.871
101.053,0.655,0.438,-1.167,-0.893,-0.991,-1.508,-0.806
101.063,3.537,1.265,-1.027,-0.843,-0.965,-1.089,-0.725
101.073,1.711,1.031,-1.032,-0.811,-0.923,-1.153,-0.661
101.083,6.118,0.833,-0.954,-0.663,-0.864,-1.219,-0.488
101.093,2.191,0.342,-0.964,-0.685,-0.812,-1.166,-0.492
101.103,6.299,1.053,-0.837,-0.580,-0.764,-0.948,-0.366
101.113,5.117,1.643,-0.694,-0.476,-0.677,-0.666,-0.235
101.124,3.895,2.255,-0.637,-0.484,-0.627,-0.395,-0.207
101.134,8.947,1.430,-0.518,-0.251,-0.531,-0.541,0.053
101.144,3.144,1.304,-0.526,-0.286,-0.457,-0.450,0.037
101.154,9.525,0.578,-0.449,-0.101,-0.388,-0.628,0.233
101.164,5.700,0.686,-0.421,-0.059,-0.297,-0.615,0.278
101.174,9.565,0.640,-0.315,0.077,-0.216,-0.572,0.419
101.184,8.852,1.257,-0.260,0.156,-0.112,-0.552,0.505
101.194,13.019,1.088,-0.093,0.351,0.002,-0.429,0.704
101.204,10.055,0.944,-0.013,0.432,0.128,-0.327,0.786
101.214,10.839,0.015,0.005,0.565,0.240,-0.590,0.909
101.225,12.467,0.486,0.125,0.687,0.351,-0.458,1.016
101.235,9.048,1.029,0.202,0.717,0.461,-0.237,1.043
101.245,8.654,1.168,0.313,0.822,0.567,-0.089,1.142
101.255,10.320,0.569,0.394,0.946,0.665,-0.102,1.257
101.265,9.204,0.407,0.414,0.991,0.749,-0.141,1.280
101.275,5.669,1.413,0.399,0.940,0.810,-0.042,1.223
101.285,3.824,0.166,0.306,0.939,0.849,-0.355,1.212
101.295,4.177,-0.874,0.256,0.969,0.875,-0.610,1.208
101.305,5.685,-0.193,0.335,1.002,0.905,-0.408,1.211
101.315,1.970,0.462,0.353,0.985,0.945,-0.292,1.171
101.326,-0.193,1.059,0.316,0.937,0.949,-0.283,1.113
101.336,2.065,0.497,0.351,1.009,0.959,-0.326,1.174
101.346,4.204,0.534,0.391,1.060,0.986,-0.300,1.207
101.356,5.710,-0.071,0.382,1.124,1.027,-0.484,1.250
101.366,1.907,-0.466,0.309,1.065,1.054,-0.586,1.165
101.376,-1.207,-1.032,0.145,0.977,1.042,-0.942,1.042
101.386,-3.933,-0.885,0.052,0.857,0.999,-0.965,0.889
101.396,-6.436,-1.162,-0.135,0.702,0.926,-1.228,0.705
101.406,-7.462,-1.245,-0.284,0.539,0.828,-1.334,0.512
101.416,-8.816,-1.527,-0.482,0.382,0.723,-1.631,0.325
101.426,-10.574,-1.949,-0.698,0.190,0.599,-1.900,0.099
101.436,-10.671,-2.135,-0.893,0.024,0.465,-2.166,-0.101
101.446,-9.773,-2.198,-1.036,-0.119,0.335,-2.299,-0.277
101.456,-9.787,-2.852,-1.239,-0.265,0.209,-2.646,-0.463
101.466,-8.563,-2.802,-1.371,-0.390,0.084,-2.791,-0.625
101.476,-8.819,-2.863,-1.532,-0.530,-0.031,-2.999,-0.802
101.488,-5.905,-2.612,-1.631,-0.598,-0.143,-3.169,-0.914
101.498,-4.726,-1.768,-1.585,-0.600,-0.202,-2.979,-0.937
101.508,-7.100,-1.463,-1.667,-0.702,-0.268,-2.985,-1.051
101.519,-10.613,-0.542,-1.799,-0.860,-0.361,-3.013,-1.205
101.529,-10.481,-1.090,-1.946,-0.969,-0.470,-3.216,-1.309
101.539,-9.757,-1.607,-2.047,-1.033,-0.572,-3.373,-1.373
101.549,-10.615,-1.772,-2.171,-1.128,-0.678,-3.537,-1.470
101.559,-7.687,-2.315,-2.269,-1.144,-0.773,-3.806,-1.494
101.569,-5.120,-2.598,-2.285,-1.138,-0.835,-3.848,-1.501
101.579,-2.535,-2.065,-2.257,-1.150,-0.886,-3.687,-1.522
101.589,-0.970,-1.162,-2.220,-1.174,-0.919,-3.457,-1.543
101.599,-1.215,-0.517,-2.182,-1.178,-0.929,-3.269,-1.532
101.609,0.791,-0.360,-2.114,-1.116,-0.920,-3.132,-1.450
101.620,2.667,-0.582,-2.098,-1.085,-0.908,-3.108,-1.400
101.630,4.561,-0.676,-2.015,-0.999,-0.870,-2.989,-1.299
101.640,5.067,-0.220,-1.947,-0.938,-0.818,-2.855,-1.218
101.650,5.010,0.313,-1.849,-0.875,-0.756,-2.620,-1.131
101.660,8.534,-0.072,-1.716,-0.734,-0.687,-2.461,-0.968
101.670,5.227,-0.287,-1.700,-0.708,-0.614,-2.431,-0.927
101.680,6.287,-0.015,-1.556,-0.581,-0.538,-2.210,-0.786
101.690,6.197,-0.036,-1.506,-0.525,-0.473,-2.135,-0.713
101.700,10.267,-0.300,-1.333,-0.346,-0.386,-1.945,-0.525
101.710,5.671,0.339,-1.342,-0.404,-0.322,-1.801,-0.570
101.720,6.583,1.144,-1.160,-0.280,-0.236,-1.436,-0.423
101.731,7.999,0.760,-1.085,-0.196,-0.162,-1.346,-0.317
101.741,10.947,-0.098,-0.971,-0.028,-0.060,-1.342,-0.140
101.751,11.083,0.023,-0.841,0.058,0.038,-1.091,-0.048
101.761,8.208,1.816,-0.647,0.124,0.154,-0.554,0.036
101.771,9.435,2.646,-0.516,0.214,0.248,-0.281,0.165
101.781,7.248,1.671,-0.507,0.286,0.346,-0.392,0.267
101.791,11.072,0.916,-0.398,0.447,0.439,-0.392,0.443
101.801,8.597,1.221,-0.336,0.506,0.547,-0.303,0.513
101.811,10.898,1.697,-0.189,0.623,0.647,-0.056,0.648
101.821,8.203,1.577,-0.127,0.694,0.751,0.004,0.734
101.831,8.702,1.606,0.004,0.822,0.853,0.164,0.874
101.842,7.358,1.763,0.043,0.851,0.931,0.247,0.915
101.852,4.367,1.491,0.020,0.840,0.986,0.211,0.915
101.862,5.418,0.839,0.091,0.942,1.044,0.213,1.020
101.872,6.258,0.598,0.135,1.002,1.095,0.217,1.074
101.882,2.714,1.200,0.173,0.979,1.138,0.407,1.048
101.892,4.704,1.443,0.295,1.076,1.187,0.597,1.147
101.903,-2.868,1.541,0.186,0.929,1.197,0.590,1.004
101.913,-0.100,0.912,0.216,1.001,1.192,0.516,1.077
101.924,-3.487,0.165,0.102,0.925,1.172,0.305,0.991
101.934,-1.874,-0.145,0.100,0.935,1.138,0.260,0.985
101.945,-1.728,0.051,0.107,0.914,1.112,0.323,0.948
101.956,-1.146,0.306,0.141,0.905,1.090,0.452,0.927
101.967,-0.742,0.560,0.186,0.901,1.078,0.607,0.917
101.978,-3.330,0.722,0.167,0.842,1.059,0.679,0.854
101.989,-11.077,0.838,-0.082,0.564,0.968,0.491,0.580
102.001,-15.798,0.929,-0.350,0.280,0.810,0.261,0.306
102.012,-16.351,1.013,-0.541,0.081,0.631,0.094,0.120
102.023,-10.785,1.073,-0.557,0.062,0.488,0.094,0.118
102.034,-7.167,1.133,-0.567,0.050,0.396,0.098,0.122
102.045,-1.540,1.147,-0.466,0.149,0.361,0.207,0.237
102.055,0.898,1.268,-0.400,0.209,0.362,0.295,0.312
102.066,2.546,1.414,-0.333,0.278,0.387,0.363,0.398
102.077,-4.131,1.507,-0.463,0.154,0.391,0.227,0.290
102.088,-10.012,1.370,-0.660,-0.030,0.320,0.013,0.125
102.099,-12.060,1.086,-0.840,-0.192,0.203,-0.198,-0.018
102.110,-8.605,0.794,-0.894,-0.224,0.097,-0.298,-0.036
102.121,-6.526,0.319,-0.971,-0.240,0.025,-0.511,-0.046
102.132,-3.591,-0.087,-1.015,-0.226,-0.027,-0.694,-0.029
102.143,-1.996,-0.412,-1.056,-0.211,-0.055,-0.863,-0.019
102.154,-2.333,-0.583,-1.137,-0.249,-0.081,-1.044,-0.063
102.165,-0.820,-0.569,-1.161,-0.241,-0.098,-1.145,-0.063
102.176,5.785,-0.191,-0.988,-0.073,-0.068,-0.952,0.099
102.187,1.004,0.404,-0.974,-0.099,-0.015,-0.830,0.073
102.198,-5.899,0.851,-1.141,-0.299,-0.048,-0.901,-0.116
102.209,-3.171,1.315,-1.061,-0.260,-0.082,-0.699,-0.057
102.220,-2.525,1.538,-1.078,-0.299,-0.107,-0.638,-0.073
102.230,-1.508,1.255,-1.102,-0.289,-0.119,-0.720,-0.042
102.241,1.165,0.423,-1.103,-0.238,-0.125,-0.826,0.019
102.252,2.450,-0.109,-1.074,-0.164,-0.096,-0.898,0.090
102.262,1.590,0.127,-1.037,-0.165,-0.075,-0.766,0.087
102.273,3.794,-0.015,-0.992,-0.096,-0.048,-0.771,0.152
102.283,4.752,0.184,-0.934,-0.015,0.002,-0.763,0.229
102.294,5.058,0.926,-0.868,0.032,0.051,-0.641,0.281
102.304,3.551,0.735,-0.946,0.034,0.088,-0.889,0.288
102.315,4.063,-0.000,-0.951,0.099,0.132,-1.050,0.348
102.326,4.963,-0.523,-0.913,0.168,0.179,-1.076,0.404
102.336,4.081,0.282,-0.839,0.178,0.223,-0.842,0.405
102.347,3.351,1.593,-0.726,0.183,0.264,-0.456,0.422
102.358,0.835,0.707,-0.787,0.177,0.291,-0.626,0.427
102.368,0.057,0.005,-0.829,0.183,0.301,-0.773,0.427
102.379,0.169,0.750,-0.752,0.172,0.301,-0.479,0.415
102.389,-1.769,0.917,-0.749,0.124,0.295,-0.346,0.373
102.400,0.246,0.505,-0.685,0.192,0.298,-0.287,0.440
102.411,2.125,0.453,-0.634,0.235,0.308,-0.217,0.480
102.421,2.147,0.286,-0.635,0.256,0.327,-0.271,0.497
102.432,-0.282,0.465,-0.683,0.209,0.333,-0.321,0.446
102.442,-0.096,0.837,-0.652,0.233,0.339,-0.269,0.471
102.453,3.661,0.305,-0.630,0.344,0.363,-0.449,0.580
102.464,4.841,0.176,-0.617,0.401,0.402,-0.538,0.628
102.474,1.342,1.033,-0.598,0.358,0.436,-0.365,0.583
102.485,1.257,0.281,-0.609,0.401,0.458,-0.492,0.623
102.495,1.278,-0.378,-0.619,0.429,0.468,-0.596,0.633
102.506,-0.696,0.473,-0.545,0.411,0.478,-0.310,0.603
102.517,0.836,0.563,-0.460,0.488,0.494,-0.207,0.673
102.527,5.033,-0.319,-0.417,0.609,0.524,-0.350,0.779
102.538,5.589,-0.098,-0.354,0.659,0.571,-0.268,0.809
102.548,6.474,0.472,-0.283,0.726,0.628,-0.189,0.864
102.559,4.899,0.008,-0.420,0.742,0.685,-0.681,0.868
102.570,2.816,0.004,-0.455,0.771,0.734,-0.857,0.878
102.580,1.769,0.345,-0.446,0.777,0.758,-0.832,0.871
102.591,0.181,-0.263,-0.531,0.765,0.767,-1.075,0.842
102.601,-0.082,-0.212,-0.553,0.747,0.759,-1.103,0.803
102.612,-3.840,0.420,-0.602,0.645,0.734,-1.013,0.690
102.623,-4.817,0.038,-0.681,0.599,0.690,-1.153,0.633
102.633,-3.301,0.344,-0.667,0.589,0.648,-1.072,0.615
102.644,-5.256,0.197,-0.766,0.503,0.599,-1.180,0.523
102.654,-4.801,-0.182,-0.839,0.454,0.541,-1.299,0.463
102.665,-5.541,0.581,-0.870,0.345,0.476,-1.132,0.351
102.675,-6.760,-0.337,-0.992,0.262,0.406,-1.326,0.265
102.686,-9.016,-0.920,-1.122,0.151,0.319,-1.496,0.139
102.696,-9.617,0.346,-1.113,0.054,0.228,-1.233,0.038
102.707,-8.549,0.579,-1.129,0.023,0.148,-1.193,0.015
102.718,-7.125,-0.502,-1.259,-0.024,0.066,-1.501,-0.033
102.729,-7.465,-0.057,-1.333,-0.133,-0.022,-1.478,-0.144
102.739,-7.855,0.349,-1.442,-0.258,-0.113,-1.532,-0.261
102.750,-9.021,0.023,-1.596,-0.362,-0.206,-1.779,-0.357
102.760,-8.364,-0.265,-1.742,-0.444,-0.303,-2.051,-0.436
102.771,-9.498,0.280,-1.837,-0.549,-0.389,-2.093,-0.531
102.781,-9.053,0.593,-1.916,-0.610,-0.472,-2.180,-0.575
102.792,-6.787,0.222,-2.065,-0.650,-0.548,-2.540,-0.599
102.803,-5.580,0.563,-2.130,-0.680,-0.602,-2.645,-0.614
102.813,-5.886,1.035,-2.215,-0.759,-0.657,-2.689,-0.669
102.824,-3.176,0.516,-2.323,-0.753,-0.700,-3.006,-0.640
102.834,-1.698,-0.033,-2.434,-0.765,-0.727,-3.294,-0.641
102.845,-2.355,0.508,-2.463,-0.808,-0.746,-3.239,-0.669
102.855,-3.673,0.167,-2.575,-0.871,-0.774,-3.404,-0.715
102.866,-3.271,-0.410,-2.652,-0.884,-0.808,-3.579,-0.721
102.877,-3.599,0.093,-2.661,-0.928,-0.840,-3.456,-0.756
102.887,-4.127,0.317,-2.690,-0.982,-0.878,-3.375,-0.794
102.898,-2.243,-0.072,-2.701,-0.965,-0.904,-3.395,-0.766
102.908,-2.850,-0.155,-2.742,-1.012,-0.933,-3.377,-0.804
102.919,0.581,-0.120,-2.673,-0.955,-0.944,-3.233,-0.739
102.930,1.629,0.140,-2.635,-0.938,-0.934,-3.104,-0.711
102.940,0.158,0.271,-2.679,-0.975,-0.927,-3.118,-0.735
102.951,0.676,-0.183,-2.725,-0.957,-0.922,-3.265,-0.706
102.961,1.850,-0.033,-2.690,-0.914,-0.902,-3.208,-0.658
102.972,3.346,0.966,-2.584,-0.856,-0.866,-2.941,-0.583
102.983,4.339,0.639,-2.598,-0.795,-0.822,-3.074,-0.503
102.993,4.964,-0.201,-2.636,-0.725,-0.769,-3.310,-0.426
103.004,5.857,0.098,-2.563,-0.655,-0.709,-3.187,-0.354
103.014,4.900,0.919,-2.449,-0.613,-0.647,-2.859,-0.300
103.025,4.507,0.278,-2.430,-0.555,-0.593,-2.885,-0.232
