R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,FFDTermC,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
30,0,10,30,0,10,50,15,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,50,30,0,30,0,75,300,0,0,0.995,10.000,300,100,300,100,15,15
sysTime,PIDRefX,PIDRefY,PIDRefZ,PIDSensX,PIDSensY,PIDSensZ
92.792,0.000,-0.446,3.000,-0.797,0.178,1.624
92.797,0.000,-0.446,3.000,-0.797,0.178,1.624
92.802,0.000,-0.446,3.000,-0.797,0.178,1.624
92.807,0.000,-0.446,3.000,-0.797,0.178,1.624
92.812,0.000,-0.446,3.000,-0.797,0.178,1.624
92.818,0.000,-0.446,3.000,-0.797,0.178,1.624
92.823,0.000,-0.446,3.000,-0.797,0.178,1.624
92.828,0.000,-0.446,3.000,-0.797,0.178,1.624
92.833,0.000,-0.446,3.000,-0.797,0.178,1.624
92.838,0.000,-0.446,3.000,-0.797,0.178,1.624
92.843,0.000,-0.446,3.000,-0.797,0.178,1.624
92.848,0.000,-0.446,3.000,-0.797,0.178,1.624
92.853,0.000,-0.446,3.000,-0.797,0.178,1.624
92.858,0.000,-0.446,3.000,-0.797,0.178,1.624
92.863,0.000,-0.446,3.000,-0.797,0.178,1.624
92.869,0.000,-0.446,3.000,-0.797,0.178,1.624
92.874,0.000,-0.446,3.000,-0.797,0.178,1.624
92.879,0.000,-0.446,3.000,-0.797,0.178,1.624
92.884,0.000,-0.446,3.000,-0.797,0.178,1.624
92.889,0.000,-0.446,3.000,-0.797,0.178,1.624
92.894,0.000,-0.446,3.000,-0.797,0.178,1.624
92.899,0.000,-0.446,3.000,-0.797,0.178,1.624
92.904,0.000,-0.446,3.000,-0.797,0.178,1.624
92.909,0.000,-0.446,3.000,-0.797,0.178,1.624
92.914,0.000,-0.446,3.000,-0.797,0.178,1.624
92.920,0.000,-0.446,3.000,-0.797,0.178,1.624
92.925,0.000,-0.446,3.000,-0.797,0.178,1.624
92.930,0.000,-0.446,3.000,-0.797,0.178,1.624
92.935,0.000,-0.446,3.000,-0.797,0.178,1.624
92.940,0.000,-0.446,3.000,-0.797,0.178,1.624
92.945,0.000,-0.446,3.000,-0.797,0.178,1.624
92.950,0.000,-0.446,3.000,-0.797,0.178,1.624
92.955,0.000,-0.446,3.000,-0.797,0.178,1.624
92.961,0.000,-0.446,3.000,-0.797,0.178,1.624
92.966,0.000,-0.446,3.000,-0.797,0.178,1.624
92.971,0.000,-0.446,3.000,-0.797,0.178,1.624
92.976,0.000,-0.446,3.000,-0.797,0.178,1.624
