R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,0,0,100,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1024,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
95183,0,-2306048,522464,0,699083
95193,0,-2306048,522464,0,699083
95203,0,-2306048,522464,0,699083
95213,0,-2306048,522464,0,699083
95223,0,-2306048,522464,0,699083
95233,0,-2306048,522464,0,699083
95243,0,-2306048,522464,0,699083
95253,0,-2306048,522464,0,699083
95263,0,-2306048,522464,0,699083
95273,0,-2306048,522464,0,699083
95283,0,-2306048,522464,0,699083
95293,0,-2306048,522464,0,699083
95303,0,-2306048,522464,0,699083
95313,0,-2306048,522464,0,699083
95323,0,-2306048,522464,0,699083
95333,0,-2306048,522464,0,699083
95343,0,-2306048,522464,0,699083
95353,0,-2306048,522464,0,699083
95363,0,-2306048,522464,0,699083
95373,0,-2306048,522464,0,699083
95383,0,-2306048,522464,0,699083
95394,0,-2306048,522464,0,699083
95404,0,-2306048,522464,0,699083
95414,0,-2306048,522464,0,699083
95424,0,-2306048,522464,0,699083
95434,0,-2306048,522464,0,699083
95444,0,-2306048,522464,0,699083
95454,0,-2306048,522464,0,699083
95464,0,-2306048,522464,0,699083
95474,0,-2306048,522464,0,699083
95484,0,-2306048,522464,0,699083
95494,0,-2306048,522464,0,699083
95504,0,-2306048,522464,0,699083
95514,0,-2306048,522464,0,699083
95524,0,-2306048,522464,0,699083
95534,0,-2306048,522464,0,699083
95544,0,-2306048,522464,0,699083
95554,0,-2306048,522464,0,699083
95564,0,-2306048,522464,0,699083
95574,0,-2306048,522464,0,699083
95584,0,-2306048,522464,0,699083
95594,0,-2306048,522464,0,699083
95604,0,-2306048,522464,0,699083
95614,0,-2306048,522464,0,699083
95624,0,-2306048,522464,0,699083
95634,0,-2306048,522464,0,699083
95644,0,-2306048,522464,0,699083
95654,0,-2306048,522464,0,699083
95664,0,-2306048,522464,0,699083
95674,0,-2306048,522464,0,699083
95684,0,-2306048,522464,0,699083
95694,0,-2306048,522464,0,699083
95704,0,-2306048,522464,0,699083
95714,0,-2306048,522464,0,699083
95724,0,-2306048,522464,0,699083
95734,0,-2306048,522464,0,699083
95744,0,-2306048,522464,0,699083
95754,0,-2306048,522464,0,699083
95764,0,-2306048,522464,0,699083
95774,0,-2306048,522464,0,699083
95784,0,-2306048,522464,0,699083
95794,0,-2306048,522464,0,699083
95804,0,-2306048,522464,0,699083
95814,0,-2306048,522464,0,699083
95824,0,-2306048,522464,0,699083
95834,0,-2306048,522464,0,699083
95844,0,-2306048,522464,0,699083
95854,0,-2306048,522464,0,699083
95864,0,-2306048,522464,0,699083
95874,0,-2306048,522464,0,699083
95884,0,-2306048,522464,0,699083
95894,0,-2306048,522464,0,699083
95904,0,-2306048,522464,0,699083
95914,0,-2306048,522464,0,699083
95924,0,-2306048,522464,0,699083
95934,0,-2306048,522464,0,699083
95944,0,-2306048,522464,0,699083
95954,0,-2306048,522464,0,699083
95964,0,-2306048,522464,0,699083
95974,0,-2306048,522464,0,699083
95984,0,-2306048,522464,0,699083
