R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,70,47,58,80,47,250,0,0,0,80,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,967,4096,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
162420,3040256,2557952,109272,18071,53437
162430,3040256,2557952,109272,18071,53437
162440,3040256,2557952,109272,18071,53437
162450,3040256,2557952,109272,18071,53437
162460,3040256,2557952,109272,18071,53437
162470,3040256,2557952,109272,18071,53437
162480,3040256,2557952,109272,18071,53437
162490,3040256,2557952,109272,18071,53437
162500,3040256,2557952,109272,18071,53437
162510,3040256,2557952,109272,18071,53437
162520,3040256,2557952,109272,18071,53437
162530,3040256,2557952,109272,18071,53437
162540,3040256,2557952,109272,18071,53437
162550,3040256,2557952,109272,18071,53437
162560,3040256,2557952,109272,18071,53437
162570,3040256,2557952,109272,18071,53437
162580,3040256,2557952,109272,18071,53437
162590,3040256,2557952,109272,18071,53437
162600,3040256,2557952,109272,18071,53437
162610,3040256,2557952,109272,18071,53437
162620,3040256,2557952,109272,18071,53437
162630,3040256,2557952,109272,18071,53437
162640,3040256,2557952,109272,18071,53437
162650,3040256,2557952,109272,18071,53437
162660,3040256,2557952,109272,18071,53437
162670,3040256,2557952,109272,18071,53437
162680,3040256,2557952,109272,18071,53437
162690,3040256,2557952,109272,18071,53437
162700,3040256,2557952,109272,18071,53437
162710,3040256,2557952,109272,18071,53437
162720,3040256,2557952,109272,18071,53437
162730,3040256,2557952,109272,18071,53437
162740,3040256,2557952,109272,18071,53437
162750,3040256,2557952,109272,18071,53437
162761,3040256,2557952,109272,18071,53437
162771,3040256,2557952,109272,18071,53437
162781,3040256,2557952,109272,18071,53437
162791,3040256,2557952,109272,18071,53437
162801,3040256,2557952,109272,18071,53437
162811,3040256,2557952,109272,18071,53437
162821,3040256,2557952,109272,18071,53437
162831,3040256,2557952,109272,18071,53437
162841,3040256,2557952,109272,18071,53437
162851,3040256,2557952,109272,18071,53437
162861,3040256,2557952,109272,18071,53437
162871,3040256,2557952,109272,18071,53437
162881,3040256,2557952,109272,18071,53437
162891,3040256,2557952,109272,18071,53437
162901,3040256,2557952,109272,18071,53437
162911,3040256,2557952,109272,18071,53437
162921,3040256,2557952,109272,18071,53437
162931,3040256,2557952,109272,18071,53437
162941,3040256,2557952,109272,18071,53437
162951,0,-3072,696,-446966,-444066
162961,0,-3072,696,-115271,-112668
162971,0,-3072,696,-31719,-28611
162981,0,6144,-1392,-8191,-13561
162991,0,0,0,-2269,-2677
163001,0,-2048,464,-599,1957
