R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,70,47,58,80,47,250,0,0,0,90,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1024,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
228899,0,32463872,-7355096,0,-10363116
228909,0,32463872,-7355096,0,-10363116
228919,0,32463872,-7355096,0,-10363116
228929,0,32463872,-7355096,0,-10363116
228939,0,32463872,-7355096,0,-10363116
228949,0,32463872,-7355096,0,-10363116
228959,0,32463872,-7355096,0,-10363116
228969,0,32463872,-7355096,0,-10363116
228979,0,32463872,-7355096,0,-10363116
228989,0,32463872,-7355096,0,-10363116
228999,0,32463872,-7355096,0,-10363116
229009,0,32463872,-7355096,0,-10363116
229019,0,32463872,-7355096,0,-10363116
229029,0,32463872,-7355096,0,-10363116
229039,0,32463872,-7355096,0,-10363116
229049,0,32463872,-7355096,0,-10363116
229059,0,32463872,-7355096,0,-10363116
229069,0,32463872,-7355096,0,-10363116
229079,0,32463872,-7355096,0,-10363116
229089,0,32463872,-7355096,0,-10363116
229099,0,32463872,-7355096,0,-10363116
229109,0,32463872,-7355096,0,-10363116
229119,0,32463872,-7355096,0,-10363116
229129,0,32463872,-7355096,0,-10363116
229139,0,32463872,-7355096,0,-10363116
229149,0,32463872,-7355096,0,-10363116
229159,0,32463872,-7355096,0,-10363116
229169,0,32463872,-7355096,0,-10363116
229179,0,32463872,-7355096,0,-10363116
229189,0,32463872,-7355096,0,-10363116
229199,0,32463872,-7355096,0,-10363116
229209,0,32463872,-7355096,0,-10363116
229219,0,32463872,-7355096,0,-10363116
229229,0,32463872,-7355096,0,-10363116
229239,0,32463872,-7355096,0,-10363116
229249,0,32463872,-7355096,0,-10363116
229259,0,32463872,-7355096,0,-10363116
229269,0,32463872,-7355096,0,-10363116
229279,0,32463872,-7355096,0,-10363116
229289,0,32463872,-7355096,0,-10363116
229299,0,32463872,-7355096,0,-10363116
229309,0,32463872,-7355096,0,-10363116
229319,0,32463872,-7355096,0,-10363116
229329,0,32463872,-7355096,0,-10363116
229339,0,32463872,-7355096,0,-10363116
229349,0,32463872,-7355096,0,-10363116
229359,0,32463872,-7355096,0,-10363116
229369,0,32463872,-7355096,0,-10363116
229379,0,32463872,-7355096,0,-10363116
229389,0,32463872,-7355096,0,-10363116
229399,0,32463872,-7355096,0,-10363116
229409,0,32463872,-7355096,0,-10363116
229419,0,32463872,-7355096,0,-10363116
229429,0,32463872,-7355096,0,-10363116
229439,0,32463872,-7355096,0,-10363116
229449,0,32463872,-7355096,0,-10363116
229459,0,32463872,-7355096,0,-10363116
229469,0,32463872,-7355096,0,-10363116
229479,0,32463872,-7355096,0,-10363116
229489,0,32463872,-7355096,0,-10363116
229499,0,32463872,-7355096,0,-10363116
229509,0,32463872,-7355096,0,-10363116
229519,0,32463872,-7355096,0,-10363116
229529,0,32463872,-7355096,0,-10363116
229539,0,32463872,-7355096,0,-10363116
229549,0,32463872,-7355096,0,-10363116
229559,0,32463872,-7355096,0,-10363116
229569,0,2048,-464,0,-1126
229579,0,-1024,232,0,1573
229589,0,7168,-1624,0,-6541
229599,0,0,0,0,1549
229609,0,4096,-928,0,-1709
229619,0,5120,-1160,0,-1992
229629,0,0,0,0,1316
229639,0,4096,-928,0,-2519
229649,0,1024,-232,0,536
229659,0,-5120,1160,0,5327
229669,0,1024,-232,0,-1772
229679,0,-2048,464,0,1667
229689,0,6144,-1392,0,-5464
229699,0,5120,-1160,0,-1386
229709,0,-1024,232,0,-4021
229719,0,-4096,928,0,5664
229729,0,-6144,1392,0,5780
229739,0,0,0,0,1478
229749,0,8192,-1856,0,-635
229759,0,11264,-2552,0,-8595
229769,0,11264,-2552,0,-3518
229779,0,-10240,2320,0,16621
229789,0,-22528,5104,0,10725
229799,0,2048,-464,0,-4438
229810,0,-1024,232,0,1943
229820,0,-39936,9048,0,27440
229830,0,1024,-232,0,-16216
229840,0,27648,-6264,0,-30719
229850,0,1024,-232,0,2135
229860,0,9216,-2088,0,-2996
229870,0,7168,-1624,0,-81
229880,0,8192,-1856,0,-6212
229890,0,5120,-1160,0,-6540
229900,0,10240,-2320,0,-3461
229910,0,-2048,464,0,2892
229920,0,15360,-3480,0,-10146
229930,0,-8192,1856,0,9735
229940,0,-9216,2088,0,7664
229950,0,-12288,2784,0,11593
229960,0,9216,-2088,0,-7313
229970,0,6144,-1392,0,-2439
229980,0,3072,-696,0,-4068
229990,0,-2048,464,0,2622
230000,0,4096,-928,0,-5194
230010,0,3072,-696,0,-6148
230020,0,18432,-4176,0,-22322
230030,0,25600,-5800,0,-25883
230040,0,13312,-3016,0,-9801
230050,0,-20480,4640,0,19614
230060,0,-12288,2784,0,7687
230070,0,36864,-8352,0,-34175
230080,0,0,0,0,6717
230090,0,-31744,7192,0,22601
230100,0,-15360,3480,0,5668
230110,0,-78848,17864,0,55812
230120,0,-8192,1856,0,-19367
230130,0,-92160,20880,0,53464
230140,0,-6144,1392,0,-31842
230150,0,-73728,16704,0,37543
230160,0,14336,-3248,0,-36326
230170,0,-54272,12296,0,29964
230180,0,-8192,1856,0,-2697
230190,0,-13312,3016,0,-4002
230200,0,-57344,12992,0,48385
230210,0,16384,-3712,0,-35068
230220,0,-104448,23664,0,79442
230230,0,-16384,3712,0,-2314
230240,0,-23552,5336,0,-8233
230250,0,-101376,22968,0,64627
230260,0,-44032,9976,0,1956
230270,0,-46080,10440,0,-3403
230280,0,-49152,11136,0,2018
230290,0,-32768,7424,0,1848
230300,0,-7168,1624,0,-1914
230310,0,2048,-464,0,-6699
230320,0,-56320,12760,0,35880
230330,0,-123904,28072,0,73469
230340,0,-138240,31320,0,64695
230350,0,-151552,34336,0,63022
230360,0,-156672,35496,0,59571
230370,0,-129024,29232,0,35782
230380,0,-112640,25520,0,26829
230390,0,-76800,17400,0,-728
230400,0,-76800,17400,0,6890
230410,0,-79872,18096,0,19067
230420,0,-47104,10672,0,-482
230430,0,-20480,4640,0,-8170
230440,0,-28672,6496,0,-4084
230450,0,-80896,18328,0,46917
230460,0,-116736,26448,0,73759
230470,0,-151552,34336,0,96251
230480,0,-116736,26448,0,58875
230490,0,-122880,27840,0,52660
230500,0,-111616,25288,0,30573
230510,0,-148480,33640,0,53755
230520,0,-180224,40832,0,84257
230530,0,-163840,37120,0,74066
230540,0,-100352,22736,0,14072
230550,0,-144384,32712,0,50125
230560,0,-159744,36192,0,68831
230570,0,-144384,32712,0,68268
230580,0,-88064,19952,0,28753
230590,0,-43008,9744,0,-2753
230600,0,-110592,25056,0,69297
230610,0,-222208,50344,0,138966
230620,0,-242688,54984,0,123142
230630,0,-237568,53824,0,94580
230640,0,-189440,42920,0,48345
230650,0,-207872,47096,0,74949
230660,0,-216064,48952,0,99638
230670,0,-146432,33176,0,52473
230680,0,-115712,26216,0,37599
230690,0,-207872,47096,0,122325
230700,0,-261120,59160,0,150962
230710,0,-266240,60320,0,123281
230720,-4096,-259072,57768,-377,87324
230730,-7168,-299008,66120,-333,101540
230740,-10240,-343040,75400,-509,136067
230750,-10240,-294912,55448,-149,71641
